M.L_b.CO2aq Time [a],M.L_b.CO2aq CO2aq [mol/kg]
247800.0,8.636960663140896e-06
247900.0,8.636960663140896e-06
248000.0,8.636960663140901e-06
248100.0,8.636960663140898e-06
248200.0,8.636960663140901e-06
248300.0,8.636960663140896e-06
248400.0,8.636960663140896e-06
248500.0,8.636960663140898e-06
248600.0,8.636960663140898e-06
248700.0,8.636960663140894e-06
248800.0,8.636960663140898e-06
248900.0,8.6369606631409e-06
249000.0,8.636960663140901e-06
249100.0,8.6369606631409e-06
249200.0,8.636960663140903e-06
249300.0,8.6369606631409e-06
249400.0,8.636960663140901e-06
249500.0,8.6369606631409e-06
249600.0,8.636960663140903e-06
249700.0,8.6369606631409e-06
249800.0,8.636960663140901e-06
249900.0,8.6369606631409e-06
250000.0,8.6369606631409e-06
250100.0,8.636960663140898e-06
250200.0,8.636960663140901e-06
250300.0,8.636960663140898e-06
250400.0,8.636960663140903e-06
250500.0,8.636960663140898e-06
250600.0,8.636960663140901e-06
250700.0,8.636960663140896e-06
250800.0,8.6369606631409e-06
250900.0,8.636960663140894e-06
251000.0,8.636960663140896e-06
251100.0,8.636960663140896e-06
251200.0,8.636960663140903e-06
251300.0,8.636960663140896e-06
251400.0,8.6369606631409e-06
251500.0,8.636960663140894e-06
251600.0,8.636960663140896e-06
251700.0,8.636960663140898e-06
251800.0,8.636960663140901e-06
251900.0,8.636960663140898e-06
252000.0,8.636960663140901e-06
252100.0,8.636960663140894e-06
252200.0,8.636960663140896e-06
252300.0,8.636960663140898e-06
252400.0,8.636960663140898e-06
252500.0,8.636960663140894e-06
252600.0,8.636960663140901e-06
252700.0,8.6369606631409e-06
252800.0,8.6369606631409e-06
252900.0,8.636960663140896e-06
253000.0,8.636960663140901e-06
253100.0,8.636960663140901e-06
253200.0,8.636960663140903e-06
253300.0,8.636960663140898e-06
253400.0,8.6369606631409e-06
253500.0,8.636960663140898e-06
253600.0,8.636960663140901e-06
253700.0,8.6369606631409e-06
253800.0,8.6369606631409e-06
253900.0,8.636960663140896e-06
254000.0,8.636960663140901e-06
254100.0,8.636960663140901e-06
254200.0,8.636960663140898e-06
254300.0,8.636960663140898e-06
254400.0,8.6369606631409e-06
254500.0,8.636960663140901e-06
254600.0,8.636960663140905e-06
254700.0,8.636960663140901e-06
254800.0,8.636960663140901e-06
254900.0,8.636960663140898e-06
255000.0,8.636960663140898e-06
255100.0,8.636960663140893e-06
255200.0,8.6369606631409e-06
255300.0,8.636960663140896e-06
255400.0,8.636960663140898e-06
255500.0,8.636960663140896e-06
255600.0,8.636960663140903e-06
255700.0,8.636960663140898e-06
255800.0,8.6369606631409e-06
255900.0,8.636960663140896e-06
256000.0,8.6369606631409e-06
256100.0,8.636960663140896e-06
256200.0,8.636960663140901e-06
256300.0,8.636960663140898e-06
256400.0,8.636960663140903e-06
256500.0,8.636960663140896e-06
256600.0,8.6369606631409e-06
256700.0,8.636960663140896e-06
256800.0,8.636960663140898e-06
256900.0,8.636960663140898e-06
257000.0,8.636960663140898e-06
257100.0,8.636960663140896e-06
257200.0,8.6369606631409e-06
257300.0,8.636960663140903e-06
257400.0,8.6369606631409e-06
257500.0,8.636960663140905e-06
257600.0,8.6369606631409e-06
257700.0,8.636960663140901e-06
257800.0,8.6369606631409e-06
257900.0,8.636960663140905e-06
258000.0,8.6369606631409e-06
258100.0,8.636960663140903e-06
258200.0,8.636960663140898e-06
258300.0,8.636960663140901e-06
258400.0,8.636960663140898e-06
258500.0,8.636960663140903e-06
258600.0,8.636960663140896e-06
258700.0,8.636960663140898e-06
258800.0,8.636960663140894e-06
258900.0,8.636960663140898e-06
259000.0,8.6369606631409e-06
259100.0,8.6369606631409e-06
259200.0,8.636960663140894e-06
259300.0,8.6369606631409e-06
259400.0,8.6369606631409e-06
259500.0,8.636960663140901e-06
259600.0,8.6369606631409e-06
259700.0,8.6369606631409e-06
259800.0,8.636960663140898e-06
259900.0,8.6369606631409e-06
260000.0,8.636960663140896e-06
260100.0,8.6369606631409e-06
260200.0,8.636960663140901e-06
260300.0,8.636960663140901e-06
260400.0,8.6369606631409e-06
260500.0,8.636960663140901e-06
260600.0,8.636960663140896e-06
260700.0,8.636960663140901e-06
260800.0,8.6369606631409e-06
260900.0,8.6369606631409e-06
261000.0,8.636960663140896e-06
261100.0,8.636960663140898e-06
261200.0,8.636960663140896e-06
261300.0,8.6369606631409e-06
261400.0,8.636960663140896e-06
261500.0,8.636960663140898e-06
261600.0,8.636960663140903e-06
261700.0,8.6369606631409e-06
261800.0,8.636960663140898e-06
261900.0,8.636960663140903e-06
262000.0,8.6369606631409e-06
262100.0,8.636960663140905e-06
262200.0,8.636960663140898e-06
262300.0,8.6369606631409e-06
262400.0,8.6369606631409e-06
262500.0,8.636960663140898e-06
262600.0,8.636960663140894e-06
262700.0,8.636960663140901e-06
262800.0,8.636960663140896e-06
262900.0,8.6369606631409e-06
263000.0,8.636960663140896e-06
263100.0,8.636960663140901e-06
263200.0,8.636960663140896e-06
263300.0,8.6369606631409e-06
263400.0,8.636960663140896e-06
263500.0,8.636960663140896e-06
263600.0,8.636960663140898e-06
263700.0,8.6369606631409e-06
263800.0,8.636960663140896e-06
263900.0,8.6369606631409e-06
264000.0,8.636960663140896e-06
264100.0,8.636960663140896e-06
264200.0,8.636960663140901e-06
264300.0,8.6369606631409e-06
264400.0,8.636960663140903e-06
264500.0,8.636960663140896e-06
264600.0,8.636960663140898e-06
264700.0,8.636960663140898e-06
264800.0,8.636960663140898e-06
264900.0,8.636960663140894e-06
265000.0,8.6369606631409e-06
265100.0,8.6369606631409e-06
265200.0,8.636960663140901e-06
265300.0,8.636960663140898e-06
265400.0,8.636960663140901e-06
265500.0,8.6369606631409e-06
265600.0,8.636960663140903e-06
265700.0,8.6369606631409e-06
265800.0,8.6369606631409e-06
265900.0,8.636960663140898e-06
266000.0,8.6369606631409e-06
266100.0,8.636960663140896e-06
266200.0,8.636960663140901e-06
266300.0,8.636960663140901e-06
266400.0,8.6369606631409e-06
266500.0,8.636960663140898e-06
266600.0,8.636960663140901e-06
266700.0,8.636960663140898e-06
266800.0,8.636960663140901e-06
266900.0,8.6369606631409e-06
267000.0,8.636960663140901e-06
267100.0,8.636960663140898e-06
267200.0,8.636960663140903e-06
267300.0,8.636960663140898e-06
267400.0,8.636960663140901e-06
267500.0,8.636960663140894e-06
267600.0,8.636960663140896e-06
267700.0,8.636960663140896e-06
267800.0,8.636960663140898e-06
267900.0,8.636960663140898e-06
268000.0,8.636960663140896e-06
268100.0,8.636960663140898e-06
268200.0,8.6369606631409e-06
268300.0,8.636960663140901e-06
268400.0,8.636960663140896e-06
268500.0,8.636960663140901e-06
268600.0,8.636960663140896e-06
268700.0,8.636960663140898e-06
268800.0,8.636960663140901e-06
268900.0,8.636960663140903e-06
269000.0,8.636960663140901e-06
269100.0,8.6369606631409e-06
269200.0,8.6369606631409e-06
269300.0,8.636960663140894e-06
269400.0,8.6369606631409e-06
269500.0,8.6369606631409e-06
269600.0,8.6369606631409e-06
269700.0,8.636960663140896e-06
269800.0,8.636960663140901e-06
269900.0,8.636960663140896e-06
270000.0,8.636960663140898e-06
270100.0,8.6369606631409e-06
270200.0,8.636960663140901e-06
270300.0,8.636960663140898e-06
270400.0,8.6369606631409e-06
270500.0,8.636960663140898e-06
270600.0,8.6369606631409e-06
270700.0,8.636960663140894e-06
270800.0,8.636960663140898e-06
270900.0,8.636960663140898e-06
271000.0,8.636960663140901e-06
271100.0,8.636960663140898e-06
271200.0,8.636960663140898e-06
271300.0,8.636960663140896e-06
271400.0,8.6369606631409e-06
271500.0,8.636960663140894e-06
271600.0,8.636960663140896e-06
271700.0,8.636960663140901e-06
271800.0,8.636960663140896e-06
271900.0,8.6369606631409e-06
272000.0,8.636960663140898e-06
272100.0,8.636960663140901e-06
272200.0,8.636960663140898e-06
272300.0,8.636960663140903e-06
272400.0,8.6369606631409e-06
272500.0,8.636960663140903e-06
272600.0,8.6369606631409e-06
272700.0,8.6369606631409e-06
272800.0,8.636960663140896e-06
272900.0,8.636960663140898e-06
273000.0,8.636960663140896e-06
273100.0,8.636960663140898e-06
273200.0,8.636960663140901e-06
273300.0,8.636960663140901e-06
273400.0,8.6369606631409e-06
273500.0,8.636960663140901e-06
273600.0,8.636960663140898e-06
273700.0,8.636960663140901e-06
273800.0,8.6369606631409e-06
273900.0,8.636960663140901e-06
274000.0,8.6369606631409e-06
274100.0,8.6369606631409e-06
274200.0,8.636960663140894e-06
274300.0,8.636960663140901e-06
274400.0,8.636960663140896e-06
274500.0,8.636960663140896e-06
274600.0,8.636960663140898e-06
274700.0,8.636960663140898e-06
274800.0,8.636960663140894e-06
274900.0,8.6369606631409e-06
275000.0,8.636960663140903e-06
275100.0,8.6369606631409e-06
275200.0,8.6369606631409e-06
275300.0,8.636960663140898e-06
275400.0,8.636960663140903e-06
275500.0,8.6369606631409e-06
275600.0,8.636960663140903e-06
275700.0,8.6369606631409e-06
275800.0,8.636960663140903e-06
275900.0,8.6369606631409e-06
276000.0,8.636960663140903e-06
276100.0,8.636960663140901e-06
276200.0,8.636960663140906e-06
276300.0,8.6369606631409e-06
276400.0,8.636960663140903e-06
276500.0,8.636960663140896e-06
276600.0,8.636960663140898e-06
276700.0,8.636960663140894e-06
276800.0,8.636960663140898e-06
276900.0,8.636960663140896e-06
277000.0,8.636960663140903e-06
277100.0,8.636960663140898e-06
277200.0,8.636960663140901e-06
277300.0,8.636960663140898e-06
277400.0,8.636960663140901e-06
277500.0,8.6369606631409e-06
277600.0,8.636960663140901e-06
277700.0,8.636960663140898e-06
277800.0,8.636960663140901e-06
277900.0,8.6369606631409e-06
278000.0,8.6369606631409e-06
278100.0,8.636960663140898e-06
278200.0,8.6369606631409e-06
278300.0,8.636960663140898e-06
278400.0,8.636960663140901e-06
278500.0,8.636960663140896e-06
278600.0,8.6369606631409e-06
278700.0,8.636960663140896e-06
278800.0,8.636960663140898e-06
278900.0,8.636960663140894e-06
279000.0,8.6369606631409e-06
279100.0,8.636960663140896e-06
279200.0,8.6369606631409e-06
279300.0,8.636960663140898e-06
279400.0,8.636960663140898e-06
279500.0,8.636960663140896e-06
279600.0,8.636960663140903e-06
279700.0,8.636960663140898e-06
279800.0,8.636960663140901e-06
279900.0,8.636960663140901e-06
280000.0,8.636960663140901e-06
280100.0,8.6369606631409e-06
280200.0,8.636960663140901e-06
280300.0,8.636960663140898e-06
280400.0,8.636960663140901e-06
280500.0,8.6369606631409e-06
280600.0,8.636960663140901e-06
280700.0,8.6369606631409e-06
280800.0,8.636960663140903e-06
280900.0,8.636960663140898e-06
281000.0,8.6369606631409e-06
281100.0,8.636960663140898e-06
281200.0,8.636960663140901e-06
281300.0,8.6369606631409e-06
281400.0,8.636960663140901e-06
281500.0,8.636960663140898e-06
281600.0,8.6369606631409e-06
281700.0,8.636960663140896e-06
281800.0,8.636960663140901e-06
281900.0,8.636960663140896e-06
282000.0,8.6369606631409e-06
282100.0,8.636960663140901e-06
282200.0,8.636960663140901e-06
282300.0,8.636960663140898e-06
282400.0,8.636960663140901e-06
282500.0,8.636960663140901e-06
282600.0,8.6369606631409e-06
282700.0,8.636960663140898e-06
282800.0,8.636960663140901e-06
282900.0,8.636960663140896e-06
283000.0,8.6369606631409e-06
283100.0,8.6369606631409e-06
283200.0,8.6369606631409e-06
283300.0,8.636960663140898e-06
283400.0,8.636960663140903e-06
283500.0,8.636960663140898e-06
283600.0,8.636960663140901e-06
283700.0,8.6369606631409e-06
283800.0,8.6369606631409e-06
283900.0,8.636960663140898e-06
284000.0,8.636960663140903e-06
284100.0,8.636960663140898e-06
284200.0,8.636960663140901e-06
284300.0,8.6369606631409e-06
284400.0,8.6369606631409e-06
284500.0,8.636960663140898e-06
284600.0,8.636960663140903e-06
284700.0,8.636960663140898e-06
284800.0,8.636960663140901e-06
284900.0,8.636960663140901e-06
285000.0,8.636960663140903e-06
285100.0,8.636960663140901e-06
285200.0,8.636960663140901e-06
285300.0,8.636960663140896e-06
285400.0,8.636960663140901e-06
285500.0,8.636960663140898e-06
285600.0,8.6369606631409e-06
285700.0,8.636960663140898e-06
285800.0,8.636960663140898e-06
285900.0,8.636960663140898e-06
286000.0,8.636960663140903e-06
286100.0,8.6369606631409e-06
286200.0,8.6369606631409e-06
286300.0,8.636960663140898e-06
286400.0,8.6369606631409e-06
286500.0,8.6369606631409e-06
286600.0,8.6369606631409e-06
286700.0,8.636960663140898e-06
286800.0,8.636960663140896e-06
286900.0,8.6369606631409e-06
287000.0,8.636960663140896e-06
287100.0,8.636960663140898e-06
287200.0,8.636960663140894e-06
287300.0,8.636960663140898e-06
287400.0,8.636960663140903e-06
287500.0,8.636960663140898e-06
287600.0,8.636960663140903e-06
287700.0,8.636960663140896e-06
287800.0,8.636960663140898e-06
287900.0,8.636960663140898e-06
288000.0,8.636960663140903e-06
288100.0,8.636960663140896e-06
288200.0,8.636960663140898e-06
288300.0,8.636960663140901e-06
288400.0,8.6369606631409e-06
288500.0,8.636960663140903e-06
288600.0,8.636960663140896e-06
288700.0,8.636960663140894e-06
288800.0,8.6369606631409e-06
288900.0,8.6369606631409e-06
289000.0,8.6369606631409e-06
289100.0,8.6369606631409e-06
289200.0,8.636960663140896e-06
289300.0,8.636960663140898e-06
289400.0,8.636960663140901e-06
289500.0,8.636960663140896e-06
289600.0,8.636960663140896e-06
289700.0,8.6369606631409e-06
