M.H_b.HCO3 Time [a],M.H_b.HCO3 HCO3 [mol/kg]
780.0,0.0019949249799746647
790.0,0.0019949245089030086
800.0,0.001994924219010248
810.0,0.0019949240764104295
820.0,0.0019949240565824903
830.0,0.0019949241646563757
840.0,0.0019949244083137746
850.0,0.001994924789626587
860.0,0.001994925304441732
870.0,0.001994925946578722
880.0,0.0019949267100855274
890.0,0.0019949275884025264
900.0,0.001994928566201115
910.0,0.0019949296122159003
920.0,0.0019949307051983054
930.0,0.0019949318379758716
940.0,0.001994932998332475
950.0,0.0019949341867248494
960.0,0.001994935414261373
970.0,0.0019949366926323765
980.0,0.0019949380284741435
990.0,0.001994939408368872
1000.0,0.001994940808946793
1010.0,0.0019949422237982013
1020.0,0.001994943660635235
1030.0,0.0019949451323485416
1040.0,0.00199494664720105
1050.0,0.001994948206808064
1060.0,0.0019949498095060223
1070.0,0.0019949514541636637
1080.0,0.0019949531397043738
1090.0,0.001994954854452093
1100.0,0.0019949565712467448
1110.0,0.00199495827325415
1120.0,0.0019949599699175453
1130.0,0.0019949616804153247
1140.0,0.0019949634152535314
1150.0,0.001994965175759738
1160.0,0.0019949669616837885
1170.0,0.0019949687725072753
1180.0,0.0019949706076124118
1190.0,0.001994972466158916
1200.0,0.0019949743371044716
1210.0,0.0019949761937542118
1220.0,0.0019949780196306796
1230.0,0.0019949798232497115
1240.0,0.0019949815879648156
1250.0,0.001994983310459169
1260.0,0.0019949850157017493
1270.0,0.0019949867163072768
1280.0,0.001994988419588573
1290.0,0.0019949901285985336
1300.0,0.0019949918421894195
1310.0,0.0019949935366999965
1320.0,0.001994995198312046
1330.0,0.0019949968423501655
1340.0,0.001994998480753821
1350.0,0.0019950001205178477
1360.0,0.0019950017648182805
1370.0,0.001995003416063547
1380.0,0.001995005075887229
1390.0,0.0019950067455511648
1400.0,0.0019950084259158242
1410.0,0.001995010117376124
1420.0,0.0019950118165663563
1430.0,0.001995013495510944
1440.0,0.0019950151441967237
1450.0,0.0019950167646791417
1460.0,0.0019950183752578533
1470.0,0.001995019983800043
1480.0,0.0019950215943320346
1490.0,0.0019950232081824525
1500.0,0.0019950248264762817
1510.0,0.001995026450004494
1520.0,0.0019950280795447703
1530.0,0.001995029715721216
1540.0,0.0019950313588503743
1550.0,0.001995033008871336
1560.0,0.001995034664960361
1570.0,0.001995036326463102
1580.0,0.0019950379931808577
1590.0,0.0019950396650979837
1600.0,0.0019950413421200926
1610.0,0.0019950430240210596
1620.0,0.0019950447053986354
1630.0,0.001995046360431128
1640.0,0.0019950479717812898
1650.0,0.001995049555498522
1660.0,0.0019950511243852884
1670.0,0.0019950526839073632
1680.0,0.001995054239974885
1690.0,0.0019950557945591116
1700.0,0.0019950573486844725
1710.0,0.0019950589032475315
1720.0,0.001995060459238238
1730.0,0.0019950620175204323
1740.0,0.0019950635786511206
1750.0,0.0019950651428932557
1760.0,0.0019950667069375994
1770.0,0.0019950682457470395
1780.0,0.0019950697415828536
1790.0,0.001995071206573847
1800.0,0.001995072649017714
1810.0,0.001995074083398107
1820.0,0.001995075514808011
1830.0,0.001995076945259972
1840.0,0.001995078375487847
1850.0,0.0019950798060751236
1860.0,0.001995081237905748
1870.0,0.0019950826718447196
1880.0,0.0019950841084836837
1890.0,0.001995085548122281
1900.0,0.001995086990854165
1910.0,0.0019950884314356735
1920.0,0.0019950898444806037
1930.0,0.0019950912125812573
1940.0,0.0019950925521590676
1950.0,0.0019950938762280834
1960.0,0.0019950951902454207
1970.0,0.0019950965003526786
1980.0,0.001995097808604543
1990.0,0.00199509911662547
2000.0,0.001995100421554569
2010.0,0.0019951016940490934
2020.0,0.0019951029261148757
2030.0,0.0019951041191243507
2040.0,0.0019951052947769802
2050.0,0.001995106462733435
2060.0,0.0019951076268862767
2070.0,0.001995108790497051
2080.0,0.0019951099551123387
2090.0,0.0019951111224889117
2100.0,0.0019951122956271485
2110.0,0.001995113473650363
2120.0,0.001995114656364496
2130.0,0.0019951158431707004
2140.0,0.0019951170343125357
2150.0,0.0019951182290699047
2160.0,0.0019951194277257112
2170.0,0.0019951206302248445
2180.0,0.0019951218363604053
2190.0,0.001995123045878614
2200.0,0.001995124258516407
2210.0,0.0019951254740122808
2220.0,0.0019951266921243156
2230.0,0.0019951279125853183
2240.0,0.0019951291351790043
2250.0,0.0019951303596586847
2260.0,0.00199513158578202
2270.0,0.0019951328134188836
2280.0,0.0019951340433196543
2290.0,0.001995135275305846
2300.0,0.0019951365089254072
2310.0,0.0019951377434666686
2320.0,0.0019951389786141936
2330.0,0.0019951402141171626
2340.0,0.0019951414498952757
2350.0,0.0019951426857520533
2360.0,0.0019951439215914442
2370.0,0.0019951451572998743
2380.0,0.001995146392760128
2390.0,0.001995147627860745
2400.0,0.0019951488624989724
2410.0,0.001995150096580452
2420.0,0.001995151330018199
2430.0,0.0019951525627317094
2440.0,0.0019951537946462706
2450.0,0.0019951550257006363
2460.0,0.001995156256108004
2470.0,0.0019951574868143323
2480.0,0.0019951587171319948
2490.0,0.0019951599465596903
2500.0,0.001995161174994961
2510.0,0.00199516240241583
2520.0,0.0019951636285632374
2530.0,0.001995164853680874
2540.0,0.0019951660775734703
2550.0,0.001995167300031351
2560.0,0.001995168520326436
2570.0,0.0019951697378124476
2580.0,0.001995170952951581
2590.0,0.0019951721655592307
2600.0,0.0019951733762804606
2610.0,0.001995174585421506
2620.0,0.001995175792788141
2630.0,0.0019951769988236653
2640.0,0.001995178203360218
2650.0,0.0019951794067275086
2660.0,0.0019951806113680135
2670.0,0.001995181815985052
2680.0,0.0019951830198369803
2690.0,0.001995184222568558
2700.0,0.0019951854241241217
2710.0,0.0019951866241582667
2720.0,0.0019951878228746003
2730.0,0.0019951890200265864
2740.0,0.001995190215213299
2750.0,0.0019951914077396445
2760.0,0.001995192597005254
2770.0,0.0019951937836434654
2780.0,0.001995194967684012
2790.0,0.001995196149624422
2800.0,0.0019951973298389498
2810.0,0.001995198508066877
2820.0,0.001995199684743634
2830.0,0.001995200859676817
2840.0,0.0019952020328066074
2850.0,0.001995203205342045
2860.0,0.0019952043789095747
2870.0,0.00199520555187445
2880.0,0.001995206723776453
2890.0,0.0019952078943201576
2900.0,0.001995209063390421
2910.0,0.0019952102310150494
2920.0,0.001995211397113563
2930.0,0.0019952125614917664
2940.0,0.001995213724057469
2950.0,0.0019952148842336775
2960.0,0.0019952160413455144
2970.0,0.0019952171950378236
2980.0,0.0019952183460780807
2990.0,0.001995219494866463
3000.0,0.0019952206416631903
3010.0,0.0019952217866760625
3020.0,0.0019952229299683806
3030.0,0.0019952240714205525
3040.0,0.00199522521101295
3050.0,0.0019952263493157665
3060.0,0.0019952274886987417
3070.0,0.0019952286277442827
3080.0,0.001995229765835815
3090.0,0.001995230902636129
3100.0,0.0019952320381317174
3110.0,0.00199523317192738
3120.0,0.0019952343043211553
3130.0,0.001995235435058161
3140.0,0.0019952365640141826
3150.0,0.0019952376909205182
3160.0,0.0019952388147387308
3170.0,0.001995239935617954
3180.0,0.0019952410534182377
3190.0,0.0019952421688493724
3200.0,0.0019952432824091883
3210.0,0.0019952443938245808
3220.0,0.001995245503646289
3230.0,0.0019952466116886203
3240.0,0.0019952477179001156
3250.0,0.0019952488222872654
3260.0,0.0019952499252420893
3270.0,0.0019952510275257546
3280.0,0.001995252128483268
3290.0,0.0019952532280433618
3300.0,0.0019952543261136874
3310.0,0.00199525542252427
3320.0,0.0019952565175860777
3330.0,0.0019952576110993663
3340.0,0.001995258702935611
3350.0,0.0019952597930418103
3360.0,0.0019952608813987704
3370.0,0.00199526196799923
3380.0,0.0019952630528402766
3390.0,0.0019952641359212058
3400.0,0.001995265217242873
3410.0,0.0019952662968073286
3420.0,0.0019952673746175095
3430.0,0.001995268450676987
3440.0,0.001995269524989764
3450.0,0.001995270597560126
3460.0,0.001995271668369969
3470.0,0.0019952727367826446
3480.0,0.0019952738022724205
3490.0,0.001995274865071478
3500.0,0.001995275924972103
3510.0,0.0019952769827948956
3520.0,0.001995278038809638
3530.0,0.001995279093004456
3540.0,0.001995280145796489
3550.0,0.001995281197042789
3560.0,0.001995282246663408
3570.0,0.0019952832946450753
3580.0,0.0019952843409992388
3590.0,0.001995285387551763
3600.0,0.0019952864350399157
3610.0,0.001995287482014188
3620.0,0.0019952885280351764
3630.0,0.0019952895728357237
3640.0,0.001995290616262022
3650.0,0.0019952916584648236
3660.0,0.0019952926992674387
3670.0,0.0019952937385121555
3680.0,0.001995294776120225
3690.0,0.001995295812053251
3700.0,0.0019952968456602794
3710.0,0.001995297875767539
3720.0,0.00199529890316947
3730.0,0.0019952999282923044
3740.0,0.001995300951400639
3750.0,0.001995301972916802
3760.0,0.0019953029927907897
3770.0,0.0019953040109576083
3780.0,0.0019953050274225674
3790.0,0.0019953060422138002
3800.0,0.0019953070553587835
3810.0,0.0019953080669352255
3820.0,0.0019953090779152092
3830.0,0.0019953100879991116
3840.0,0.0019953110968805544
3850.0,0.0019953121044350517
3860.0,0.0019953131106988293
3870.0,0.001995314115376523
3880.0,0.0019953151188140555
3890.0,0.001995316120808941
3900.0,0.0019953171212563113
3910.0,0.0019953181201166387
3920.0,0.0019953191173760405
3930.0,0.001995320113029112
3940.0,0.001995321107073607
3950.0,0.001995322099509057
3960.0,0.00199532309033633
3970.0,0.001995324079557323
3980.0,0.001995325067174704
3990.0,0.00199532605319168
4000.0,0.001995327037611831
4010.0,0.0019953280204389775
4020.0,0.001995329001677091
4030.0,0.001995329981330226
4040.0,0.001995330959402144
4050.0,0.001995331936305853
4060.0,0.001995332912577128
4070.0,0.001995333887869653
4080.0,0.0019953348619480447
4090.0,0.001995335834837186
4100.0,0.001995336806253817
4110.0,0.001995337776428759
4120.0,0.0019953387451600905
4130.0,0.001995339712359778
4140.0,0.0019953406779953313
4150.0,0.0019953416420542113
4160.0,0.001995342604530899
4170.0,0.001995343565423148
4180.0,0.0019953445247308872
4190.0,0.001995345482455691
4200.0,0.00199534643860037
4210.0,0.0019953473931686107
4220.0,0.0019953483461647064
4230.0,0.001995349297593345
4240.0,0.0019953502474594556
4250.0,0.0019953511957681
4260.0,0.001995352142524387
4270.0,0.001995353087733422
4280.0,0.0019953540314002613
4290.0,0.0019953549736061054
4300.0,0.001995355915332086
4310.0,0.0019953568562408068
4320.0,0.0019953577959967578
4330.0,0.001995358734484266
4340.0,0.0019953596717220846
4350.0,0.0019953606074443984
4360.0,0.0019953615419789445
4370.0,0.0019953624751342753
4380.0,0.001995363406808125
4390.0,0.00199536433696218
4400.0,0.0019953652655839657
4410.0,0.0019953661925832
4420.0,0.0019953671172962214
4430.0,0.0019953680391166006
4440.0,0.0019953689585532628
4450.0,0.0019953698754531313
4460.0,0.0019953707905046585
4470.0,0.0019953717040348384
4480.0,0.0019953726158866932
4490.0,0.0019953735264987946
4500.0,0.0019953744357278295
4510.0,0.001995375343515002
4520.0,0.001995376249857765
4530.0,0.001995377154769891
4540.0,0.0019953780582644964
4550.0,0.0019953789619591685
4560.0,0.001995379866967259
4570.0,0.0019953807717615507
4580.0,0.0019953816758176445
4590.0,0.001995382578990254
4600.0,0.001995383480930803
4610.0,0.0019953843818390645
4620.0,0.001995385281496979
4630.0,0.001995386179780325
4640.0,0.001995387076627011
4650.0,0.0019953879720040067
4660.0,0.0019953888658921044
4670.0,0.001995389758146391
4680.0,0.001995390647813652
4690.0,0.001995391534942341
4700.0,0.0019953924192696714
4710.0,0.001995393301562257
4720.0,0.0019953941822677883
4730.0,0.001995395061207442
4740.0,0.001995395938874306
4750.0,0.0019953968151307858
4760.0,0.001995397689935145
4770.0,0.001995398563297971
4780.0,0.0019953994352417456
4790.0,0.0019954003057863754
4800.0,0.0019954011749458325
4810.0,0.001995402043344426
4820.0,0.001995402913347553
4830.0,0.0019954037836346374
4840.0,0.0019954046533373427
4850.0,0.0019954055221460113
4860.0,0.001995406389875733
4870.0,0.001995407256618046
4880.0,0.001995408122206792
4890.0,0.0019954089864959767
4900.0,0.001995409849408088
4910.0,0.0019954107109024983
4920.0,0.001995411570956324
4930.0,0.0019954124295562285
4940.0,0.001995413286086918
4950.0,0.001995414140037114
4960.0,0.001995414990962961
4970.0,0.001995415839776835
4980.0,0.001995416686813567
4990.0,0.001995417532246175
5000.0,0.001995418376394085
5010.0,0.0019954192192033733
5020.0,0.001995420060613202
5030.0,0.001995420900623418
5040.0,0.001995421739254648
5050.0,0.001995422576528137
5060.0,0.0019954234124606425
5070.0,0.001995424247064623
5080.0,0.0019954250803942922
5090.0,0.0019954259146513927
5100.0,0.0019954267499907885
5110.0,0.0019954275850420375
5120.0,0.001995428419383447
5130.0,0.0019954292528998594
5140.0,0.001995430085284141
5150.0,0.001995430916678735
5160.0,0.0019954317468803932
5170.0,0.0019954325757822527
5180.0,0.001995433403331422
5190.0,0.0019954342294993786
5200.0,0.001995435054269516
5210.0,0.0019954358776323538
5220.0,0.0019954366990843275
5230.0,0.0019954375180873543
5240.0,0.0019954383343320893
5250.0,0.0019954391484203102
5260.0,0.0019954399608902483
5270.0,0.001995440771596975
5280.0,0.0019954415810360367
5290.0,0.0019954423890952686
5300.0,0.001995443195762801
5310.0,0.0019954440010667212
5320.0,0.001995444805038695
5330.0,0.0019954456077038653
5340.0,0.0019954464090806688
5350.0,0.0019954472091825996
5360.0,0.0019954480080186343
5370.0,0.001995448805817108
5380.0,0.001995449603549492
5390.0,0.001995450400597937
5400.0,0.0019954511967910163
5410.0,0.0019954519919651143
5420.0,0.0019954527861679675
5430.0,0.001995453579148779
5440.0,0.001995454371135629
5450.0,0.00199545516196275
5460.0,0.0019954559515554587
5470.0,0.0019954567398858553
5480.0,0.001995457526943046
5490.0,0.0019954583127220057
5500.0,0.0019954590972203535
5510.0,0.0019954598804374467
5520.0,0.0019954606623739687
5530.0,0.001995461443031612
5540.0,0.0019954622224127973
5550.0,0.0019954630005204546
5560.0,0.001995463777357854
5570.0,0.0019954645529284914
5580.0,0.0019954653272359897
5590.0,0.001995466100284038
5600.0,0.001995466872076344
5610.0,0.001995467642616604
5620.0,0.001995468411908473
5630.0,0.0019954691799555545
5640.0,0.00199546994676139
5650.0,0.0019954707123294472
5660.0,0.00199547147666265
5670.0,0.001995472240043849
5680.0,0.001995473003297238
5690.0,0.001995473765952053
5700.0,0.001995474527759759
5710.0,0.001995475288567079
5720.0,0.0019954760482816707
5730.0,0.0019954768069906756
5740.0,0.0019954775644473585
5750.0,0.0019954783209142485
5760.0,0.001995479076232475
5770.0,0.0019954798303321603
5780.0,0.0019954805831904365
5790.0,0.0019954813348010063
5800.0,0.00199548208516266
5810.0,0.001995482834276095
5820.0,0.001995483582143157
5830.0,0.0019954843287665757
5840.0,0.0019954850741497406
5850.0,0.001995485818296509
5860.0,0.001995486561211035
5870.0,0.0019954873028976486
5880.0,0.0019954880433607648
5890.0,0.0019954887826048205
5900.0,0.0019954895206342267
5910.0,0.0019954902574533355
5920.0,0.0019954909930664233
5930.0,0.00199549172747767
5940.0,0.0019954924606911564
5950.0,0.0019954931927108543
5960.0,0.0019954939235406303
5970.0,0.0019954946531842437
5980.0,0.0019954953814395678
5990.0,0.001995496107655753
6000.0,0.0019954968312840206
6010.0,0.00199549755295281
6020.0,0.001995498272689583
6030.0,0.0019954989909936327
6040.0,0.001995499708168272
6050.0,0.0019955004240451014
6060.0,0.0019955011389617048
6070.0,0.0019955018528058513
6080.0,0.001995502565545982
6090.0,0.001995503277187765
6100.0,0.001995503987744315
6110.0,0.0019955046972265204
6120.0,0.0019955054056417544
6130.0,0.001995506112994671
6140.0,0.0019955068192878825
6150.0,0.001995507525220391
6160.0,0.0019955082312871964
6170.0,0.001995508936775631
6180.0,0.001995509641523432
6190.0,0.0019955103453955098
6200.0,0.00199551104835462
6210.0,0.0019955117504246887
6220.0,0.001995512451575432
6230.0,0.001995513151695768
6240.0,0.001995513850735771
6250.0,0.0019955145486741
6260.0,0.001995515245500254
6270.0,0.0019955159412082184
6280.0,0.0019955166357945074
6290.0,0.001995517329257439
6300.0,0.0019955180215967053
6310.0,0.0019955187128130195
6320.0,0.001995519402907839
6330.0,0.0019955200918831497
6340.0,0.0019955207797413077
6350.0,0.001995521466484915
6360.0,0.0019955221521167337
6370.0,0.0019955228366396243
6380.0,0.001995523520056496
6390.0,0.001995524202370274
6400.0,0.001995524883583875
6410.0,0.0019955255637001926
6420.0,0.0019955262427220864
6430.0,0.001995526920652368
6440.0,0.001995527597493803
6450.0,0.0019955282732491077
6460.0,0.0019955289479209426
6470.0,0.0019955296215119203
6480.0,0.0019955302940286267
6490.0,0.0019955309663583325
6500.0,0.0019955316387147573
6510.0,0.0019955323104413627
6520.0,0.0019955329813938546
6530.0,0.001995533651465835
6540.0,0.001995534320554003
6550.0,0.0019955349888224503
6560.0,0.001995535656124958
6570.0,0.0019955363223963982
6580.0,0.001995536987306913
6590.0,0.0019955376510772446
6600.0,0.0019955383137568515
6610.0,0.001995538975316166
6620.0,0.001995539635979641
6630.0,0.0019955402956393074
6640.0,0.001995540954225626
6650.0,0.001995541611716325
6660.0,0.001995542268109191
6670.0,0.001995542923407585
6680.0,0.0019955435776157966
6690.0,0.0019955442307380954
6700.0,0.001995544882778673
6710.0,0.0019955455337416876
6720.0,0.001995546183631263
6730.0,0.0019955468324514662
6740.0,0.0019955474802062934
6750.0,0.0019955481268996494
6760.0,0.0019955487725353423
6770.0,0.0019955494171170775
6780.0,0.0019955500606484555
6790.0,0.001995550703132971
6800.0,0.0019955513445740203
6810.0,0.001995551984974895
6820.0,0.001995552624338792
6830.0,0.001995553262668783
6840.0,0.001995553900090626
6850.0,0.0019955545377684718
6860.0,0.001995555175189682
6870.0,0.001995555811996888
6880.0,0.0019955564480271205
6890.0,0.0019955570832642603
6900.0,0.001995557717601308
6910.0,0.0019955583511031758
6920.0,0.0019955589835513516
6930.0,0.0019955596148649047
6940.0,0.0019955602450363336
6950.0,0.0019955608741421813
6960.0,0.0019955615022921214
6970.0,0.001995562129415398
6980.0,0.0019955627556366012
6990.0,0.0019955633807515337
7000.0,0.0019955640047093345
7010.0,0.0019955646275179005
7020.0,0.0019955652492674365
7030.0,0.0019955658700738688
7040.0,0.001995566489871207
7050.0,0.001995567108785636
7060.0,0.001995567726619867
7070.0,0.001995568343326887
7080.0,0.0019955689589153582
7090.0,0.0019955695734736926
7100.0,0.0019955701871147515
7110.0,0.0019955707997742875
7120.0,0.0019955714115748157
7130.0,0.001995572022324039
7140.0,0.0019955726319754764
7150.0,0.001995573240536939
7160.0,0.0019955738480938643
7170.0,0.0019955744547557365
7180.0,0.0019955750604594437
7190.0,0.0019955756653240488
7200.0,0.0019955762691611758
7210.0,0.0019955768719245475
7220.0,0.0019955774743602517
7230.0,0.0019955780771405713
7240.0,0.0019955786795305417
7250.0,0.001995579281308062
7260.0,0.001995579882331269
7270.0,0.0019955804825079054
7280.0,0.0019955810819617214
7290.0,0.0019955816805717415
7300.0,0.001995582278255518
7310.0,0.001995582874708432
7320.0,0.001995583470131356
7330.0,0.0019955840645539563
7340.0,0.0019955846579740965
7350.0,0.0019955852505821443
7360.0,0.0019955858422811405
7370.0,0.0019955864330103556
7380.0,0.0019955870224843686
7390.0,0.0019955876109263512
7400.0,0.001995588198368151
7410.0,0.00199558878366407
7420.0,0.001995589366821035
7430.0,0.001995589948209409
7440.0,0.001995590528151895
7450.0,0.0019955911068486524
7460.0,0.0019955916846206593
7470.0,0.001995592261435896
7480.0,0.0019955928372800288
7490.0,0.0019955934121724016
7500.0,0.0019955939861404193
7510.0,0.0019955945592072927
7520.0,0.0019955951313899234
7530.0,0.001995595702700041
7540.0,0.0019955962731456637
7550.0,0.001995596842732203
7560.0,0.001995597411463214
7570.0,0.0019955979793409248
7580.0,0.0019955985463666185
7590.0,0.0019955991125409156
7600.0,0.00199559967786398
7610.0,0.0019956002423356742
7620.0,0.001995600806895063
7630.0,0.0019956013737894773
7640.0,0.0019956019412378733
7650.0,0.0019956025086302377
7660.0,0.001995603075639988
7670.0,0.001995603642058475
7680.0,0.001995604207842731
7690.0,0.0019956047727727323
7700.0,0.001995605336999132
7710.0,0.001995605900277062
7720.0,0.00199560646263684
7730.0,0.001995607023860862
7740.0,0.001995607584079837
7750.0,0.0019956081434239327
7760.0,0.001995608701712154
7770.0,0.001995609259196423
7780.0,0.001995609815648629
7790.0,0.0019956103711436784
7800.0,0.001995610925482056
7810.0,0.001995611478819387
7820.0,0.001995612030760159
7830.0,0.001995612580578872
7840.0,0.0019956131284158203
7850.0,0.0019956136746242413
7860.0,0.001995614219624682
7870.0,0.001995614763345953
7880.0,0.0019956153061936564
7890.0,0.0019956158481046244
7900.0,0.0019956163890773697
7910.0,0.0019956169291387147
7920.0,0.001995617468317251
7930.0,0.0019956180066353353
7940.0,0.0019956185441089894
7950.0,0.001995619080749497
7960.0,0.001995619616564818
7970.0,0.001995620151560555
7980.0,0.001995620685740614
7990.0,0.0019956212191076764
8000.0,0.0019956217516635386
8010.0,0.0019956222834093683
8020.0,0.001995622814345889
8030.0,0.0019956233444735237
8040.0,0.0019956238738453942
8050.0,0.0019956244048532886
8060.0,0.001995624937471144
8070.0,0.0019956254703613016
8080.0,0.0019956260030590954
8090.0,0.00199562653536815
8100.0,0.0019956270670425857
8110.0,0.001995627598142557
8120.0,0.001995628128433561
8130.0,0.0019956286579090013
8140.0,0.001995629186333397
8150.0,0.001995629713820078
8160.0,0.0019956302404753076
8170.0,0.001995630766132518
8180.0,0.001995631291029045
8190.0,0.001995631814955339
8200.0,0.0019956323379755466
8210.0,0.001995632859877519
8220.0,0.001995633380819559
8230.0,0.00199563390092843
8240.0,0.0019956344200511406
8250.0,0.0019956349384301422
8260.0,0.001995635455674102
8270.0,0.001995635971179187
8280.0,0.0019956364843637516
8290.0,0.001995636995829632
8300.0,0.0019956375060540387
8310.0,0.001995638015013383
8320.0,0.0019956385231242046
8330.0,0.0019956390302423755
8340.0,0.0019956395364972832
8350.0,0.0019956400417299666
8360.0,0.0019956405461166995
8370.0,0.0019956410497832125
8380.0,0.0019956415526070272
8390.0,0.0019956420547999295
8400.0,0.0019956425561972386
8410.0,0.0019956430568570517
8420.0,0.001995643556608862
8430.0,0.0019956440555806442
8440.0,0.0019956445538734757
8450.0,0.0019956450513596894
8460.0,0.0019956455482346524
8470.0,0.0019956460443319303
8480.0,0.0019956465397024865
8490.0,0.0019956470343101165
8500.0,0.001995647528701352
8510.0,0.0019956480236937766
8520.0,0.0019956485185310883
8530.0,0.0019956490129577303
8540.0,0.001995649506845144
8550.0,0.0019956500000815613
8560.0,0.0019956504927600223
8570.0,0.0019956509847611856
8580.0,0.0019956514760325265
8590.0,0.001995651966327604
8600.0,0.001995652455796152
8610.0,0.001995652944472954
8620.0,0.0019956534323271164
8630.0,0.0019956539195246925
8640.0,0.001995654405967502
8650.0,0.0019956548916266817
8660.0,0.0019956553762711087
8670.0,0.001995655860075627
8680.0,0.001995656343086384
8690.0,0.00199565682527975
8700.0,0.0019956573068241053
8710.0,0.0019956577876257746
8720.0,0.0019956582676589436
8730.0,0.0019956587466998955
8740.0,0.001995659224921138
8750.0,0.001995659702368424
8760.0,0.001995660179019035
8770.0,0.001995660655037152
8780.0,0.001995661130331462
8790.0,0.0019956616048766606
8800.0,0.001995662078454281
8810.0,0.001995662551232099
8820.0,0.001995663023254346
8830.0,0.001995663494498414
8840.0,0.001995663965124408
8850.0,0.00199566443504275
8860.0,0.0019956649042283357
8870.0,0.0019956653724668588
8880.0,0.001995665839922029
8890.0,0.001995666306636762
8900.0,0.0019956667725885284
8910.0,0.0019956672379340835
8920.0,0.001995667702585292
8930.0,0.001995668166517239
8940.0,0.0019956686295191104
8950.0,0.0019956690917513112
8960.0,0.001995669553255727
8970.0,0.0019956700140099488
8980.0,0.0019956704741697154
8990.0,0.0019956709343427067
9000.0,0.0019956713950713767
9010.0,0.0019956718555984125
9020.0,0.0019956723157202316
9030.0,0.0019956727753037353
9040.0,0.0019956732343370345
9050.0,0.0019956736927034657
9060.0,0.001995674150475445
9070.0,0.0019956746074740483
9080.0,0.0019956750636731077
9090.0,0.0019956755190232802
9100.0,0.001995675973590478
9110.0,0.0019956764274690446
9120.0,0.0019956768805674246
9130.0,0.0019956773330135256
9140.0,0.0019956777846392624
9150.0,0.001995678235445586
9160.0,0.001995678685395216
9170.0,0.0019956791345665573
9180.0,0.001995679583059357
9190.0,0.0019956800307870228
9200.0,0.001995680477878207
9210.0,0.0019956809241711638
9220.0,0.0019956813696690094
9230.0,0.0019956818143363744
9240.0,0.0019956822582498034
9250.0,0.0019956827015059964
9260.0,0.0019956831440210107
9270.0,0.0019956835859192557
9280.0,0.0019956840270436713
9290.0,0.0019956844673966376
9300.0,0.0019956849069432893
9310.0,0.0019956853457572853
9320.0,0.001995685783932091
9330.0,0.001995686221385662
9340.0,0.001995686658238582
9350.0,0.001995687094337401
9360.0,0.0019956875296837065
9370.0,0.0019956879642429623
9380.0,0.001995688398086482
9390.0,0.001995688831305156
9400.0,0.00199568926381846
9410.0,0.001995689695743956
9420.0,0.0019956901269311106
9430.0,0.001995690557380946
9440.0,0.001995690987059251
9450.0,0.0019956914160355246
9460.0,0.0019956918443986334
9470.0,0.0019956922720693352
9480.0,0.001995692699162785
9490.0,0.001995693125530902
9500.0,0.001995693551174333
9510.0,0.0019956939763078546
9520.0,0.0019956944019035856
9530.0,0.0019956948277994034
9540.0,0.0019956952534766212
9550.0,0.0019956956787557673
9560.0,0.0019956961035905094
9570.0,0.001995696527826516
9580.0,0.0019956969515447596
9590.0,0.001995697374562069
9600.0,0.0019956977968843058
9610.0,0.001995698218404686
