M.D_b.Fburial Time [a],M.D_b.Fburial Fburial [mol/kg]
168900.0,11999999999995.969
169000.0,11999999999995.96
169100.0,11999999999995.96
169200.0,11999999999995.969
169300.0,11999999999995.969
169400.0,11999999999995.984
169500.0,11999999999996.0
169600.0,11999999999996.0
169700.0,11999999999996.0
169800.0,11999999999996.0
169900.0,11999999999996.008
170000.0,11999999999996.016
170100.0,11999999999996.023
170200.0,11999999999996.031
170300.0,11999999999996.031
170400.0,11999999999996.047
170500.0,11999999999996.047
170600.0,11999999999996.047
170700.0,11999999999996.062
170800.0,11999999999996.062
170900.0,11999999999996.07
171000.0,11999999999996.07
171100.0,11999999999996.078
171200.0,11999999999996.086
171300.0,11999999999996.094
171400.0,11999999999996.094
171500.0,11999999999996.102
171600.0,11999999999996.11
171700.0,11999999999996.11
171800.0,11999999999996.125
171900.0,11999999999996.125
172000.0,11999999999996.133
172100.0,11999999999996.14
172200.0,11999999999996.14
172300.0,11999999999996.156
172400.0,11999999999996.156
172500.0,11999999999996.164
172600.0,11999999999996.172
172700.0,11999999999996.172
172800.0,11999999999996.188
172900.0,11999999999996.188
173000.0,11999999999996.195
173100.0,11999999999996.203
173200.0,11999999999996.203
173300.0,11999999999996.203
173400.0,11999999999996.203
173500.0,11999999999996.219
173600.0,11999999999996.227
173700.0,11999999999996.234
173800.0,11999999999996.234
173900.0,11999999999996.234
174000.0,11999999999996.234
174100.0,11999999999996.25
174200.0,11999999999996.25
174300.0,11999999999996.266
174400.0,11999999999996.266
174500.0,11999999999996.266
174600.0,11999999999996.281
174700.0,11999999999996.29
174800.0,11999999999996.297
174900.0,11999999999996.297
175000.0,11999999999996.297
175100.0,11999999999996.312
175200.0,11999999999996.312
175300.0,11999999999996.32
175400.0,11999999999996.328
175500.0,11999999999996.336
175600.0,11999999999996.344
175700.0,11999999999996.352
175800.0,11999999999996.352
175900.0,11999999999996.36
176000.0,11999999999996.36
176100.0,11999999999996.36
176200.0,11999999999996.367
176300.0,11999999999996.375
176400.0,11999999999996.383
176500.0,11999999999996.39
176600.0,11999999999996.398
176700.0,11999999999996.406
176800.0,11999999999996.414
176900.0,11999999999996.422
177000.0,11999999999996.422
177100.0,11999999999996.43
177200.0,11999999999996.43
177300.0,11999999999996.438
177400.0,11999999999996.453
177500.0,11999999999996.453
177600.0,11999999999996.46
177700.0,11999999999996.46
177800.0,11999999999996.469
177900.0,11999999999996.477
178000.0,11999999999996.484
178100.0,11999999999996.484
178200.0,11999999999996.484
178300.0,11999999999996.5
178400.0,11999999999996.508
178500.0,11999999999996.516
178600.0,11999999999996.516
178700.0,11999999999996.523
178800.0,11999999999996.531
178900.0,11999999999996.54
179000.0,11999999999996.547
179100.0,11999999999996.555
179200.0,11999999999996.562
179300.0,11999999999996.562
179400.0,11999999999996.57
179500.0,11999999999996.578
179600.0,11999999999996.578
179700.0,11999999999996.578
179800.0,11999999999996.586
179900.0,11999999999996.594
180000.0,11999999999996.61
180100.0,11999999999996.61
180200.0,11999999999996.617
180300.0,11999999999996.625
180400.0,11999999999996.633
180500.0,11999999999996.64
180600.0,11999999999996.64
180700.0,11999999999996.64
180800.0,11999999999996.648
180900.0,11999999999996.656
181000.0,11999999999996.672
181100.0,11999999999996.672
181200.0,11999999999996.68
181300.0,11999999999996.68
181400.0,11999999999996.688
181500.0,11999999999996.695
181600.0,11999999999996.703
181700.0,11999999999996.703
181800.0,11999999999996.703
181900.0,11999999999996.71
182000.0,11999999999996.719
182100.0,11999999999996.734
182200.0,11999999999996.734
182300.0,11999999999996.742
182400.0,11999999999996.75
182500.0,11999999999996.758
182600.0,11999999999996.766
182700.0,11999999999996.766
182800.0,11999999999996.781
182900.0,11999999999996.781
183000.0,11999999999996.781
183100.0,11999999999996.781
183200.0,11999999999996.797
183300.0,11999999999996.797
183400.0,11999999999996.797
183500.0,11999999999996.805
183600.0,11999999999996.812
183700.0,11999999999996.812
183800.0,11999999999996.828
183900.0,11999999999996.828
184000.0,11999999999996.844
184100.0,11999999999996.844
184200.0,11999999999996.86
184300.0,11999999999996.86
184400.0,11999999999996.867
184500.0,11999999999996.875
184600.0,11999999999996.875
184700.0,11999999999996.89
184800.0,11999999999996.89
184900.0,11999999999996.898
185000.0,11999999999996.898
185100.0,11999999999996.906
185200.0,11999999999996.906
185300.0,11999999999996.922
185400.0,11999999999996.922
185500.0,11999999999996.922
185600.0,11999999999996.93
185700.0,11999999999996.938
185800.0,11999999999996.938
185900.0,11999999999996.953
186000.0,11999999999996.953
186100.0,11999999999996.96
186200.0,11999999999996.969
186300.0,11999999999996.969
186400.0,11999999999996.977
186500.0,11999999999996.984
186600.0,11999999999997.0
186700.0,11999999999997.0
186800.0,11999999999997.008
186900.0,11999999999997.016
187000.0,11999999999997.016
187100.0,11999999999997.023
187200.0,11999999999997.031
187300.0,11999999999997.031
187400.0,11999999999997.04
187500.0,11999999999997.047
187600.0,11999999999997.055
187700.0,11999999999997.062
187800.0,11999999999997.07
187900.0,11999999999997.078
188000.0,11999999999997.086
188100.0,11999999999997.094
188200.0,11999999999997.094
188300.0,11999999999997.102
188400.0,11999999999997.11
188500.0,11999999999997.117
188600.0,11999999999997.125
188700.0,11999999999997.133
188800.0,11999999999997.14
188900.0,11999999999997.148
189000.0,11999999999997.156
189100.0,11999999999997.156
189200.0,11999999999997.172
189300.0,11999999999997.172
189400.0,11999999999997.188
189500.0,11999999999997.188
189600.0,11999999999997.188
189700.0,11999999999997.195
189800.0,11999999999997.203
189900.0,11999999999997.203
190000.0,11999999999997.21
190100.0,11999999999997.219
190200.0,11999999999997.219
190300.0,11999999999997.234
190400.0,11999999999997.242
190500.0,11999999999997.25
190600.0,11999999999997.25
190700.0,11999999999997.258
190800.0,11999999999997.266
190900.0,11999999999997.273
191000.0,11999999999997.281
191100.0,11999999999997.281
191200.0,11999999999997.297
191300.0,11999999999997.305
191400.0,11999999999997.312
191500.0,11999999999997.312
191600.0,11999999999997.32
191700.0,11999999999997.328
191800.0,11999999999997.344
191900.0,11999999999997.344
192000.0,11999999999997.344
192100.0,11999999999997.352
192200.0,11999999999997.36
192300.0,11999999999997.367
192400.0,11999999999997.375
192500.0,11999999999997.375
192600.0,11999999999997.383
192700.0,11999999999997.39
192800.0,11999999999997.406
192900.0,11999999999997.406
193000.0,11999999999997.414
193100.0,11999999999997.422
193200.0,11999999999997.422
193300.0,11999999999997.438
193400.0,11999999999997.438
193500.0,11999999999997.445
193600.0,11999999999997.453
193700.0,11999999999997.469
193800.0,11999999999997.469
193900.0,11999999999997.477
194000.0,11999999999997.484
194100.0,11999999999997.484
194200.0,11999999999997.5
194300.0,11999999999997.5
194400.0,11999999999997.5
194500.0,11999999999997.516
194600.0,11999999999997.516
194700.0,11999999999997.531
194800.0,11999999999997.531
194900.0,11999999999997.54
195000.0,11999999999997.547
195100.0,11999999999997.547
195200.0,11999999999997.562
195300.0,11999999999997.57
195400.0,11999999999997.578
195500.0,11999999999997.578
195600.0,11999999999997.594
195700.0,11999999999997.594
195800.0,11999999999997.602
195900.0,11999999999997.61
196000.0,11999999999997.61
196100.0,11999999999997.625
196200.0,11999999999997.633
196300.0,11999999999997.64
196400.0,11999999999997.64
196500.0,11999999999997.648
196600.0,11999999999997.656
196700.0,11999999999997.664
196800.0,11999999999997.672
196900.0,11999999999997.672
197000.0,11999999999997.688
197100.0,11999999999997.695
197200.0,11999999999997.703
197300.0,11999999999997.703
197400.0,11999999999997.71
197500.0,11999999999997.719
197600.0,11999999999997.727
197700.0,11999999999997.734
197800.0,11999999999997.742
197900.0,11999999999997.75
198000.0,11999999999997.758
198100.0,11999999999997.766
198200.0,11999999999997.766
198300.0,11999999999997.773
198400.0,11999999999997.773
198500.0,11999999999997.781
198600.0,11999999999997.781
198700.0,11999999999997.79
198800.0,11999999999997.797
198900.0,11999999999997.805
199000.0,11999999999997.812
199100.0,11999999999997.812
199200.0,11999999999997.82
199300.0,11999999999997.828
199400.0,11999999999997.828
199500.0,11999999999997.836
199600.0,11999999999997.844
199700.0,11999999999997.844
199800.0,11999999999997.86
199900.0,11999999999997.86
200000.0,11999999999997.867
200100.0,11999999999997.875
200200.0,11999999999997.883
200300.0,11999999999997.89
200400.0,11999999999997.89
200500.0,11999999999997.906
200600.0,11999999999997.906
200700.0,11999999999997.906
200800.0,11999999999997.922
200900.0,11999999999997.922
201000.0,11999999999997.93
201100.0,11999999999997.938
201200.0,11999999999997.945
201300.0,11999999999997.953
201400.0,11999999999997.953
201500.0,11999999999997.96
201600.0,11999999999997.977
201700.0,11999999999997.984
201800.0,11999999999997.984
201900.0,11999999999997.992
202000.0,11999999999998.0
202100.0,11999999999998.008
202200.0,11999999999998.016
202300.0,11999999999998.016
202400.0,11999999999998.016
202500.0,11999999999998.023
202600.0,11999999999998.04
202700.0,11999999999998.047
202800.0,11999999999998.047
202900.0,11999999999998.055
203000.0,11999999999998.062
203100.0,11999999999998.07
203200.0,11999999999998.078
203300.0,11999999999998.078
203400.0,11999999999998.094
203500.0,11999999999998.094
203600.0,11999999999998.094
203700.0,11999999999998.11
203800.0,11999999999998.11
203900.0,11999999999998.11
204000.0,11999999999998.117
204100.0,11999999999998.125
204200.0,11999999999998.14
204300.0,11999999999998.14
204400.0,11999999999998.148
204500.0,11999999999998.156
204600.0,11999999999998.156
204700.0,11999999999998.172
204800.0,11999999999998.172
204900.0,11999999999998.18
205000.0,11999999999998.188
205100.0,11999999999998.195
205200.0,11999999999998.203
205300.0,11999999999998.21
205400.0,11999999999998.219
205500.0,11999999999998.219
205600.0,11999999999998.234
205700.0,11999999999998.234
205800.0,11999999999998.242
205900.0,11999999999998.242
206000.0,11999999999998.25
206100.0,11999999999998.25
206200.0,11999999999998.266
206300.0,11999999999998.266
206400.0,11999999999998.273
206500.0,11999999999998.281
206600.0,11999999999998.281
206700.0,11999999999998.281
206800.0,11999999999998.297
206900.0,11999999999998.297
207000.0,11999999999998.312
207100.0,11999999999998.312
207200.0,11999999999998.32
207300.0,11999999999998.328
207400.0,11999999999998.328
207500.0,11999999999998.336
207600.0,11999999999998.344
207700.0,11999999999998.344
207800.0,11999999999998.36
207900.0,11999999999998.367
208000.0,11999999999998.375
208100.0,11999999999998.375
208200.0,11999999999998.375
208300.0,11999999999998.383
208400.0,11999999999998.39
208500.0,11999999999998.398
208600.0,11999999999998.406
208700.0,11999999999998.406
208800.0,11999999999998.422
208900.0,11999999999998.43
209000.0,11999999999998.438
209100.0,11999999999998.438
209200.0,11999999999998.438
209300.0,11999999999998.445
209400.0,11999999999998.453
209500.0,11999999999998.46
209600.0,11999999999998.469
209700.0,11999999999998.469
209800.0,11999999999998.484
209900.0,11999999999998.492
210000.0,11999999999998.5
210100.0,11999999999998.5
210200.0,11999999999998.5
210300.0,11999999999998.508
210400.0,11999999999998.516
210500.0,11999999999998.523
210600.0,11999999999998.531
210700.0,11999999999998.54
210800.0,11999999999998.547
210900.0,11999999999998.555
211000.0,11999999999998.562
211100.0,11999999999998.562
211200.0,11999999999998.57
211300.0,11999999999998.578
211400.0,11999999999998.578
211500.0,11999999999998.586
211600.0,11999999999998.594
211700.0,11999999999998.602
211800.0,11999999999998.602
211900.0,11999999999998.61
212000.0,11999999999998.617
212100.0,11999999999998.625
212200.0,11999999999998.625
212300.0,11999999999998.633
212400.0,11999999999998.64
212500.0,11999999999998.656
212600.0,11999999999998.656
212700.0,11999999999998.664
212800.0,11999999999998.672
212900.0,11999999999998.68
213000.0,11999999999998.688
213100.0,11999999999998.688
213200.0,11999999999998.695
213300.0,11999999999998.703
213400.0,11999999999998.719
213500.0,11999999999998.719
213600.0,11999999999998.727
213700.0,11999999999998.734
213800.0,11999999999998.742
213900.0,11999999999998.75
214000.0,11999999999998.75
214100.0,11999999999998.758
214200.0,11999999999998.766
214300.0,11999999999998.781
214400.0,11999999999998.781
214500.0,11999999999998.79
214600.0,11999999999998.797
214700.0,11999999999998.805
214800.0,11999999999998.812
214900.0,11999999999998.812
215000.0,11999999999998.828
215100.0,11999999999998.828
215200.0,11999999999998.828
215300.0,11999999999998.844
215400.0,11999999999998.844
215500.0,11999999999998.852
215600.0,11999999999998.86
215700.0,11999999999998.867
215800.0,11999999999998.875
215900.0,11999999999998.883
216000.0,11999999999998.89
216100.0,11999999999998.89
216200.0,11999999999998.906
216300.0,11999999999998.906
216400.0,11999999999998.914
216500.0,11999999999998.922
216600.0,11999999999998.922
216700.0,11999999999998.938
216800.0,11999999999998.945
216900.0,11999999999998.945
217000.0,11999999999998.945
217100.0,11999999999998.953
217200.0,11999999999998.953
217300.0,11999999999998.953
217400.0,11999999999998.953
217500.0,11999999999998.969
217600.0,11999999999998.969
217700.0,11999999999998.977
217800.0,11999999999998.984
217900.0,11999999999998.992
218000.0,11999999999999.0
218100.0,11999999999999.008
218200.0,11999999999999.016
218300.0,11999999999999.016
218400.0,11999999999999.016
218500.0,11999999999999.031
218600.0,11999999999999.031
218700.0,11999999999999.047
218800.0,11999999999999.047
218900.0,11999999999999.055
219000.0,11999999999999.062
219100.0,11999999999999.062
219200.0,11999999999999.07
219300.0,11999999999999.078
219400.0,11999999999999.078
219500.0,11999999999999.078
219600.0,11999999999999.094
219700.0,11999999999999.094
219800.0,11999999999999.102
219900.0,11999999999999.11
220000.0,11999999999999.117
220100.0,11999999999999.125
220200.0,11999999999999.125
220300.0,11999999999999.133
220400.0,11999999999999.14
220500.0,11999999999999.14
220600.0,11999999999999.148
220700.0,11999999999999.156
220800.0,11999999999999.172
220900.0,11999999999999.172
221000.0,11999999999999.172
221100.0,11999999999999.18
221200.0,11999999999999.188
221300.0,11999999999999.195
221400.0,11999999999999.203
221500.0,11999999999999.203
221600.0,11999999999999.203
221700.0,11999999999999.219
221800.0,11999999999999.227
221900.0,11999999999999.234
222000.0,11999999999999.234
222100.0,11999999999999.242
222200.0,11999999999999.25
222300.0,11999999999999.258
222400.0,11999999999999.266
222500.0,11999999999999.273
222600.0,11999999999999.281
222700.0,11999999999999.29
222800.0,11999999999999.297
222900.0,11999999999999.297
223000.0,11999999999999.305
223100.0,11999999999999.312
223200.0,11999999999999.328
223300.0,11999999999999.328
223400.0,11999999999999.336
223500.0,11999999999999.336
223600.0,11999999999999.344
223700.0,11999999999999.344
223800.0,11999999999999.352
223900.0,11999999999999.36
224000.0,11999999999999.36
224100.0,11999999999999.36
224200.0,11999999999999.367
224300.0,11999999999999.375
224400.0,11999999999999.39
224500.0,11999999999999.39
224600.0,11999999999999.398
224700.0,11999999999999.406
224800.0,11999999999999.414
224900.0,11999999999999.414
225000.0,11999999999999.422
225100.0,11999999999999.422
225200.0,11999999999999.43
225300.0,11999999999999.438
225400.0,11999999999999.438
225500.0,11999999999999.453
225600.0,11999999999999.453
225700.0,11999999999999.46
225800.0,11999999999999.469
225900.0,11999999999999.477
226000.0,11999999999999.484
226100.0,11999999999999.484
226200.0,11999999999999.484
226300.0,11999999999999.492
226400.0,11999999999999.5
226500.0,11999999999999.516
226600.0,11999999999999.516
226700.0,11999999999999.523
226800.0,11999999999999.531
226900.0,11999999999999.531
227000.0,11999999999999.547
227100.0,11999999999999.547
227200.0,11999999999999.547
227300.0,11999999999999.562
227400.0,11999999999999.562
227500.0,11999999999999.578
227600.0,11999999999999.578
227700.0,11999999999999.586
227800.0,11999999999999.594
227900.0,11999999999999.594
228000.0,11999999999999.61
228100.0,11999999999999.61
228200.0,11999999999999.617
228300.0,11999999999999.617
228400.0,11999999999999.625
228500.0,11999999999999.625
228600.0,11999999999999.64
228700.0,11999999999999.64
228800.0,11999999999999.64
228900.0,11999999999999.648
229000.0,11999999999999.656
229100.0,11999999999999.656
229200.0,11999999999999.656
229300.0,11999999999999.672
229400.0,11999999999999.68
229500.0,11999999999999.688
229600.0,11999999999999.688
229700.0,11999999999999.703
229800.0,11999999999999.703
229900.0,11999999999999.703
230000.0,11999999999999.703
230100.0,11999999999999.71
230200.0,11999999999999.719
230300.0,11999999999999.734
230400.0,11999999999999.742
230500.0,11999999999999.75
230600.0,11999999999999.75
230700.0,11999999999999.758
230800.0,11999999999999.766
230900.0,11999999999999.773
231000.0,11999999999999.773
231100.0,11999999999999.773
231200.0,11999999999999.781
231300.0,11999999999999.797
231400.0,11999999999999.797
231500.0,11999999999999.812
231600.0,11999999999999.812
231700.0,11999999999999.82
231800.0,11999999999999.828
231900.0,11999999999999.836
232000.0,11999999999999.836
232100.0,11999999999999.852
232200.0,11999999999999.86
232300.0,11999999999999.867
232400.0,11999999999999.875
232500.0,11999999999999.875
232600.0,11999999999999.883
232700.0,11999999999999.89
232800.0,11999999999999.906
232900.0,11999999999999.906
233000.0,11999999999999.914
233100.0,11999999999999.922
233200.0,11999999999999.93
233300.0,11999999999999.938
233400.0,11999999999999.938
233500.0,11999999999999.953
233600.0,11999999999999.96
233700.0,11999999999999.969
233800.0,11999999999999.969
233900.0,11999999999999.977
234000.0,11999999999999.984
234100.0,11999999999999.992
234200.0,12000000000000.0
234300.0,12000000000000.0
234400.0,12000000000000.008
234500.0,12000000000000.023
234600.0,12000000000000.031
234700.0,12000000000000.031
234800.0,12000000000000.031
234900.0,12000000000000.047
235000.0,12000000000000.062
235100.0,12000000000000.062
235200.0,12000000000000.062
235300.0,12000000000000.078
235400.0,12000000000000.078
235500.0,12000000000000.078
235600.0,12000000000000.086
235700.0,12000000000000.094
235800.0,12000000000000.102
235900.0,12000000000000.11
236000.0,12000000000000.11
236100.0,12000000000000.125
236200.0,12000000000000.125
236300.0,12000000000000.133
236400.0,12000000000000.14
236500.0,12000000000000.148
236600.0,12000000000000.156
236700.0,12000000000000.156
236800.0,12000000000000.156
236900.0,12000000000000.164
237000.0,12000000000000.172
237100.0,12000000000000.188
237200.0,12000000000000.188
237300.0,12000000000000.195
237400.0,12000000000000.203
237500.0,12000000000000.203
237600.0,12000000000000.203
237700.0,12000000000000.219
237800.0,12000000000000.219
237900.0,12000000000000.227
238000.0,12000000000000.234
238100.0,12000000000000.25
238200.0,12000000000000.25
238300.0,12000000000000.25
238400.0,12000000000000.258
238500.0,12000000000000.266
238600.0,12000000000000.266
238700.0,12000000000000.281
238800.0,12000000000000.281
238900.0,12000000000000.297
239000.0,12000000000000.297
239100.0,12000000000000.312
239200.0,12000000000000.312
239300.0,12000000000000.32
239400.0,12000000000000.328
239500.0,12000000000000.328
239600.0,12000000000000.344
239700.0,12000000000000.352
239800.0,12000000000000.36
239900.0,12000000000000.36
240000.0,12000000000000.375
240100.0,12000000000000.375
240200.0,12000000000000.375
240300.0,12000000000000.383
240400.0,12000000000000.39
240500.0,12000000000000.39
240600.0,12000000000000.406
240700.0,12000000000000.414
240800.0,12000000000000.422
240900.0,12000000000000.422
241000.0,12000000000000.43
241100.0,12000000000000.438
241200.0,12000000000000.445
241300.0,12000000000000.453
241400.0,12000000000000.453
241500.0,12000000000000.469
241600.0,12000000000000.477
241700.0,12000000000000.484
241800.0,12000000000000.484
241900.0,12000000000000.492
242000.0,12000000000000.5
242100.0,12000000000000.508
242200.0,12000000000000.516
242300.0,12000000000000.523
242400.0,12000000000000.531
242500.0,12000000000000.54
242600.0,12000000000000.547
242700.0,12000000000000.547
242800.0,12000000000000.555
242900.0,12000000000000.562
243000.0,12000000000000.57
243100.0,12000000000000.578
243200.0,12000000000000.586
243300.0,12000000000000.594
243400.0,12000000000000.594
243500.0,12000000000000.602
243600.0,12000000000000.61
243700.0,12000000000000.61
243800.0,12000000000000.61
243900.0,12000000000000.617
244000.0,12000000000000.625
244100.0,12000000000000.64
244200.0,12000000000000.64
244300.0,12000000000000.64
244400.0,12000000000000.648
244500.0,12000000000000.648
244600.0,12000000000000.656
244700.0,12000000000000.664
244800.0,12000000000000.672
244900.0,12000000000000.672
245000.0,12000000000000.688
245100.0,12000000000000.695
245200.0,12000000000000.703
245300.0,12000000000000.703
245400.0,12000000000000.71
245500.0,12000000000000.719
245600.0,12000000000000.727
245700.0,12000000000000.734
245800.0,12000000000000.734
245900.0,12000000000000.75
246000.0,12000000000000.758
246100.0,12000000000000.766
246200.0,12000000000000.766
246300.0,12000000000000.773
246400.0,12000000000000.781
246500.0,12000000000000.79
246600.0,12000000000000.797
246700.0,12000000000000.805
246800.0,12000000000000.812
246900.0,12000000000000.812
247000.0,12000000000000.828
247100.0,12000000000000.828
247200.0,12000000000000.836
247300.0,12000000000000.844
247400.0,12000000000000.86
247500.0,12000000000000.86
247600.0,12000000000000.867
247700.0,12000000000000.875
247800.0,12000000000000.875
247900.0,12000000000000.89
248000.0,12000000000000.89
248100.0,12000000000000.89
248200.0,12000000000000.898
248300.0,12000000000000.906
248400.0,12000000000000.922
248500.0,12000000000000.922
248600.0,12000000000000.922
248700.0,12000000000000.93
248800.0,12000000000000.938
248900.0,12000000000000.938
249000.0,12000000000000.938
249100.0,12000000000000.953
249200.0,12000000000000.953
249300.0,12000000000000.96
249400.0,12000000000000.969
249500.0,12000000000000.984
249600.0,12000000000000.984
249700.0,12000000000000.992
249800.0,12000000000001.0
249900.0,12000000000001.0
250000.0,12000000000001.0
250100.0,12000000000001.016
250200.0,12000000000001.016
250300.0,12000000000001.031
250400.0,12000000000001.031
250500.0,12000000000001.04
250600.0,12000000000001.04
250700.0,12000000000001.047
250800.0,12000000000001.055
250900.0,12000000000001.062
251000.0,12000000000001.062
251100.0,12000000000001.078
251200.0,12000000000001.086
251300.0,12000000000001.094
251400.0,12000000000001.094
251500.0,12000000000001.102
251600.0,12000000000001.11
251700.0,12000000000001.117
251800.0,12000000000001.125
251900.0,12000000000001.125
252000.0,12000000000001.14
252100.0,12000000000001.148
252200.0,12000000000001.156
252300.0,12000000000001.156
252400.0,12000000000001.156
252500.0,12000000000001.164
252600.0,12000000000001.172
252700.0,12000000000001.18
252800.0,12000000000001.188
252900.0,12000000000001.188
253000.0,12000000000001.203
253100.0,12000000000001.21
253200.0,12000000000001.21
253300.0,12000000000001.219
253400.0,12000000000001.219
253500.0,12000000000001.219
253600.0,12000000000001.227
253700.0,12000000000001.234
253800.0,12000000000001.242
253900.0,12000000000001.242
254000.0,12000000000001.25
254100.0,12000000000001.258
254200.0,12000000000001.273
254300.0,12000000000001.281
254400.0,12000000000001.281
254500.0,12000000000001.29
254600.0,12000000000001.297
254700.0,12000000000001.312
254800.0,12000000000001.312
254900.0,12000000000001.32
255000.0,12000000000001.328
255100.0,12000000000001.336
255200.0,12000000000001.344
255300.0,12000000000001.344
255400.0,12000000000001.352
255500.0,12000000000001.352
255600.0,12000000000001.352
255700.0,12000000000001.36
255800.0,12000000000001.375
255900.0,12000000000001.375
256000.0,12000000000001.39
256100.0,12000000000001.398
256200.0,12000000000001.406
256300.0,12000000000001.406
256400.0,12000000000001.406
256500.0,12000000000001.406
256600.0,12000000000001.414
256700.0,12000000000001.43
256800.0,12000000000001.438
256900.0,12000000000001.438
257000.0,12000000000001.445
257100.0,12000000000001.453
257200.0,12000000000001.46
257300.0,12000000000001.469
257400.0,12000000000001.469
257500.0,12000000000001.477
257600.0,12000000000001.484
257700.0,12000000000001.5
257800.0,12000000000001.5
257900.0,12000000000001.508
258000.0,12000000000001.516
258100.0,12000000000001.523
258200.0,12000000000001.531
258300.0,12000000000001.531
258400.0,12000000000001.54
258500.0,12000000000001.547
258600.0,12000000000001.547
258700.0,12000000000001.562
258800.0,12000000000001.562
258900.0,12000000000001.57
259000.0,12000000000001.57
259100.0,12000000000001.578
259200.0,12000000000001.594
259300.0,12000000000001.594
259400.0,12000000000001.602
259500.0,12000000000001.61
259600.0,12000000000001.61
259700.0,12000000000001.625
259800.0,12000000000001.625
259900.0,12000000000001.625
260000.0,12000000000001.625
260100.0,12000000000001.633
260200.0,12000000000001.64
260300.0,12000000000001.648
260400.0,12000000000001.648
260500.0,12000000000001.656
260600.0,12000000000001.664
260700.0,12000000000001.672
260800.0,12000000000001.672
260900.0,12000000000001.672
261000.0,12000000000001.688
261100.0,12000000000001.688
261200.0,12000000000001.695
261300.0,12000000000001.703
261400.0,12000000000001.703
261500.0,12000000000001.719
261600.0,12000000000001.727
261700.0,12000000000001.734
261800.0,12000000000001.734
261900.0,12000000000001.75
262000.0,12000000000001.75
262100.0,12000000000001.766
262200.0,12000000000001.766
262300.0,12000000000001.766
262400.0,12000000000001.773
262500.0,12000000000001.781
262600.0,12000000000001.79
262700.0,12000000000001.797
262800.0,12000000000001.797
262900.0,12000000000001.812
263000.0,12000000000001.812
263100.0,12000000000001.828
263200.0,12000000000001.828
263300.0,12000000000001.836
263400.0,12000000000001.844
263500.0,12000000000001.852
263600.0,12000000000001.852
263700.0,12000000000001.852
263800.0,12000000000001.86
263900.0,12000000000001.875
264000.0,12000000000001.875
264100.0,12000000000001.89
264200.0,12000000000001.89
264300.0,12000000000001.898
264400.0,12000000000001.906
264500.0,12000000000001.914
264600.0,12000000000001.922
264700.0,12000000000001.922
264800.0,12000000000001.938
264900.0,12000000000001.945
265000.0,12000000000001.953
265100.0,12000000000001.953
265200.0,12000000000001.96
265300.0,12000000000001.969
265400.0,12000000000001.977
265500.0,12000000000001.984
265600.0,12000000000001.984
265700.0,12000000000002.0
265800.0,12000000000002.008
265900.0,12000000000002.016
266000.0,12000000000002.016
266100.0,12000000000002.023
266200.0,12000000000002.023
266300.0,12000000000002.023
266400.0,12000000000002.04
266500.0,12000000000002.047
266600.0,12000000000002.055
266700.0,12000000000002.062
266800.0,12000000000002.07
266900.0,12000000000002.078
267000.0,12000000000002.078
267100.0,12000000000002.086
267200.0,12000000000002.094
267300.0,12000000000002.11
267400.0,12000000000002.11
267500.0,12000000000002.117
267600.0,12000000000002.125
267700.0,12000000000002.133
267800.0,12000000000002.14
267900.0,12000000000002.14
268000.0,12000000000002.14
268100.0,12000000000002.148
268200.0,12000000000002.148
268300.0,12000000000002.156
268400.0,12000000000002.156
268500.0,12000000000002.172
268600.0,12000000000002.172
268700.0,12000000000002.18
268800.0,12000000000002.18
268900.0,12000000000002.188
269000.0,12000000000002.195
269100.0,12000000000002.195
269200.0,12000000000002.203
269300.0,12000000000002.203
269400.0,12000000000002.203
269500.0,12000000000002.21
269600.0,12000000000002.219
269700.0,12000000000002.234
269800.0,12000000000002.234
269900.0,12000000000002.242
270000.0,12000000000002.242
270100.0,12000000000002.25
270200.0,12000000000002.258
270300.0,12000000000002.266
270400.0,12000000000002.266
270500.0,12000000000002.266
270600.0,12000000000002.273
270700.0,12000000000002.281
270800.0,12000000000002.297
270900.0,12000000000002.297
271000.0,12000000000002.305
271100.0,12000000000002.312
271200.0,12000000000002.312
271300.0,12000000000002.328
271400.0,12000000000002.336
271500.0,12000000000002.344
271600.0,12000000000002.344
271700.0,12000000000002.344
271800.0,12000000000002.344
271900.0,12000000000002.36
272000.0,12000000000002.367
272100.0,12000000000002.375
272200.0,12000000000002.375
272300.0,12000000000002.39
272400.0,12000000000002.398
272500.0,12000000000002.406
272600.0,12000000000002.406
272700.0,12000000000002.406
272800.0,12000000000002.406
272900.0,12000000000002.422
273000.0,12000000000002.422
273100.0,12000000000002.43
273200.0,12000000000002.438
273300.0,12000000000002.438
273400.0,12000000000002.453
273500.0,12000000000002.46
273600.0,12000000000002.469
273700.0,12000000000002.469
273800.0,12000000000002.484
273900.0,12000000000002.484
274000.0,12000000000002.5
274100.0,12000000000002.5
274200.0,12000000000002.508
274300.0,12000000000002.516
274400.0,12000000000002.523
274500.0,12000000000002.531
274600.0,12000000000002.531
274700.0,12000000000002.531
274800.0,12000000000002.54
274900.0,12000000000002.54
275000.0,12000000000002.547
275100.0,12000000000002.555
275200.0,12000000000002.562
275300.0,12000000000002.57
275400.0,12000000000002.578
275500.0,12000000000002.586
275600.0,12000000000002.594
275700.0,12000000000002.594
275800.0,12000000000002.602
275900.0,12000000000002.61
276000.0,12000000000002.625
276100.0,12000000000002.625
276200.0,12000000000002.633
