M.D_b.Fburial Time [a],M.D_b.Fburial Fburial [mol/kg]
514200.0,12000000000017.484
514300.0,12000000000017.484
514400.0,12000000000017.484
514500.0,12000000000017.492
514600.0,12000000000017.5
514700.0,12000000000017.5
514800.0,12000000000017.5
514900.0,12000000000017.516
515000.0,12000000000017.523
515100.0,12000000000017.531
515200.0,12000000000017.531
515300.0,12000000000017.547
515400.0,12000000000017.547
515500.0,12000000000017.547
515600.0,12000000000017.555
515700.0,12000000000017.562
515800.0,12000000000017.562
515900.0,12000000000017.578
516000.0,12000000000017.578
516100.0,12000000000017.578
516200.0,12000000000017.594
516300.0,12000000000017.594
516400.0,12000000000017.61
516500.0,12000000000017.61
516600.0,12000000000017.625
516700.0,12000000000017.625
516800.0,12000000000017.625
516900.0,12000000000017.625
517000.0,12000000000017.625
517100.0,12000000000017.64
517200.0,12000000000017.648
517300.0,12000000000017.656
517400.0,12000000000017.656
517500.0,12000000000017.664
517600.0,12000000000017.672
517700.0,12000000000017.68
517800.0,12000000000017.688
517900.0,12000000000017.688
518000.0,12000000000017.695
518100.0,12000000000017.695
518200.0,12000000000017.695
518300.0,12000000000017.703
518400.0,12000000000017.71
518500.0,12000000000017.719
518600.0,12000000000017.719
518700.0,12000000000017.727
518800.0,12000000000017.734
518900.0,12000000000017.742
519000.0,12000000000017.75
519100.0,12000000000017.75
519200.0,12000000000017.75
519300.0,12000000000017.766
519400.0,12000000000017.773
519500.0,12000000000017.773
519600.0,12000000000017.781
519700.0,12000000000017.781
519800.0,12000000000017.79
519900.0,12000000000017.797
520000.0,12000000000017.812
520100.0,12000000000017.812
520200.0,12000000000017.82
520300.0,12000000000017.828
520400.0,12000000000017.836
520500.0,12000000000017.844
520600.0,12000000000017.852
520700.0,12000000000017.852
520800.0,12000000000017.867
520900.0,12000000000017.875
521000.0,12000000000017.875
521100.0,12000000000017.883
521200.0,12000000000017.89
521300.0,12000000000017.898
521400.0,12000000000017.906
521500.0,12000000000017.922
521600.0,12000000000017.93
521700.0,12000000000017.93
521800.0,12000000000017.938
521900.0,12000000000017.938
522000.0,12000000000017.945
522100.0,12000000000017.945
522200.0,12000000000017.953
522300.0,12000000000017.96
522400.0,12000000000017.969
522500.0,12000000000017.969
522600.0,12000000000017.969
522700.0,12000000000017.984
522800.0,12000000000017.992
522900.0,12000000000018.0
523000.0,12000000000018.0
523100.0,12000000000018.008
523200.0,12000000000018.008
523300.0,12000000000018.016
523400.0,12000000000018.031
523500.0,12000000000018.031
523600.0,12000000000018.04
523700.0,12000000000018.047
523800.0,12000000000018.055
523900.0,12000000000018.062
524000.0,12000000000018.062
524100.0,12000000000018.07
524200.0,12000000000018.078
524300.0,12000000000018.078
524400.0,12000000000018.094
524500.0,12000000000018.094
524600.0,12000000000018.094
524700.0,12000000000018.102
524800.0,12000000000018.11
524900.0,12000000000018.11
525000.0,12000000000018.125
525100.0,12000000000018.125
525200.0,12000000000018.133
525300.0,12000000000018.14
525400.0,12000000000018.156
525500.0,12000000000018.156
525600.0,12000000000018.156
525700.0,12000000000018.164
525800.0,12000000000018.172
525900.0,12000000000018.172
526000.0,12000000000018.188
526100.0,12000000000018.188
526200.0,12000000000018.203
526300.0,12000000000018.203
526400.0,12000000000018.219
526500.0,12000000000018.219
526600.0,12000000000018.219
526700.0,12000000000018.219
526800.0,12000000000018.227
526900.0,12000000000018.234
527000.0,12000000000018.234
527100.0,12000000000018.25
527200.0,12000000000018.25
527300.0,12000000000018.266
527400.0,12000000000018.266
527500.0,12000000000018.281
527600.0,12000000000018.281
527700.0,12000000000018.281
527800.0,12000000000018.29
527900.0,12000000000018.297
528000.0,12000000000018.297
528100.0,12000000000018.312
528200.0,12000000000018.32
528300.0,12000000000018.328
528400.0,12000000000018.328
528500.0,12000000000018.336
528600.0,12000000000018.344
528700.0,12000000000018.352
528800.0,12000000000018.36
528900.0,12000000000018.36
529000.0,12000000000018.375
529100.0,12000000000018.383
529200.0,12000000000018.39
529300.0,12000000000018.39
529400.0,12000000000018.398
529500.0,12000000000018.406
529600.0,12000000000018.406
529700.0,12000000000018.414
529800.0,12000000000018.422
529900.0,12000000000018.43
530000.0,12000000000018.438
530100.0,12000000000018.445
530200.0,12000000000018.453
530300.0,12000000000018.453
530400.0,12000000000018.46
530500.0,12000000000018.469
530600.0,12000000000018.477
530700.0,12000000000018.484
530800.0,12000000000018.492
530900.0,12000000000018.5
531000.0,12000000000018.508
531100.0,12000000000018.516
531200.0,12000000000018.516
531300.0,12000000000018.523
531400.0,12000000000018.531
531500.0,12000000000018.547
531600.0,12000000000018.547
531700.0,12000000000018.555
531800.0,12000000000018.562
531900.0,12000000000018.57
532000.0,12000000000018.578
532100.0,12000000000018.578
532200.0,12000000000018.586
532300.0,12000000000018.602
532400.0,12000000000018.61
532500.0,12000000000018.61
532600.0,12000000000018.617
532700.0,12000000000018.625
532800.0,12000000000018.633
532900.0,12000000000018.64
533000.0,12000000000018.64
533100.0,12000000000018.648
533200.0,12000000000018.664
533300.0,12000000000018.672
533400.0,12000000000018.672
533500.0,12000000000018.68
533600.0,12000000000018.688
533700.0,12000000000018.695
533800.0,12000000000018.703
533900.0,12000000000018.703
534000.0,12000000000018.703
534100.0,12000000000018.703
534200.0,12000000000018.71
534300.0,12000000000018.727
534400.0,12000000000018.734
534500.0,12000000000018.742
534600.0,12000000000018.75
534700.0,12000000000018.75
534800.0,12000000000018.75
534900.0,12000000000018.758
535000.0,12000000000018.758
535100.0,12000000000018.766
535200.0,12000000000018.781
535300.0,12000000000018.781
535400.0,12000000000018.797
535500.0,12000000000018.797
535600.0,12000000000018.805
535700.0,12000000000018.812
535800.0,12000000000018.828
535900.0,12000000000018.828
536000.0,12000000000018.836
536100.0,12000000000018.844
536200.0,12000000000018.844
536300.0,12000000000018.844
536400.0,12000000000018.844
536500.0,12000000000018.86
536600.0,12000000000018.867
536700.0,12000000000018.867
536800.0,12000000000018.867
536900.0,12000000000018.875
537000.0,12000000000018.883
537100.0,12000000000018.898
537200.0,12000000000018.906
537300.0,12000000000018.906
537400.0,12000000000018.922
537500.0,12000000000018.922
537600.0,12000000000018.922
537700.0,12000000000018.922
537800.0,12000000000018.938
537900.0,12000000000018.938
538000.0,12000000000018.938
538100.0,12000000000018.945
538200.0,12000000000018.96
538300.0,12000000000018.969
538400.0,12000000000018.969
538500.0,12000000000018.969
538600.0,12000000000018.984
538700.0,12000000000018.984
538800.0,12000000000019.0
538900.0,12000000000019.0
539000.0,12000000000019.008
539100.0,12000000000019.016
539200.0,12000000000019.023
539300.0,12000000000019.031
539400.0,12000000000019.031
539500.0,12000000000019.047
539600.0,12000000000019.047
539700.0,12000000000019.047
539800.0,12000000000019.062
539900.0,12000000000019.062
540000.0,12000000000019.07
540100.0,12000000000019.078
540200.0,12000000000019.078
540300.0,12000000000019.086
540400.0,12000000000019.094
540500.0,12000000000019.094
540600.0,12000000000019.094
540700.0,12000000000019.11
540800.0,12000000000019.117
540900.0,12000000000019.125
541000.0,12000000000019.125
541100.0,12000000000019.133
541200.0,12000000000019.14
541300.0,12000000000019.148
541400.0,12000000000019.148
541500.0,12000000000019.148
541600.0,12000000000019.148
541700.0,12000000000019.156
541800.0,12000000000019.156
541900.0,12000000000019.172
542000.0,12000000000019.18
542100.0,12000000000019.188
542200.0,12000000000019.188
542300.0,12000000000019.195
542400.0,12000000000019.203
542500.0,12000000000019.21
542600.0,12000000000019.219
542700.0,12000000000019.219
542800.0,12000000000019.234
542900.0,12000000000019.242
543000.0,12000000000019.25
543100.0,12000000000019.25
543200.0,12000000000019.258
543300.0,12000000000019.266
543400.0,12000000000019.273
543500.0,12000000000019.281
543600.0,12000000000019.29
543700.0,12000000000019.297
543800.0,12000000000019.305
543900.0,12000000000019.312
544000.0,12000000000019.312
544100.0,12000000000019.32
544200.0,12000000000019.328
544300.0,12000000000019.344
544400.0,12000000000019.344
544500.0,12000000000019.352
544600.0,12000000000019.36
544700.0,12000000000019.367
544800.0,12000000000019.375
544900.0,12000000000019.375
545000.0,12000000000019.383
545100.0,12000000000019.39
545200.0,12000000000019.406
545300.0,12000000000019.406
545400.0,12000000000019.414
545500.0,12000000000019.422
545600.0,12000000000019.422
545700.0,12000000000019.43
545800.0,12000000000019.438
545900.0,12000000000019.438
546000.0,12000000000019.445
546100.0,12000000000019.453
546200.0,12000000000019.469
546300.0,12000000000019.469
546400.0,12000000000019.477
546500.0,12000000000019.484
546600.0,12000000000019.492
546700.0,12000000000019.5
546800.0,12000000000019.5
546900.0,12000000000019.516
547000.0,12000000000019.516
547100.0,12000000000019.531
547200.0,12000000000019.531
547300.0,12000000000019.54
547400.0,12000000000019.547
547500.0,12000000000019.555
547600.0,12000000000019.562
547700.0,12000000000019.57
547800.0,12000000000019.578
547900.0,12000000000019.578
548000.0,12000000000019.578
548100.0,12000000000019.578
548200.0,12000000000019.594
548300.0,12000000000019.594
548400.0,12000000000019.602
548500.0,12000000000019.61
548600.0,12000000000019.61
548700.0,12000000000019.61
548800.0,12000000000019.625
548900.0,12000000000019.633
549000.0,12000000000019.64
549100.0,12000000000019.64
549200.0,12000000000019.656
549300.0,12000000000019.656
549400.0,12000000000019.664
549500.0,12000000000019.672
549600.0,12000000000019.672
549700.0,12000000000019.688
549800.0,12000000000019.695
549900.0,12000000000019.703
550000.0,12000000000019.703
550100.0,12000000000019.703
550200.0,12000000000019.719
550300.0,12000000000019.719
550400.0,12000000000019.734
550500.0,12000000000019.734
550600.0,12000000000019.742
550700.0,12000000000019.75
550800.0,12000000000019.758
550900.0,12000000000019.766
551000.0,12000000000019.766
551100.0,12000000000019.781
551200.0,12000000000019.781
551300.0,12000000000019.797
551400.0,12000000000019.797
551500.0,12000000000019.805
551600.0,12000000000019.812
551700.0,12000000000019.82
551800.0,12000000000019.828
551900.0,12000000000019.828
552000.0,12000000000019.836
552100.0,12000000000019.852
552200.0,12000000000019.86
552300.0,12000000000019.86
552400.0,12000000000019.867
552500.0,12000000000019.875
552600.0,12000000000019.883
552700.0,12000000000019.89
552800.0,12000000000019.89
552900.0,12000000000019.906
553000.0,12000000000019.906
553100.0,12000000000019.906
553200.0,12000000000019.914
553300.0,12000000000019.914
553400.0,12000000000019.922
553500.0,12000000000019.922
553600.0,12000000000019.922
553700.0,12000000000019.93
553800.0,12000000000019.93
553900.0,12000000000019.938
554000.0,12000000000019.945
554100.0,12000000000019.953
554200.0,12000000000019.969
554300.0,12000000000019.977
554400.0,12000000000019.984
554500.0,12000000000019.984
554600.0,12000000000019.992
554700.0,12000000000020.0
554800.0,12000000000020.008
554900.0,12000000000020.016
555000.0,12000000000020.023
555100.0,12000000000020.031
555200.0,12000000000020.04
555300.0,12000000000020.047
555400.0,12000000000020.047
555500.0,12000000000020.055
555600.0,12000000000020.062
555700.0,12000000000020.078
555800.0,12000000000020.078
555900.0,12000000000020.086
556000.0,12000000000020.094
556100.0,12000000000020.102
556200.0,12000000000020.102
556300.0,12000000000020.102
556400.0,12000000000020.11
556500.0,12000000000020.11
556600.0,12000000000020.125
556700.0,12000000000020.14
556800.0,12000000000020.14
556900.0,12000000000020.148
557000.0,12000000000020.156
557100.0,12000000000020.164
557200.0,12000000000020.172
557300.0,12000000000020.172
557400.0,12000000000020.18
557500.0,12000000000020.188
557600.0,12000000000020.188
557700.0,12000000000020.188
557800.0,12000000000020.203
557900.0,12000000000020.21
558000.0,12000000000020.219
558100.0,12000000000020.219
558200.0,12000000000020.219
558300.0,12000000000020.219
558400.0,12000000000020.234
558500.0,12000000000020.234
558600.0,12000000000020.25
558700.0,12000000000020.25
558800.0,12000000000020.25
558900.0,12000000000020.266
559000.0,12000000000020.266
559100.0,12000000000020.273
559200.0,12000000000020.281
559300.0,12000000000020.281
559400.0,12000000000020.297
559500.0,12000000000020.305
559600.0,12000000000020.312
559700.0,12000000000020.312
559800.0,12000000000020.328
559900.0,12000000000020.328
560000.0,12000000000020.328
560100.0,12000000000020.336
560200.0,12000000000020.344
560300.0,12000000000020.344
560400.0,12000000000020.344
560500.0,12000000000020.344
560600.0,12000000000020.367
560700.0,12000000000020.367
560800.0,12000000000020.375
560900.0,12000000000020.375
561000.0,12000000000020.39
561100.0,12000000000020.39
561200.0,12000000000020.39
561300.0,12000000000020.398
561400.0,12000000000020.406
561500.0,12000000000020.406
561600.0,12000000000020.422
561700.0,12000000000020.43
561800.0,12000000000020.438
561900.0,12000000000020.438
562000.0,12000000000020.445
562100.0,12000000000020.453
562200.0,12000000000020.453
562300.0,12000000000020.469
562400.0,12000000000020.469
562500.0,12000000000020.477
562600.0,12000000000020.484
562700.0,12000000000020.492
562800.0,12000000000020.5
562900.0,12000000000020.5
563000.0,12000000000020.508
563100.0,12000000000020.516
563200.0,12000000000020.523
563300.0,12000000000020.523
563400.0,12000000000020.531
563500.0,12000000000020.531
563600.0,12000000000020.547
563700.0,12000000000020.555
563800.0,12000000000020.562
563900.0,12000000000020.562
564000.0,12000000000020.57
564100.0,12000000000020.57
564200.0,12000000000020.57
564300.0,12000000000020.578
564400.0,12000000000020.586
564500.0,12000000000020.594
564600.0,12000000000020.594
564700.0,12000000000020.602
564800.0,12000000000020.61
564900.0,12000000000020.625
565000.0,12000000000020.625
565100.0,12000000000020.625
565200.0,12000000000020.633
565300.0,12000000000020.648
565400.0,12000000000020.656
565500.0,12000000000020.656
565600.0,12000000000020.664
565700.0,12000000000020.672
565800.0,12000000000020.68
565900.0,12000000000020.688
566000.0,12000000000020.688
566100.0,12000000000020.703
566200.0,12000000000020.71
566300.0,12000000000020.719
566400.0,12000000000020.719
566500.0,12000000000020.727
566600.0,12000000000020.727
566700.0,12000000000020.734
566800.0,12000000000020.75
566900.0,12000000000020.75
567000.0,12000000000020.758
567100.0,12000000000020.766
567200.0,12000000000020.773
567300.0,12000000000020.781
567400.0,12000000000020.781
567500.0,12000000000020.79
567600.0,12000000000020.797
567700.0,12000000000020.812
567800.0,12000000000020.812
567900.0,12000000000020.812
568000.0,12000000000020.82
568100.0,12000000000020.828
568200.0,12000000000020.828
568300.0,12000000000020.836
568400.0,12000000000020.844
568500.0,12000000000020.844
568600.0,12000000000020.852
568700.0,12000000000020.86
568800.0,12000000000020.875
568900.0,12000000000020.875
569000.0,12000000000020.875
569100.0,12000000000020.883
569200.0,12000000000020.89
569300.0,12000000000020.89
569400.0,12000000000020.906
569500.0,12000000000020.906
569600.0,12000000000020.914
569700.0,12000000000020.922
569800.0,12000000000020.938
569900.0,12000000000020.938
570000.0,12000000000020.938
570100.0,12000000000020.945
570200.0,12000000000020.953
570300.0,12000000000020.953
570400.0,12000000000020.969
570500.0,12000000000020.969
570600.0,12000000000020.969
570700.0,12000000000020.984
570800.0,12000000000020.984
570900.0,12000000000021.0
571000.0,12000000000021.0
571100.0,12000000000021.008
571200.0,12000000000021.016
571300.0,12000000000021.016
571400.0,12000000000021.031
571500.0,12000000000021.031
571600.0,12000000000021.047
571700.0,12000000000021.047
571800.0,12000000000021.062
571900.0,12000000000021.062
572000.0,12000000000021.07
572100.0,12000000000021.078
572200.0,12000000000021.078
572300.0,12000000000021.078
572400.0,12000000000021.078
572500.0,12000000000021.094
572600.0,12000000000021.11
572700.0,12000000000021.11
572800.0,12000000000021.117
572900.0,12000000000021.125
573000.0,12000000000021.133
573100.0,12000000000021.14
573200.0,12000000000021.14
573300.0,12000000000021.156
573400.0,12000000000021.164
573500.0,12000000000021.172
573600.0,12000000000021.172
573700.0,12000000000021.172
573800.0,12000000000021.172
573900.0,12000000000021.188
574000.0,12000000000021.188
574100.0,12000000000021.203
574200.0,12000000000021.203
574300.0,12000000000021.219
574400.0,12000000000021.227
574500.0,12000000000021.234
574600.0,12000000000021.234
574700.0,12000000000021.242
574800.0,12000000000021.25
574900.0,12000000000021.258
575000.0,12000000000021.266
575100.0,12000000000021.273
575200.0,12000000000021.281
575300.0,12000000000021.281
575400.0,12000000000021.281
575500.0,12000000000021.29
575600.0,12000000000021.297
575700.0,12000000000021.297
575800.0,12000000000021.305
575900.0,12000000000021.32
576000.0,12000000000021.328
576100.0,12000000000021.336
576200.0,12000000000021.344
576300.0,12000000000021.344
576400.0,12000000000021.344
576500.0,12000000000021.352
576600.0,12000000000021.36
576700.0,12000000000021.36
576800.0,12000000000021.375
576900.0,12000000000021.39
577000.0,12000000000021.39
577100.0,12000000000021.39
577200.0,12000000000021.39
577300.0,12000000000021.39
577400.0,12000000000021.398
577500.0,12000000000021.406
577600.0,12000000000021.422
577700.0,12000000000021.422
577800.0,12000000000021.422
577900.0,12000000000021.422
578000.0,12000000000021.43
578100.0,12000000000021.445
578200.0,12000000000021.453
578300.0,12000000000021.453
578400.0,12000000000021.46
578500.0,12000000000021.469
578600.0,12000000000021.477
578700.0,12000000000021.484
578800.0,12000000000021.484
578900.0,12000000000021.484
579000.0,12000000000021.492
579100.0,12000000000021.5
579200.0,12000000000021.516
579300.0,12000000000021.516
579400.0,12000000000021.523
579500.0,12000000000021.531
579600.0,12000000000021.54
579700.0,12000000000021.547
579800.0,12000000000021.555
579900.0,12000000000021.562
580000.0,12000000000021.562
580100.0,12000000000021.562
580200.0,12000000000021.578
580300.0,12000000000021.578
580400.0,12000000000021.586
580500.0,12000000000021.594
580600.0,12000000000021.61
580700.0,12000000000021.61
580800.0,12000000000021.617
580900.0,12000000000021.625
581000.0,12000000000021.625
581100.0,12000000000021.64
581200.0,12000000000021.64
581300.0,12000000000021.64
581400.0,12000000000021.648
581500.0,12000000000021.656
581600.0,12000000000021.672
581700.0,12000000000021.672
581800.0,12000000000021.672
581900.0,12000000000021.68
582000.0,12000000000021.68
582100.0,12000000000021.688
582200.0,12000000000021.688
582300.0,12000000000021.703
582400.0,12000000000021.703
582500.0,12000000000021.719
582600.0,12000000000021.719
582700.0,12000000000021.727
582800.0,12000000000021.734
582900.0,12000000000021.742
583000.0,12000000000021.75
583100.0,12000000000021.75
583200.0,12000000000021.766
583300.0,12000000000021.766
583400.0,12000000000021.766
583500.0,12000000000021.781
583600.0,12000000000021.781
583700.0,12000000000021.79
583800.0,12000000000021.797
583900.0,12000000000021.805
584000.0,12000000000021.812
584100.0,12000000000021.812
584200.0,12000000000021.828
584300.0,12000000000021.836
584400.0,12000000000021.844
584500.0,12000000000021.844
584600.0,12000000000021.852
584700.0,12000000000021.86
584800.0,12000000000021.867
584900.0,12000000000021.875
585000.0,12000000000021.875
585100.0,12000000000021.89
585200.0,12000000000021.898
585300.0,12000000000021.906
585400.0,12000000000021.906
585500.0,12000000000021.914
585600.0,12000000000021.922
585700.0,12000000000021.93
585800.0,12000000000021.938
585900.0,12000000000021.938
586000.0,12000000000021.953
586100.0,12000000000021.96
586200.0,12000000000021.969
586300.0,12000000000021.969
586400.0,12000000000021.977
586500.0,12000000000021.984
586600.0,12000000000021.992
586700.0,12000000000022.0
586800.0,12000000000022.0
586900.0,12000000000022.0
587000.0,12000000000022.008
587100.0,12000000000022.008
587200.0,12000000000022.016
587300.0,12000000000022.016
587400.0,12000000000022.016
587500.0,12000000000022.031
587600.0,12000000000022.031
587700.0,12000000000022.031
587800.0,12000000000022.04
587900.0,12000000000022.047
588000.0,12000000000022.062
588100.0,12000000000022.062
588200.0,12000000000022.062
588300.0,12000000000022.07
588400.0,12000000000022.078
588500.0,12000000000022.086
588600.0,12000000000022.094
588700.0,12000000000022.094
588800.0,12000000000022.094
588900.0,12000000000022.102
589000.0,12000000000022.11
589100.0,12000000000022.11
589200.0,12000000000022.125
589300.0,12000000000022.125
589400.0,12000000000022.125
589500.0,12000000000022.125
589600.0,12000000000022.133
589700.0,12000000000022.133
589800.0,12000000000022.148
589900.0,12000000000022.156
590000.0,12000000000022.156
590100.0,12000000000022.164
590200.0,12000000000022.172
590300.0,12000000000022.188
590400.0,12000000000022.188
590500.0,12000000000022.188
590600.0,12000000000022.188
590700.0,12000000000022.195
590800.0,12000000000022.203
590900.0,12000000000022.21
591000.0,12000000000022.219
591100.0,12000000000022.219
591200.0,12000000000022.219
591300.0,12000000000022.227
591400.0,12000000000022.234
591500.0,12000000000022.25
591600.0,12000000000022.25
591700.0,12000000000022.258
591800.0,12000000000022.266
591900.0,12000000000022.273
592000.0,12000000000022.273
592100.0,12000000000022.281
592200.0,12000000000022.281
592300.0,12000000000022.281
592400.0,12000000000022.297
592500.0,12000000000022.297
592600.0,12000000000022.312
592700.0,12000000000022.312
592800.0,12000000000022.32
592900.0,12000000000022.328
593000.0,12000000000022.336
593100.0,12000000000022.336
593200.0,12000000000022.344
593300.0,12000000000022.352
593400.0,12000000000022.36
593500.0,12000000000022.36
593600.0,12000000000022.375
593700.0,12000000000022.375
593800.0,12000000000022.375
593900.0,12000000000022.383
594000.0,12000000000022.39
594100.0,12000000000022.39
594200.0,12000000000022.39
594300.0,12000000000022.406
594400.0,12000000000022.414
594500.0,12000000000022.422
594600.0,12000000000022.422
594700.0,12000000000022.438
594800.0,12000000000022.438
594900.0,12000000000022.453
595000.0,12000000000022.453
595100.0,12000000000022.46
595200.0,12000000000022.469
595300.0,12000000000022.477
595400.0,12000000000022.484
595500.0,12000000000022.484
595600.0,12000000000022.484
595700.0,12000000000022.5
595800.0,12000000000022.5
595900.0,12000000000022.516
596000.0,12000000000022.516
596100.0,12000000000022.523
596200.0,12000000000022.531
596300.0,12000000000022.54
596400.0,12000000000022.547
596500.0,12000000000022.547
596600.0,12000000000022.562
596700.0,12000000000022.57
596800.0,12000000000022.578
596900.0,12000000000022.578
597000.0,12000000000022.586
597100.0,12000000000022.594
597200.0,12000000000022.602
597300.0,12000000000022.61
597400.0,12000000000022.61
597500.0,12000000000022.617
597600.0,12000000000022.633
597700.0,12000000000022.64
597800.0,12000000000022.64
597900.0,12000000000022.648
598000.0,12000000000022.656
598100.0,12000000000022.664
598200.0,12000000000022.664
598300.0,12000000000022.672
598400.0,12000000000022.672
598500.0,12000000000022.688
598600.0,12000000000022.695
598700.0,12000000000022.703
598800.0,12000000000022.703
598900.0,12000000000022.71
599000.0,12000000000022.719
599100.0,12000000000022.727
599200.0,12000000000022.734
599300.0,12000000000022.742
599400.0,12000000000022.742
599500.0,12000000000022.75
599600.0,12000000000022.75
599700.0,12000000000022.758
599800.0,12000000000022.766
599900.0,12000000000022.766
600000.0,12000000000022.773
600100.0,12000000000022.781
600200.0,12000000000022.79
600300.0,12000000000022.797
600400.0,12000000000022.805
600500.0,12000000000022.812
600600.0,12000000000022.82
600700.0,12000000000022.828
600800.0,12000000000022.828
600900.0,12000000000022.836
601000.0,12000000000022.844
601100.0,12000000000022.86
601200.0,12000000000022.86
601300.0,12000000000022.867
601400.0,12000000000022.867
601500.0,12000000000022.875
601600.0,12000000000022.883
601700.0,12000000000022.89
601800.0,12000000000022.89
601900.0,12000000000022.898
602000.0,12000000000022.906
602100.0,12000000000022.922
602200.0,12000000000022.922
602300.0,12000000000022.93
602400.0,12000000000022.938
602500.0,12000000000022.945
602600.0,12000000000022.953
602700.0,12000000000022.953
602800.0,12000000000022.969
602900.0,12000000000022.969
603000.0,12000000000022.969
603100.0,12000000000022.984
603200.0,12000000000022.984
603300.0,12000000000022.992
603400.0,12000000000022.992
603500.0,12000000000023.0
603600.0,12000000000023.0
603700.0,12000000000023.016
603800.0,12000000000023.023
603900.0,12000000000023.031
604000.0,12000000000023.031
604100.0,12000000000023.047
604200.0,12000000000023.047
604300.0,12000000000023.055
604400.0,12000000000023.062
604500.0,12000000000023.062
604600.0,12000000000023.078
604700.0,12000000000023.086
604800.0,12000000000023.094
604900.0,12000000000023.094
605000.0,12000000000023.11
605100.0,12000000000023.11
605200.0,12000000000023.117
605300.0,12000000000023.125
605400.0,12000000000023.125
605500.0,12000000000023.14
605600.0,12000000000023.148
605700.0,12000000000023.156
605800.0,12000000000023.156
605900.0,12000000000023.156
606000.0,12000000000023.172
606100.0,12000000000023.172
606200.0,12000000000023.188
606300.0,12000000000023.188
606400.0,12000000000023.188
606500.0,12000000000023.203
606600.0,12000000000023.21
606700.0,12000000000023.219
606800.0,12000000000023.219
606900.0,12000000000023.227
607000.0,12000000000023.234
607100.0,12000000000023.25
607200.0,12000000000023.25
607300.0,12000000000023.258
607400.0,12000000000023.266
607500.0,12000000000023.273
607600.0,12000000000023.281
607700.0,12000000000023.281
607800.0,12000000000023.29
607900.0,12000000000023.297
608000.0,12000000000023.305
608100.0,12000000000023.312
608200.0,12000000000023.32
608300.0,12000000000023.328
608400.0,12000000000023.336
608500.0,12000000000023.336
608600.0,12000000000023.344
608700.0,12000000000023.344
608800.0,12000000000023.352
608900.0,12000000000023.36
609000.0,12000000000023.375
609100.0,12000000000023.375
609200.0,12000000000023.383
609300.0,12000000000023.39
609400.0,12000000000023.398
609500.0,12000000000023.398
609600.0,12000000000023.406
609700.0,12000000000023.406
609800.0,12000000000023.406
609900.0,12000000000023.422
610000.0,12000000000023.43
610100.0,12000000000023.43
610200.0,12000000000023.438
610300.0,12000000000023.438
610400.0,12000000000023.445
610500.0,12000000000023.453
610600.0,12000000000023.46
610700.0,12000000000023.469
610800.0,12000000000023.477
610900.0,12000000000023.477
611000.0,12000000000023.484
611100.0,12000000000023.492
611200.0,12000000000023.5
611300.0,12000000000023.5
611400.0,12000000000023.508
611500.0,12000000000023.516
611600.0,12000000000023.531
611700.0,12000000000023.531
611800.0,12000000000023.531
611900.0,12000000000023.54
612000.0,12000000000023.547
612100.0,12000000000023.547
612200.0,12000000000023.555
612300.0,12000000000023.555
612400.0,12000000000023.562
612500.0,12000000000023.562
612600.0,12000000000023.57
612700.0,12000000000023.578
612800.0,12000000000023.594
612900.0,12000000000023.594
613000.0,12000000000023.594
613100.0,12000000000023.602
613200.0,12000000000023.61
613300.0,12000000000023.617
613400.0,12000000000023.625
613500.0,12000000000023.625
613600.0,12000000000023.633
613700.0,12000000000023.64
613800.0,12000000000023.656
613900.0,12000000000023.656
614000.0,12000000000023.656
614100.0,12000000000023.664
614200.0,12000000000023.664
614300.0,12000000000023.672
614400.0,12000000000023.672
614500.0,12000000000023.688
614600.0,12000000000023.688
614700.0,12000000000023.695
614800.0,12000000000023.703
614900.0,12000000000023.719
615000.0,12000000000023.719
615100.0,12000000000023.719
615200.0,12000000000023.727
615300.0,12000000000023.734
615400.0,12000000000023.734
615500.0,12000000000023.734
615600.0,12000000000023.75
615700.0,12000000000023.75
615800.0,12000000000023.766
615900.0,12000000000023.766
616000.0,12000000000023.766
616100.0,12000000000023.781
616200.0,12000000000023.781
616300.0,12000000000023.79
616400.0,12000000000023.797
616500.0,12000000000023.797
616600.0,12000000000023.812
616700.0,12000000000023.82
616800.0,12000000000023.82
616900.0,12000000000023.828
617000.0,12000000000023.828
617100.0,12000000000023.844
617200.0,12000000000023.844
617300.0,12000000000023.852
617400.0,12000000000023.86
617500.0,12000000000023.86
617600.0,12000000000023.875
617700.0,12000000000023.875
617800.0,12000000000023.883
617900.0,12000000000023.89
618000.0,12000000000023.89
618100.0,12000000000023.898
618200.0,12000000000023.906
618300.0,12000000000023.914
618400.0,12000000000023.922
618500.0,12000000000023.922
618600.0,12000000000023.938
618700.0,12000000000023.945
618800.0,12000000000023.953
618900.0,12000000000023.953
619000.0,12000000000023.96
619100.0,12000000000023.969
619200.0,12000000000023.977
619300.0,12000000000023.984
619400.0,12000000000023.992
619500.0,12000000000024.0
619600.0,12000000000024.008
619700.0,12000000000024.016
619800.0,12000000000024.016
619900.0,12000000000024.023
620000.0,12000000000024.031
620100.0,12000000000024.04
620200.0,12000000000024.047
620300.0,12000000000024.055
620400.0,12000000000024.062
620500.0,12000000000024.07
620600.0,12000000000024.078
620700.0,12000000000024.078
620800.0,12000000000024.086
620900.0,12000000000024.094
621000.0,12000000000024.11
621100.0,12000000000024.11
621200.0,12000000000024.117
621300.0,12000000000024.125
621400.0,12000000000024.133
621500.0,12000000000024.133
