M.L_b.CO3 Time [a],M.L_b.CO3 CO3 [mol/kg]
4370.0,0.00023613681442258917
4380.0,0.00023613812430803508
4390.0,0.00023613943222345766
4400.0,0.00023614073815608994
4410.0,0.00023614204207752278
4420.0,0.00023614334380239017
4430.0,0.00023614464300513753
4440.0,0.00023614593994922452
4450.0,0.00023614723412527784
4460.0,0.0002361485260086546
4470.0,0.0002361498158910632
4480.0,0.0002361511034868215
4490.0,0.00023615238936301825
4500.0,0.00023615367328963847
4510.0,0.00023615495515891762
4520.0,0.00023615623494813997
4530.0,0.0002361575126636894
4540.0,0.0002361587883161159
4550.0,0.0002361600623411279
4560.0,0.0002361613347451592
4570.0,0.00023616260549461714
4580.0,0.0002361638746693453
4590.0,0.00023616514237643268
4600.0,0.00023616640826540136
4610.0,0.00023616767274339405
4620.0,0.00023616893557335678
4630.0,0.000236170196633592
4640.0,0.00023617145587418213
4650.0,0.00023617271327248723
4660.0,0.00023617396881454143
4670.0,0.00023617522245322482
4680.0,0.00023617647375693713
4690.0,0.00023617772289759862
4700.0,0.00023617896940784908
4710.0,0.00023618021369892507
4720.0,0.00023618145609742168
4730.0,0.00023618269626577944
4740.0,0.0002361839347681268
4750.0,0.00023618517137672596
4760.0,0.00023618640599809925
4770.0,0.00023618763861723744
4780.0,0.000236188869243405
4790.0,0.00023619009788886742
4800.0,0.000236191324563208
4810.0,0.00023619254944965586
4820.0,0.00023619377313021327
4830.0,0.000236194995017955
4840.0,0.00023619621545276724
4850.0,0.0002361974343443467
4860.0,0.00023619865164868455
4870.0,0.00023619986759581426
4880.0,0.00023620108203412427
4890.0,0.00023620229481832868
4900.0,0.0002362035058816375
4910.0,0.00023620471519398713
4920.0,0.00023620592273828546
4930.0,0.00023620712850217258
4940.0,0.00023620833230968166
4950.0,0.00023620953399054392
4960.0,0.00023621073300255952
4970.0,0.00023621192982906398
4980.0,0.00023621312459697538
4990.0,0.00023621431737638589
5000.0,0.00023621550851135367
5010.0,0.0002362166978783032
5020.0,0.00023621788535623344
5030.0,0.00023621907091260326
5040.0,0.0002362202545509559
5050.0,0.00023622143628265112
5060.0,0.00023622261611831033
5070.0,0.00023622379406663062
5080.0,0.00023622497014623623
5090.0,0.00023622614493700825
5100.0,0.00023622731816895607
5110.0,0.00023622849001690688
5120.0,0.00023622966044099607
5130.0,0.00023623082955942973
5140.0,0.00023623199706053862
5150.0,0.00023623316325700782
5160.0,0.00023623432793212513
5170.0,0.000236235490985573
5180.0,0.0002362366523761297
5190.0,0.00023623781208330667
5200.0,0.00023623897009321872
5210.0,0.00023624012639488027
5220.0,0.00023624128067480224
5230.0,0.00023624243291480945
5240.0,0.00023624358279537866
5250.0,0.00023624473059704714
5260.0,0.00023624587664980142
5270.0,0.00023624702064012457
5280.0,0.00023624816304436096
5290.0,0.0002362493036551321
5300.0,0.0002362504424051882
5310.0,0.00023625157929203802
5320.0,0.00023625271432958363
5330.0,0.0002362538475318646
5340.0,0.0002362549789101886
5350.0,0.0002362561084736139
5360.0,0.00023625723622873758
5370.0,0.0002362583622464545
5380.0,0.00023625948654548451
5390.0,0.0002362606090111639
5400.0,0.00023626172995834055
5410.0,0.0002362628493085921
5420.0,0.00023626396723645243
5430.0,0.00023626508343187728
5440.0,0.00023626619826158554
5450.0,0.0002362673115175352
5460.0,0.0002362684231132145
5470.0,0.00023626953302221195
5480.0,0.00023627064123713605
5490.0,0.0002362717477549128
5500.0,0.00023627285257337598
5510.0,0.0002362739556908819
5520.0,0.00023627505710634218
5530.0,0.00023627615681919676
5540.0,0.0002362772548293331
5550.0,0.00023627835113700226
5560.0,0.0002362794457427463
5570.0,0.00023628053864734443
5580.0,0.00023628162985176994
5590.0,0.00023628271935715716
5600.0,0.00023628380716477718
5610.0,0.00023628489327601738
5620.0,0.0002362859776923644
5630.0,0.0002362870604153944
5640.0,0.00023628814144675947
5650.0,0.00023628922078818018
5660.0,0.0002362902984411673
5670.0,0.00023629137448552418
5680.0,0.0002362924487158611
5690.0,0.0002362935215051909
5700.0,0.00023629459283775148
5710.0,0.00023629566266749976
5720.0,0.0002362967309663213
5730.0,0.00023629779790788425
5740.0,0.00023629886318784723
5750.0,0.00023629992717757965
5760.0,0.00023630098967853696
5770.0,0.00023630205060569206
5780.0,0.0002363031099327762
5790.0,0.0002363041676524778
5800.0,0.00023630522376176722
5810.0,0.00023630627825841095
5820.0,0.00023630733114057587
5830.0,0.00023630838240688813
5840.0,0.0002363094320564342
5850.0,0.00023631048008870498
5860.0,0.0002363115265035278
5870.0,0.00023631257130100796
5880.0,0.00023631361448148285
5890.0,0.00023631465604548492
5900.0,0.00023631569599371456
5910.0,0.00023631673432701654
5920.0,0.00023631777104636352
5930.0,0.00023631880615284092
5940.0,0.0002363198396476335
5950.0,0.0002363208715320173
5960.0,0.00023632190180735048
5970.0,0.0002363229304750653
5980.0,0.00023632395748039565
5990.0,0.00023632498264319869
6000.0,0.00023632600562652304
6010.0,0.00023632702670200632
6020.0,0.00023632804560400845
6030.0,0.00023632906265112321
6040.0,0.00023633007813985918
6050.0,0.0002363310917716284
6060.0,0.00023633210399481454
6070.0,0.00023633311461806732
6080.0,0.00023633412357360766
6090.0,0.0002363351308550573
6100.0,0.00023633613647311736
6110.0,0.00023633714043983845
6120.0,0.00023633814276544812
6130.0,0.00023633914345852348
6140.0,0.0002363401425256109
6150.0,0.00023634114010908947
6160.0,0.00023634213621110702
6170.0,0.0002363431307734292
6180.0,0.00023634412396221054
6190.0,0.00023634511573042842
6200.0,0.0002363461061227834
6210.0,0.00023634709521874232
6220.0,0.00023634808301593974
6230.0,0.00023634906938044348
6240.0,0.00023635005426094312
6250.0,0.000236351037641659
6260.0,0.00023635201951733347
6270.0,0.0002363529998851935
6280.0,0.00023635397874325736
6290.0,0.00023635495609014725
6300.0,0.00023635593192505925
6310.0,0.00023635690624768945
6320.0,0.00023635787905814027
6330.0,0.00023635885035683775
6340.0,0.00023635982014446282
6350.0,0.000236360788421902
6360.0,0.00023636175519020714
6370.0,0.00023636272045056566
6380.0,0.00023636368420427918
6390.0,0.00023636464645274255
6400.0,0.00023636560719743227
6410.0,0.00023636656643989445
6420.0,0.00023636752418173436
6430.0,0.00023636848042461208
6440.0,0.00023636943517023326
6450.0,0.00023637038842034682
6460.0,0.00023637134017673927
6470.0,0.00023637229044123074
6480.0,0.00023637323921593965
6490.0,0.00023637418664104943
6500.0,0.00023637513279971836
6510.0,0.00023637607752798837
6520.0,0.00023637702098621395
6530.0,0.00023637796315580388
6540.0,0.00023637890397059776
6550.0,0.00023637984369116854
6560.0,0.0002363807821479618
6570.0,0.00023638171927206658
6580.0,0.00023638265464911114
6590.0,0.00023638358857012588
6600.0,0.00023638452110012772
6610.0,0.0002363854521995693
6620.0,0.00023638638215572218
6630.0,0.00023638731082693714
6640.0,0.00023638823811938372
6650.0,0.0002363891639994525
6660.0,0.00023639008845916773
6670.0,0.00023639101149755008
6680.0,0.00023639193311473402
6690.0,0.00023639285331086406
6700.0,0.00023639377208610338
6710.0,0.00023639468944072997
6720.0,0.00023639560537516978
6730.0,0.0002363965198899903
6740.0,0.00023639743298588617
6750.0,0.00023639834466366457
6760.0,0.00023639925492423142
6770.0,0.00023640016376858187
6780.0,0.0002364010711977937
6790.0,0.000236401977213016
6800.0,0.00023640288181546703
6810.0,0.00023640378500642628
6820.0,0.00023640468678723107
6830.0,0.00023640558715925532
6840.0,0.00023640648616116155
6850.0,0.00023640738408202858
6860.0,0.0002364082805085616
6870.0,0.0002364091757819807
6880.0,0.00023641006984848216
6890.0,0.00023641096279376688
6900.0,0.00023641185451576399
6910.0,0.00023641274514626622
6920.0,0.00023641363442020226
6930.0,0.00023641452225309976
6940.0,0.00023641540864097028
6950.0,0.00023641629368458366
6960.0,0.00023641717752306387
6970.0,0.00023641806006463207
6980.0,0.0002364189414654384
6990.0,0.0002364198214608069
7000.0,0.0002364206999782777
7010.0,0.0002364215770217608
7020.0,0.00023642245270130246
7030.0,0.00023642332716238232
7040.0,0.00023642420031488566
7050.0,0.0002364250723192442
7060.0,0.0002364259429114991
7070.0,0.00023642681202201357
7080.0,0.0002364276796565639
7090.0,0.00023642854592712025
7100.0,0.0002364294109803157
7110.0,0.00023643027472688727
7120.0,0.00023643113732788976
7130.0,0.0002364319985207611
7140.0,0.0002364328582371798
7150.0,0.00023643371648362946
7160.0,0.00023643457337235425
7170.0,0.0002364354290498173
7180.0,0.00023643628342756475
7190.0,0.00023643713666621116
7200.0,0.00023643798850508745
7210.0,0.00023643883887686728
7220.0,0.00023643968833565534
7230.0,0.00023644053663652467
7240.0,0.00023644138367558896
7250.0,0.00023644222961745362
7260.0,0.00023644307441895377
7270.0,0.00023644391804561828
7280.0,0.00023644476070846214
7290.0,0.00023644560227635493
7300.0,0.00023644644266110972
7310.0,0.00023644728148943236
7320.0,0.00023644811902357788
7330.0,0.00023644895530275134
7340.0,0.0002364497903228889
7350.0,0.0002364506243231827
7360.0,0.0002364514571781899
7370.0,0.00023645228880676497
7380.0,0.00023645311883714173
7390.0,0.0002364539475479806
7400.0,0.0002364547749804204
7410.0,0.00023645560081750217
7420.0,0.00023645642502479364
7430.0,0.00023645724764812144
7440.0,0.00023645806874289212
7450.0,0.00023645888834641137
7460.0,0.0002364597067665802
7470.0,0.00023646052388909535
7480.0,0.00023646133964136832
7490.0,0.0002364621540104317
7500.0,0.00023646296700679885
7510.0,0.00023646377864497395
7520.0,0.0002364645889377437
7530.0,0.00023646539789560342
7540.0,0.0002364662055272844
7550.0,0.0002364670118402551
7560.0,0.00023646781684105394
7570.0,0.00023646862053551066
7580.0,0.00023646942292889883
7590.0,0.00023647022402605066
7600.0,0.00023647102383144263
7610.0,0.00023647182234925538
7620.0,0.0002364726198334218
7630.0,0.00023647341661999071
7640.0,0.00023647421269487067
7650.0,0.00023647500798373606
7660.0,0.00023647580240334406
7670.0,0.0002364765958911377
7680.0,0.0002364773885157272
7690.0,0.00023647818005853444
7700.0,0.00023647897075410645
7710.0,0.00023647976033395663
7720.0,0.0002364805488525618
7730.0,0.00023648133606381848
7740.0,0.0002364821221213856
7750.0,0.0002364829071739948
7760.0,0.00023648369100743007
7770.0,0.00023648447390977746
7780.0,0.00023648525560775356
7790.0,0.00023648603617992245
7800.0,0.00023648681537983006
7810.0,0.00023648759338183153
7820.0,0.00023648837009235504
7830.0,0.00023648914529502297
7840.0,0.00023648991898293746
7850.0,0.00023649069120255676
7860.0,0.00023649146216366468
7870.0,0.0002364922316406225
7880.0,0.00023649300001667102
7890.0,0.00023649376715053315
7900.0,0.0002364945329929004
7910.0,0.0002364952975437487
7920.0,0.00023649606081648734
7930.0,0.00023649682282470748
7940.0,0.00023649758357954537
7950.0,0.00023649834308998348
7960.0,0.00023649910136347904
7970.0,0.00023649985840641007
7980.0,0.00023650061422435687
7990.0,0.00023650136882228856
8000.0,0.00023650212220469632
8010.0,0.00023650287437569412
8020.0,0.00023650362533909617
8030.0,0.00023650437509847394
8040.0,0.00023650512367157277
8050.0,0.00023650587161268527
8060.0,0.00023650661893170132
8070.0,0.00023650736556946292
8080.0,0.0002365081114634662
8090.0,0.00023650885663131254
8100.0,0.00023650960087416686
8110.0,0.0002365103443811044
8120.0,0.00023651108691412305
8130.0,0.00023651182850520575
8140.0,0.00023651256890200767
8150.0,0.00023651330824588099
8160.0,0.0002365140466594035
8170.0,0.00023651478395304246
8180.0,0.00023651552039177085
8190.0,0.00023651625573268604
8200.0,0.00023651699004064222
8210.0,0.00023651772306200716
8220.0,0.00023651845496840558
8230.0,0.0002365191858999151
8240.0,0.00023651991566688596
8250.0,0.0002365206445504283
8260.0,0.00023652137225226396
8270.0,0.00023652209865229512
8280.0,0.0002365228233551979
8290.0,0.0002365235466097938
8300.0,0.00023652426863911247
8310.0,0.00023652498925056723
8320.0,0.00023652570881662783
8330.0,0.00023652642707785293
8340.0,0.00023652714414566496
8350.0,0.00023652785975637346
8360.0,0.00023652857413019253
8370.0,0.00023652928743708054
8380.0,0.000236529999482912
8390.0,0.00023653071058080694
8400.0,0.00023653142047695369
8410.0,0.00023653212925720446
8420.0,0.00023653283666109126
8430.0,0.00023653354288476176
8440.0,0.0002365342480840057
8450.0,0.00023653495206691646
8460.0,0.0002365356551320747
8470.0,0.0002365363570303217
8480.0,0.00023653705784189026
8490.0,0.0002365377575144806
8500.0,0.00023653845629673757
8510.0,0.00023653915417437172
8520.0,0.00023653985106585675
8530.0,0.00023654054706907766
8540.0,0.00023654124216222777
8550.0,0.00023654193628206587
8560.0,0.00023654262961415819
8570.0,0.00023654332202662192
8580.0,0.0002365440134718492
8590.0,0.00023654470364508305
8600.0,0.0002365453927535805
8610.0,0.00023654608084718007
8620.0,0.00023654676788749341
8630.0,0.00023654745408835523
8640.0,0.00023654813932249015
8650.0,0.00023654882355065963
8660.0,0.00023654950646978035
8670.0,0.00023655018830199897
8680.0,0.00023655086910368144
8690.0,0.0002365515488399972
8700.0,0.00023655222772929918
8710.0,0.00023655290564544978
8720.0,0.00023655358255094045
8730.0,0.00023655425814400927
8740.0,0.0002365549326492512
8750.0,0.00023655560612433497
8760.0,0.00023655627853547614
8770.0,0.0002365569501012758
8780.0,0.00023655762069648746
8790.0,0.00023655829028430123
8800.0,0.00023655895856482603
8810.0,0.00023655962576244418
8820.0,0.00023656029193504764
8830.0,0.00023656095704944992
8840.0,0.00023656162132330692
8850.0,0.0002365622846323778
8860.0,0.00023656294694036046
8870.0,0.00023656360794969833
8880.0,0.0002365642678836394
8890.0,0.0002365649267999397
8900.0,0.0002365655846658956
8910.0,0.00023656624169768044
8920.0,0.00023656689777216971
8930.0,0.0002365675528535157
8940.0,0.00023656820664680174
8950.0,0.0002365688593736709
8960.0,0.0002365695110915613
8970.0,0.00023657016176820142
8980.0,0.00023657081162043684
8990.0,0.00023657146074774124
9000.0,0.00023657210901347714
9010.0,0.00023657275644613652
9020.0,0.0002365734030886162
9030.0,0.0002365740488921082
9040.0,0.00023657469392603683
9050.0,0.0002365753380701624
9060.0,0.00023657598145528108
9070.0,0.00023657662387027568
9080.0,0.00023657726529771
9090.0,0.00023657790568041182
9100.0,0.0002365785451020878
9110.0,0.0002365791836785109
9120.0,0.00023657982129476066
9130.0,0.00023658045810655675
9140.0,0.0002365810939014639
9150.0,0.0002365817286742327
9160.0,0.0002365823623727016
9170.0,0.00023658299508964232
9180.0,0.000236583626947109
9190.0,0.00023658425783085015
9200.0,0.0002365848879013462
9210.0,0.00023658551694605477
9220.0,0.00023658614496241558
9230.0,0.00023658677189957933
9240.0,0.0002365873978523806
9250.0,0.00023658802294424265
9260.0,0.00023658864706146775
9270.0,0.00023658927036546168
9280.0,0.00023658989264442002
9290.0,0.00023659051389675808
9300.0,0.00023659113407235475
9310.0,0.00023659175326650483
9320.0,0.00023659237160271403
9330.0,0.00023659298896803202
9340.0,0.00023659360552361606
9350.0,0.00023659422105894786
