M.L_b.Hplus Time [a],M.L_b.Hplus Hplus [mol/kg]
264490.0,5.395015419940609e-09
264500.0,5.395015419940609e-09
264510.0,5.395015419940609e-09
264520.0,5.395015419940609e-09
264530.0,5.395015419940609e-09
264540.0,5.395015419940609e-09
264550.0,5.395015419940609e-09
264560.0,5.395015419940609e-09
264570.0,5.395015419940609e-09
264580.0,5.395015419940609e-09
264590.0,5.395015419940609e-09
264600.0,5.395015419940609e-09
264610.0,5.395015419940609e-09
264620.0,5.395015419940609e-09
264630.0,5.395015419940609e-09
264640.0,5.395015419940609e-09
264650.0,5.395015419940609e-09
264660.0,5.395015419940609e-09
264670.0,5.395015419940609e-09
264680.0,5.395015419940609e-09
264690.0,5.395015419940609e-09
264700.0,5.395015419940609e-09
264710.0,5.395015419940609e-09
264720.0,5.395015419940609e-09
264730.0,5.395015419940609e-09
264740.0,5.395015419940609e-09
264750.0,5.395015419940609e-09
264760.0,5.395015419940609e-09
264770.0,5.395015419940609e-09
264780.0,5.395015419940609e-09
264790.0,5.395015419940609e-09
264800.0,5.395015419940609e-09
264810.0,5.395015419940609e-09
264820.0,5.395015419940609e-09
264830.0,5.395015419940609e-09
264840.0,5.395015419940609e-09
264850.0,5.395015419940609e-09
264860.0,5.395015419940609e-09
264870.0,5.395015419940609e-09
264880.0,5.395015419940609e-09
264890.0,5.395015419940609e-09
264900.0,5.395015419940609e-09
264910.0,5.395015419940609e-09
264920.0,5.395015419940609e-09
264930.0,5.395015419940609e-09
264940.0,5.395015419940609e-09
264950.0,5.395015419940609e-09
264960.0,5.395015419940609e-09
264970.0,5.395015419940609e-09
264980.0,5.395015419940609e-09
264990.0,5.395015419940609e-09
265000.0,5.395015419940609e-09
265010.0,5.395015419940609e-09
265020.0,5.395015419940609e-09
265030.0,5.395015419940609e-09
265040.0,5.395015419940609e-09
265050.0,5.395015419940609e-09
265060.0,5.395015419940609e-09
265070.0,5.395015419940609e-09
265080.0,5.395015419940609e-09
265090.0,5.395015419940609e-09
265100.0,5.395015419940609e-09
265110.0,5.395015419940609e-09
265120.0,5.395015419940609e-09
265130.0,5.395015419940609e-09
265140.0,5.395015419940609e-09
265150.0,5.395015419940609e-09
265160.0,5.395015419940609e-09
265170.0,5.395015419940609e-09
265180.0,5.395015419940609e-09
265190.0,5.395015419940609e-09
265200.0,5.395015419940609e-09
265210.0,5.395015419940609e-09
265220.0,5.395015419940609e-09
265230.0,5.395015419940609e-09
265240.0,5.395015419940609e-09
265250.0,5.395015419940609e-09
265260.0,5.395015419940609e-09
265270.0,5.395015419940609e-09
265280.0,5.395015419940609e-09
265290.0,5.395015419940609e-09
265300.0,5.395015419940609e-09
265310.0,5.395015419940609e-09
265320.0,5.395015419940609e-09
265330.0,5.395015419940609e-09
265340.0,5.395015419940609e-09
265350.0,5.395015419940609e-09
265360.0,5.395015419940609e-09
265370.0,5.395015419940609e-09
265380.0,5.395015419940609e-09
265390.0,5.395015419940609e-09
265400.0,5.395015419940609e-09
265410.0,5.395015419940609e-09
265420.0,5.395015419940609e-09
265430.0,5.395015419940609e-09
265440.0,5.395015419940609e-09
265450.0,5.395015419940609e-09
265460.0,5.395015419940609e-09
265470.0,5.395015419940609e-09
265480.0,5.395015419940609e-09
265490.0,5.395015419940609e-09
265500.0,5.395015419940609e-09
265510.0,5.395015419940609e-09
265520.0,5.395015419940609e-09
265530.0,5.395015419940609e-09
265540.0,5.395015419940609e-09
265550.0,5.395015419940609e-09
265560.0,5.395015419940609e-09
265570.0,5.395015419940609e-09
265580.0,5.395015419940609e-09
265590.0,5.395015419940609e-09
265600.0,5.395015419940609e-09
265610.0,5.395015419940609e-09
265620.0,5.395015419940609e-09
265630.0,5.395015419940609e-09
265640.0,5.395015419940609e-09
265650.0,5.395015419940609e-09
265660.0,5.395015419940609e-09
265670.0,5.395015419940609e-09
265680.0,5.395015419940609e-09
265690.0,5.395015419940609e-09
265700.0,5.395015419940609e-09
265710.0,5.395015419940609e-09
265720.0,5.395015419940609e-09
265730.0,5.395015419940609e-09
265740.0,5.395015419940609e-09
265750.0,5.395015419940609e-09
265760.0,5.395015419940609e-09
265770.0,5.395015419940609e-09
265780.0,5.395015419940609e-09
265790.0,5.395015419940609e-09
265800.0,5.395015419940609e-09
265810.0,5.395015419940609e-09
265820.0,5.395015419940609e-09
265830.0,5.395015419940609e-09
265840.0,5.395015419940609e-09
265850.0,5.395015419940609e-09
265860.0,5.395015419940609e-09
265870.0,5.395015419940609e-09
265880.0,5.395015419940609e-09
265890.0,5.395015419940609e-09
265900.0,5.395015419940609e-09
265910.0,5.395015419940609e-09
265920.0,5.395015419940609e-09
265930.0,5.395015419940609e-09
265940.0,5.395015419940609e-09
265950.0,5.395015419940609e-09
265960.0,5.395015419940609e-09
265970.0,5.395015419940609e-09
265980.0,5.395015419940609e-09
265990.0,5.395015419940609e-09
266000.0,5.395015419940609e-09
266010.0,5.395015419940609e-09
266020.0,5.395015419940609e-09
266030.0,5.395015419940609e-09
266040.0,5.395015419940609e-09
266050.0,5.395015419940609e-09
266060.0,5.395015419940609e-09
266070.0,5.395015419940609e-09
266080.0,5.395015419940609e-09
266090.0,5.395015419940609e-09
266100.0,5.395015419940609e-09
266110.0,5.395015419940609e-09
266120.0,5.395015419940609e-09
266130.0,5.395015419940609e-09
266140.0,5.395015419940609e-09
266150.0,5.395015419940609e-09
266160.0,5.395015419940609e-09
266170.0,5.395015419940609e-09
266180.0,5.395015419940609e-09
266190.0,5.395015419940609e-09
266200.0,5.395015419940609e-09
266210.0,5.395015419940609e-09
266220.0,5.395015419940609e-09
266230.0,5.395015419940609e-09
266240.0,5.395015419940609e-09
266250.0,5.395015419940609e-09
266260.0,5.395015419940609e-09
266270.0,5.395015419940609e-09
266280.0,5.395015419940609e-09
266290.0,5.395015419940609e-09
266300.0,5.395015419940609e-09
266310.0,5.395015419940609e-09
266320.0,5.395015419940609e-09
266330.0,5.395015419940609e-09
266340.0,5.395015419940609e-09
266350.0,5.395015419940609e-09
266360.0,5.395015419940609e-09
266370.0,5.395015419940609e-09
266380.0,5.395015419940609e-09
266390.0,5.395015419940609e-09
266400.0,5.395015419940609e-09
266410.0,5.395015419940609e-09
266420.0,5.395015419940609e-09
266430.0,5.395015419940609e-09
266440.0,5.395015419940609e-09
266450.0,5.395015419940609e-09
266460.0,5.395015419940609e-09
266470.0,5.395015419940609e-09
266480.0,5.395015419940609e-09
266490.0,5.395015419940609e-09
266500.0,5.395015419940609e-09
266510.0,5.395015419940609e-09
266520.0,5.395015419940609e-09
266530.0,5.395015419940609e-09
266540.0,5.395015419940609e-09
266550.0,5.395015419940609e-09
266560.0,5.395015419940609e-09
266570.0,5.395015419940609e-09
266580.0,5.395015419940609e-09
266590.0,5.395015419940609e-09
266600.0,5.395015419940609e-09
266610.0,5.395015419940609e-09
266620.0,5.395015419940609e-09
266630.0,5.395015419940609e-09
266640.0,5.395015419940609e-09
266650.0,5.395015419940609e-09
266660.0,5.395015419940609e-09
266670.0,5.395015419940609e-09
266680.0,5.395015419940609e-09
266690.0,5.395015419940609e-09
266700.0,5.395015419940609e-09
266710.0,5.395015419940609e-09
266720.0,5.395015419940609e-09
266730.0,5.395015419940609e-09
266740.0,5.395015419940609e-09
266750.0,5.395015419940609e-09
266760.0,5.395015419940609e-09
266770.0,5.395015419940609e-09
266780.0,5.395015419940609e-09
266790.0,5.395015419940609e-09
266800.0,5.395015419940609e-09
266810.0,5.395015419940609e-09
266820.0,5.395015419940609e-09
266830.0,5.395015419940609e-09
266840.0,5.395015419940609e-09
266850.0,5.395015419940609e-09
266860.0,5.395015419940609e-09
266870.0,5.395015419940609e-09
266880.0,5.395015419940609e-09
266890.0,5.395015419940609e-09
266900.0,5.395015419940609e-09
266910.0,5.395015419940609e-09
266920.0,5.395015419940609e-09
266930.0,5.395015419940609e-09
266940.0,5.395015419940609e-09
266950.0,5.395015419940609e-09
266960.0,5.395015419940609e-09
266970.0,5.395015419940609e-09
266980.0,5.395015419940609e-09
266990.0,5.395015419940609e-09
267000.0,5.395015419940609e-09
267010.0,5.395015419940609e-09
267020.0,5.395015419940609e-09
267030.0,5.395015419940609e-09
267040.0,5.395015419940609e-09
267050.0,5.395015419940609e-09
267060.0,5.395015419940609e-09
267070.0,5.395015419940609e-09
267080.0,5.395015419940609e-09
267090.0,5.395015419940609e-09
267100.0,5.395015419940609e-09
267110.0,5.395015419940609e-09
267120.0,5.395015419940609e-09
267130.0,5.395015419940609e-09
267140.0,5.395015419940609e-09
267150.0,5.395015419940609e-09
267160.0,5.395015419940609e-09
267170.0,5.395015419940609e-09
267180.0,5.395015419940609e-09
267190.0,5.395015419940609e-09
267200.0,5.395015419940609e-09
267210.0,5.395015419940609e-09
267220.0,5.395015419940609e-09
267230.0,5.395015419940609e-09
267240.0,5.395015419940609e-09
267250.0,5.395015419940609e-09
267260.0,5.395015419940609e-09
267270.0,5.395015419940609e-09
267280.0,5.395015419940609e-09
267290.0,5.395015419940609e-09
267300.0,5.395015419940609e-09
267310.0,5.395015419940609e-09
267320.0,5.395015419940609e-09
267330.0,5.395015419940609e-09
267340.0,5.395015419940609e-09
267350.0,5.395015419940609e-09
267360.0,5.395015419940609e-09
267370.0,5.395015419940609e-09
267380.0,5.395015419940609e-09
267390.0,5.395015419940609e-09
267400.0,5.395015419940609e-09
267410.0,5.395015419940609e-09
267420.0,5.395015419940609e-09
267430.0,5.395015419940609e-09
267440.0,5.395015419940609e-09
267450.0,5.395015419940609e-09
267460.0,5.395015419940609e-09
267470.0,5.395015419940609e-09
267480.0,5.395015419940609e-09
267490.0,5.395015419940609e-09
267500.0,5.395015419940609e-09
267510.0,5.395015419940609e-09
267520.0,5.395015419940609e-09
267530.0,5.395015419940609e-09
267540.0,5.395015419940609e-09
267550.0,5.395015419940609e-09
267560.0,5.395015419940609e-09
267570.0,5.395015419940609e-09
267580.0,5.395015419940609e-09
267590.0,5.395015419940609e-09
267600.0,5.395015419940609e-09
267610.0,5.395015419940609e-09
267620.0,5.395015419940609e-09
267630.0,5.395015419940609e-09
267640.0,5.395015419940609e-09
267650.0,5.395015419940609e-09
267660.0,5.395015419940609e-09
267670.0,5.395015419940609e-09
267680.0,5.395015419940609e-09
267690.0,5.395015419940609e-09
267700.0,5.395015419940609e-09
267710.0,5.395015419940609e-09
267720.0,5.395015419940609e-09
267730.0,5.395015419940609e-09
267740.0,5.395015419940609e-09
267750.0,5.395015419940609e-09
267760.0,5.395015419940609e-09
267770.0,5.395015419940609e-09
267780.0,5.395015419940609e-09
267790.0,5.395015419940609e-09
267800.0,5.395015419940609e-09
267810.0,5.395015419940609e-09
267820.0,5.395015419940609e-09
267830.0,5.395015419940609e-09
267840.0,5.395015419940609e-09
267850.0,5.395015419940609e-09
267860.0,5.395015419940609e-09
267870.0,5.395015419940609e-09
267880.0,5.395015419940609e-09
267890.0,5.395015419940609e-09
267900.0,5.395015419940609e-09
267910.0,5.395015419940609e-09
267920.0,5.395015419940609e-09
267930.0,5.395015419940609e-09
267940.0,5.395015419940609e-09
267950.0,5.395015419940609e-09
267960.0,5.395015419940609e-09
267970.0,5.395015419940609e-09
267980.0,5.395015419940609e-09
267990.0,5.395015419940609e-09
268000.0,5.395015419940609e-09
268010.0,5.395015419940609e-09
268020.0,5.395015419940609e-09
268030.0,5.395015419940609e-09
268040.0,5.395015419940609e-09
268050.0,5.395015419940609e-09
268060.0,5.395015419940609e-09
268070.0,5.395015419940609e-09
268080.0,5.395015419940609e-09
268090.0,5.395015419940609e-09
268100.0,5.395015419940609e-09
268110.0,5.395015419940609e-09
268120.0,5.395015419940609e-09
268130.0,5.395015419940609e-09
268140.0,5.395015419940609e-09
268150.0,5.395015419940609e-09
268160.0,5.395015419940609e-09
268170.0,5.395015419940609e-09
268180.0,5.395015419940609e-09
268190.0,5.395015419940609e-09
268200.0,5.395015419940609e-09
268210.0,5.395015419940609e-09
268220.0,5.395015419940609e-09
268230.0,5.395015419940609e-09
268240.0,5.395015419940609e-09
268250.0,5.395015419940609e-09
268260.0,5.395015419940609e-09
268270.0,5.395015419940609e-09
268280.0,5.395015419940609e-09
268290.0,5.395015419940609e-09
268300.0,5.395015419940609e-09
268310.0,5.395015419940609e-09
268320.0,5.395015419940609e-09
268330.0,5.395015419940609e-09
268340.0,5.395015419940609e-09
268350.0,5.395015419940609e-09
268360.0,5.395015419940609e-09
268370.0,5.395015419940609e-09
268380.0,5.395015419940609e-09
268390.0,5.395015419940609e-09
268400.0,5.395015419940609e-09
268410.0,5.395015419940609e-09
268420.0,5.395015419940609e-09
268430.0,5.395015419940609e-09
268440.0,5.395015419940609e-09
268450.0,5.395015419940609e-09
268460.0,5.395015419940609e-09
268470.0,5.395015419940609e-09
268480.0,5.395015419940609e-09
268490.0,5.395015419940609e-09
268500.0,5.395015419940609e-09
268510.0,5.395015419940609e-09
268520.0,5.395015419940609e-09
268530.0,5.395015419940609e-09
268540.0,5.395015419940609e-09
268550.0,5.395015419940609e-09
268560.0,5.395015419940609e-09
268570.0,5.395015419940609e-09
268580.0,5.395015419940609e-09
268590.0,5.395015419940609e-09
268600.0,5.395015419940609e-09
268610.0,5.395015419940609e-09
268620.0,5.395015419940609e-09
268630.0,5.395015419940609e-09
268640.0,5.395015419940609e-09
268650.0,5.395015419940609e-09
268660.0,5.395015419940609e-09
268670.0,5.395015419940609e-09
268680.0,5.395015419940609e-09
268690.0,5.395015419940609e-09
268700.0,5.395015419940609e-09
268710.0,5.395015419940609e-09
268720.0,5.395015419940609e-09
268730.0,5.395015419940609e-09
268740.0,5.395015419940609e-09
268750.0,5.395015419940609e-09
268760.0,5.395015419940609e-09
268770.0,5.395015419940609e-09
268780.0,5.395015419940609e-09
268790.0,5.395015419940609e-09
268800.0,5.395015419940609e-09
268810.0,5.395015419940609e-09
268820.0,5.395015419940609e-09
268830.0,5.395015419940609e-09
268840.0,5.395015419940609e-09
268850.0,5.395015419940609e-09
268860.0,5.395015419940609e-09
268870.0,5.395015419940609e-09
268880.0,5.395015419940609e-09
268890.0,5.395015419940609e-09
268900.0,5.395015419940609e-09
268910.0,5.395015419940609e-09
268920.0,5.395015419940609e-09
268930.0,5.395015419940609e-09
268940.0,5.395015419940609e-09
268950.0,5.395015419940609e-09
268960.0,5.395015419940609e-09
268970.0,5.395015419940609e-09
268980.0,5.395015419940609e-09
268990.0,5.395015419940609e-09
269000.0,5.395015419940609e-09
269010.0,5.395015419940609e-09
269020.0,5.395015419940609e-09
269030.0,5.395015419940609e-09
269040.0,5.395015419940609e-09
269050.0,5.395015419940609e-09
269060.0,5.395015419940609e-09
269070.0,5.395015419940609e-09
269080.0,5.395015419940609e-09
269090.0,5.395015419940609e-09
269100.0,5.395015419940609e-09
269110.0,5.395015419940609e-09
269120.0,5.395015419940609e-09
269130.0,5.395015419940609e-09
269140.0,5.395015419940609e-09
269150.0,5.395015419940609e-09
269160.0,5.395015419940609e-09
269170.0,5.395015419940609e-09
269180.0,5.395015419940609e-09
269190.0,5.395015419940609e-09
269200.0,5.395015419940609e-09
269210.0,5.395015419940609e-09
269220.0,5.395015419940609e-09
269230.0,5.395015419940609e-09
269240.0,5.395015419940609e-09
269250.0,5.395015419940609e-09
269260.0,5.395015419940609e-09
269270.0,5.395015419940609e-09
269280.0,5.395015419940609e-09
269290.0,5.395015419940609e-09
269300.0,5.395015419940609e-09
269310.0,5.395015419940609e-09
269320.0,5.395015419940609e-09
269330.0,5.395015419940609e-09
269340.0,5.395015419940609e-09
269350.0,5.395015419940609e-09
269360.0,5.395015419940609e-09
269370.0,5.395015419940609e-09
269380.0,5.395015419940609e-09
269390.0,5.395015419940609e-09
269400.0,5.395015419940609e-09
269410.0,5.395015419940609e-09
269420.0,5.395015419940609e-09
269430.0,5.395015419940609e-09
269440.0,5.395015419940609e-09
269450.0,5.395015419940609e-09
269460.0,5.395015419940609e-09
269470.0,5.395015419940609e-09
269480.0,5.395015419940609e-09
269490.0,5.395015419940609e-09
269500.0,5.395015419940609e-09
269510.0,5.395015419940609e-09
269520.0,5.395015419940609e-09
269530.0,5.395015419940609e-09
269540.0,5.395015419940609e-09
269550.0,5.395015419940609e-09
269560.0,5.395015419940609e-09
269570.0,5.395015419940609e-09
269580.0,5.395015419940609e-09
269590.0,5.395015419940609e-09
269600.0,5.395015419940609e-09
269610.0,5.395015419940609e-09
269620.0,5.395015419940609e-09
269630.0,5.395015419940609e-09
269640.0,5.395015419940609e-09
269650.0,5.395015419940609e-09
269660.0,5.395015419940609e-09
269670.0,5.395015419940609e-09
269680.0,5.395015419940609e-09
269690.0,5.395015419940609e-09
269700.0,5.395015419940609e-09
269710.0,5.395015419940609e-09
269720.0,5.395015419940609e-09
269730.0,5.395015419940609e-09
269740.0,5.395015419940609e-09
269750.0,5.395015419940609e-09
269760.0,5.395015419940609e-09
269770.0,5.395015419940609e-09
269780.0,5.395015419940609e-09
269790.0,5.395015419940609e-09
269800.0,5.395015419940609e-09
269810.0,5.395015419940609e-09
269820.0,5.395015419940609e-09
269830.0,5.395015419940609e-09
269840.0,5.395015419940609e-09
269850.0,5.395015419940609e-09
269860.0,5.395015419940609e-09
269870.0,5.395015419940609e-09
269880.0,5.395015419940609e-09
269890.0,5.395015419940609e-09
269900.0,5.395015419940609e-09
269910.0,5.395015419940609e-09
269920.0,5.395015419940609e-09
269930.0,5.395015419940609e-09
269940.0,5.395015419940609e-09
269950.0,5.395015419940609e-09
269960.0,5.395015419940609e-09
269970.0,5.395015419940609e-09
269980.0,5.395015419940609e-09
269990.0,5.395015419940609e-09
270000.0,5.395015419940609e-09
270010.0,5.395015419940609e-09
270020.0,5.395015419940609e-09
270030.0,5.395015419940609e-09
270040.0,5.395015419940609e-09
270050.0,5.395015419940609e-09
270060.0,5.395015419940609e-09
270070.0,5.395015419940609e-09
270080.0,5.395015419940609e-09
270090.0,5.395015419940609e-09
270100.0,5.395015419940609e-09
270110.0,5.395015419940609e-09
270120.0,5.395015419940609e-09
270130.0,5.395015419940609e-09
270140.0,5.395015419940609e-09
270150.0,5.395015419940609e-09
270160.0,5.395015419940609e-09
270170.0,5.395015419940609e-09
270180.0,5.395015419940609e-09
270190.0,5.395015419940609e-09
270200.0,5.395015419940609e-09
270210.0,5.395015419940609e-09
270220.0,5.395015419940609e-09
270230.0,5.395015419940609e-09
270240.0,5.395015419940609e-09
270250.0,5.395015419940609e-09
270260.0,5.395015419940609e-09
270270.0,5.395015419940609e-09
270280.0,5.395015419940609e-09
270290.0,5.395015419940609e-09
270300.0,5.395015419940609e-09
270310.0,5.395015419940609e-09
270320.0,5.395015419940609e-09
270330.0,5.395015419940609e-09
270340.0,5.395015419940609e-09
270350.0,5.395015419940609e-09
270360.0,5.395015419940609e-09
270370.0,5.395015419940609e-09
270380.0,5.395015419940609e-09
270390.0,5.395015419940609e-09
270400.0,5.395015419940609e-09
270410.0,5.395015419940609e-09
270420.0,5.395015419940609e-09
270430.0,5.395015419940609e-09
270440.0,5.395015419940609e-09
270450.0,5.395015419940609e-09
270460.0,5.395015419940609e-09
270470.0,5.395015419940609e-09
270480.0,5.395015419940609e-09
270490.0,5.395015419940609e-09
270500.0,5.395015419940609e-09
270510.0,5.395015419940609e-09
270520.0,5.395015419940609e-09
270530.0,5.395015419940609e-09
270540.0,5.395015419940609e-09
270550.0,5.395015419940609e-09
270560.0,5.395015419940609e-09
270570.0,5.395015419940609e-09
270580.0,5.395015419940609e-09
270590.0,5.395015419940609e-09
270600.0,5.395015419940609e-09
270610.0,5.395015419940609e-09
270620.0,5.395015419940609e-09
270630.0,5.395015419940609e-09
270640.0,5.395015419940609e-09
270650.0,5.395015419940609e-09
270660.0,5.395015419940609e-09
270670.0,5.395015419940609e-09
270680.0,5.395015419940609e-09
270690.0,5.395015419940609e-09
270700.0,5.395015419940609e-09
270710.0,5.395015419940609e-09
270720.0,5.395015419940609e-09
270730.0,5.395015419940609e-09
270740.0,5.395015419940609e-09
270750.0,5.395015419940609e-09
270760.0,5.395015419940609e-09
270770.0,5.395015419940609e-09
270780.0,5.395015419940609e-09
270790.0,5.395015419940609e-09
270800.0,5.395015419940609e-09
270810.0,5.395015419940609e-09
270820.0,5.395015419940609e-09
270830.0,5.395015419940609e-09
270840.0,5.395015419940609e-09
270850.0,5.395015419940609e-09
270860.0,5.395015419940609e-09
270870.0,5.395015419940609e-09
270880.0,5.395015419940609e-09
270890.0,5.395015419940609e-09
270900.0,5.395015419940609e-09
270910.0,5.395015419940609e-09
270920.0,5.395015419940609e-09
270930.0,5.395015419940609e-09
270940.0,5.395015419940609e-09
270950.0,5.395015419940609e-09
270960.0,5.395015419940609e-09
270970.0,5.395015419940609e-09
270980.0,5.395015419940609e-09
270990.0,5.395015419940609e-09
271000.0,5.395015419940609e-09
271010.0,5.395015419940609e-09
271020.0,5.395015419940609e-09
271030.0,5.395015419940609e-09
271040.0,5.395015419940609e-09
271050.0,5.395015419940609e-09
271060.0,5.395015419940609e-09
271070.0,5.395015419940609e-09
271080.0,5.395015419940609e-09
271090.0,5.395015419940609e-09
271100.0,5.395015419940609e-09
271110.0,5.395015419940609e-09
271120.0,5.395015419940609e-09
271130.0,5.395015419940609e-09
271140.0,5.395015419940609e-09
271150.0,5.395015419940609e-09
271160.0,5.395015419940609e-09
271170.0,5.395015419940609e-09
271180.0,5.395015419940609e-09
271190.0,5.395015419940609e-09
271200.0,5.395015419940609e-09
271210.0,5.395015419940609e-09
271220.0,5.395015419940609e-09
271230.0,5.395015419940609e-09
271240.0,5.395015419940609e-09
271250.0,5.395015419940609e-09
271260.0,5.395015419940609e-09
271270.0,5.395015419940609e-09
271280.0,5.395015419940609e-09
271290.0,5.395015419940609e-09
271300.0,5.395015419940609e-09
271310.0,5.395015419940609e-09
271320.0,5.395015419940609e-09
271330.0,5.395015419940609e-09
271340.0,5.395015419940609e-09
271350.0,5.395015419940609e-09
271360.0,5.395015419940609e-09
271370.0,5.395015419940609e-09
271380.0,5.395015419940609e-09
271390.0,5.395015419940609e-09
271400.0,5.395015419940609e-09
271410.0,5.395015419940609e-09
271420.0,5.395015419940609e-09
271430.0,5.395015419940609e-09
271440.0,5.395015419940609e-09
271450.0,5.395015419940609e-09
271460.0,5.395015419940609e-09
271470.0,5.395015419940609e-09
271480.0,5.395015419940609e-09
271490.0,5.395015419940609e-09
271500.0,5.395015419940609e-09
271510.0,5.395015419940609e-09
271520.0,5.395015419940609e-09
271530.0,5.395015419940609e-09
271540.0,5.395015419940609e-09
271550.0,5.395015419940609e-09
271560.0,5.395015419940609e-09
271570.0,5.395015419940609e-09
271580.0,5.395015419940609e-09
271590.0,5.395015419940609e-09
271600.0,5.395015419940609e-09
271610.0,5.395015419940609e-09
271620.0,5.395015419940609e-09
271630.0,5.395015419940609e-09
271640.0,5.395015419940609e-09
271650.0,5.395015419940609e-09
271660.0,5.395015419940609e-09
271670.0,5.395015419940609e-09
271680.0,5.395015419940609e-09
271690.0,5.395015419940609e-09
271700.0,5.395015419940609e-09
271710.0,5.395015419940609e-09
271720.0,5.395015419940609e-09
271730.0,5.395015419940609e-09
271740.0,5.395015419940609e-09
271750.0,5.395015419940609e-09
271760.0,5.395015419940609e-09
271770.0,5.395015419940609e-09
271780.0,5.395015419940609e-09
271790.0,5.395015419940609e-09
271800.0,5.395015419940609e-09
271810.0,5.395015419940609e-09
271820.0,5.395015419940609e-09
271830.0,5.395015419940609e-09
271840.0,5.395015419940609e-09
271850.0,5.395015419940609e-09
271860.0,5.395015419940609e-09
271870.0,5.395015419940609e-09
271880.0,5.395015419940609e-09
271890.0,5.395015419940609e-09
271900.0,5.395015419940609e-09
271910.0,5.395015419940609e-09
271920.0,5.395015419940609e-09
271930.0,5.395015419940609e-09
271940.0,5.395015419940609e-09
271950.0,5.395015419940609e-09
271960.0,5.395015419940609e-09
271970.0,5.395015419940609e-09
271980.0,5.395015419940609e-09
271990.0,5.395015419940609e-09
272000.0,5.395015419940609e-09
272010.0,5.395015419940609e-09
272020.0,5.395015419940609e-09
272030.0,5.395015419940609e-09
272040.0,5.395015419940609e-09
272050.0,5.395015419940609e-09
272060.0,5.395015419940609e-09
272070.0,5.395015419940609e-09
272080.0,5.395015419940609e-09
272090.0,5.395015419940609e-09
272100.0,5.395015419940609e-09
272110.0,5.395015419940609e-09
272120.0,5.395015419940609e-09
272130.0,5.395015419940609e-09
272140.0,5.395015419940609e-09
272150.0,5.395015419940609e-09
272160.0,5.395015419940609e-09
272170.0,5.395015419940609e-09
272180.0,5.395015419940609e-09
272190.0,5.395015419940609e-09
272200.0,5.395015419940609e-09
272210.0,5.395015419940609e-09
272220.0,5.395015419940609e-09
272230.0,5.395015419940609e-09
272240.0,5.395015419940609e-09
272250.0,5.395015419940609e-09
272260.0,5.395015419940609e-09
272270.0,5.395015419940609e-09
272280.0,5.395015419940609e-09
272290.0,5.395015419940609e-09
272300.0,5.395015419940609e-09
272310.0,5.395015419940609e-09
272320.0,5.395015419940609e-09
272330.0,5.395015419940609e-09
272340.0,5.395015419940609e-09
272350.0,5.395015419940609e-09
272360.0,5.395015419940609e-09
272370.0,5.395015419940609e-09
272380.0,5.395015419940609e-09
272390.0,5.395015419940609e-09
272400.0,5.395015419940609e-09
272410.0,5.395015419940609e-09
272420.0,5.395015419940609e-09
272430.0,5.395015419940609e-09
272440.0,5.395015419940609e-09
272450.0,5.395015419940609e-09
272460.0,5.395015419940609e-09
272470.0,5.395015419940609e-09
272480.0,5.395015419940609e-09
272490.0,5.395015419940609e-09
272500.0,5.395015419940609e-09
272510.0,5.395015419940609e-09
272520.0,5.395015419940609e-09
272530.0,5.395015419940609e-09
272540.0,5.395015419940609e-09
272550.0,5.395015419940609e-09
272560.0,5.395015419940609e-09
272570.0,5.395015419940609e-09
272580.0,5.395015419940609e-09
272590.0,5.395015419940609e-09
272600.0,5.395015419940609e-09
272610.0,5.395015419940609e-09
272620.0,5.395015419940609e-09
272630.0,5.395015419940609e-09
272640.0,5.395015419940609e-09
272650.0,5.395015419940609e-09
272660.0,5.395015419940609e-09
272670.0,5.395015419940609e-09
272680.0,5.395015419940609e-09
272690.0,5.395015419940609e-09
272700.0,5.395015419940609e-09
272710.0,5.395015419940609e-09
272720.0,5.395015419940609e-09
272730.0,5.395015419940609e-09
272740.0,5.395015419940609e-09
272750.0,5.395015419940609e-09
272760.0,5.395015419940609e-09
272770.0,5.395015419940609e-09
272780.0,5.395015419940609e-09
272790.0,5.395015419940609e-09
272800.0,5.395015419940609e-09
272810.0,5.395015419940609e-09
272820.0,5.395015419940609e-09
272830.0,5.395015419940609e-09
272840.0,5.395015419940609e-09
272850.0,5.395015419940609e-09
272860.0,5.395015419940609e-09
272870.0,5.395015419940609e-09
272880.0,5.395015419940609e-09
272890.0,5.395015419940609e-09
272900.0,5.395015419940609e-09
272910.0,5.395015419940609e-09
272920.0,5.395015419940609e-09
272930.0,5.395015419940609e-09
272940.0,5.395015419940609e-09
272950.0,5.395015419940609e-09
272960.0,5.395015419940609e-09
272970.0,5.395015419940609e-09
272980.0,5.395015419940609e-09
272990.0,5.395015419940609e-09
273000.0,5.395015419940609e-09
273010.0,5.395015419940609e-09
273020.0,5.395015419940609e-09
273030.0,5.395015419940609e-09
273040.0,5.395015419940609e-09
273050.0,5.395015419940609e-09
273060.0,5.395015419940609e-09
273070.0,5.395015419940609e-09
273080.0,5.395015419940609e-09
273090.0,5.395015419940609e-09
273100.0,5.395015419940609e-09
273110.0,5.395015419940609e-09
273120.0,5.395015419940609e-09
273130.0,5.395015419940609e-09
273140.0,5.395015419940609e-09
273150.0,5.395015419940609e-09
273160.0,5.395015419940609e-09
273170.0,5.395015419940609e-09
273180.0,5.395015419940609e-09
273190.0,5.395015419940609e-09
273200.0,5.395015419940609e-09
