M.L_b.Hplus Time [a],M.L_b.Hplus Hplus [mol/kg]
379500.0,5.395015419940609e-09
379510.0,5.395015419940609e-09
379520.0,5.395015419940609e-09
379530.0,5.395015419940609e-09
379540.0,5.395015419940609e-09
379550.0,5.395015419940609e-09
379560.0,5.395015419940609e-09
379570.0,5.395015419940609e-09
379580.0,5.395015419940609e-09
379590.0,5.395015419940609e-09
379600.0,5.395015419940609e-09
379610.0,5.395015419940609e-09
379620.0,5.395015419940609e-09
379630.0,5.395015419940609e-09
379640.0,5.395015419940609e-09
379650.0,5.395015419940609e-09
379660.0,5.395015419940609e-09
379670.0,5.395015419940609e-09
379680.0,5.395015419940609e-09
379690.0,5.395015419940609e-09
379700.0,5.395015419940609e-09
379710.0,5.395015419940609e-09
379720.0,5.395015419940609e-09
379730.0,5.395015419940609e-09
379740.0,5.395015419940609e-09
379750.0,5.395015419940609e-09
379760.0,5.395015419940609e-09
379770.0,5.395015419940609e-09
379780.0,5.395015419940609e-09
379790.0,5.395015419940609e-09
379800.0,5.395015419940609e-09
379810.0,5.395015419940609e-09
379820.0,5.395015419940609e-09
379830.0,5.395015419940609e-09
379840.0,5.395015419940609e-09
379850.0,5.395015419940609e-09
379860.0,5.395015419940609e-09
379870.0,5.395015419940609e-09
379880.0,5.395015419940609e-09
379890.0,5.395015419940609e-09
379900.0,5.395015419940609e-09
379910.0,5.395015419940609e-09
379920.0,5.395015419940609e-09
379930.0,5.395015419940609e-09
379940.0,5.395015419940609e-09
379950.0,5.395015419940609e-09
379960.0,5.395015419940609e-09
379970.0,5.395015419940609e-09
379980.0,5.395015419940609e-09
379990.0,5.395015419940609e-09
380000.0,5.395015419940609e-09
380010.0,5.395015419940609e-09
380020.0,5.395015419940609e-09
380030.0,5.395015419940609e-09
380040.0,5.395015419940609e-09
380050.0,5.395015419940609e-09
380060.0,5.395015419940609e-09
380070.0,5.395015419940609e-09
380080.0,5.395015419940609e-09
380090.0,5.395015419940609e-09
380100.0,5.395015419940609e-09
380110.0,5.395015419940609e-09
380120.0,5.395015419940609e-09
380130.0,5.395015419940609e-09
380140.0,5.395015419940609e-09
380150.0,5.395015419940609e-09
380160.0,5.395015419940609e-09
380170.0,5.395015419940609e-09
380180.0,5.395015419940609e-09
380190.0,5.395015419940609e-09
380200.0,5.395015419940609e-09
380210.0,5.395015419940609e-09
380220.0,5.395015419940609e-09
380230.0,5.395015419940609e-09
380240.0,5.395015419940609e-09
380250.0,5.395015419940609e-09
380260.0,5.395015419940609e-09
380270.0,5.395015419940609e-09
380280.0,5.395015419940609e-09
380290.0,5.395015419940609e-09
380300.0,5.395015419940609e-09
380310.0,5.395015419940609e-09
380320.0,5.395015419940609e-09
380330.0,5.395015419940609e-09
380340.0,5.395015419940609e-09
380350.0,5.395015419940609e-09
380360.0,5.395015419940609e-09
380370.0,5.395015419940609e-09
380380.0,5.395015419940609e-09
380390.0,5.395015419940609e-09
380400.0,5.395015419940609e-09
380410.0,5.395015419940609e-09
380420.0,5.395015419940609e-09
380430.0,5.395015419940609e-09
380440.0,5.395015419940609e-09
380450.0,5.395015419940609e-09
380460.0,5.395015419940609e-09
380470.0,5.395015419940609e-09
380480.0,5.395015419940609e-09
380490.0,5.395015419940609e-09
380500.0,5.395015419940609e-09
380510.0,5.395015419940609e-09
380520.0,5.395015419940609e-09
380530.0,5.395015419940609e-09
380540.0,5.395015419940609e-09
380550.0,5.395015419940609e-09
380560.0,5.395015419940609e-09
380570.0,5.395015419940609e-09
380580.0,5.395015419940609e-09
380590.0,5.395015419940609e-09
380600.0,5.395015419940609e-09
380610.0,5.395015419940609e-09
380620.0,5.395015419940609e-09
380630.0,5.395015419940609e-09
380640.0,5.395015419940609e-09
380650.0,5.395015419940609e-09
380660.0,5.395015419940609e-09
380670.0,5.395015419940609e-09
380680.0,5.395015419940609e-09
380690.0,5.395015419940609e-09
380700.0,5.395015419940609e-09
380710.0,5.395015419940609e-09
380720.0,5.395015419940609e-09
380730.0,5.395015419940609e-09
380740.0,5.395015419940609e-09
380750.0,5.395015419940609e-09
380760.0,5.395015419940609e-09
380770.0,5.395015419940609e-09
380780.0,5.395015419940609e-09
380790.0,5.395015419940609e-09
380800.0,5.395015419940609e-09
380810.0,5.395015419940609e-09
380820.0,5.395015419940609e-09
380830.0,5.395015419940609e-09
380840.0,5.395015419940609e-09
380850.0,5.395015419940609e-09
380860.0,5.395015419940609e-09
380870.0,5.395015419940609e-09
380880.0,5.395015419940609e-09
380890.0,5.395015419940609e-09
380900.0,5.395015419940609e-09
380910.0,5.395015419940609e-09
380920.0,5.395015419940609e-09
380930.0,5.395015419940609e-09
380940.0,5.395015419940609e-09
380950.0,5.395015419940609e-09
380960.0,5.395015419940609e-09
380970.0,5.395015419940609e-09
380980.0,5.395015419940609e-09
380990.0,5.395015419940609e-09
381000.0,5.395015419940609e-09
381010.0,5.395015419940609e-09
381020.0,5.395015419940609e-09
381030.0,5.395015419940609e-09
381040.0,5.395015419940609e-09
381050.0,5.395015419940609e-09
381060.0,5.395015419940609e-09
381070.0,5.395015419940609e-09
381080.0,5.395015419940609e-09
381090.0,5.395015419940609e-09
381100.0,5.395015419940609e-09
381110.0,5.395015419940609e-09
381120.0,5.395015419940609e-09
381130.0,5.395015419940609e-09
381140.0,5.395015419940609e-09
381150.0,5.395015419940609e-09
381160.0,5.395015419940609e-09
381170.0,5.395015419940609e-09
381180.0,5.395015419940609e-09
381190.0,5.395015419940609e-09
381200.0,5.395015419940609e-09
381210.0,5.395015419940609e-09
381220.0,5.395015419940609e-09
381230.0,5.395015419940609e-09
381240.0,5.395015419940609e-09
381250.0,5.395015419940609e-09
381260.0,5.395015419940609e-09
381270.0,5.395015419940609e-09
381280.0,5.395015419940609e-09
381290.0,5.395015419940609e-09
381300.0,5.395015419940609e-09
381310.0,5.395015419940609e-09
381320.0,5.395015419940609e-09
381330.0,5.395015419940609e-09
381340.0,5.395015419940609e-09
381350.0,5.395015419940609e-09
381360.0,5.395015419940609e-09
381370.0,5.395015419940609e-09
381380.0,5.395015419940609e-09
381390.0,5.395015419940609e-09
381400.0,5.395015419940609e-09
381410.0,5.395015419940609e-09
381420.0,5.395015419940609e-09
381430.0,5.395015419940609e-09
381440.0,5.395015419940609e-09
381450.0,5.395015419940609e-09
381460.0,5.395015419940609e-09
381470.0,5.395015419940609e-09
381480.0,5.395015419940609e-09
381490.0,5.395015419940609e-09
381500.0,5.395015419940609e-09
381510.0,5.395015419940609e-09
381520.0,5.395015419940609e-09
381530.0,5.395015419940609e-09
381540.0,5.395015419940609e-09
381550.0,5.395015419940609e-09
381560.0,5.395015419940609e-09
381570.0,5.395015419940609e-09
381580.0,5.395015419940609e-09
381590.0,5.395015419940609e-09
381600.0,5.395015419940609e-09
381610.0,5.395015419940609e-09
381620.0,5.395015419940609e-09
381630.0,5.395015419940609e-09
381640.0,5.395015419940609e-09
381650.0,5.395015419940609e-09
381660.0,5.395015419940609e-09
381670.0,5.395015419940609e-09
381680.0,5.395015419940609e-09
381690.0,5.395015419940609e-09
381700.0,5.395015419940609e-09
381710.0,5.395015419940609e-09
381720.0,5.395015419940609e-09
381730.0,5.395015419940609e-09
381740.0,5.395015419940609e-09
381750.0,5.395015419940609e-09
381760.0,5.395015419940609e-09
381770.0,5.395015419940609e-09
381780.0,5.395015419940609e-09
381790.0,5.395015419940609e-09
381800.0,5.395015419940609e-09
381810.0,5.395015419940609e-09
381820.0,5.395015419940609e-09
381830.0,5.395015419940609e-09
381840.0,5.395015419940609e-09
381850.0,5.395015419940609e-09
381860.0,5.395015419940609e-09
381870.0,5.395015419940609e-09
381880.0,5.395015419940609e-09
381890.0,5.395015419940609e-09
381900.0,5.395015419940609e-09
381910.0,5.395015419940609e-09
381920.0,5.395015419940609e-09
381930.0,5.395015419940609e-09
381940.0,5.395015419940609e-09
381950.0,5.395015419940609e-09
381960.0,5.395015419940609e-09
381970.0,5.395015419940609e-09
381980.0,5.395015419940609e-09
381990.0,5.395015419940609e-09
382000.0,5.395015419940609e-09
382010.0,5.395015419940609e-09
382020.0,5.395015419940609e-09
382030.0,5.395015419940609e-09
382040.0,5.395015419940609e-09
382050.0,5.395015419940609e-09
382060.0,5.395015419940609e-09
382070.0,5.395015419940609e-09
382080.0,5.395015419940609e-09
382090.0,5.395015419940609e-09
382100.0,5.395015419940609e-09
382110.0,5.395015419940609e-09
382120.0,5.395015419940609e-09
382130.0,5.395015419940609e-09
382140.0,5.395015419940609e-09
382150.0,5.395015419940609e-09
382160.0,5.395015419940609e-09
382170.0,5.395015419940609e-09
382180.0,5.395015419940609e-09
382190.0,5.395015419940609e-09
382200.0,5.395015419940609e-09
382210.0,5.395015419940609e-09
382220.0,5.395015419940609e-09
382230.0,5.395015419940609e-09
382240.0,5.395015419940609e-09
382250.0,5.395015419940609e-09
382260.0,5.395015419940609e-09
382270.0,5.395015419940609e-09
382280.0,5.395015419940609e-09
382290.0,5.395015419940609e-09
382300.0,5.395015419940609e-09
382310.0,5.395015419940609e-09
382320.0,5.395015419940609e-09
382330.0,5.395015419940609e-09
382340.0,5.395015419940609e-09
382350.0,5.395015419940609e-09
382360.0,5.395015419940609e-09
382370.0,5.395015419940609e-09
382380.0,5.395015419940609e-09
382390.0,5.395015419940609e-09
382400.0,5.395015419940609e-09
382410.0,5.395015419940609e-09
382420.0,5.395015419940609e-09
382430.0,5.395015419940609e-09
382440.0,5.395015419940609e-09
382450.0,5.395015419940609e-09
382460.0,5.395015419940609e-09
382470.0,5.395015419940609e-09
382480.0,5.395015419940609e-09
382490.0,5.395015419940609e-09
382500.0,5.395015419940609e-09
382510.0,5.395015419940609e-09
382520.0,5.395015419940609e-09
382530.0,5.395015419940609e-09
382540.0,5.395015419940609e-09
382550.0,5.395015419940609e-09
382560.0,5.395015419940609e-09
382570.0,5.395015419940609e-09
382580.0,5.395015419940609e-09
382590.0,5.395015419940609e-09
382600.0,5.395015419940609e-09
382610.0,5.395015419940609e-09
382620.0,5.395015419940609e-09
382630.0,5.395015419940609e-09
382640.0,5.395015419940609e-09
382650.0,5.395015419940609e-09
382660.0,5.395015419940609e-09
382670.0,5.395015419940609e-09
382680.0,5.395015419940609e-09
382690.0,5.395015419940609e-09
382700.0,5.395015419940609e-09
382710.0,5.395015419940609e-09
382720.0,5.395015419940609e-09
382730.0,5.395015419940609e-09
382740.0,5.395015419940609e-09
382750.0,5.395015419940609e-09
382760.0,5.395015419940609e-09
382770.0,5.395015419940609e-09
382780.0,5.395015419940609e-09
382790.0,5.395015419940609e-09
382800.0,5.395015419940609e-09
382810.0,5.395015419940609e-09
382820.0,5.395015419940609e-09
382830.0,5.395015419940609e-09
382840.0,5.395015419940609e-09
382850.0,5.395015419940609e-09
382860.0,5.395015419940609e-09
382870.0,5.395015419940609e-09
382880.0,5.395015419940609e-09
382890.0,5.395015419940609e-09
382900.0,5.395015419940609e-09
382910.0,5.395015419940609e-09
382920.0,5.395015419940609e-09
382930.0,5.395015419940609e-09
382940.0,5.395015419940609e-09
382950.0,5.395015419940609e-09
382960.0,5.395015419940609e-09
382970.0,5.395015419940609e-09
382980.0,5.395015419940609e-09
382990.0,5.395015419940609e-09
383000.0,5.395015419940609e-09
383010.0,5.395015419940609e-09
383020.0,5.395015419940609e-09
383030.0,5.395015419940609e-09
383040.0,5.395015419940609e-09
383050.0,5.395015419940609e-09
383060.0,5.395015419940609e-09
383070.0,5.395015419940609e-09
383080.0,5.395015419940609e-09
383090.0,5.395015419940609e-09
383100.0,5.395015419940609e-09
383110.0,5.395015419940609e-09
383120.0,5.395015419940609e-09
383130.0,5.395015419940609e-09
383140.0,5.395015419940609e-09
383150.0,5.395015419940609e-09
383160.0,5.395015419940609e-09
383170.0,5.395015419940609e-09
383180.0,5.395015419940609e-09
383190.0,5.395015419940609e-09
383200.0,5.395015419940609e-09
383210.0,5.395015419940609e-09
383220.0,5.395015419940609e-09
383230.0,5.395015419940609e-09
383240.0,5.395015419940609e-09
383250.0,5.395015419940609e-09
383260.0,5.395015419940609e-09
383270.0,5.395015419940609e-09
383280.0,5.395015419940609e-09
383290.0,5.395015419940609e-09
383300.0,5.395015419940609e-09
383310.0,5.395015419940609e-09
383320.0,5.395015419940609e-09
383330.0,5.395015419940609e-09
383340.0,5.395015419940609e-09
383350.0,5.395015419940609e-09
383360.0,5.395015419940609e-09
383370.0,5.395015419940609e-09
383380.0,5.395015419940609e-09
383390.0,5.395015419940609e-09
383400.0,5.395015419940609e-09
383410.0,5.395015419940609e-09
383420.0,5.395015419940609e-09
383430.0,5.395015419940609e-09
383440.0,5.395015419940609e-09
383450.0,5.395015419940609e-09
383460.0,5.395015419940609e-09
383470.0,5.395015419940609e-09
383480.0,5.395015419940609e-09
383490.0,5.395015419940609e-09
383500.0,5.395015419940609e-09
383510.0,5.395015419940609e-09
383520.0,5.395015419940609e-09
383530.0,5.395015419940609e-09
383540.0,5.395015419940609e-09
383550.0,5.395015419940609e-09
383560.0,5.395015419940609e-09
383570.0,5.395015419940609e-09
383580.0,5.395015419940609e-09
383590.0,5.395015419940609e-09
383600.0,5.395015419940609e-09
383610.0,5.395015419940609e-09
383620.0,5.395015419940609e-09
383630.0,5.395015419940609e-09
383640.0,5.395015419940609e-09
383650.0,5.395015419940609e-09
383660.0,5.395015419940609e-09
383670.0,5.395015419940609e-09
383680.0,5.395015419940609e-09
383690.0,5.395015419940609e-09
383700.0,5.395015419940609e-09
383710.0,5.395015419940609e-09
383720.0,5.395015419940609e-09
383730.0,5.395015419940609e-09
383740.0,5.395015419940609e-09
383750.0,5.395015419940609e-09
383760.0,5.395015419940609e-09
383770.0,5.395015419940609e-09
383780.0,5.395015419940609e-09
383790.0,5.395015419940609e-09
383800.0,5.395015419940609e-09
383810.0,5.395015419940609e-09
383820.0,5.395015419940609e-09
383830.0,5.395015419940609e-09
383840.0,5.395015419940609e-09
383850.0,5.395015419940609e-09
383860.0,5.395015419940609e-09
383870.0,5.395015419940609e-09
383880.0,5.395015419940609e-09
383890.0,5.395015419940609e-09
383900.0,5.395015419940609e-09
383910.0,5.395015419940609e-09
383920.0,5.395015419940609e-09
383930.0,5.395015419940609e-09
383940.0,5.395015419940609e-09
383950.0,5.395015419940609e-09
383960.0,5.395015419940609e-09
383970.0,5.395015419940609e-09
383980.0,5.395015419940609e-09
383990.0,5.395015419940609e-09
384000.0,5.395015419940609e-09
384010.0,5.395015419940609e-09
384020.0,5.395015419940609e-09
384030.0,5.395015419940609e-09
384040.0,5.395015419940609e-09
384050.0,5.395015419940609e-09
384060.0,5.395015419940609e-09
384070.0,5.395015419940609e-09
384080.0,5.395015419940609e-09
384090.0,5.395015419940609e-09
384100.0,5.395015419940609e-09
384110.0,5.395015419940609e-09
384120.0,5.395015419940609e-09
384130.0,5.395015419940609e-09
384140.0,5.395015419940609e-09
384150.0,5.395015419940609e-09
384160.0,5.395015419940609e-09
384170.0,5.395015419940609e-09
384180.0,5.395015419940609e-09
384190.0,5.395015419940609e-09
384200.0,5.395015419940609e-09
384210.0,5.395015419940609e-09
384220.0,5.395015419940609e-09
384230.0,5.395015419940609e-09
384240.0,5.395015419940609e-09
384250.0,5.395015419940609e-09
384260.0,5.395015419940609e-09
384270.0,5.395015419940609e-09
384280.0,5.395015419940609e-09
384290.0,5.395015419940609e-09
384300.0,5.395015419940609e-09
384310.0,5.395015419940609e-09
384320.0,5.395015419940609e-09
384330.0,5.395015419940609e-09
384340.0,5.395015419940609e-09
384350.0,5.395015419940609e-09
384360.0,5.395015419940609e-09
384370.0,5.395015419940609e-09
384380.0,5.395015419940609e-09
384390.0,5.395015419940609e-09
384400.0,5.395015419940609e-09
384410.0,5.395015419940609e-09
384420.0,5.395015419940609e-09
384430.0,5.395015419940609e-09
384440.0,5.395015419940609e-09
384450.0,5.395015419940609e-09
384460.0,5.395015419940609e-09
384470.0,5.395015419940609e-09
384480.0,5.395015419940609e-09
384490.0,5.395015419940609e-09
384500.0,5.395015419940609e-09
384510.0,5.395015419940609e-09
384520.0,5.395015419940609e-09
384530.0,5.395015419940609e-09
384540.0,5.395015419940609e-09
384550.0,5.395015419940609e-09
384560.0,5.395015419940609e-09
384570.0,5.395015419940609e-09
384580.0,5.395015419940609e-09
384590.0,5.395015419940609e-09
384600.0,5.395015419940609e-09
384610.0,5.395015419940609e-09
384620.0,5.395015419940609e-09
384630.0,5.395015419940609e-09
384640.0,5.395015419940609e-09
384650.0,5.395015419940609e-09
384660.0,5.395015419940609e-09
384670.0,5.395015419940609e-09
384680.0,5.395015419940609e-09
384690.0,5.395015419940609e-09
384700.0,5.395015419940609e-09
384710.0,5.395015419940609e-09
384720.0,5.395015419940609e-09
384730.0,5.395015419940609e-09
384740.0,5.395015419940609e-09
384750.0,5.395015419940609e-09
384760.0,5.395015419940609e-09
384770.0,5.395015419940609e-09
384780.0,5.395015419940609e-09
384790.0,5.395015419940609e-09
384800.0,5.395015419940609e-09
384810.0,5.395015419940609e-09
384820.0,5.395015419940609e-09
384830.0,5.395015419940609e-09
384840.0,5.395015419940609e-09
384850.0,5.395015419940609e-09
384860.0,5.395015419940609e-09
384870.0,5.395015419940609e-09
384880.0,5.395015419940609e-09
384890.0,5.395015419940609e-09
384900.0,5.395015419940609e-09
