M.L_b.DIC Time [a],M.L_b.DIC DIC [mol/kg]
21500.0,0.0019409359836386674
21600.0,0.0019409370052812399
21700.0,0.0019409380108782418
21800.0,0.0019409390007246261
21900.0,0.0019409399750504534
22000.0,0.001940940934102214
22100.0,0.0019409418781234451
22200.0,0.0019409428073463733
22300.0,0.0019409437220141107
22400.0,0.0019409446223299903
22500.0,0.0019409455085261703
22600.0,0.0019409463747178776
22700.0,0.0019409471890334332
22800.0,0.00194094799129171
22900.0,0.001940948784277467
23000.0,0.0019409495677555066
23100.0,0.0019409503408915239
23200.0,0.001940951102967771
23300.0,0.0019409518536186489
23400.0,0.0019409525927544507
23500.0,0.0019409533204315355
23600.0,0.0019409540367726016
23700.0,0.001940954741928062
23800.0,0.0019409554360489887
23900.0,0.0019409561193165887
24000.0,0.0019409567918749688
24100.0,0.0019409574538990658
24200.0,0.0019409581055594876
24300.0,0.0019409587470196905
24400.0,0.0019409593784385228
24500.0,0.0019409599999723822
24600.0,0.0019409606117757469
24700.0,0.0019409612140009586
24800.0,0.0019409618067980023
24900.0,0.0019409624063138706
25000.0,0.0019409630576486306
25100.0,0.0019409636992294898
25200.0,0.0019409643240573108
25300.0,0.0019409649348202235
25400.0,0.0019409655338475174
25500.0,0.0019409661224452609
25600.0,0.0019409667013488001
25700.0,0.0019409672708133293
25800.0,0.0019409678311052014
25900.0,0.0019409683825430063
26000.0,0.001940968925301033
26100.0,0.0019409694595230503
26200.0,0.0019409699853571761
26300.0,0.0019409705029424557
26400.0,0.00194097101240401
26500.0,0.001940971513884275
26600.0,0.0019409720074924461
26700.0,0.0019409724933596264
26800.0,0.0019409729716122878
26900.0,0.0019409734423710622
27000.0,0.001940973905753009
27100.0,0.0019409743618733026
27200.0,0.001940974810845643
27300.0,0.001940975252782105
27400.0,0.0019409756877929985
27500.0,0.001940976114980749
27600.0,0.0019409764974300946
27700.0,0.001940976869792454
27800.0,0.0019409772382603546
27900.0,0.0019409776040049443
28000.0,0.001940977965672472
28100.0,0.0019409783227223758
28200.0,0.0019409786752499344
28300.0,0.0019409790226341075
28400.0,0.0019409793647628371
28500.0,0.0019409797016337511
28600.0,0.0019409800332796194
28700.0,0.0019409803597566597
28800.0,0.0019409806811334091
28900.0,0.0019409809974837826
29000.0,0.0019409813088835442
29100.0,0.0019409816154063373
29200.0,0.0019409819171273615
29300.0,0.0019409822141181528
29400.0,0.0019409825064566279
29500.0,0.001940982794217723
29600.0,0.0019409830774733614
29700.0,0.001940983356293743
29800.0,0.0019409836307480886
29900.0,0.0019409839009047272
30000.0,0.0019409841668309865
30100.0,0.0019409844285931295
30200.0,0.0019409846862563612
30300.0,0.0019409849398848568
30400.0,0.0019409851895417893
30500.0,0.001940985435289345
30600.0,0.0019409856771887381
30700.0,0.001940985915300245
30800.0,0.001940986149683167
30900.0,0.0019409863803959274
31000.0,0.001940986607495959
31100.0,0.0019409868310398066
31200.0,0.001940987051083135
31300.0,0.0019409872676807666
31400.0,0.001940987480886633
31500.0,0.0019409876907538698
31600.0,0.001940987897334788
31700.0,0.00194098810068084
31800.0,0.0019409883008427086
31900.0,0.001940988497870222
32000.0,0.0019409886918124403
32100.0,0.0019409888827176564
32200.0,0.0019409890706334355
32300.0,0.0019409892556065675
32400.0,0.0019409894376831538
32500.0,0.0019409896169085789
32600.0,0.001940989793327482
32700.0,0.0019409899669838358
32800.0,0.0019409901379208708
32900.0,0.0019409903061811504
33000.0,0.0019409904718065752
33100.0,0.001940990634838412
33200.0,0.001940990795317255
33300.0,0.0019409909532831
33400.0,0.0019409911087753108
33500.0,0.0019409912618326213
33600.0,0.001940991412493156
33700.0,0.0019409915607944462
33800.0,0.0019409917067734351
33900.0,0.0019409918504664867
34000.0,0.0019409919919093966
34100.0,0.0019409921311373992
34200.0,0.0019409922681851784
34300.0,0.0019409924030868732
34400.0,0.001940992535876088
34500.0,0.0019409926665859038
34600.0,0.0019409927952488805
34700.0,0.0019409929218970714
34800.0,0.001940993046562024
34900.0,0.0019409931692747943
35000.0,0.001940993290065962
35100.0,0.001940993408965613
35200.0,0.0019409935260033871
35300.0,0.0019409936412084206
35400.0,0.0019409937546094012
35500.0,0.001940993866234569
35600.0,0.0019409939761117366
35700.0,0.001940994084268264
35800.0,0.0019409941907311092
35900.0,0.0019409942955268013
36000.0,0.0019409943986814465
36100.0,0.001940994500220741
36200.0,0.0019409946001699796
36300.0,0.001940994698554062
36400.0,0.0019409947953974965
36500.0,0.0019409948907244071
36600.0,0.001940994984558544
36700.0,0.0019409950769232903
36800.0,0.0019409951678416506
36900.0,0.00194099525733629
37000.0,0.0019409953454294895
37100.0,0.0019409954321431856
37200.0,0.0019409955174989728
37300.0,0.0019409956015181177
37400.0,0.0019409956842215434
37500.0,0.001940995765629864
37600.0,0.0019409958457633641
37700.0,0.0019409959246420086
37800.0,0.0019409960022854465
37900.0,0.0019409960787130191
38000.0,0.0019409961539437665
38100.0,0.0019409962279964298
38200.0,0.0019409963008894572
38300.0,0.0019409963726410085
38400.0,0.001940996443268958
38500.0,0.0019409965127909
38600.0,0.0019409965812241553
38700.0,0.0019409966485857714
38800.0,0.0019409967148925288
38900.0,0.0019409967801609469
39000.0,0.0019409968444072854
39100.0,0.0019409969076475493
39200.0,0.0019409969698974921
39300.0,0.0019409970311726232
39400.0,0.0019409970914882073
39500.0,0.0019409971508592698
39600.0,0.0019409972093006019
39700.0,0.0019409972668267626
39800.0,0.0019409973234520825
39900.0,0.001940997379190669
40000.0,0.0019409974340564076
40100.0,0.0019409974880629666
40200.0,0.0019409975412238
40300.0,0.001940997593552151
40400.0,0.0019409976450610574
40500.0,0.0019409976957633502
40600.0,0.001940997745671661
40700.0,0.0019409977947984233
40800.0,0.001940997843155879
40900.0,0.0019409978907560738
41000.0,0.0019409979376108744
41100.0,0.0019409979837319462
41200.0,0.0019409980291307742
41300.0,0.0019409980738186636
41400.0,0.0019409981178067507
41500.0,0.0019409981611059886
41600.0,0.0019409982037271705
41700.0,0.0019409982456809168
41800.0,0.0019409982869776797
41900.0,0.0019409983276277474
42000.0,0.001940998367641246
42100.0,0.0019409984070281434
42200.0,0.0019409984457982531
42300.0,0.0019409984839612333
42400.0,0.0019409985215265914
42500.0,0.0019409985585036856
42600.0,0.0019409985949017283
42700.0,0.0019409986307297878
42800.0,0.0019409986659967892
42900.0,0.0019409987007115172
43000.0,0.0019409987348826218
43100.0,0.001940998768518616
43200.0,0.0019409988016278789
43300.0,0.0019409988342186588
43400.0,0.0019409988662990746
43500.0,0.0019409988978771196
43600.0,0.0019409989289606603
43700.0,0.0019409989595574396
43800.0,0.001940998989675081
43900.0,0.0019409990193210876
44000.0,0.0019409990497903078
44100.0,0.0019409991471017677
44200.0,0.00194099925022166
44300.0,0.0019409993480962572
44400.0,0.0019409994412459774
44500.0,0.0019409995299621422
44600.0,0.0019409996155868798
44700.0,0.0019409996988394632
44800.0,0.001940999780173024
44900.0,0.0019409998598397013
45000.0,0.001940999938075298
45100.0,0.0019410000150531738
45200.0,0.0019410000908860595
45300.0,0.0019410001655352776
45400.0,0.0019410002390042687
45500.0,0.0019410003111766112
45600.0,0.0019410003821609284
45700.0,0.0019410004520450234
45800.0,0.001941000520855546
45900.0,0.0019410005886748645
46000.0,0.0019410006554785582
46100.0,0.0019410007212482569
46200.0,0.0019410007859887895
46300.0,0.001941000849714053
46400.0,0.0019410009124399966
46500.0,0.001941000974182534
46600.0,0.0019410010349570107
46700.0,0.001941001094778994
46800.0,0.001941001153661968
46900.0,0.0019410012116210136
47000.0,0.0019410012686714839
47100.0,0.0019410013248276341
47200.0,0.0019410013801050127
47300.0,0.0019410014345164254
47400.0,0.0019410014880752546
47500.0,0.001941001540793403
47600.0,0.0019410015926843447
47700.0,0.0019410016437618356
47800.0,0.0019410016940386422
47900.0,0.0019410017435286834
48000.0,0.0019410017922434223
48100.0,0.0019410018401948403
48200.0,0.001941001887393592
48300.0,0.0019410019338517413
48400.0,0.001941001979581604
48500.0,0.0019410020245946103
48600.0,0.0019410020689032228
48700.0,0.0019410021125177025
48800.0,0.001941002155448778
48900.0,0.001941002197705988
49000.0,0.0019410022393001331
49100.0,0.0019410022802422405
49200.0,0.0019410023205425418
49300.0,0.0019410023602121976
49400.0,0.0019410023992603935
49500.0,0.0019410024376967329
49600.0,0.001941002475529759
49700.0,0.0019410025127691395
49800.0,0.001941002549424748
49900.0,0.0019410025855057457
50000.0,0.0019410026210221233
50100.0,0.0019410026559821044
50200.0,0.0019410026903942887
50300.0,0.0019410027242663232
50400.0,0.0019410027576068655
50500.0,0.001941002790424754
50600.0,0.0019410028227281903
50700.0,0.0019410028545261198
50800.0,0.001941002885825906
50900.0,0.0019410029166352474
51000.0,0.0019410029469609908
51100.0,0.0019410029768108868
51200.0,0.0019410030061928487
51300.0,0.0019410030351142196
51400.0,0.0019410030635830088
51500.0,0.0019410030916058945
51600.0,0.0019410031191896136
51700.0,0.0019410031463409662
51800.0,0.0019410031730666285
51900.0,0.001941003199373427
52000.0,0.0019410032252672894
52100.0,0.0019410032507548491
52200.0,0.001941003275842861
52300.0,0.0019410033005375917
52400.0,0.0019410033248458789
52500.0,0.001941003348773427
52600.0,0.0019410033723259897
52700.0,0.0019410033955093735
52800.0,0.0019410034183292772
52900.0,0.0019410034407915308
53000.0,0.001941003462901196
53100.0,0.001941003484663935
53200.0,0.0019410035060855183
53300.0,0.001941003527171294
53400.0,0.0019410035479271034
53500.0,0.0019410035683578148
53600.0,0.0019410035884683424
53700.0,0.0019410036082636436
53800.0,0.0019410036277485838
53900.0,0.001941003646928142
54000.0,0.0019410036658066394
54100.0,0.001941003684388913
54200.0,0.001941003702679885
54300.0,0.0019410037206841276
54400.0,0.0019410037384066244
54500.0,0.0019410037558515354
54600.0,0.0019410037730230535
54700.0,0.0019410037899254137
54800.0,0.0019410038065627692
54900.0,0.0019410038229393724
55000.0,0.001941003839058912
55100.0,0.0019410038549255186
55200.0,0.0019410038705433975
55300.0,0.0019410038859164487
55400.0,0.0019410039010489286
55500.0,0.00194100391594439
55600.0,0.001941003930606413
55700.0,0.0019410039450386126
55800.0,0.0019410039592445373
55900.0,0.0019410039732278158
56000.0,0.0019410039869915993
56100.0,0.0019410040005394145
56200.0,0.001941004013874849
56300.0,0.0019410040270012364
56400.0,0.0019410040399222115
56500.0,0.001941004052640806
56600.0,0.001941004065160077
56700.0,0.0019410040774831125
56800.0,0.0019410040896129402
56900.0,0.001941004101552661
57000.0,0.0019410041133049647
57100.0,0.0019410041248728615
57200.0,0.0019410041362594157
57300.0,0.0019410041474674736
57400.0,0.0019410041585001389
57500.0,0.0019410041693599983
57600.0,0.001941004180049666
57700.0,0.0019410041905717759
57800.0,0.0019410042009289144
57900.0,0.0019410042111237277
58000.0,0.0019410042211585132
58100.0,0.0019410042310358424
58200.0,0.0019410042407583302
58300.0,0.0019410042503284085
58400.0,0.0019410042597487259
58500.0,0.0019410042690214933
58600.0,0.0019410042781489395
58700.0,0.001941004287133316
58800.0,0.0019410042959768301
58900.0,0.0019410043046817424
59000.0,0.001941004313250014
59100.0,0.001941004321683839
59200.0,0.0019410043299854529
59300.0,0.00194100433815693
59400.0,0.0019410043462005334
59500.0,0.0019410043541181492
59600.0,0.0019410043619116821
59700.0,0.0019410043695830535
59800.0,0.0019410043771341493
59900.0,0.0019410043845668982
60000.0,0.001941004391882975
60100.0,0.0019410043990842542
60200.0,0.0019410044061726449
60300.0,0.001941004413149916
60400.0,0.0019410044200180014
60500.0,0.0019410044267785126
60600.0,0.0019410044334330736
60700.0,0.001941004439983327
60800.0,0.0019410044464308813
60900.0,0.001941004452777385
61000.0,0.001941004459024267
61100.0,0.0019410044651731286
61200.0,0.0019410044712255988
61300.0,0.0019410044771831897
61400.0,0.0019410044830475508
61500.0,0.0019410044888200594
61600.0,0.001941004494502102
61700.0,0.0019410045000950794
61800.0,0.001941004505600368
61900.0,0.0019410045110193734
62000.0,0.0019410045163533163
62100.0,0.0019410045216035634
62200.0,0.001941004526771506
62300.0,0.0019410045318584356
62400.0,0.0019410045368657605
62500.0,0.0019410045417946563
62600.0,0.0019410045466463066
62700.0,0.0019410045514219093
62800.0,0.0019410045561200236
62900.0,0.0019410045607456648
63000.0,0.0019410045652811787
63100.0,0.0019410045697431325
63200.0,0.0019410045741350467
63300.0,0.0019410045784583846
63400.0,0.0019410045827142751
63500.0,0.0019410045869037793
63600.0,0.0019410045910279341
63700.0,0.0019410045950877595
63800.0,0.0019410045990842595
63900.0,0.0019410046030184217
64000.0,0.0019410046068912181
64100.0,0.0019410046107036063
64200.0,0.0019410046144565278
64300.0,0.001941004618150911
64400.0,0.0019410046217876679
64500.0,0.001941004625367699
64600.0,0.0019410046288918883
64700.0,0.0019410046323611058
64800.0,0.001941004635776211
64900.0,0.0019410046391380466
65000.0,0.0019410046424474436
65100.0,0.00194100464570522
65200.0,0.0019410046489121819
65300.0,0.0019410046520691206
65400.0,0.0019410046551768167
65500.0,0.001941004658236039
65600.0,0.0019410046612475423
65700.0,0.0019410046642120724
65800.0,0.0019410046671303612
65900.0,0.0019410046700031303
66000.0,0.0019410046728310889
66100.0,0.0019410046756149367
66200.0,0.0019410046783553615
66300.0,0.0019410046810530415
66400.0,0.0019410046837086414
66500.0,0.0019410046863228196
66600.0,0.0019410046888962218
66700.0,0.0019410046914294832
66800.0,0.0019410046939232304
66900.0,0.0019410046963780803
67000.0,0.0019410046987946388
67100.0,0.0019410047011735035
67200.0,0.001941004703515262
67300.0,0.0019410047058204935
67400.0,0.0019410047080897677
67500.0,0.0019410047103236455
67600.0,0.0019410047125226785
67700.0,0.0019410047146874113
67800.0,0.001941004716818378
67900.0,0.0019410047189161053
68000.0,0.001941004720981112
68100.0,0.0019410047230139084
68200.0,0.0019410047250149973
68300.0,0.0019410047269848728
68400.0,0.001941004728924022
68500.0,0.0019410047308329244
68600.0,0.0019410047327120504
68700.0,0.0019410047345618658
68800.0,0.0019410047363828274
68900.0,0.001941004738175386
69000.0,0.0019410047399399835
69100.0,0.001941004741677057
69200.0,0.001941004743387035
69300.0,0.0019410047450703406
69400.0,0.0019410047467273899
69500.0,0.0019410047483585924
69600.0,0.0019410047499643505
69700.0,0.001941004751545062
69800.0,0.0019410047531011178
69900.0,0.0019410047546329016
70000.0,0.0019410047561407922
70100.0,0.001941004757625163
70200.0,0.0019410047590863796
70300.0,0.0019410047605248042
70400.0,0.0019410047619407924
70500.0,0.0019410047633346935
70600.0,0.0019410047647068526
70700.0,0.0019410047660576087
70800.0,0.001941004767387295
70900.0,0.0019410047686962406
71000.0,0.0019410047699847692
71100.0,0.0019410047712531994
71200.0,0.001941004772501844
71300.0,0.0019410047737310123
71400.0,0.0019410047749410081
71500.0,0.0019410047761321296
71600.0,0.0019410047773046723
71700.0,0.0019410047784589254
71800.0,0.001941004779595174
71900.0,0.0019410047807136997
72000.0,0.0019410047818147784
72100.0,0.0019410047828986817
72200.0,0.001941004783965679
72300.0,0.0019410047850160327
72400.0,0.001941004786050002
72500.0,0.0019410047870678441
72600.0,0.0019410047880698096
72700.0,0.0019410047890561469
72800.0,0.0019410047900270985
72900.0,0.0019410047909829047
73000.0,0.0019410047919238029
73100.0,0.0019410047928500238
73200.0,0.001941004793761798
73300.0,0.0019410047946593497
73400.0,0.0019410047955429018
73500.0,0.001941004796412672
73600.0,0.0019410047972688756
73700.0,0.001941004798111724
73800.0,0.001941004798941425
73900.0,0.0019410047997581849
74000.0,0.0019410048005622043
74100.0,0.0019410048013536825
74200.0,0.001941004802132815
74300.0,0.0019410048028997947
74400.0,0.0019410048036548103
74500.0,0.00194100480439805
74600.0,0.001941004805129696
74700.0,0.0019410048058499294
74800.0,0.0019410048065589293
74900.0,0.0019410048072568704
75000.0,0.0019410048079439243
75100.0,0.0019410048086202613
75200.0,0.001941004809286049
75300.0,0.0019410048099414512
75400.0,0.0019410048105866304
75500.0,0.0019410048112217463
75600.0,0.001941004811846955
75700.0,0.0019410048124624117
75800.0,0.0019410048130682688
75900.0,0.0019410048136646754
76000.0,0.0019410048142517791
76100.0,0.0019410048148297255
76200.0,0.0019410048153986569
76300.0,0.0019410048159587143
76400.0,0.0019410048165100354
76500.0,0.0019410048170527573
76600.0,0.0019410048175870125
76700.0,0.0019410048181129358
76800.0,0.0019410048186306547
76900.0,0.0019410048191402989
77000.0,0.0019410048196419926
77100.0,0.0019410048201358614
77200.0,0.001941004820622027
77300.0,0.0019410048211006088
77400.0,0.001941004821571726
77500.0,0.0019410048220354944
77600.0,0.0019410048224920286
77700.0,0.0019410048229414427
77800.0,0.001941004823383846
77900.0,0.0019410048238193485
78000.0,0.0019410048242480581
78100.0,0.0019410048246700808
78200.0,0.0019410048250855204
78300.0,0.0019410048254944808
78400.0,0.0019410048258970615
78500.0,0.0019410048262933628
78600.0,0.0019410048266834824
78700.0,0.001941004827067517
78800.0,0.0019410048274455612
78900.0,0.0019410048278177086
79000.0,0.001941004828184051
79100.0,0.0019410048285446796
79200.0,0.001941004828899683
79300.0,0.0019410048292491488
79400.0,0.0019410048295931631
79500.0,0.001941004829931812
79600.0,0.0019410048302651785
79700.0,0.0019410048305933453
79800.0,0.0019410048309163935
79900.0,0.0019410048312344021
80000.0,0.0019410048315474508
80100.0,0.001941004831855616
80200.0,0.001941004832158975
80300.0,0.0019410048324576023
80400.0,0.0019410048327515713
80500.0,0.0019410048330409547
80600.0,0.0019410048333258247
80700.0,0.0019410048336062507
80800.0,0.001941004833882303
80900.0,0.0019410048341540489
81000.0,0.0019410048344215565
81100.0,0.0019410048346848914
81200.0,0.0019410048349441183
81300.0,0.0019410048351993022
81400.0,0.001941004835450506
81500.0,0.0019410048356977906
81600.0,0.0019410048359412185
81700.0,0.0019410048361808493
81800.0,0.0019410048364167428
81900.0,0.0019410048366489566
82000.0,0.0019410048368775482
82100.0,0.001941004837102574
82200.0,0.0019410048373240893
82300.0,0.0019410048375421503
82400.0,0.0019410048377568095
82500.0,0.0019410048379681212
82600.0,0.0019410048381761356
82700.0,0.0019410048383809058
82800.0,0.001941004838582482
82900.0,0.0019410048387809142
83000.0,0.0019410048389762518
83100.0,0.0019410048391685416
83200.0,0.0019410048393578322
83300.0,0.0019410048395441706
83400.0,0.0019410048397276016
83500.0,0.0019410048399081722
83600.0,0.0019410048400859256
83700.0,0.0019410048402609063
83800.0,0.0019410048404331587
83900.0,0.0019410048406027234
84000.0,0.0019410048407696432
84100.0,0.0019410048409339601
84200.0,0.0019410048410957133
84300.0,0.0019410048412549432
84400.0,0.00194100484141169
84500.0,0.001941004841565991
84600.0,0.001941004841717886
84700.0,0.0019410048418674116
84800.0,0.0019410048420146044
84900.0,0.0019410048421595017
85000.0,0.001941004842302138
85100.0,0.0019410048424425503
85200.0,0.0019410048425807726
85300.0,0.0019410048427168389
85400.0,0.0019410048428507825
85500.0,0.001941004842982637
85600.0,0.001941004843112435
85700.0,0.0019410048432402082
85800.0,0.001941004843365988
85900.0,0.0019410048434898063
86000.0,0.0019410048436116934
86100.0,0.0019410048437316788
86200.0,0.0019410048438497929
86300.0,0.0019410048439660642
86400.0,0.0019410048440805221
86500.0,0.0019410048441931952
86600.0,0.0019410048443041106
86700.0,0.0019410048444132959
86800.0,0.0019410048445207783
86900.0,0.0019410048446265832
87000.0,0.0019410048447307383
87100.0,0.0019410048448332687
87200.0,0.0019410048449342004
87300.0,0.0019410048450335573
87400.0,0.0019410048451313643
87500.0,0.0019410048452276462
87600.0,0.0019410048453224263
87700.0,0.0019410048454157275
87800.0,0.0019410048455075738
87900.0,0.0019410048455979873
88000.0,0.0019410048456869901
88100.0,0.0019410048457746052
88200.0,0.0019410048458608537
88300.0,0.0019410048459457565
88400.0,0.0019410048460293348
88500.0,0.0019410048461116092
88600.0,0.0019410048461926009
88700.0,0.0019410048462723292
88800.0,0.0019410048463508142
88900.0,0.0019410048464280748
89000.0,0.00194100484650413
89100.0,0.0019410048465789986
89200.0,0.0019410048466526994
89300.0,0.0019410048467252512
89400.0,0.0019410048467966713
89500.0,0.0019410048468669768
89600.0,0.0019410048469361855
89700.0,0.0019410048470043153
89800.0,0.0019410048470713823
89900.0,0.0019410048471374035
90000.0,0.0019410048472023943
90100.0,0.0019410048472663722
90200.0,0.0019410048473293517
90300.0,0.0019410048473913484
90400.0,0.001941004847452378
90500.0,0.0019410048475124566
90600.0,0.001941004847571597
90700.0,0.0019410048476298156
90800.0,0.0019410048476871257
90900.0,0.0019410048477435423
91000.0,0.0019410048477990784
91100.0,0.0019410048478537482
91200.0,0.0019410048479075656
91300.0,0.0019410048479605434
91400.0,0.0019410048480126953
91500.0,0.0019410048480640331
91600.0,0.0019410048481145702
91700.0,0.0019410048481643195
91800.0,0.0019410048482132929
91900.0,0.001941004848261501
92000.0,0.001941004848308958
92100.0,0.0019410048483556753
92200.0,0.0019410048484016632
92300.0,0.0019410048484469348
92400.0,0.0019410048484914991
92500.0,0.0019410048485353686
92600.0,0.001941004848578554
92700.0,0.0019410048486210654
92800.0,0.0019410048486629145
92900.0,0.0019410048487041105
93000.0,0.0019410048487446634
93100.0,0.0019410048487845841
93200.0,0.0019410048488238821
93300.0,0.0019410048488625671
93400.0,0.0019410048489006484
93500.0,0.0019410048489381364
93600.0,0.0019410048489750392
93700.0,0.0019410048490113665
