M.D_b.CO3 Time [a],M.D_b.CO3 CO3 [mol/kg]
273400.0,8.739742102613777e-05
273500.0,8.739742102613795e-05
273600.0,8.739742102613791e-05
273700.0,8.739742102613777e-05
273800.0,8.739742102613796e-05
273900.0,8.73974210261379e-05
274000.0,8.739742102613779e-05
274100.0,8.739742102613796e-05
274200.0,8.739742102613791e-05
274300.0,8.739742102613779e-05
274400.0,8.739742102613795e-05
274500.0,8.73974210261379e-05
274600.0,8.739742102613779e-05
274700.0,8.739742102613795e-05
274800.0,8.73974210261379e-05
274900.0,8.739742102613779e-05
275000.0,8.739742102613798e-05
275100.0,8.73974210261379e-05
275200.0,8.739742102613777e-05
275300.0,8.739742102613795e-05
275400.0,8.739742102613791e-05
275500.0,8.739742102613777e-05
275600.0,8.739742102613796e-05
275700.0,8.73974210261379e-05
275800.0,8.739742102613779e-05
275900.0,8.739742102613796e-05
276000.0,8.739742102613791e-05
276100.0,8.739742102613779e-05
276200.0,8.739742102613798e-05
276300.0,8.73974210261379e-05
276400.0,8.739742102613777e-05
276500.0,8.739742102613793e-05
276600.0,8.739742102613791e-05
276700.0,8.739742102613779e-05
276800.0,8.739742102613796e-05
276900.0,8.739742102613791e-05
277000.0,8.739742102613781e-05
277100.0,8.739742102613793e-05
277200.0,8.739742102613791e-05
277300.0,8.739742102613779e-05
277400.0,8.739742102613798e-05
277500.0,8.739742102613791e-05
277600.0,8.739742102613779e-05
277700.0,8.739742102613793e-05
277800.0,8.739742102613791e-05
277900.0,8.739742102613781e-05
278000.0,8.739742102613793e-05
278100.0,8.739742102613791e-05
278200.0,8.739742102613779e-05
278300.0,8.739742102613795e-05
278400.0,8.739742102613791e-05
278500.0,8.739742102613777e-05
278600.0,8.739742102613796e-05
278700.0,8.73974210261379e-05
278800.0,8.739742102613779e-05
278900.0,8.739742102613795e-05
279000.0,8.739742102613791e-05
279100.0,8.739742102613777e-05
279200.0,8.739742102613798e-05
279300.0,8.739742102613792e-05
279400.0,8.739742102613777e-05
279500.0,8.739742102613796e-05
279600.0,8.739742102613791e-05
279700.0,8.739742102613777e-05
279800.0,8.739742102613798e-05
279900.0,8.739742102613791e-05
280000.0,8.739742102613777e-05
280100.0,8.739742102613798e-05
280200.0,8.739742102613791e-05
280300.0,8.739742102613777e-05
280400.0,8.739742102613796e-05
280500.0,8.739742102613791e-05
280600.0,8.739742102613776e-05
280700.0,8.739742102613795e-05
280800.0,8.739742102613791e-05
280900.0,8.739742102613779e-05
281000.0,8.739742102613795e-05
281100.0,8.739742102613791e-05
281200.0,8.739742102613777e-05
281300.0,8.739742102613796e-05
281400.0,8.73974210261379e-05
281500.0,8.739742102613779e-05
281600.0,8.739742102613796e-05
281700.0,8.73974210261379e-05
281800.0,8.739742102613779e-05
281900.0,8.739742102613793e-05
282000.0,8.73974210261379e-05
282100.0,8.739742102613781e-05
282200.0,8.739742102613795e-05
282300.0,8.73974210261379e-05
282400.0,8.739742102613779e-05
282500.0,8.739742102613796e-05
282600.0,8.739742102613788e-05
282700.0,8.739742102613777e-05
282800.0,8.739742102613796e-05
282900.0,8.739742102613791e-05
283000.0,8.739742102613779e-05
283100.0,8.739742102613796e-05
283200.0,8.73974210261379e-05
283300.0,8.739742102613779e-05
283400.0,8.739742102613796e-05
283500.0,8.739742102613791e-05
283600.0,8.739742102613779e-05
283700.0,8.739742102613796e-05
283800.0,8.73974210261379e-05
283900.0,8.739742102613779e-05
284000.0,8.739742102613796e-05
284100.0,8.739742102613791e-05
284200.0,8.739742102613779e-05
284300.0,8.739742102613796e-05
284400.0,8.73974210261379e-05
284500.0,8.739742102613779e-05
284600.0,8.739742102613796e-05
284700.0,8.739742102613791e-05
284800.0,8.739742102613779e-05
284900.0,8.739742102613796e-05
285000.0,8.73974210261379e-05
285100.0,8.739742102613777e-05
285200.0,8.739742102613795e-05
285300.0,8.739742102613791e-05
285400.0,8.739742102613781e-05
285500.0,8.739742102613795e-05
285600.0,8.739742102613791e-05
285700.0,8.739742102613777e-05
285800.0,8.739742102613795e-05
285900.0,8.739742102613791e-05
286000.0,8.739742102613781e-05
286100.0,8.739742102613793e-05
286200.0,8.739742102613791e-05
286300.0,8.739742102613779e-05
286400.0,8.739742102613796e-05
286500.0,8.739742102613791e-05
286600.0,8.739742102613779e-05
286700.0,8.739742102613798e-05
286800.0,8.739742102613791e-05
286900.0,8.739742102613781e-05
287000.0,8.739742102613793e-05
287100.0,8.739742102613791e-05
287200.0,8.739742102613779e-05
287300.0,8.739742102613796e-05
287400.0,8.739742102613791e-05
287500.0,8.739742102613776e-05
287600.0,8.739742102613795e-05
287700.0,8.739742102613791e-05
287800.0,8.739742102613779e-05
287900.0,8.739742102613799e-05
288000.0,8.739742102613791e-05
288100.0,8.739742102613774e-05
288200.0,8.739742102613795e-05
288300.0,8.739742102613791e-05
288400.0,8.739742102613777e-05
288500.0,8.739742102613796e-05
288600.0,8.739742102613791e-05
288700.0,8.739742102613781e-05
288800.0,8.739742102613795e-05
288900.0,8.739742102613791e-05
289000.0,8.739742102613776e-05
289100.0,8.739742102613796e-05
289200.0,8.739742102613791e-05
289300.0,8.739742102613779e-05
289400.0,8.739742102613799e-05
289500.0,8.739742102613791e-05
289600.0,8.739742102613777e-05
289700.0,8.739742102613796e-05
289800.0,8.73974210261379e-05
289900.0,8.739742102613777e-05
290000.0,8.739742102613795e-05
290100.0,8.739742102613791e-05
290200.0,8.739742102613781e-05
290300.0,8.739742102613795e-05
290400.0,8.73974210261379e-05
290500.0,8.739742102613779e-05
290600.0,8.739742102613795e-05
290700.0,8.73974210261379e-05
290800.0,8.739742102613779e-05
290900.0,8.739742102613798e-05
291000.0,8.73974210261379e-05
291100.0,8.739742102613777e-05
291200.0,8.739742102613795e-05
291300.0,8.739742102613791e-05
291400.0,8.739742102613777e-05
291500.0,8.739742102613796e-05
291600.0,8.73974210261379e-05
291700.0,8.739742102613779e-05
291800.0,8.739742102613795e-05
291900.0,8.73974210261379e-05
292000.0,8.739742102613779e-05
292100.0,8.739742102613795e-05
292200.0,8.73974210261379e-05
292300.0,8.739742102613777e-05
292400.0,8.739742102613798e-05
292500.0,8.73974210261379e-05
292600.0,8.739742102613777e-05
292700.0,8.739742102613795e-05
292800.0,8.73974210261379e-05
292900.0,8.739742102613777e-05
293000.0,8.739742102613798e-05
293100.0,8.73974210261379e-05
293200.0,8.739742102613777e-05
293300.0,8.739742102613795e-05
293400.0,8.739742102613791e-05
293500.0,8.739742102613777e-05
293600.0,8.739742102613795e-05
293700.0,8.739742102613791e-05
293800.0,8.739742102613781e-05
293900.0,8.739742102613792e-05
294000.0,8.739742102613791e-05
294100.0,8.739742102613779e-05
294200.0,8.739742102613796e-05
294300.0,8.739742102613791e-05
294400.0,8.739742102613777e-05
294500.0,8.739742102613795e-05
294600.0,8.739742102613791e-05
294700.0,8.739742102613781e-05
294800.0,8.739742102613793e-05
294900.0,8.739742102613791e-05
295000.0,8.739742102613777e-05
295100.0,8.739742102613795e-05
295200.0,8.739742102613791e-05
295300.0,8.739742102613779e-05
295400.0,8.739742102613798e-05
295500.0,8.739742102613791e-05
295600.0,8.739742102613779e-05
295700.0,8.739742102613793e-05
295800.0,8.739742102613791e-05
295900.0,8.739742102613777e-05
296000.0,8.739742102613798e-05
296100.0,8.739742102613791e-05
296200.0,8.739742102613779e-05
296300.0,8.739742102613798e-05
296400.0,8.73974210261379e-05
296500.0,8.739742102613777e-05
296600.0,8.739742102613796e-05
296700.0,8.739742102613791e-05
296800.0,8.739742102613777e-05
296900.0,8.739742102613796e-05
297000.0,8.739742102613791e-05
297100.0,8.739742102613776e-05
297200.0,8.739742102613795e-05
297300.0,8.73974210261379e-05
297400.0,8.739742102613779e-05
297500.0,8.739742102613796e-05
297600.0,8.739742102613791e-05
297700.0,8.739742102613776e-05
297800.0,8.739742102613795e-05
297900.0,8.739742102613791e-05
298000.0,8.739742102613779e-05
298100.0,8.739742102613799e-05
298200.0,8.73974210261379e-05
298300.0,8.739742102613777e-05
298400.0,8.739742102613795e-05
298500.0,8.73974210261379e-05
298600.0,8.739742102613779e-05
298700.0,8.739742102613795e-05
298800.0,8.73974210261379e-05
298900.0,8.739742102613779e-05
299000.0,8.739742102613795e-05
299100.0,8.73974210261379e-05
299200.0,8.739742102613779e-05
299300.0,8.739742102613795e-05
299400.0,8.739742102613791e-05
299500.0,8.739742102613779e-05
299600.0,8.739742102613795e-05
299700.0,8.73974210261379e-05
299800.0,8.739742102613779e-05
299900.0,8.739742102613798e-05
300000.0,8.73974210261379e-05
300100.0,8.739742102613777e-05
300200.0,8.739742102613795e-05
300300.0,8.739742102613791e-05
300400.0,8.739742102613777e-05
300500.0,8.739742102613796e-05
300600.0,8.73974210261379e-05
300700.0,8.739742102613779e-05
300800.0,8.739742102613795e-05
300900.0,8.73974210261379e-05
301000.0,8.739742102613779e-05
301100.0,8.739742102613796e-05
301200.0,8.739742102613788e-05
301300.0,8.739742102613777e-05
301400.0,8.739742102613796e-05
301500.0,8.739742102613791e-05
301600.0,8.739742102613779e-05
301700.0,8.739742102613793e-05
301800.0,8.739742102613791e-05
301900.0,8.739742102613777e-05
302000.0,8.739742102613795e-05
302100.0,8.739742102613791e-05
302200.0,8.739742102613777e-05
302300.0,8.739742102613795e-05
302400.0,8.739742102613791e-05
302500.0,8.739742102613777e-05
302600.0,8.739742102613795e-05
302700.0,8.739742102613791e-05
302800.0,8.739742102613777e-05
302900.0,8.739742102613795e-05
303000.0,8.739742102613791e-05
303100.0,8.739742102613781e-05
303200.0,8.739742102613793e-05
303300.0,8.739742102613791e-05
303400.0,8.739742102613779e-05
303500.0,8.739742102613795e-05
303600.0,8.739742102613791e-05
303700.0,8.739742102613779e-05
303800.0,8.739742102613795e-05
303900.0,8.739742102613791e-05
304000.0,8.739742102613781e-05
304100.0,8.739742102613793e-05
304200.0,8.739742102613791e-05
304300.0,8.739742102613781e-05
304400.0,8.739742102613795e-05
304500.0,8.739742102613791e-05
304600.0,8.739742102613777e-05
304700.0,8.739742102613793e-05
304800.0,8.739742102613791e-05
304900.0,8.739742102613779e-05
305000.0,8.739742102613798e-05
305100.0,8.739742102613791e-05
305200.0,8.739742102613779e-05
305300.0,8.739742102613795e-05
305400.0,8.739742102613791e-05
305500.0,8.739742102613776e-05
305600.0,8.739742102613796e-05
305700.0,8.739742102613791e-05
305800.0,8.739742102613779e-05
305900.0,8.739742102613796e-05
306000.0,8.739742102613791e-05
306100.0,8.739742102613776e-05
306200.0,8.739742102613795e-05
306300.0,8.739742102613791e-05
306400.0,8.739742102613779e-05
306500.0,8.739742102613796e-05
306600.0,8.739742102613791e-05
306700.0,8.739742102613779e-05
306800.0,8.739742102613795e-05
306900.0,8.73974210261379e-05
307000.0,8.739742102613779e-05
307100.0,8.739742102613795e-05
307200.0,8.73974210261379e-05
307300.0,8.739742102613779e-05
307400.0,8.739742102613795e-05
307500.0,8.73974210261379e-05
307600.0,8.739742102613779e-05
307700.0,8.739742102613795e-05
307800.0,8.739742102613791e-05
307900.0,8.739742102613777e-05
308000.0,8.739742102613796e-05
308100.0,8.739742102613791e-05
308200.0,8.739742102613779e-05
308300.0,8.739742102613795e-05
308400.0,8.73974210261379e-05
308500.0,8.739742102613779e-05
308600.0,8.739742102613796e-05
308700.0,8.739742102613788e-05
308800.0,8.739742102613777e-05
308900.0,8.739742102613798e-05
309000.0,8.739742102613792e-05
309100.0,8.739742102613776e-05
309200.0,8.739742102613796e-05
309300.0,8.73974210261379e-05
309400.0,8.739742102613779e-05
309500.0,8.739742102613798e-05
309600.0,8.73974210261379e-05
309700.0,8.739742102613777e-05
309800.0,8.739742102613796e-05
309900.0,8.739742102613791e-05
310000.0,8.739742102613777e-05
310100.0,8.739742102613796e-05
310200.0,8.73974210261379e-05
310300.0,8.739742102613777e-05
310400.0,8.739742102613795e-05
310500.0,8.739742102613791e-05
310600.0,8.739742102613777e-05
310700.0,8.739742102613795e-05
310800.0,8.739742102613791e-05
310900.0,8.739742102613779e-05
311000.0,8.739742102613795e-05
311100.0,8.73974210261379e-05
311200.0,8.739742102613779e-05
311300.0,8.739742102613793e-05
311400.0,8.739742102613791e-05
311500.0,8.739742102613777e-05
311600.0,8.739742102613795e-05
311700.0,8.739742102613791e-05
311800.0,8.739742102613779e-05
311900.0,8.739742102613792e-05
312000.0,8.73974210261379e-05
312100.0,8.739742102613779e-05
312200.0,8.739742102613796e-05
312300.0,8.739742102613791e-05
312400.0,8.739742102613777e-05
312500.0,8.739742102613796e-05
312600.0,8.739742102613791e-05
312700.0,8.739742102613781e-05
312800.0,8.739742102613793e-05
312900.0,8.739742102613791e-05
313000.0,8.739742102613777e-05
313100.0,8.739742102613798e-05
313200.0,8.739742102613791e-05
313300.0,8.739742102613777e-05
313400.0,8.739742102613796e-05
313500.0,8.73974210261379e-05
313600.0,8.739742102613777e-05
313700.0,8.739742102613798e-05
313800.0,8.73974210261379e-05
313900.0,8.739742102613776e-05
314000.0,8.739742102613799e-05
314100.0,8.739742102613791e-05
314200.0,8.739742102613777e-05
314300.0,8.739742102613796e-05
314400.0,8.739742102613791e-05
314500.0,8.739742102613776e-05
314600.0,8.739742102613796e-05
314700.0,8.739742102613791e-05
314800.0,8.739742102613779e-05
314900.0,8.739742102613798e-05
315000.0,8.739742102613791e-05
315100.0,8.739742102613776e-05
315200.0,8.739742102613795e-05
315300.0,8.73974210261379e-05
315400.0,8.739742102613779e-05
315500.0,8.739742102613798e-05
315600.0,8.73974210261379e-05
315700.0,8.739742102613779e-05
315800.0,8.739742102613796e-05
315900.0,8.739742102613791e-05
316000.0,8.739742102613777e-05
316100.0,8.739742102613796e-05
316200.0,8.73974210261379e-05
316300.0,8.739742102613779e-05
316400.0,8.739742102613796e-05
316500.0,8.739742102613791e-05
316600.0,8.739742102613779e-05
316700.0,8.739742102613795e-05
316800.0,8.73974210261379e-05
316900.0,8.739742102613777e-05
317000.0,8.739742102613798e-05
317100.0,8.739742102613788e-05
317200.0,8.739742102613777e-05
317300.0,8.739742102613795e-05
317400.0,8.739742102613791e-05
317500.0,8.739742102613781e-05
317600.0,8.739742102613795e-05
317700.0,8.73974210261379e-05
317800.0,8.739742102613779e-05
317900.0,8.739742102613793e-05
318000.0,8.739742102613788e-05
318100.0,8.739742102613777e-05
318200.0,8.739742102613798e-05
318300.0,8.739742102613788e-05
318400.0,8.739742102613777e-05
318500.0,8.739742102613795e-05
318600.0,8.739742102613791e-05
318700.0,8.739742102613781e-05
318800.0,8.739742102613795e-05
318900.0,8.739742102613791e-05
319000.0,8.739742102613777e-05
319100.0,8.739742102613795e-05
319200.0,8.739742102613791e-05
319300.0,8.739742102613781e-05
319400.0,8.739742102613793e-05
319500.0,8.739742102613791e-05
319600.0,8.739742102613777e-05
319700.0,8.739742102613796e-05
319800.0,8.739742102613791e-05
319900.0,8.739742102613777e-05
320000.0,8.739742102613793e-05
320100.0,8.739742102613791e-05
320200.0,8.739742102613779e-05
320300.0,8.739742102613795e-05
320400.0,8.739742102613791e-05
320500.0,8.739742102613779e-05
320600.0,8.739742102613795e-05
320700.0,8.739742102613791e-05
320800.0,8.739742102613779e-05
320900.0,8.739742102613795e-05
321000.0,8.739742102613791e-05
321100.0,8.739742102613779e-05
321200.0,8.739742102613795e-05
321300.0,8.739742102613791e-05
321400.0,8.739742102613776e-05
321500.0,8.739742102613796e-05
321600.0,8.739742102613791e-05
321700.0,8.739742102613779e-05
321800.0,8.739742102613798e-05
321900.0,8.73974210261379e-05
322000.0,8.739742102613777e-05
322100.0,8.739742102613796e-05
322200.0,8.739742102613791e-05
322300.0,8.739742102613777e-05
322400.0,8.739742102613796e-05
322500.0,8.739742102613791e-05
322600.0,8.739742102613781e-05
322700.0,8.739742102613795e-05
322800.0,8.739742102613791e-05
322900.0,8.739742102613776e-05
323000.0,8.739742102613796e-05
323100.0,8.739742102613791e-05
323200.0,8.739742102613779e-05
323300.0,8.739742102613798e-05
323400.0,8.73974210261379e-05
323500.0,8.739742102613777e-05
323600.0,8.739742102613796e-05
323700.0,8.739742102613791e-05
323800.0,8.739742102613779e-05
323900.0,8.739742102613795e-05
324000.0,8.73974210261379e-05
324100.0,8.739742102613779e-05
324200.0,8.739742102613795e-05
324300.0,8.73974210261379e-05
324400.0,8.739742102613779e-05
324500.0,8.739742102613795e-05
324600.0,8.73974210261379e-05
324700.0,8.739742102613779e-05
324800.0,8.739742102613793e-05
324900.0,8.73974210261379e-05
325000.0,8.739742102613781e-05
325100.0,8.739742102613773e-05
325200.0,8.739742102613793e-05
325300.0,8.739742102613791e-05
325400.0,8.739742102613779e-05
325500.0,8.739742102613796e-05
325600.0,8.739742102613791e-05
325700.0,8.739742102613781e-05
325800.0,8.739742102613793e-05
325900.0,8.739742102613791e-05
326000.0,8.739742102613777e-05
326100.0,8.739742102613795e-05
326200.0,8.739742102613791e-05
326300.0,8.739742102613777e-05
