M.D_b.Hplus Time [a],M.D_b.Hplus Hplus [mol/kg]
14.083333333333332,1.2238191706126967e-08
14.166666666666666,1.2238192515044275e-08
14.25,1.2238193329232211e-08
14.333333333333332,1.223819414868798e-08
14.416666666666666,1.2238194973408781e-08
14.5,1.2238195803391822e-08
14.583333333333332,1.2238196638634308e-08
14.666666666666666,1.2238197479133448e-08
14.75,1.2238198324886455e-08
14.833333333333332,1.2238199175890545e-08
14.916666666666666,1.2238200032142931e-08
15.0,1.2238200893640825e-08
15.083333333333332,1.223820176038144e-08
15.166666666666666,1.2238202632361994e-08
15.25,1.2238203509579715e-08
15.333333333333332,1.2238204392031816e-08
15.416666666666666,1.2238205279715517e-08
15.5,1.2238206172628044e-08
15.583333333333332,1.2238207070766618e-08
15.666666666666666,1.2238207974128462e-08
15.75,1.223820888271081e-08
15.833333333333332,1.2238209796510879e-08
15.916666666666666,1.2238210715525903e-08
16.0,1.2238211639753107e-08
16.083333333333332,1.2238212569189723e-08
16.166666666666664,1.2238213503492193e-08
16.25,1.2238214443251566e-08
16.333333333333332,1.2238215387209274e-08
16.416666666666664,1.2238216336268825e-08
16.5,1.2238217290304393e-08
16.583333333333332,1.2238218250721726e-08
16.666666666666664,1.2238219216514749e-08
16.75,1.2238220187184184e-08
16.833333333333332,1.2238221163295433e-08
16.916666666666664,1.2238222143590147e-08
17.0,1.2238223128967685e-08
17.083333333333332,1.2238224119302652e-08
17.166666666666664,1.223822511599561e-08
17.25,1.2238226118044261e-08
17.333333333333332,1.2238227124951195e-08
17.416666666666664,1.2238228137279702e-08
17.5,1.2238229153776115e-08
17.583333333333332,1.2238230175336454e-08
17.666666666666664,1.223823120183578e-08
17.75,1.2238232234669449e-08
17.833333333333332,1.223823327283889e-08
17.916666666666664,1.2238234315848538e-08
18.0,1.223823536425959e-08
18.083333333333332,1.2238236416823042e-08
18.166666666666664,1.2238237474431574e-08
18.25,1.2238238536960724e-08
18.333333333333332,1.2238239605800647e-08
18.416666666666664,1.2238240679956485e-08
18.5,1.2238241758934515e-08
18.583333333333332,1.2238242843293855e-08
18.666666666666664,1.2238243931790141e-08
18.75,1.2238245025312736e-08
18.833333333333332,1.2238246123737636e-08
18.916666666666664,1.223824722844982e-08
19.0,1.2238248338458138e-08
19.083333333333332,1.2238249453270703e-08
19.166666666666664,1.2238250573444547e-08
19.25,1.2238251697739935e-08
19.333333333333332,1.2238252827042918e-08
19.416666666666664,1.2238253961229955e-08
19.5,1.2238255101680881e-08
19.583333333333332,1.2238256247408225e-08
19.666666666666664,1.223825739792194e-08
19.75,1.2238258553776967e-08
19.833333333333332,1.22382597137382e-08
19.916666666666664,1.2238260878688389e-08
20.0,1.2238262048504451e-08
20.083333333333332,1.2238263224561088e-08
20.166666666666664,1.2238264405874496e-08
20.25,1.2238265591956453e-08
20.333333333333332,1.2238266783359847e-08
20.416666666666664,1.2238267978854163e-08
20.5,1.2238269179318858e-08
20.583333333333332,1.2238270384631315e-08
20.666666666666664,1.2238271596161112e-08
20.75,1.2238272812928114e-08
20.833333333333332,1.2238274034445905e-08
20.916666666666664,1.2238275261265314e-08
21.0,1.2238276492160411e-08
21.083333333333332,1.223827772800739e-08
21.166666666666664,1.2238278968684083e-08
21.25,1.2238280215554966e-08
21.333333333333332,1.2238281467643559e-08
21.416666666666664,1.2238282724465259e-08
21.5,1.2238283986568841e-08
21.583333333333332,1.223828525273294e-08
21.666666666666664,1.2238286523830487e-08
21.75,1.2238287799739765e-08
21.833333333333332,1.2238289081820175e-08
21.916666666666664,1.2238290369098865e-08
22.0,1.2238291661093038e-08
22.083333333333332,1.2238292958349429e-08
22.166666666666664,1.2238294259651215e-08
22.25,1.223829556586808e-08
22.333333333333332,1.2238296876878762e-08
22.416666666666664,1.22382981940376e-08
22.5,1.2238299516375368e-08
22.583333333333332,1.2238300843411062e-08
22.666666666666664,1.2238302175689386e-08
22.75,1.2238303511998044e-08
22.833333333333332,1.2238304853203484e-08
22.916666666666664,1.2238306199184896e-08
23.0,1.2238307551291573e-08
23.083333333333332,1.2238308908557894e-08
23.166666666666664,1.2238310270504657e-08
23.25,1.2238311637674525e-08
23.333333333333332,1.2238313008859719e-08
23.416666666666664,1.2238314384923457e-08
23.5,1.2238315765745382e-08
23.583333333333332,1.2238317152669761e-08
23.666666666666664,1.223831854473458e-08
23.75,1.223831994146241e-08
23.833333333333332,1.2238321343393905e-08
23.916666666666664,1.2238322749325778e-08
24.0,1.2238324160118029e-08
24.083333333333332,1.2238325575650747e-08
24.166666666666664,1.2238326997263199e-08
24.25,1.2238328423996954e-08
24.333333333333332,1.2238329855376355e-08
24.416666666666664,1.2238331291940035e-08
24.5,1.2238332732489203e-08
24.583333333333332,1.2238334177880654e-08
24.666666666666664,1.2238335627994925e-08
24.75,1.2238337084166296e-08
24.833333333333332,1.2238338545439894e-08
24.916666666666664,1.223834001134184e-08
25.0,1.2238341482408772e-08
25.083333333333332,1.2238342957446349e-08
25.166666666666664,1.2238344437308182e-08
25.25,1.2238345921875247e-08
25.333333333333332,1.2238347412476857e-08
25.416666666666664,1.2238348908161692e-08
25.5,1.2238350408457648e-08
25.583333333333332,1.2238351913899346e-08
25.666666666666664,1.2238353423296909e-08
25.75,1.2238354937500762e-08
25.833333333333332,1.223835645639233e-08
25.916666666666664,1.223835798129597e-08
26.0,1.223835951126391e-08
26.083333333333332,1.2238361045825795e-08
26.166666666666664,1.2238362585514272e-08
26.25,1.2238364129143876e-08
26.333333333333332,1.2238365677561875e-08
26.416666666666664,1.2238367230650132e-08
26.5,1.2238368789728078e-08
26.583333333333332,1.2238370353851467e-08
26.666666666666664,1.2238371922551696e-08
26.75,1.2238373496359423e-08
26.833333333333332,1.2238375074093599e-08
26.916666666666664,1.2238376656598342e-08
27.0,1.2238378243755955e-08
27.083333333333332,1.2238379836880948e-08
27.166666666666664,1.2238381435032595e-08
27.25,1.223838303774404e-08
27.333333333333332,1.2238384645543958e-08
27.416666666666664,1.2238386257255712e-08
27.5,1.2238387873720262e-08
27.583333333333332,1.2238389494820352e-08
27.666666666666664,1.22383911218656e-08
27.75,1.2238392753918783e-08
27.833333333333332,1.2238394390514778e-08
27.916666666666664,1.2238396032180301e-08
28.0,1.2238397677743089e-08
28.083333333333332,1.2238399328040976e-08
28.166666666666664,1.2238400982957145e-08
28.25,1.2238402643796333e-08
28.333333333333332,1.2238404309624802e-08
28.416666666666664,1.2238405979979169e-08
28.5,1.2238407655384187e-08
28.583333333333332,1.2238409334671957e-08
28.666666666666664,1.2238411018677191e-08
28.75,1.2238412707283507e-08
28.833333333333332,1.2238414401790781e-08
28.916666666666664,1.2238416101268753e-08
29.0,1.2238417805255761e-08
29.083333333333332,1.2238419514274603e-08
29.166666666666664,1.2238421227161735e-08
29.25,1.2238422944748765e-08
29.333333333333332,1.2238424666919739e-08
29.416666666666664,1.22384263949697e-08
29.5,1.2238428127971851e-08
29.583333333333332,1.2238429865466245e-08
29.666666666666664,1.2238431607973735e-08
29.75,1.2238433354335105e-08
29.833333333333332,1.2238435105378871e-08
29.916666666666664,1.2238436860989511e-08
30.0,1.2238438622457238e-08
30.083333333333332,1.2238440388858708e-08
30.166666666666664,1.2238442159735699e-08
30.25,1.2238443935607112e-08
30.333333333333332,1.223844571531806e-08
30.416666666666664,1.2238447499693962e-08
30.5,1.2238449288619725e-08
30.583333333333332,1.2238451083380757e-08
30.666666666666664,1.223845288305716e-08
30.75,1.2238454687192405e-08
30.833333333333332,1.2238456496303477e-08
30.916666666666664,1.223845830923978e-08
31.0,1.2238460126823657e-08
31.083333333333332,1.2238461948940447e-08
31.166666666666664,1.2238463776870775e-08
31.25,1.2238465609698158e-08
31.333333333333332,1.223846744696778e-08
31.416666666666664,1.2238469289194688e-08
31.5,1.223847113523258e-08
31.583333333333332,1.2238472985900743e-08
31.666666666666664,1.2238474841084937e-08
31.75,1.2238476702061011e-08
31.833333333333332,1.2238478567915905e-08
31.916666666666664,1.2238480438196487e-08
32.0,1.2238482313415893e-08
32.08333333333333,1.2238484192432089e-08
32.166666666666664,1.2238486075762292e-08
32.25,1.2238487963688709e-08
32.33333333333333,1.2238489856299225e-08
32.416666666666664,1.2238491753608052e-08
32.5,1.2238493655612008e-08
32.58333333333333,1.2238495562306578e-08
32.666666666666664,1.2238497473688328e-08
32.75,1.2238499389754485e-08
32.83333333333333,1.2238501310502512e-08
32.916666666666664,1.223850323592992e-08
33.0,1.2238505166034223e-08
33.08333333333333,1.2238507100812933e-08
33.166666666666664,1.2238509040263558e-08
33.25,1.2238510984383604e-08
33.33333333333333,1.2238512933170578e-08
33.416666666666664,1.2238514886621999e-08
33.5,1.2238516844735373e-08
33.58333333333333,1.2238518807508226e-08
33.666666666666664,1.223852077493807e-08
33.75,1.2238522747022412e-08
33.83333333333333,1.223852472375878e-08
33.916666666666664,1.2238526705144686e-08
34.0,1.2238528691177659e-08
34.08333333333333,1.223853068185522e-08
34.166666666666664,1.223853267717489e-08
34.25,1.2238534677134194e-08
34.33333333333333,1.223853668173066e-08
34.416666666666664,1.2238538690961817e-08
34.5,1.2238540704825191e-08
34.58333333333333,1.2238542723318317e-08
34.666666666666664,1.2238544746438724e-08
34.75,1.2238546774183945e-08
34.83333333333333,1.2238548806551518e-08
34.916666666666664,1.2238550843538978e-08
35.0,1.2238552885143857e-08
35.08333333333333,1.2238554931363691e-08
35.166666666666664,1.223855698219603e-08
35.25,1.2238559037638408e-08
35.33333333333333,1.2238561097688366e-08
35.416666666666664,1.2238563162343447e-08
35.5,1.2238565231601193e-08
35.58333333333333,1.2238567305459156e-08
35.666666666666664,1.2238569383914882e-08
35.75,1.2238571466965924e-08
35.83333333333333,1.2238573554609828e-08
35.916666666666664,1.2238575646844145e-08
36.0,1.2238577743666425e-08
36.08333333333333,1.2238579845074223e-08
36.166666666666664,1.223858195106509e-08
36.25,1.2238584061636593e-08
36.33333333333333,1.2238586176786281e-08
36.416666666666664,1.2238588296511714e-08
36.5,1.2238590420810453e-08
36.58333333333333,1.2238592549680063e-08
36.666666666666664,1.2238594683118107e-08
36.75,1.2238596821122146e-08
36.83333333333333,1.223859896368975e-08
36.916666666666664,1.2238601110818482e-08
37.0,1.223860326250591e-08
37.08333333333333,1.22386054187496e-08
37.166666666666664,1.2238607579547126e-08
37.25,1.2238609744896056e-08
37.33333333333333,1.2238611914793965e-08
37.416666666666664,1.2238614089238427e-08
37.5,1.2238616267859467e-08
37.58333333333333,1.2238618446314857e-08
37.666666666666664,1.2238620621121777e-08
37.75,1.2238622791110489e-08
37.83333333333333,1.2238624956567936e-08
37.916666666666664,1.2238627118559504e-08
38.0,1.2238629285655589e-08
38.08333333333333,1.2238631459591663e-08
38.166666666666664,1.2238633640943045e-08
38.25,1.223863582993306e-08
38.33333333333333,1.2238638026586798e-08
38.416666666666664,1.2238640230811598e-08
38.5,1.223864244244685e-08
38.58333333333333,1.2238644661296069e-08
38.666666666666664,1.2238646887147539e-08
38.75,1.2238649119787357e-08
38.83333333333333,1.2238651359007448e-08
38.916666666666664,1.2238653604610208e-08
39.0,1.2238655856411019e-08
39.08333333333333,1.2238658114239294e-08
39.166666666666664,1.2238660377938672e-08
39.25,1.223866264736663e-08
39.33333333333333,1.2238664922393798e-08
39.416666666666664,1.223866720290308e-08
39.5,1.2238669488788743e-08
39.58333333333333,1.2238671779955426e-08
39.666666666666664,1.2238674076317225e-08
39.75,1.2238676377796809e-08
39.83333333333333,1.223867868432459e-08
39.916666666666664,1.2238680995837942e-08
40.0,1.2238683312280531e-08
40.08333333333333,1.223868563360166e-08
40.166666666666664,1.2238687959755692e-08
40.25,1.2238690290701527e-08
40.33333333333333,1.2238692626402129e-08
40.416666666666664,1.2238694966824112e-08
40.5,1.2238697311937342e-08
40.58333333333333,1.2238699661714619e-08
40.666666666666664,1.2238702016131351e-08
40.75,1.223870437516529e-08
40.83333333333333,1.2238706738796273e-08
40.916666666666664,1.2238709107006037e-08
41.0,1.2238711479777969e-08
41.08333333333333,1.2238713857096968e-08
41.166666666666664,1.2238716238949283e-08
41.25,1.223871862532235e-08
41.33333333333333,1.2238721016204692e-08
41.416666666666664,1.2238723411585795e-08
41.5,1.2238725811456005e-08
41.58333333333333,1.2238728215806438e-08
41.666666666666664,1.223873062462889e-08
41.75,1.2238733037915776e-08
41.83333333333333,1.2238735455660073e-08
41.916666666666664,1.2238737877855247e-08
42.0,1.2238740304495197e-08
42.08333333333333,1.2238742735574234e-08
42.166666666666664,1.2238745171087011e-08
42.25,1.2238747611028508e-08
42.33333333333333,1.2238750055393977e-08
42.416666666666664,1.2238752504178925e-08
42.5,1.2238754957379091e-08
42.58333333333333,1.2238757414990414e-08
42.666666666666664,1.2238759877009017e-08
42.75,1.2238762343431187e-08
42.83333333333333,1.2238764814253352e-08
42.916666666666664,1.223876728947208e-08
43.0,1.2238769769084041e-08
43.08333333333333,1.2238772253086023e-08
43.166666666666664,1.2238774741474904e-08
43.25,1.2238777234247644e-08
43.33333333333333,1.223877973140128e-08
43.416666666666664,1.223878223293292e-08
43.5,1.2238784738839728e-08
43.58333333333333,1.2238787249118916e-08
43.666666666666664,1.2238789763767759e-08
43.75,1.223879228278357e-08
43.83333333333333,1.223879480616369e-08
43.916666666666664,1.2238797333905514e-08
44.0,1.2238799866006456e-08
44.08333333333333,1.223880240246396e-08
44.166666666666664,1.2238804943275501e-08
44.25,1.2238807488438569e-08
44.33333333333333,1.2238810037950681e-08
44.416666666666664,1.2238812591809374e-08
44.5,1.2238815150012194e-08
44.58333333333333,1.2238817712556707e-08
44.666666666666664,1.22388202794405e-08
44.75,1.2238822850661162e-08
44.83333333333333,1.2238825426216284e-08
44.916666666666664,1.223882800610349e-08
45.0,1.2238830590320405e-08
45.08333333333333,1.2238833178864656e-08
45.166666666666664,1.2238835771733879e-08
45.25,1.2238838368925714e-08
45.33333333333333,1.2238840970437822e-08
45.416666666666664,1.2238843576267852e-08
45.5,1.2238846186413471e-08
45.58333333333333,1.2238848800872346e-08
45.666666666666664,1.2238851419642145e-08
45.75,1.2238854042720553e-08
45.83333333333333,1.2238856670105245e-08
45.916666666666664,1.2238859301793903e-08
46.0,1.2238861937784218e-08
46.08333333333333,1.223886457807388e-08
46.166666666666664,1.2238867222660577e-08
46.25,1.2238869871542004e-08
46.33333333333333,1.2238872524715863e-08
46.416666666666664,1.223887518217985e-08
46.5,1.2238877843931672e-08
46.58333333333333,1.2238880509969028e-08
46.666666666666664,1.2238883180289628e-08
46.75,1.2238885854891182e-08
46.83333333333333,1.2238888533771403e-08
46.916666666666664,1.2238891216927993e-08
47.0,1.2238893904358683e-08
47.08333333333333,1.2238896596061176e-08
47.166666666666664,1.2238899292033199e-08
47.25,1.2238901992272464e-08
47.33333333333333,1.223890469677669e-08
47.416666666666664,1.2238907405543607e-08
47.5,1.2238910118570935e-08
47.58333333333333,1.2238912835856397e-08
47.666666666666664,1.2238915557397716e-08
47.75,1.2238918283192626e-08
47.83333333333333,1.2238921013238858e-08
47.916666666666664,1.223892374753414e-08
48.0,1.2238926486076205e-08
48.08333333333333,1.2238929228862787e-08
48.166666666666664,1.2238931975891615e-08
48.25,1.223893472716043e-08
48.33333333333333,1.2238937482666974e-08
48.416666666666664,1.2238940242408975e-08
48.5,1.2238943006384178e-08
48.58333333333333,1.2238945774590326e-08
48.666666666666664,1.2238948547025156e-08
48.75,1.2238951323686415e-08
48.83333333333333,1.2238954104571844e-08
48.916666666666664,1.2238956889679192e-08
49.0,1.2238959679006207e-08
49.08333333333333,1.223896247255064e-08
49.166666666666664,1.2238965270310238e-08
49.25,1.2238968072282752e-08
49.33333333333333,1.223897087846593e-08
49.416666666666664,1.2238973688857533e-08
49.5,1.2238976503455316e-08
49.58333333333333,1.2238979322257033e-08
49.666666666666664,1.223898214526043e-08
49.75,1.223898497246327e-08
49.83333333333333,1.2238987803863321e-08
49.916666666666664,1.2238990639458343e-08
50.0,1.2238993479246092e-08
50.08333333333333,1.2238996323224325e-08
50.166666666666664,1.2238999171390811e-08
50.25,1.2239002023743318e-08
50.33333333333333,1.2239004880279615e-08
50.416666666666664,1.2239007740997472e-08
50.5,1.2239010605894651e-08
50.58333333333333,1.2239013474968918e-08
50.666666666666664,1.2239016348218044e-08
50.75,1.2239019225639807e-08
50.83333333333333,1.2239022107231977e-08
50.916666666666664,1.2239024992992335e-08
51.0,1.2239027882918654e-08
51.08333333333333,1.223903077700871e-08
51.166666666666664,1.2239033675260279e-08
51.25,1.2239036577671146e-08
51.33333333333333,1.2239039484239093e-08
51.416666666666664,1.2239042394961896e-08
51.5,1.2239045309837336e-08
51.58333333333333,1.2239048228863197e-08
51.666666666666664,1.223905115203727e-08
51.75,1.2239054079357343e-08
51.83333333333333,1.2239057010821195e-08
51.916666666666664,1.223905994642662e-08
52.0,1.2239062886171404e-08
52.08333333333333,1.223906583005334e-08
52.166666666666664,1.2239068778070218e-08
52.25,1.2239071730219839e-08
52.33333333333333,1.2239074686499987e-08
52.416666666666664,1.2239077646908469e-08
52.5,1.2239080611443068e-08
52.58333333333333,1.2239083580101588e-08
52.666666666666664,1.2239086552881828e-08
52.75,1.223908952978159e-08
52.83333333333333,1.223909251079868e-08
52.916666666666664,1.2239095495930895e-08
53.0,1.2239098485176038e-08
53.08333333333333,1.2239101478531912e-08
53.166666666666664,1.2239104475996325e-08
53.25,1.2239107477567084e-08
53.33333333333333,1.2239110483241998e-08
53.416666666666664,1.2239113493018875e-08
53.5,1.2239116506895533e-08
53.58333333333333,1.2239119524869774e-08
53.666666666666664,1.223912254693941e-08
53.75,1.2239125573102264e-08
53.83333333333333,1.223912860335615e-08
53.916666666666664,1.223913163769888e-08
54.0,1.2239134676128273e-08
54.08333333333333,1.2239137718642153e-08
54.166666666666664,1.2239140765238337e-08
54.25,1.223914381591464e-08
54.33333333333333,1.2239146870668895e-08
54.416666666666664,1.2239149929498913e-08
54.5,1.2239152992402519e-08
54.58333333333333,1.2239156059377539e-08
54.666666666666664,1.2239159130421804e-08
54.75,1.2239162205533142e-08
54.83333333333333,1.2239165284709379e-08
54.916666666666664,1.2239168367948348e-08
55.0,1.2239171455247877e-08
55.08333333333333,1.2239174546605806e-08
55.166666666666664,1.2239177642019963e-08
55.25,1.2239180741488183e-08
55.33333333333333,1.2239183845008297e-08
55.416666666666664,1.223918695257815e-08
55.5,1.2239190064195584e-08
55.58333333333333,1.223919317985843e-08
55.666666666666664,1.2239196299564533e-08
55.75,1.2239199423311732e-08
55.83333333333333,1.2239202551097868e-08
55.916666666666664,1.2239205682920786e-08
56.0,1.2239208818778332e-08
56.08333333333333,1.2239211958668352e-08
56.166666666666664,1.2239215102588694e-08
56.25,1.2239218250537201e-08
56.33333333333333,1.2239221402511728e-08
56.416666666666664,1.223922455851012e-08
56.5,1.2239227718530235e-08
56.58333333333333,1.223923088256992e-08
56.666666666666664,1.223923405062703e-08
56.75,1.2239237222699423e-08
56.83333333333333,1.2239240398784958e-08
56.916666666666664,1.223924357888149e-08
57.0,1.2239246762986878e-08
57.08333333333333,1.2239249951098978e-08
57.166666666666664,1.223925314321565e-08
57.25,1.2239256339334754e-08
57.33333333333333,1.2239259539454157e-08
57.416666666666664,1.2239262743571715e-08
57.5,1.2239265951685305e-08
57.58333333333333,1.2239269163792794e-08
57.666666666666664,1.2239272379892037e-08
57.75,1.2239275599980917e-08
57.83333333333333,1.2239278824057298e-08
57.916666666666664,1.2239282052119049e-08
58.0,1.2239285284164039e-08
58.08333333333333,1.2239288520190148e-08
58.166666666666664,1.2239291760195245e-08
58.25,1.2239295004177205e-08
58.33333333333333,1.2239298252133904e-08
58.416666666666664,1.2239301504063223e-08
58.5,1.223930475996304e-08
58.58333333333333,1.2239308019831238e-08
58.666666666666664,1.2239311283665689e-08
58.75,1.2239314551464283e-08
58.83333333333333,1.2239317823224894e-08
58.916666666666664,1.2239321098945415e-08
59.0,1.2239324378623728e-08
59.08333333333333,1.2239327662257719e-08
59.166666666666664,1.2239330949845274e-08
59.25,1.2239334241384283e-08
59.33333333333333,1.2239337536872638e-08
59.416666666666664,1.2239340836308227e-08
59.5,1.2239344139688942e-08
59.58333333333333,1.2239347447012674e-08
59.666666666666664,1.2239350758277325e-08
59.75,1.2239354073480785e-08
59.83333333333333,1.2239357392620951e-08
59.916666666666664,1.2239360715695721e-08
60.0,1.223936404270299e-08
60.08333333333333,1.2239367373640662e-08
60.166666666666664,1.2239370708506636e-08
60.25,1.2239374047298814e-08
60.33333333333333,1.2239377390015097e-08
60.416666666666664,1.2239380736653392e-08
60.5,1.2239384087211604e-08
60.58333333333333,1.2239387441687635e-08
60.666666666666664,1.2239390800079398e-08
60.75,1.2239394162384803e-08
60.83333333333333,1.2239397528601752e-08
60.916666666666664,1.2239400898728162e-08
61.0,1.2239404272761943e-08
61.08333333333333,1.2239407650701009e-08
61.166666666666664,1.2239411032543272e-08
61.25,1.2239414418286652e-08
61.33333333333333,1.2239417807929064e-08
61.416666666666664,1.2239421201468426e-08
61.5,1.2239424598902648e-08
61.58333333333333,1.2239428000229654e-08
61.666666666666664,1.2239431405447368e-08
61.75,1.2239434814553711e-08
61.83333333333333,1.2239438227546605e-08
61.916666666666664,1.2239441644423971e-08
62.0,1.2239445065183736e-08
62.08333333333333,1.2239448489823821e-08
62.166666666666664,1.223945191834216e-08
62.25,1.2239455350736679e-08
