M.D_b.Hplus Time [a],M.D_b.Hplus Hplus [mol/kg]
764.5833333333333,1.230770409445092e-08
764.6666666666666,1.2307712622403635e-08
764.75,1.2307721150355089e-08
764.8333333333333,1.2307729678305231e-08
764.9166666666666,1.2307738206254013e-08
765.0,1.2307746734201388e-08
765.0833333333333,1.2307755262147307e-08
765.1666666666666,1.2307763790091719e-08
765.25,1.2307772318034573e-08
765.3333333333333,1.2307780845975833e-08
765.4166666666666,1.2307789373915441e-08
765.5,1.2307797901853356e-08
765.5833333333333,1.2307806429789528e-08
765.6666666666666,1.230781495772391e-08
765.75,1.2307823485656462e-08
765.8333333333333,1.2307832013587133e-08
765.9166666666666,1.2307840541515871e-08
766.0,1.2307849069442638e-08
766.0833333333333,1.2307857597367383e-08
766.1666666666666,1.230786612529005e-08
766.25,1.2307874653210598e-08
766.3333333333333,1.2307883181128975e-08
766.4166666666666,1.2307891709045144e-08
766.5,1.2307900236959056e-08
766.5833333333333,1.2307908764870658e-08
766.6666666666666,1.230791729277991e-08
766.75,1.2307925820686763e-08
766.8333333333333,1.2307934348591167e-08
766.9166666666666,1.2307942876493087e-08
767.0,1.2307951404392466e-08
767.0833333333333,1.2307959932289255e-08
767.1666666666666,1.2307968460183408e-08
767.25,1.230797698807489e-08
767.3333333333333,1.2307985515963643e-08
767.4166666666666,1.2307994043849628e-08
767.5,1.2308002571732791e-08
767.5833333333333,1.230801109961309e-08
767.6666666666666,1.2308019627490482e-08
767.75,1.2308028155364918e-08
767.8333333333333,1.2308036683236346e-08
767.9166666666666,1.2308045211104729e-08
768.0,1.2308053738970016e-08
768.0833333333333,1.230806226683216e-08
768.1666666666666,1.2308070794691118e-08
768.25,1.2308079322546836e-08
768.3333333333333,1.2308087850399278e-08
768.4166666666666,1.2308096378248395e-08
768.5,1.2308104906094138e-08
768.5833333333333,1.2308113433936463e-08
768.6666666666666,1.2308121961775321e-08
768.75,1.2308130489610671e-08
768.8333333333333,1.230813901744247e-08
768.9166666666666,1.2308147545270664e-08
769.0,1.230815607309521e-08
769.0833333333333,1.2308164600916062e-08
769.1666666666666,1.2308173128733183e-08
769.25,1.2308181656546522e-08
769.3333333333333,1.2308190184356029e-08
769.4166666666666,1.2308198712161657e-08
769.5,1.230820723996336e-08
769.5833333333333,1.2308215767761097e-08
769.6666666666666,1.2308224295554821e-08
769.75,1.230823282334449e-08
769.8333333333333,1.2308241351130063e-08
769.9166666666666,1.2308249878911489e-08
770.0,1.2308258406688724e-08
770.0833333333333,1.2308266934461717e-08
770.1666666666666,1.230827546223043e-08
770.25,1.2308283989994812e-08
770.3333333333333,1.2308292517754824e-08
770.4166666666666,1.2308301045510419e-08
770.5,1.2308309573261547e-08
770.5833333333333,1.230831810100817e-08
770.6666666666666,1.2308326628750245e-08
770.75,1.230833515648772e-08
770.8333333333333,1.2308343684220546e-08
770.9166666666666,1.2308352211948683e-08
771.0,1.230836073967209e-08
771.0833333333333,1.2308369267390719e-08
771.1666666666666,1.2308377795104522e-08
771.25,1.2308386322813457e-08
771.3333333333333,1.2308394850517482e-08
771.4166666666666,1.2308403378216552e-08
771.5,1.2308411905910616e-08
771.5833333333333,1.2308420433599632e-08
771.6666666666666,1.2308428961283556e-08
771.75,1.230843748896234e-08
771.8333333333333,1.230844601663595e-08
771.9166666666666,1.2308454544304332e-08
772.0,1.2308463071967447e-08
772.0833333333333,1.2308471599625247e-08
772.1666666666666,1.2308480127277691e-08
772.25,1.2308488654924732e-08
772.3333333333333,1.2308497182566325e-08
772.4166666666666,1.2308505710202428e-08
772.5,1.2308514237833e-08
772.5833333333333,1.2308522765457991e-08
772.6666666666666,1.2308531293077354e-08
772.75,1.2308539820691048e-08
772.8333333333333,1.2308548348299032e-08
772.9166666666666,1.2308556875901261e-08
773.0,1.2308565403497685e-08
773.0833333333333,1.2308573931088263e-08
773.1666666666666,1.2308582458672954e-08
773.25,1.2308590986251712e-08
773.3333333333333,1.2308599513824492e-08
773.4166666666666,1.230860804139125e-08
773.5,1.230861656895195e-08
773.5833333333333,1.2308625096506544e-08
773.6666666666666,1.2308633624054983e-08
773.75,1.230864215159723e-08
773.8333333333333,1.2308650679133232e-08
773.9166666666666,1.230865920666295e-08
774.0,1.2308667734186342e-08
774.0833333333333,1.2308676261703366e-08
774.1666666666666,1.2308684789213972e-08
774.25,1.2308693316718124e-08
774.3333333333333,1.2308701844215775e-08
774.4166666666666,1.2308710371706886e-08
774.5,1.2308718899191409e-08
774.5833333333333,1.23087274266693e-08
774.6666666666666,1.2308735954140513e-08
774.75,1.230874448160501e-08
774.8333333333333,1.2308753009062743e-08
774.9166666666666,1.2308761536513671e-08
775.0,1.2308770063957751e-08
775.0833333333333,1.2308778591394938e-08
775.1666666666666,1.2308787118825191e-08
775.25,1.2308795646248468e-08
775.3333333333333,1.230880417366472e-08
775.4166666666666,1.2308812701073907e-08
775.5,1.2308821228475991e-08
775.5833333333333,1.2308829755870923e-08
775.6666666666666,1.2308838283258661e-08
775.75,1.2308846810639168e-08
775.8333333333333,1.2308855338012395e-08
775.9166666666666,1.2308863865378295e-08
776.0,1.2308872392736835e-08
776.0833333333333,1.2308880920087967e-08
776.1666666666666,1.2308889447431642e-08
776.25,1.2308897974767823e-08
776.3333333333333,1.2308906502096467e-08
776.4166666666666,1.2308915029417528e-08
776.5,1.2308923556730966e-08
776.5833333333333,1.2308932084036735e-08
776.6666666666666,1.2308940611334795e-08
776.75,1.2308949138625104e-08
776.8333333333333,1.2308957665907621e-08
776.9166666666666,1.2308966193010675e-08
777.0,1.2308974719880212e-08
777.0833333333333,1.2308983246521517e-08
777.1666666666666,1.2308991772953749e-08
777.25,1.2309000299197264e-08
777.3333333333333,1.2309008825270914e-08
777.4166666666666,1.2309017351191702e-08
777.5,1.2309025876974853e-08
777.5833333333333,1.2309034402633989e-08
777.6666666666666,1.2309042928181297e-08
777.75,1.2309051453627667e-08
777.8333333333333,1.2309059978982848e-08
777.9166666666666,1.2309068504255551e-08
778.0,1.2309077029453565e-08
778.0833333333333,1.2309085554583854e-08
778.1666666666666,1.2309094079652637e-08
778.25,1.2309102604665488e-08
778.3333333333333,1.2309111129627375e-08
778.4166666666666,1.2309119654542754e-08
778.5,1.23091281794156e-08
778.5833333333333,1.230913670424946e-08
778.6666666666666,1.2309145229047502e-08
778.75,1.2309153753812563e-08
778.8333333333333,1.2309162278547175e-08
778.9166666666666,1.2309170803253594e-08
779.0,1.2309179327933842e-08
779.0833333333333,1.2309187852589718e-08
779.1666666666666,1.2309196377222825e-08
779.25,1.2309204901834596e-08
779.3333333333333,1.2309213426426301e-08
779.4166666666666,1.2309221950999092e-08
779.5,1.2309230475553981e-08
779.5833333333333,1.2309239000091868e-08
779.6666666666666,1.2309247522150602e-08
779.75,1.2309256039484998e-08
779.8333333333333,1.2309264550723065e-08
779.9166666666666,1.2309273055204652e-08
780.0,1.2309281552750553e-08
780.0833333333333,1.2309290043484982e-08
780.1666666666666,1.2309298527713317e-08
780.25,1.230930700584093e-08
780.3333333333333,1.2309315478320325e-08
780.4166666666666,1.2309323945617367e-08
780.5,1.2309332408190317e-08
780.5833333333333,1.2309340866477335e-08
780.6666666666666,1.2309349320889575e-08
780.75,1.230935777180787e-08
780.8333333333333,1.2309366219581784e-08
780.9166666666666,1.2309374664530049e-08
781.0,1.2309383106941893e-08
781.0833333333333,1.2309391547078851e-08
781.1666666666666,1.2309399985176773e-08
781.25,1.2309408421447949e-08
781.3333333333333,1.2309416856083167e-08
781.4166666666666,1.2309425289253691e-08
781.5,1.2309433721113149e-08
781.5833333333333,1.2309442151799246e-08
781.6666666666666,1.2309450581435361e-08
781.75,1.2309459010131997e-08
781.8333333333333,1.2309467437988079e-08
781.9166666666666,1.230947586509219e-08
782.0,1.2309484291523588e-08
782.0833333333333,1.230949271735322e-08
782.1666666666666,1.2309501142644566e-08
782.25,1.2309509567454426e-08
782.3333333333333,1.2309517991833607e-08
782.4166666666666,1.2309526415827583e-08
782.5,1.2309534839477009e-08
782.5833333333333,1.2309543262818272e-08
782.6666666666666,1.2309551685883925e-08
782.75,1.2309560108703076e-08
782.8333333333333,1.2309568531301766e-08
782.9166666666666,1.230957695370328e-08
783.0,1.2309585375928463e-08
783.0833333333333,1.230959379799594e-08
783.1666666666666,1.2309602219922377e-08
783.25,1.230961064172267e-08
783.3333333333333,1.2309619063410149e-08
783.4166666666666,1.2309627484996727e-08
783.5,1.2309635906493066e-08
783.5833333333333,1.2309644327908692e-08
783.6666666666666,1.2309652749252111e-08
783.75,1.2309661170530948e-08
783.8333333333333,1.2309669591752008e-08
783.9166666666666,1.2309678012921372e-08
784.0,1.2309686434044481e-08
784.0833333333333,1.2309694855126192e-08
784.1666666666666,1.2309703276170843e-08
784.25,1.2309711697182315e-08
784.3333333333333,1.2309720118164078e-08
784.4166666666666,1.2309728539119216e-08
784.5,1.2309736960050498e-08
784.5833333333333,1.2309745380960387e-08
784.6666666666666,1.2309753801851085e-08
784.75,1.2309762222724553e-08
784.8333333333333,1.2309770643582542e-08
784.9166666666666,1.2309779064426613e-08
785.0,1.2309787485258153e-08
785.0833333333333,1.2309795906078411e-08
785.1666666666666,1.2309804326888483e-08
785.25,1.230981274768935e-08
785.3333333333333,1.2309821168481884e-08
785.4166666666666,1.2309829589266863e-08
785.5,1.2309838010044969e-08
785.5833333333333,1.2309846430816817e-08
785.6666666666666,1.2309854851582946e-08
785.75,1.2309863272343828e-08
785.8333333333333,1.2309871693099889e-08
785.9166666666666,1.2309880113851502e-08
786.0,1.2309888534598998e-08
786.0833333333333,1.2309896955342659e-08
786.1666666666666,1.2309905376082745e-08
786.25,1.2309913796819469e-08
786.3333333333333,1.2309922217553026e-08
786.4166666666666,1.2309930638283578e-08
786.5,1.2309939059011271e-08
786.5833333333333,1.2309947479736228e-08
786.6666666666666,1.2309955900458559e-08
786.75,1.2309964321178344e-08
786.8333333333333,1.2309972741895661e-08
786.9166666666666,1.2309981162610567e-08
787.0,1.2309989583323115e-08
787.0833333333333,1.2309998004033343e-08
787.1666666666666,1.2310006424741274e-08
787.25,1.2310014845446931e-08
787.3333333333333,1.2310023266150328e-08
787.4166666666666,1.2310031686851475e-08
787.5,1.2310040107550373e-08
787.5833333333333,1.231004852824701e-08
787.6666666666666,1.2310056948941382e-08
787.75,1.2310065369633478e-08
787.8333333333333,1.2310073790323277e-08
787.9166666666666,1.2310082211010747e-08
788.0,1.2310090631695883e-08
788.0833333333333,1.2310099052378647e-08
788.1666666666666,1.2310107473059014e-08
788.25,1.231011589373695e-08
788.3333333333333,1.2310124314412425e-08
788.4166666666666,1.23101327350854e-08
788.5,1.231014115575584e-08
788.5833333333333,1.2310149576423707e-08
788.6666666666666,1.2310157997088961e-08
788.75,1.231016641775156e-08
788.8333333333333,1.2310174838411472e-08
788.9166666666666,1.231018325906865e-08
789.0,1.231019167972305e-08
789.0833333333333,1.231020010037463e-08
789.1666666666666,1.2310208521023347e-08
789.25,1.2310216941669153e-08
789.3333333333333,1.2310225362312002e-08
789.4166666666666,1.231023378295185e-08
789.5,1.2310242203588647e-08
789.5833333333333,1.2310250624222354e-08
789.6666666666666,1.2310259044852926e-08
789.75,1.2310267465480309e-08
789.8333333333333,1.2310275886104465e-08
789.9166666666666,1.2310284306725336e-08
790.0,1.2310292727342887e-08
790.0833333333333,1.2310301147957067e-08
790.1666666666666,1.2310309568567828e-08
790.25,1.2310317989175117e-08
790.3333333333333,1.2310326409778892e-08
790.4166666666666,1.23103348303791e-08
790.5,1.2310343250975694e-08
790.5833333333333,1.231035167156863e-08
790.6666666666666,1.2310360092157854e-08
790.75,1.2310368512743332e-08
790.8333333333333,1.2310376933325004e-08
790.9166666666666,1.2310385353902827e-08
791.0,1.2310393774476754e-08
791.0833333333333,1.2310402195046735e-08
791.1666666666666,1.2310410615612719e-08
791.25,1.2310419036174662e-08
791.3333333333333,1.2310427456732518e-08
791.4166666666666,1.2310435877286245e-08
791.5,1.231044429783579e-08
791.5833333333333,1.2310452718381102e-08
791.6666666666666,1.2310461138922135e-08
791.75,1.2310469559458839e-08
791.8333333333333,1.2310477979991165e-08
791.9166666666666,1.2310486400519074e-08
792.0,1.2310494821042518e-08
792.0833333333333,1.2310503241561439e-08
792.1666666666666,1.23105116620758e-08
792.25,1.2310520082585545e-08
792.3333333333333,1.231052850309063e-08
792.4166666666666,1.2310536923591009e-08
792.5,1.2310545344086636e-08
792.5833333333333,1.2310553764577466e-08
792.6666666666666,1.2310562185063445e-08
792.75,1.2310570605544534e-08
792.8333333333333,1.2310579026020675e-08
792.9166666666666,1.2310587446491828e-08
793.0,1.2310595866957937e-08
793.0833333333333,1.2310604287418965e-08
793.1666666666666,1.2310612707874863e-08
793.25,1.2310621128325581e-08
793.3333333333333,1.2310629548771076e-08
793.4166666666666,1.2310637969211303e-08
793.5,1.2310646389646208e-08
793.5833333333333,1.231065481007575e-08
793.6666666666666,1.2310663230499883e-08
793.75,1.2310671650918555e-08
793.8333333333333,1.2310680071331726e-08
793.9166666666666,1.2310688491739348e-08
794.0,1.2310696912141371e-08
794.0833333333333,1.2310705332537754e-08
794.1666666666666,1.2310713752928447e-08
794.25,1.2310722173313407e-08
794.3333333333333,1.231073059369259e-08
794.4166666666666,1.231073901406594e-08
794.5,1.2310747434433417e-08
794.5833333333333,1.2310755854794965e-08
794.6666666666666,1.2310764275150546e-08
794.75,1.2310772695500118e-08
794.8333333333333,1.231078111584363e-08
794.9166666666666,1.2310789536181041e-08
795.0,1.2310797956512303e-08
795.0833333333333,1.2310806376837366e-08
795.1666666666666,1.2310814797156185e-08
795.25,1.2310823217468721e-08
795.3333333333333,1.2310831637774926e-08
795.4166666666666,1.2310840058074752e-08
795.5,1.2310848478368152e-08
795.5833333333333,1.231085689865508e-08
795.6666666666666,1.2310865318935501e-08
795.75,1.2310873739209358e-08
795.8333333333333,1.2310882159476614e-08
795.9166666666666,1.2310890579737217e-08
796.0,1.2310898999991124e-08
796.0833333333333,1.2310907420238288e-08
796.1666666666666,1.2310915840478667e-08
796.25,1.2310924260712216e-08
796.3333333333333,1.2310932680938885e-08
796.4166666666666,1.231094110115864e-08
796.5,1.2310949521371423e-08
796.5833333333333,1.2310957941577195e-08
796.6666666666666,1.2310966361775914e-08
796.75,1.2310974781967523e-08
796.8333333333333,1.2310983202151985e-08
796.9166666666666,1.2310991622329252e-08
797.0,1.2311000042499286e-08
797.0833333333333,1.2311008462662041e-08
797.1666666666666,1.231101688281747e-08
797.25,1.2311025302965533e-08
797.3333333333333,1.2311033723106181e-08
797.4166666666666,1.2311042143239363e-08
797.5,1.2311050563365046e-08
797.5833333333333,1.2311058983483181e-08
797.6666666666666,1.2311067403593726e-08
797.75,1.2311075823696631e-08
797.8333333333333,1.2311084243791859e-08
797.9166666666666,1.2311092663879362e-08
798.0,1.2311101083959088e-08
798.0833333333333,1.2311109504031005e-08
798.1666666666666,1.2311117924095065e-08
798.25,1.2311126344151224e-08
798.3333333333333,1.2311134764199433e-08
798.4166666666666,1.2311143184239653e-08
798.5,1.2311151604271842e-08
798.5833333333333,1.231116002429595e-08
798.6666666666666,1.2311168444311932e-08
798.75,1.2311176864319747e-08
798.8333333333333,1.2311185284319349e-08
798.9166666666666,1.2311193704310692e-08
799.0,1.2311202124293739e-08
799.0833333333333,1.2311210544268448e-08
799.1666666666666,1.2311218964234769e-08
799.25,1.2311227384192661e-08
799.3333333333333,1.2311235804142078e-08
799.4166666666666,1.2311244224082977e-08
799.5,1.231125264401532e-08
799.5833333333333,1.2311261063939069e-08
799.6666666666666,1.2311269483854164e-08
799.75,1.2311277903760571e-08
799.8333333333333,1.2311286323658248e-08
799.9166666666666,1.231129474354715e-08
800.0,1.231130316342723e-08
800.0833333333333,1.2311311583298451e-08
800.1666666666666,1.2311320003160764e-08
800.25,1.2311328423014122e-08
800.3333333333333,1.2311336842858486e-08
800.4166666666666,1.2311345262693813e-08
800.5,1.2311353682520064e-08
800.5833333333333,1.2311362102337199e-08
800.6666666666666,1.2311370522145166e-08
800.75,1.231137894194393e-08
800.8333333333333,1.2311387361733442e-08
800.9166666666666,1.231139578151366e-08
801.0,1.2311404201284545e-08
801.0833333333333,1.231141262104605e-08
801.1666666666666,1.2311421040798133e-08
801.25,1.2311429460540757e-08
801.3333333333333,1.2311437880273874e-08
801.4166666666666,1.231144629999744e-08
801.5,1.2311454719711417e-08
801.5833333333333,1.2311463139415757e-08
801.6666666666666,1.2311471559110418e-08
801.75,1.2311479978795357e-08
801.8333333333333,1.2311488398470537e-08
801.9166666666666,1.2311496818135915e-08
802.0,1.2311505237791446e-08
802.0833333333333,1.231151365743709e-08
802.1666666666666,1.2311522077072798e-08
802.25,1.2311530496698534e-08
802.3333333333333,1.2311538916314256e-08
802.4166666666666,1.2311547335919925e-08
802.5,1.2311555755515491e-08
802.5833333333333,1.2311564175100915e-08
802.6666666666666,1.231157259467615e-08
802.75,1.231158101424116e-08
802.8333333333333,1.2311589433795901e-08
802.9166666666666,1.2311597853340325e-08
803.0,1.2311606272874403e-08
803.0833333333333,1.231161469239808e-08
803.1666666666666,1.2311623111911323e-08
803.25,1.2311631531414088e-08
803.3333333333333,1.2311639950906332e-08
803.4166666666666,1.2311648370388013e-08
803.5,1.231165678985909e-08
803.5833333333333,1.2311665209319523e-08
803.6666666666666,1.2311673628769269e-08
803.75,1.2311682048208287e-08
803.8333333333333,1.2311690467636532e-08
803.9166666666666,1.2311698887053963e-08
804.0,1.2311707306460544e-08
804.0833333333333,1.231171572585623e-08
804.1666666666666,1.231172414524098e-08
804.25,1.231173256461475e-08
804.3333333333333,1.2311740983977506e-08
804.4166666666666,1.2311749403329201e-08
804.5,1.2311757822669793e-08
804.5833333333333,1.2311766241999243e-08
804.6666666666666,1.2311774661317505e-08
804.75,1.2311783080452945e-08
804.8333333333333,1.2311791499351515e-08
804.9166666666666,1.2311799918018492e-08
805.0,1.231180833647304e-08
805.0833333333333,1.2311816754735508e-08
805.1666666666666,1.2311825172824761e-08
805.25,1.231183359075779e-08
805.3333333333333,1.231184200854982e-08
805.4166666666666,1.2311850426214477e-08
805.5,1.2311858843763935e-08
805.5833333333333,1.2311867261209098e-08
805.6666666666666,1.2311875678559708e-08
805.75,1.2311884095824477e-08
805.8333333333333,1.2311892513011189e-08
805.9166666666666,1.2311900930126817e-08
806.0,1.231190934717758e-08
806.0833333333333,1.2311917764169054e-08
806.1666666666666,1.2311926181106206e-08
806.25,1.2311934597993492e-08
806.3333333333333,1.2311943014834882e-08
806.4166666666666,1.231195143163393e-08
806.5,1.2311959848393803e-08
806.5833333333333,1.2311968265117345e-08
806.6666666666666,1.2311976681807083e-08
806.75,1.2311985098465279e-08
806.8333333333333,1.2311993515093953e-08
806.9166666666666,1.2312001931694901e-08
807.0,1.2312010348269732e-08
807.0833333333333,1.2312018764819882e-08
807.1666666666666,1.2312027181346634e-08
807.25,1.2312035597851122e-08
807.3333333333333,1.2312044014334357e-08
807.4166666666666,1.231205243079725e-08
807.5,1.2312060847240598e-08
807.5833333333333,1.231206926366513e-08
807.6666666666666,1.2312077680071472e-08
807.75,1.2312086096460189e-08
807.8333333333333,1.2312094512831787e-08
807.9166666666666,1.2312102929186702e-08
808.0,1.2312111345525333e-08
808.0833333333333,1.2312119761848026e-08
808.1666666666666,1.2312128178155087e-08
808.25,1.2312136594446794e-08
808.3333333333333,1.2312145010723379e-08
808.4166666666666,1.2312153426985043e-08
808.5,1.2312161843231968e-08
808.5833333333333,1.2312170259464318e-08
808.6666666666666,1.2312178675682237e-08
808.75,1.2312187091885833e-08
808.8333333333333,1.231219550807521e-08
808.9166666666666,1.2312203924250469e-08
809.0,1.231221234041167e-08
809.0833333333333,1.2312220756558874e-08
809.1666666666666,1.2312229172692139e-08
809.25,1.2312237588811503e-08
809.3333333333333,1.2312246004917003e-08
809.4166666666666,1.231225442100866e-08
809.5,1.2312262837086496e-08
809.5833333333333,1.2312271253150522e-08
809.6666666666666,1.2312279669200743e-08
809.75,1.2312288085237163e-08
809.8333333333333,1.2312296501259783e-08
809.9166666666666,1.2312304917268594e-08
810.0,1.2312313333263586e-08
810.0833333333333,1.2312321749244742e-08
810.1666666666666,1.231233016521205e-08
810.25,1.2312338581165498e-08
810.3333333333333,1.2312346997105064e-08
810.4166666666666,1.2312355413030727e-08
810.5,1.2312363828942454e-08
810.5833333333333,1.2312372244840216e-08
810.6666666666666,1.2312380660723999e-08
810.75,1.2312389076593768e-08
810.8333333333333,1.231239749244949e-08
810.9166666666666,1.2312405908291144e-08
811.0,1.2312414324118693e-08
811.0833333333333,1.231242273993211e-08
811.1666666666666,1.231243115573136e-08
811.25,1.2312439571516404e-08
811.3333333333333,1.231244798728721e-08
811.4166666666666,1.2312456403043751e-08
811.5,1.2312464818785977e-08
811.5833333333333,1.2312473234513865e-08
811.6666666666666,1.231248165022737e-08
811.75,1.2312490065926467e-08
811.8333333333333,1.2312498481611113e-08
811.9166666666666,1.2312506897281273e-08
812.0,1.2312515312936913e-08
812.0833333333333,1.2312523728577998e-08
812.1666666666666,1.2312532144204476e-08
812.25,1.2312540559816317e-08
812.3333333333333,1.2312548975413487e-08
812.4166666666666,1.2312557390995952e-08
812.5,1.2312565806563666e-08
812.5833333333333,1.2312574222116597e-08
812.6666666666666,1.2312582637654706e-08
812.75,1.2312591053177957e-08
812.8333333333333,1.2312599468686306e-08
812.9166666666666,1.2312607884179716e-08
813.0,1.2312616299658152e-08
813.0833333333333,1.2312624715121575e-08
813.1666666666666,1.231263313056995e-08
813.25,1.2312641546003237e-08
813.3333333333333,1.2312649961421398e-08
813.4166666666666,1.231265837682439e-08
813.5,1.2312666792212184e-08
813.5833333333333,1.231267520758474e-08
813.6666666666666,1.2312683622942016e-08
813.75,1.2312692038283972e-08
813.8333333333333,1.2312700453610573e-08
813.9166666666666,1.231270886892178e-08
814.0,1.2312717281754101e-08
814.0833333333333,1.2312725689860221e-08
814.1666666666666,1.2312734091866908e-08
814.25,1.2312742487113207e-08
814.3333333333333,1.2312750875419363e-08
814.4166666666666,1.2312759256909166e-08
814.5,1.2312767631887698e-08
814.5833333333333,1.2312776000760102e-08
814.6666666666666,1.2312784363978705e-08
814.75,1.2312792722009237e-08
814.8333333333333,1.2312801075309837e-08
814.9166666666666,1.231280942431859e-08
815.0,1.2312817769446583e-08
815.0833333333333,1.2312826111074602e-08
815.1666666666666,1.2312834449552148e-08
815.25,1.2312842785197918e-08
815.3333333333333,1.2312851118301124e-08
815.4166666666666,1.2312859449123264e-08
815.5,1.2312867777900173e-08
815.5833333333333,1.2312876104844115e-08
815.6666666666666,1.231288443014586e-08
815.75,1.2312892753976673e-08
815.8333333333333,1.2312901076490166e-08
815.9166666666666,1.2312909397824035e-08
816.0,1.231291771810166e-08
816.0833333333333,1.2312926037433526e-08
816.1666666666666,1.2312934355918585e-08
816.25,1.231294267364539e-08
816.3333333333333,1.2312950990693217e-08
816.4166666666666,1.2312959307133004e-08
816.5,1.2312967623028236e-08
816.5833333333333,1.2312975938435705e-08
816.6666666666666,1.231298425340623e-08
816.75,1.2312992567985275e-08
816.8333333333333,1.2313000882213512e-08
816.9166666666666,1.2313009196127333e-08
817.0,1.2313017509759274e-08
817.0833333333333,1.2313025823138458e-08
817.1666666666666,1.2313034136290923e-08
817.25,1.231304244923997e-08
817.3333333333333,1.2313050762006435e-08
817.4166666666666,1.2313059074608951e-08
817.5,1.2313067387064185e-08
817.5833333333333,1.2313075699387041e-08
817.6666666666666,1.2313084011590845e-08
817.75,1.2313092323687525e-08
817.8333333333333,1.231310063568774e-08
817.9166666666666,1.2313108947601016e-08
818.0,1.2313117259435872e-08
818.0833333333333,1.2313125571199931e-08
818.1666666666666,1.2313133882900002e-08
818.25,1.2313142194542166e-08
818.3333333333333,1.2313150506131868e-08
818.4166666666666,1.2313158817673973e-08
818.5,1.2313167129172827e-08
818.5833333333333,1.2313175440632315e-08
818.6666666666666,1.2313183752055907e-08
818.75,1.2313192063446693e-08
818.8333333333333,1.231320037480744e-08
818.9166666666666,1.2313208686140621e-08
819.0,1.2313216997448438e-08
819.0833333333333,1.2313225308732853e-08
819.1666666666666,1.2313233619995626e-08
819.25,1.2313241931238324e-08
819.3333333333333,1.2313250242462334e-08
819.4166666666666,1.2313258553668908e-08
819.5,1.2313266864859142e-08
819.5833333333333,1.2313275176034029e-08
819.6666666666666,1.231328348719444e-08
819.75,1.2313291798341163e-08
819.8333333333333,1.2313300109474883e-08
819.9166666666666,1.2313308420596206e-08
820.0,1.2313316731705686e-08
820.0833333333333,1.2313325042803806e-08
820.1666666666666,1.2313333353890985e-08
820.25,1.2313341664967601e-08
820.3333333333333,1.2313349976033988e-08
820.4166666666666,1.2313358287090436e-08
820.5,1.2313366598137204e-08
820.5833333333333,1.2313374909174506e-08
820.6666666666666,1.2313383220202545e-08
820.75,1.2313391531221487e-08
820.8333333333333,1.2313399842231482e-08
820.9166666666666,1.2313408153232653e-08
821.0,1.2313416464225108e-08
821.0833333333333,1.2313424775208944e-08
821.1666666666666,1.2313433086184232e-08
821.25,1.2313441397151037e-08
821.3333333333333,1.231344970810942e-08
821.4166666666666,1.2313458019059414e-08
821.5,1.2313466330001056e-08
821.5833333333333,1.2313474640934376e-08
821.6666666666666,1.2313482951859381e-08
821.75,1.231349126277608e-08
821.8333333333333,1.2313499573684478e-08
821.9166666666666,1.2313507884584577e-08
822.0,1.2313516195476377e-08
822.0833333333333,1.231352450635986e-08
822.1666666666666,1.2313532817235015e-08
822.25,1.231354112810182e-08
822.3333333333333,1.2313549438960257e-08
822.4166666666666,1.2313557749810307e-08
822.5,1.2313566060651946e-08
822.5833333333333,1.2313574371485142e-08
822.6666666666666,1.2313582682309862e-08
822.75,1.231359099312608e-08
822.8333333333333,1.231359930393376e-08
822.9166666666666,1.2313607614732868e-08
823.0,1.231361592552336e-08
823.0833333333333,1.231362423630521e-08
823.1666666666666,1.2313632547078385e-08
823.25,1.2313640857842834e-08
823.3333333333333,1.2313649168598531e-08
823.4166666666666,1.2313657479345424e-08
823.5,1.2313665790083482e-08
823.5833333333333,1.2313674100812656e-08
823.6666666666666,1.2313682411532914e-08
823.75,1.2313690722244213e-08
823.8333333333333,1.2313699032946503e-08
823.9166666666666,1.2313707343639744e-08
824.0,1.23137156543239e-08
824.0833333333333,1.2313723964998918e-08
824.1666666666666,1.2313732275664761e-08
824.25,1.2313740586321383e-08
824.3333333333333,1.2313748896968743e-08
824.4166666666666,1.2313757207606795e-08
824.5,1.2313765518235493e-08
824.5833333333333,1.2313773828854799e-08
824.6666666666666,1.2313782139464665e-08
824.75,1.2313790450065047e-08
824.8333333333333,1.2313798760655908e-08
824.9166666666666,1.2313807071237193e-08
825.0,1.2313815381808862e-08
825.0833333333333,1.231382369237087e-08
825.1666666666666,1.2313832002923172e-08
825.25,1.2313840313465723e-08
825.3333333333333,1.2313848623998483e-08
825.4166666666666,1.2313856934521408e-08
825.5,1.231386524503445e-08
825.5833333333333,1.2313873555537566e-08
825.6666666666666,1.2313881866030714e-08
825.75,1.2313890176513844e-08
825.8333333333333,1.2313898486986913e-08
825.9166666666666,1.2313906797449884e-08
826.0,1.2313915107902703e-08
826.0833333333333,1.2313923418345333e-08
826.1666666666666,1.231393172877773e-08
826.25,1.2313940039199847e-08
826.3333333333333,1.2313948349611642e-08
826.4166666666666,1.2313956660013073e-08
826.5,1.2313964970404095e-08
826.5833333333333,1.231397328078466e-08
826.6666666666666,1.2313981591154729e-08
826.75,1.2313989901514249e-08
826.8333333333333,1.2313998211863183e-08
826.9166666666666,1.2314006522201489e-08
827.0,1.2314014832529124e-08
827.0833333333333,1.2314023142846043e-08
827.1666666666666,1.23140314531522e-08
827.25,1.2314039763447554e-08
827.3333333333333,1.2314048073732063e-08
