M.D_b.zsat Time [a],M.D_b.zsat zsat [mol/kg]
172900.0,3755
173000.0,3755
173100.0,3755
173200.0,3755
173300.0,3755
173400.0,3755
173500.0,3755
173600.0,3755
173700.0,3755
173800.0,3755
173900.0,3755
174000.0,3755
174100.0,3755
174200.0,3755
174300.0,3755
174400.0,3755
174500.0,3755
174600.0,3755
174700.0,3755
174800.0,3755
174900.0,3755
175000.0,3755
175100.0,3755
175200.0,3755
175300.0,3755
175400.0,3755
175500.0,3755
175600.0,3755
175700.0,3755
175800.0,3755
175900.0,3755
176000.0,3755
176100.0,3755
176200.0,3755
176300.0,3755
176400.0,3755
176500.0,3755
176600.0,3755
176700.0,3755
176800.0,3755
176900.0,3755
177000.0,3755
177100.0,3755
177200.0,3755
177300.0,3755
177400.0,3755
177500.0,3755
177600.0,3755
177700.0,3755
177800.0,3755
177900.0,3755
178000.0,3755
178100.0,3755
178200.0,3755
178300.0,3755
178400.0,3755
178500.0,3755
178600.0,3755
178700.0,3755
178800.0,3755
178900.0,3755
179000.0,3755
179100.0,3755
179200.0,3755
179300.0,3755
179400.0,3755
179500.0,3755
179600.0,3755
179700.0,3755
179800.0,3755
179900.0,3755
180000.0,3755
180100.0,3755
180200.0,3755
180300.0,3755
180400.0,3755
180500.0,3755
180600.0,3755
180700.0,3755
180800.0,3755
180900.0,3755
181000.0,3755
181100.0,3755
181200.0,3755
181300.0,3755
181400.0,3755
181500.0,3755
181600.0,3755
181700.0,3755
181800.0,3755
181900.0,3755
182000.0,3755
182100.0,3755
182200.0,3755
182300.0,3755
182400.0,3755
182500.0,3755
182600.0,3755
182700.0,3755
182800.0,3755
182900.0,3755
183000.0,3755
183100.0,3755
183200.0,3755
183300.0,3755
183400.0,3755
183500.0,3755
183600.0,3755
183700.0,3755
183800.0,3755
183900.0,3755
184000.0,3755
184100.0,3755
184200.0,3755
184300.0,3755
184400.0,3755
184500.0,3755
184600.0,3755
184700.0,3755
184800.0,3755
184900.0,3755
185000.0,3755
185100.0,3755
185200.0,3755
185300.0,3755
185400.0,3755
185500.0,3755
185600.0,3755
185700.0,3755
185800.0,3755
185900.0,3755
186000.0,3755
186100.0,3755
186200.0,3755
186300.0,3755
186400.0,3755
186500.0,3755
186600.0,3755
186700.0,3755
186800.0,3755
186900.0,3755
187000.0,3755
187100.0,3755
187200.0,3755
187300.0,3755
187400.0,3755
187500.0,3755
187600.0,3755
187700.0,3755
187800.0,3755
187900.0,3755
188000.0,3755
188100.0,3755
188200.0,3755
188300.0,3755
188400.0,3755
188500.0,3755
188600.0,3755
188700.0,3755
188800.0,3755
188900.0,3755
189000.0,3755
189100.0,3755
189200.0,3755
189300.0,3755
189400.0,3755
189500.0,3755
189600.0,3755
189700.0,3755
189800.0,3755
189900.0,3755
190000.0,3755
190100.0,3755
190200.0,3755
190300.0,3755
190400.0,3755
190500.0,3755
190600.0,3755
190700.0,3755
190800.0,3755
190900.0,3755
191000.0,3755
191100.0,3755
191200.0,3755
191300.0,3755
191400.0,3755
191500.0,3755
191600.0,3755
191700.0,3755
191800.0,3755
191900.0,3755
192000.0,3755
192100.0,3755
192200.0,3755
192300.0,3755
192400.0,3755
192500.0,3755
192600.0,3755
192700.0,3755
192800.0,3755
192900.0,3755
193000.0,3755
193100.0,3755
193200.0,3755
193300.0,3755
193400.0,3755
193500.0,3755
193600.0,3755
193700.0,3755
193800.0,3755
193900.0,3755
194000.0,3755
194100.0,3755
194200.0,3755
194300.0,3755
194400.0,3755
194500.0,3755
194600.0,3755
194700.0,3755
194800.0,3755
194900.0,3755
195000.0,3755
195100.0,3755
195200.0,3755
195300.0,3755
195400.0,3755
195500.0,3755
195600.0,3755
195700.0,3755
195800.0,3755
195900.0,3755
196000.0,3755
196100.0,3755
196200.0,3755
196300.0,3755
196400.0,3755
196500.0,3755
196600.0,3755
196700.0,3755
196800.0,3755
196900.0,3755
197000.0,3755
197100.0,3755
197200.0,3755
197300.0,3755
197400.0,3755
197500.0,3755
197600.0,3755
197700.0,3755
197800.0,3755
197900.0,3755
198000.0,3755
198100.0,3755
198200.0,3755
198300.0,3755
198400.0,3755
198500.0,3755
198600.0,3755
198700.0,3755
198800.0,3755
198900.0,3755
199000.0,3755
199100.0,3755
199200.0,3755
199300.0,3755
199400.0,3755
199500.0,3755
199600.0,3755
199700.0,3755
199800.0,3755
199900.0,3755
200000.0,3755
200100.0,3755
200200.0,3755
200300.0,3755
200400.0,3755
200500.0,3755
200600.0,3755
200700.0,3755
200800.0,3755
200900.0,3755
201000.0,3755
201100.0,3755
201200.0,3755
201300.0,3755
201400.0,3755
201500.0,3755
201600.0,3755
201700.0,3755
201800.0,3755
201900.0,3755
202000.0,3755
202100.0,3755
202200.0,3755
202300.0,3755
202400.0,3755
202500.0,3755
202600.0,3755
202700.0,3755
202800.0,3755
202900.0,3755
203000.0,3755
203100.0,3755
203200.0,3755
203300.0,3755
203400.0,3755
203500.0,3755
203600.0,3755
203700.0,3755
203800.0,3755
203900.0,3755
204000.0,3755
204100.0,3755
204200.0,3755
204300.0,3755
204400.0,3755
204500.0,3755
204600.0,3755
204700.0,3755
204800.0,3755
204900.0,3755
205000.0,3755
205100.0,3755
205200.0,3755
205300.0,3755
205400.0,3755
205500.0,3755
205600.0,3755
205700.0,3755
205800.0,3755
205900.0,3755
206000.0,3755
206100.0,3755
206200.0,3755
206300.0,3755
206400.0,3755
206500.0,3755
206600.0,3755
206700.0,3755
206800.0,3755
206900.0,3755
207000.0,3755
207100.0,3755
207200.0,3755
207300.0,3755
207400.0,3755
207500.0,3755
207600.0,3755
207700.0,3755
207800.0,3755
207900.0,3755
208000.0,3755
208100.0,3755
208200.0,3755
208300.0,3755
208400.0,3755
208500.0,3755
208600.0,3755
208700.0,3755
208800.0,3755
208900.0,3755
209000.0,3755
209100.0,3755
209200.0,3755
209300.0,3755
209400.0,3755
209500.0,3755
209600.0,3755
209700.0,3755
209800.0,3755
209900.0,3755
210000.0,3755
210100.0,3755
210200.0,3755
210300.0,3755
210400.0,3755
210500.0,3755
210600.0,3755
210700.0,3755
210800.0,3755
210900.0,3755
211000.0,3755
211100.0,3755
211200.0,3755
211300.0,3755
211400.0,3755
211500.0,3755
211600.0,3755
211700.0,3755
211800.0,3755
211900.0,3755
212000.0,3755
212100.0,3755
212200.0,3755
212300.0,3755
212400.0,3755
212500.0,3755
212600.0,3755
212700.0,3755
212800.0,3755
212900.0,3755
213000.0,3755
213100.0,3755
213200.0,3755
213300.0,3755
213400.0,3755
213500.0,3755
213600.0,3755
213700.0,3755
213800.0,3755
213900.0,3755
214000.0,3755
214100.0,3755
214200.0,3755
214300.0,3755
214400.0,3755
214500.0,3755
214600.0,3755
214700.0,3755
214800.0,3755
214900.0,3755
215000.0,3755
215100.0,3755
215200.0,3755
215300.0,3755
215400.0,3755
215500.0,3755
215600.0,3755
215700.0,3755
215800.0,3755
215900.0,3755
216000.0,3755
216100.0,3755
216200.0,3755
216300.0,3755
216400.0,3755
216500.0,3755
216600.0,3755
216700.0,3755
216800.0,3755
216900.0,3755
217000.0,3755
217100.0,3755
217200.0,3755
217300.0,3755
217400.0,3755
217500.0,3755
217600.0,3755
217700.0,3755
217800.0,3755
217900.0,3755
218000.0,3755
218100.0,3755
218200.0,3755
218300.0,3755
218400.0,3755
218500.0,3755
218600.0,3755
218700.0,3755
218800.0,3755
218900.0,3755
219000.0,3755
219100.0,3755
219200.0,3755
219300.0,3755
219400.0,3755
219500.0,3755
219600.0,3755
219700.0,3755
219800.0,3755
219900.0,3755
220000.0,3755
220100.0,3755
220200.0,3755
220300.0,3755
220400.0,3755
220500.0,3755
220600.0,3755
220700.0,3755
220800.0,3755
220900.0,3755
221000.0,3755
221100.0,3755
221200.0,3755
221300.0,3755
221400.0,3755
221500.0,3755
221600.0,3755
221700.0,3755
221800.0,3755
221900.0,3755
222000.0,3755
222100.0,3755
222200.0,3755
222300.0,3755
222400.0,3755
222500.0,3755
222600.0,3755
222700.0,3755
222800.0,3755
222900.0,3755
223000.0,3755
223100.0,3755
223200.0,3755
223300.0,3755
223400.0,3755
223500.0,3755
223600.0,3755
223700.0,3755
223800.0,3755
223900.0,3755
224000.0,3755
224100.0,3755
224200.0,3755
224300.0,3755
224400.0,3755
224500.0,3755
224600.0,3755
224700.0,3755
224800.0,3755
224900.0,3755
225000.0,3755
225100.0,3755
225200.0,3755
225300.0,3755
225400.0,3755
225500.0,3755
225600.0,3755
225700.0,3755
225800.0,3755
225900.0,3755
226000.0,3755
226100.0,3755
226200.0,3755
226300.0,3755
226400.0,3755
226500.0,3755
226600.0,3755
226700.0,3755
226800.0,3755
226900.0,3755
227000.0,3755
227100.0,3755
227200.0,3755
227300.0,3755
227400.0,3755
227500.0,3755
227600.0,3755
227700.0,3755
227800.0,3755
227900.0,3755
228000.0,3755
228100.0,3755
228200.0,3755
228300.0,3755
228400.0,3755
228500.0,3755
228600.0,3755
228700.0,3755
228800.0,3755
228900.0,3755
229000.0,3755
229100.0,3755
229200.0,3755
229300.0,3755
229400.0,3755
229500.0,3755
229600.0,3755
229700.0,3755
229800.0,3755
229900.0,3755
230000.0,3755
230100.0,3755
230200.0,3755
230300.0,3755
230400.0,3755
230500.0,3755
230600.0,3755
230700.0,3755
230800.0,3755
230900.0,3755
231000.0,3755
231100.0,3755
231200.0,3755
231300.0,3755
231400.0,3755
231500.0,3755
231600.0,3755
231700.0,3755
231800.0,3755
231900.0,3755
232000.0,3755
232100.0,3755
232200.0,3755
232300.0,3755
232400.0,3755
232500.0,3755
232600.0,3755
232700.0,3755
232800.0,3755
232900.0,3755
233000.0,3755
233100.0,3755
233200.0,3755
233300.0,3755
233400.0,3755
233500.0,3755
233600.0,3755
233700.0,3755
233800.0,3755
233900.0,3755
234000.0,3755
234100.0,3755
234200.0,3755
234300.0,3755
234400.0,3755
234500.0,3755
234600.0,3755
234700.0,3755
234800.0,3755
234900.0,3755
235000.0,3755
235100.0,3755
235200.0,3755
235300.0,3755
235400.0,3755
235500.0,3755
235600.0,3755
235700.0,3755
235800.0,3755
235900.0,3755
236000.0,3755
236100.0,3755
236200.0,3755
236300.0,3755
236400.0,3755
236500.0,3755
236600.0,3755
236700.0,3755
236800.0,3755
236900.0,3755
237000.0,3755
237100.0,3755
237200.0,3755
237300.0,3755
237400.0,3755
237500.0,3755
237600.0,3755
237700.0,3755
237800.0,3755
237900.0,3755
238000.0,3755
238100.0,3755
238200.0,3755
238300.0,3755
238400.0,3755
238500.0,3755
238600.0,3755
238700.0,3755
238800.0,3755
238900.0,3755
239000.0,3755
239100.0,3755
239200.0,3755
239300.0,3755
239400.0,3755
239500.0,3755
239600.0,3755
239700.0,3755
239800.0,3755
239900.0,3755
240000.0,3755
240100.0,3755
240200.0,3755
240300.0,3755
240400.0,3755
240500.0,3755
240600.0,3755
240700.0,3755
240800.0,3755
240900.0,3755
241000.0,3755
241100.0,3755
241200.0,3755
241300.0,3755
241400.0,3755
241500.0,3755
241600.0,3755
241700.0,3755
241800.0,3755
241900.0,3755
242000.0,3755
242100.0,3755
242200.0,3755
242300.0,3755
242400.0,3755
242500.0,3755
242600.0,3755
242700.0,3755
242800.0,3755
242900.0,3755
243000.0,3755
243100.0,3755
243200.0,3755
243300.0,3755
243400.0,3755
243500.0,3755
243600.0,3755
243700.0,3755
243800.0,3755
243900.0,3755
244000.0,3755
244100.0,3755
244200.0,3755
244300.0,3755
244400.0,3755
244500.0,3755
244600.0,3755
244700.0,3755
244800.0,3755
244900.0,3755
245000.0,3755
245100.0,3755
245200.0,3755
245300.0,3755
245400.0,3755
245500.0,3755
245600.0,3755
245700.0,3755
245800.0,3755
245900.0,3755
246000.0,3755
246100.0,3755
246200.0,3755
246300.0,3755
246400.0,3755
246500.0,3755
246600.0,3755
246700.0,3755
246800.0,3755
246900.0,3755
247000.0,3755
247100.0,3755
247200.0,3755
247300.0,3755
247400.0,3755
247500.0,3755
247600.0,3755
247700.0,3755
247800.0,3755
247900.0,3755
248000.0,3755
248100.0,3755
248200.0,3755
248300.0,3755
248400.0,3755
248500.0,3755
248600.0,3755
248700.0,3755
248800.0,3755
248900.0,3755
249000.0,3755
249100.0,3755
249200.0,3755
249300.0,3755
249400.0,3755
249500.0,3755
249600.0,3755
249700.0,3755
249800.0,3755
249900.0,3755
250000.0,3755
250100.0,3755
250200.0,3755
250300.0,3755
250400.0,3755
250500.0,3755
250600.0,3755
250700.0,3755
250800.0,3755
250900.0,3755
251000.0,3755
251100.0,3755
251200.0,3755
251300.0,3755
251400.0,3755
251500.0,3755
251600.0,3755
251700.0,3755
251800.0,3755
251900.0,3755
252000.0,3755
252100.0,3755
252200.0,3755
252300.0,3755
252400.0,3755
252500.0,3755
252600.0,3755
252700.0,3755
252800.0,3755
252900.0,3755
253000.0,3755
253100.0,3755
253200.0,3755
253300.0,3755
253400.0,3755
253500.0,3755
253600.0,3755
253700.0,3755
253800.0,3755
253900.0,3755
254000.0,3755
254100.0,3755
254200.0,3755
254300.0,3755
254400.0,3755
254500.0,3755
254600.0,3755
254700.0,3755
254800.0,3755
254900.0,3755
255000.0,3755
255100.0,3755
255200.0,3755
255300.0,3755
255400.0,3755
255500.0,3755
255600.0,3755
255700.0,3755
255800.0,3755
255900.0,3755
256000.0,3755
256100.0,3755
256200.0,3755
256300.0,3755
256400.0,3755
256500.0,3755
256600.0,3755
256700.0,3755
256800.0,3755
256900.0,3755
257000.0,3755
257100.0,3755
257200.0,3755
257300.0,3755
257400.0,3755
257500.0,3755
257600.0,3755
257700.0,3755
257800.0,3755
257900.0,3755
258000.0,3755
258100.0,3755
258200.0,3755
258300.0,3755
258400.0,3755
258500.0,3755
258600.0,3755
258700.0,3755
258800.0,3755
258900.0,3755
259000.0,3755
259100.0,3755
259200.0,3755
259300.0,3755
259400.0,3755
259500.0,3755
259600.0,3755
259700.0,3755
259800.0,3755
259900.0,3755
260000.0,3755
260100.0,3755
260200.0,3755
260300.0,3755
260400.0,3755
260500.0,3755
260600.0,3755
260700.0,3755
260800.0,3755
260900.0,3755
261000.0,3755
261100.0,3755
261200.0,3755
261300.0,3755
261400.0,3755
261500.0,3755
261600.0,3755
261700.0,3755
261800.0,3755
261900.0,3755
262000.0,3755
262100.0,3755
262200.0,3755
262300.0,3755
262400.0,3755
262500.0,3755
262600.0,3755
262700.0,3755
262800.0,3755
262900.0,3755
263000.0,3755
263100.0,3755
263200.0,3755
263300.0,3755
263400.0,3755
263500.0,3755
263600.0,3755
263700.0,3755
263800.0,3755
263900.0,3755
264000.0,3755
264100.0,3755
264200.0,3755
264300.0,3755
264400.0,3755
264500.0,3755
264600.0,3755
264700.0,3755
264800.0,3755
264900.0,3755
265000.0,3755
265100.0,3755
265200.0,3755
265300.0,3755
265400.0,3755
265500.0,3755
265600.0,3755
265700.0,3755
265800.0,3755
265900.0,3755
266000.0,3755
266100.0,3755
266200.0,3755
266300.0,3755
266400.0,3755
266500.0,3755
266600.0,3755
266700.0,3755
266800.0,3755
266900.0,3755
267000.0,3755
267100.0,3755
267200.0,3755
267300.0,3755
267400.0,3755
267500.0,3755
267600.0,3755
267700.0,3755
267800.0,3755
267900.0,3755
268000.0,3755
268100.0,3755
268200.0,3755
268300.0,3755
268400.0,3755
268500.0,3755
268600.0,3755
268700.0,3755
268800.0,3755
268900.0,3755
269000.0,3755
269100.0,3755
269200.0,3755
269300.0,3755
269400.0,3755
269500.0,3755
269600.0,3755
269700.0,3755
269800.0,3755
269900.0,3755
270000.0,3755
270100.0,3755
270200.0,3755
270300.0,3755
270400.0,3755
270500.0,3755
270600.0,3755
270700.0,3755
270800.0,3755
270900.0,3755
271000.0,3755
271100.0,3755
271200.0,3755
271300.0,3755
271400.0,3755
271500.0,3755
271600.0,3755
271700.0,3755
271800.0,3755
271900.0,3755
272000.0,3755
272100.0,3755
272200.0,3755
272300.0,3755
272400.0,3755
272500.0,3755
272600.0,3755
272700.0,3755
272800.0,3755
272900.0,3755
273000.0,3755
273100.0,3755
273200.0,3755
273300.0,3755
273400.0,3755
273500.0,3755
273600.0,3755
273700.0,3755
273800.0,3755
273900.0,3755
274000.0,3755
274100.0,3755
274200.0,3755
274300.0,3755
274400.0,3755
274500.0,3755
274600.0,3755
274700.0,3755
274800.0,3755
274900.0,3755
275000.0,3755
275100.0,3755
275200.0,3755
275300.0,3755
275400.0,3755
275500.0,3755
275600.0,3755
275700.0,3755
275800.0,3755
275900.0,3755
276000.0,3755
276100.0,3755
276200.0,3755
276300.0,3755
276400.0,3755
276500.0,3755
276600.0,3755
276700.0,3755
276800.0,3755
276900.0,3755
277000.0,3755
277100.0,3755
277200.0,3755
277300.0,3755
277400.0,3755
277500.0,3755
277600.0,3755
277700.0,3755
277800.0,3755
277900.0,3755
278000.0,3755
278100.0,3755
278200.0,3755
278300.0,3755
278400.0,3755
278500.0,3755
278600.0,3755
278700.0,3755
278800.0,3755
278900.0,3755
279000.0,3755
279100.0,3755
279200.0,3755
279300.0,3755
279400.0,3755
279500.0,3755
279600.0,3755
279700.0,3755
279800.0,3755
279900.0,3755
280000.0,3755
280100.0,3755
280200.0,3755
280300.0,3755
280400.0,3755
280500.0,3755
280600.0,3755
280700.0,3755
280800.0,3755
280900.0,3755
281000.0,3755
281100.0,3755
281200.0,3755
281300.0,3755
281400.0,3755
281500.0,3755
281600.0,3755
281700.0,3755
281800.0,3755
281900.0,3755
282000.0,3755
282100.0,3755
282200.0,3755
282300.0,3755
282400.0,3755
282500.0,3755
282600.0,3755
282700.0,3755
282800.0,3755
282900.0,3755
283000.0,3755
283100.0,3755
283200.0,3755
283300.0,3755
283400.0,3755
283500.0,3755
283600.0,3755
283700.0,3755
283800.0,3755
283900.0,3755
284000.0,3755
284100.0,3755
284200.0,3755
284300.0,3755
284400.0,3755
284500.0,3755
284600.0,3755
284700.0,3755
284800.0,3755
284900.0,3755
285000.0,3755
285100.0,3755
285200.0,3755
285300.0,3755
285400.0,3755
285500.0,3755
285600.0,3755
285700.0,3755
285800.0,3755
285900.0,3755
286000.0,3755
286100.0,3755
286200.0,3755
286300.0,3755
286400.0,3755
286500.0,3755
286600.0,3755
286700.0,3755
286800.0,3755
286900.0,3755
287000.0,3755
287100.0,3755
287200.0,3755
287300.0,3755
287400.0,3755
287500.0,3755
287600.0,3755
287700.0,3755
287800.0,3755
287900.0,3755
288000.0,3755
288100.0,3755
288200.0,3755
288300.0,3755
288400.0,3755
288500.0,3755
288600.0,3755
288700.0,3755
288800.0,3755
288900.0,3755
289000.0,3755
289100.0,3755
289200.0,3755
289300.0,3755
289400.0,3755
289500.0,3755
289600.0,3755
289700.0,3755
289800.0,3755
289900.0,3755
290000.0,3755
290100.0,3755
290200.0,3755
290300.0,3755
290400.0,3755
290500.0,3755
290600.0,3755
290700.0,3755
290800.0,3755
290900.0,3755
291000.0,3755
291100.0,3755
291200.0,3755
291300.0,3755
291400.0,3755
291500.0,3755
291600.0,3755
291700.0,3755
291800.0,3755
291900.0,3755
292000.0,3755
292100.0,3755
292200.0,3755
292300.0,3755
292400.0,3755
292500.0,3755
292600.0,3755
292700.0,3755
292800.0,3755
292900.0,3755
293000.0,3755
293100.0,3755
293200.0,3755
293300.0,3755
293400.0,3755
293500.0,3755
293600.0,3755
293700.0,3755
293800.0,3755
293900.0,3755
294000.0,3755
294100.0,3755
294200.0,3755
294300.0,3755
294400.0,3755
294500.0,3755
294600.0,3755
294700.0,3755
294800.0,3755
294900.0,3755
295000.0,3755
295100.0,3755
295200.0,3755
295300.0,3755
295400.0,3755
295500.0,3755
295600.0,3755
295700.0,3755
295800.0,3755
295900.0,3755
296000.0,3755
296100.0,3755
296200.0,3755
296300.0,3755
296400.0,3755
296500.0,3755
296600.0,3755
296700.0,3755
296800.0,3755
296900.0,3755
297000.0,3755
297100.0,3755
297200.0,3755
297300.0,3755
297400.0,3755
297500.0,3755
297600.0,3755
297700.0,3755
297800.0,3755
297900.0,3755
298000.0,3755
298100.0,3755
298200.0,3755
298300.0,3755
298400.0,3755
298500.0,3755
298600.0,3755
298700.0,3755
298800.0,3755
298900.0,3755
299000.0,3755
299100.0,3755
299200.0,3755
299300.0,3755
299400.0,3755
299500.0,3755
299600.0,3755
299700.0,3755
299800.0,3755
299900.0,3755
300000.0,3755
300100.0,3755
300200.0,3755
300300.0,3755
300400.0,3755
300500.0,3755
300600.0,3755
300700.0,3755
300800.0,3755
300900.0,3755
301000.0,3755
301100.0,3755
301200.0,3755
301300.0,3755
301400.0,3755
301500.0,3755
301600.0,3755
301700.0,3755
301800.0,3755
301900.0,3755
302000.0,3755
302100.0,3755
302200.0,3755
302300.0,3755
302400.0,3755
302500.0,3755
302600.0,3755
302700.0,3755
302800.0,3755
302900.0,3755
303000.0,3755
303100.0,3755
303200.0,3755
303300.0,3755
303400.0,3755
303500.0,3755
303600.0,3755
303700.0,3755
303800.0,3755
303900.0,3755
304000.0,3755
304100.0,3755
304200.0,3755
304300.0,3755
304400.0,3755
304500.0,3755
304600.0,3755
304700.0,3755
304800.0,3755
304900.0,3755
305000.0,3755
305100.0,3755
305200.0,3755
305300.0,3755
305400.0,3755
305500.0,3755
305600.0,3755
305700.0,3755
305800.0,3755
305900.0,3755
306000.0,3755
306100.0,3755
306200.0,3755
306300.0,3755
306400.0,3755
306500.0,3755
306600.0,3755
306700.0,3755
306800.0,3755
306900.0,3755
307000.0,3755
307100.0,3755
307200.0,3755
307300.0,3755
307400.0,3755
307500.0,3755
307600.0,3755
307700.0,3755
307800.0,3755
307900.0,3755
308000.0,3755
308100.0,3755
308200.0,3755
308300.0,3755
308400.0,3755
308500.0,3755
308600.0,3755
308700.0,3755
308800.0,3755
308900.0,3755
309000.0,3755
309100.0,3755
309200.0,3755
309300.0,3755
309400.0,3755
309500.0,3755
309600.0,3755
309700.0,3755
309800.0,3755
309900.0,3755
310000.0,3755
310100.0,3755
310200.0,3755
310300.0,3755
310400.0,3755
310500.0,3755
310600.0,3755
310700.0,3755
310800.0,3755
310900.0,3755
311000.0,3755
311100.0,3755
311200.0,3755
311300.0,3755
311400.0,3755
311500.0,3755
311600.0,3755
311700.0,3755
311800.0,3755
311900.0,3755
312000.0,3755
312100.0,3755
312200.0,3755
312300.0,3755
312400.0,3755
312500.0,3755
312600.0,3755
312700.0,3755
312800.0,3755
312900.0,3755
313000.0,3755
313100.0,3755
313200.0,3755
313300.0,3755
313400.0,3755
313500.0,3755
313600.0,3755
313700.0,3755
313800.0,3755
313900.0,3755
314000.0,3755
314100.0,3755
314200.0,3755
314300.0,3755
314400.0,3755
314500.0,3755
314600.0,3755
314700.0,3755
314800.0,3755
314900.0,3755
315000.0,3755
315100.0,3755
315200.0,3755
315300.0,3755
315400.0,3755
315500.0,3755
315600.0,3755
315700.0,3755
315800.0,3755
315900.0,3755
316000.0,3755
316100.0,3755
316200.0,3755
316300.0,3755
316400.0,3755
316500.0,3755
316600.0,3755
316700.0,3755
316800.0,3755
316900.0,3755
317000.0,3755
317100.0,3755
317200.0,3755
317300.0,3755
317400.0,3755
317500.0,3755
317600.0,3755
317700.0,3755
317800.0,3755
317900.0,3755
318000.0,3755
318100.0,3755
318200.0,3755
318300.0,3755
318400.0,3755
318500.0,3755
318600.0,3755
318700.0,3755
318800.0,3755
318900.0,3755
319000.0,3755
319100.0,3755
319200.0,3755
319300.0,3755
319400.0,3755
319500.0,3755
319600.0,3755
319700.0,3755
319800.0,3755
319900.0,3755
320000.0,3755
320100.0,3755
320200.0,3755
320300.0,3755
320400.0,3755
320500.0,3755
320600.0,3755
320700.0,3755
320800.0,3755
320900.0,3755
321000.0,3755
321100.0,3755
321200.0,3755
321300.0,3755
321400.0,3755
321500.0,3755
321600.0,3755
321700.0,3755
321800.0,3755
321900.0,3755
322000.0,3755
322100.0,3755
322200.0,3755
322300.0,3755
322400.0,3755
322500.0,3755
322600.0,3755
322700.0,3755
322800.0,3755
322900.0,3755
323000.0,3755
323100.0,3755
323200.0,3755
323300.0,3755
323400.0,3755
323500.0,3755
323600.0,3755
323700.0,3755
323800.0,3755
323900.0,3755
324000.0,3755
324100.0,3755
324200.0,3755
324300.0,3755
324400.0,3755
324500.0,3755
324600.0,3755
324700.0,3755
324800.0,3755
324900.0,3755
325000.0,3755
325100.0,3755
325200.0,3755
325300.0,3755
325400.0,3755
325500.0,3755
325600.0,3755
325700.0,3755
325800.0,3755
325900.0,3755
326000.0,3755
326100.0,3755
326200.0,3755
326300.0,3755
326400.0,3755
326500.0,3755
326600.0,3755
326700.0,3755
326800.0,3755
326900.0,3755
327000.0,3755
327100.0,3755
327200.0,3755
327300.0,3755
327400.0,3755
327500.0,3755
327600.0,3755
327700.0,3755
327800.0,3755
327900.0,3755
328000.0,3755
328100.0,3755
328200.0,3755
328300.0,3755
328400.0,3755
328500.0,3755
328600.0,3755
328700.0,3755
328800.0,3755
328900.0,3755
329000.0,3755
329100.0,3755
329200.0,3755
329300.0,3755
329400.0,3755
329500.0,3755
329600.0,3755
329700.0,3755
329800.0,3755
329900.0,3755
330000.0,3755
330100.0,3755
330200.0,3755
330300.0,3755
330400.0,3755
330500.0,3755
330600.0,3755
330700.0,3755
330800.0,3755
330900.0,3755
331000.0,3755
331100.0,3755
331200.0,3755
331300.0,3755
331400.0,3755
331500.0,3755
331600.0,3755
331700.0,3755
331800.0,3755
331900.0,3755
332000.0,3755
332100.0,3755
332200.0,3755
332300.0,3755
332400.0,3755
332500.0,3755
332600.0,3755
332700.0,3755
332800.0,3755
332900.0,3755
333000.0,3755
333100.0,3755
333200.0,3755
333300.0,3755
333400.0,3755
333500.0,3755
333600.0,3755
333700.0,3755
333800.0,3755
333900.0,3755
334000.0,3755
334100.0,3755
334200.0,3755
334300.0,3755
334400.0,3755
334500.0,3755
334600.0,3755
334700.0,3755
334800.0,3755
334900.0,3755
335000.0,3755
335100.0,3755
335200.0,3755
335300.0,3755
335400.0,3755
335500.0,3755
335600.0,3755
335700.0,3755
335800.0,3755
335900.0,3755
336000.0,3755
336100.0,3755
336200.0,3755
336300.0,3755
336400.0,3755
336500.0,3755
336600.0,3755
336700.0,3755
336800.0,3755
336900.0,3755
337000.0,3755
337100.0,3755
337200.0,3755
337300.0,3755
337400.0,3755
337500.0,3755
337600.0,3755
337700.0,3755
337800.0,3755
337900.0,3755
338000.0,3755
338100.0,3755
338200.0,3755
338300.0,3755
338400.0,3755
338500.0,3755
338600.0,3755
338700.0,3755
338800.0,3755
338900.0,3755
339000.0,3755
339100.0,3755
339200.0,3755
339300.0,3755
339400.0,3755
339500.0,3755
339600.0,3755
339700.0,3755
339800.0,3755
339900.0,3755
340000.0,3755
340100.0,3755
340200.0,3755
340300.0,3755
340400.0,3755
340500.0,3755
340600.0,3755
340700.0,3755
340800.0,3755
340900.0,3755
341000.0,3755
341100.0,3755
341200.0,3755
341300.0,3755
341400.0,3755
341500.0,3755
341600.0,3755
341700.0,3755
341800.0,3755
341900.0,3755
342000.0,3755
342100.0,3755
342200.0,3755
342300.0,3755
342400.0,3755
342500.0,3755
342600.0,3755
342700.0,3755
342800.0,3755
342900.0,3755
343000.0,3755
343100.0,3755
343200.0,3755
343300.0,3755
343400.0,3755
343500.0,3755
343600.0,3755
343700.0,3755
343800.0,3755
343900.0,3755
344000.0,3755
344100.0,3755
344200.0,3755
344300.0,3755
344400.0,3755
344500.0,3755
344600.0,3755
344700.0,3755
344800.0,3755
344900.0,3755
345000.0,3755
345100.0,3755
345200.0,3755
345300.0,3755
345400.0,3755
345500.0,3755
345600.0,3755
345700.0,3755
345800.0,3755
345900.0,3755
346000.0,3755
346100.0,3755
346200.0,3755
346300.0,3755
346400.0,3755
346500.0,3755
346600.0,3755
346700.0,3755
346800.0,3755
346900.0,3755
347000.0,3755
347100.0,3755
347200.0,3755
347300.0,3755
