M.L_b.pH Time [a],M.L_b.pH pH [mol/kg]
9700.0,8.26728962891869
9800.0,8.267300040271465
9900.0,8.267310278249134
10000.0,8.267320387644347
10100.0,8.2673303713035
10200.0,8.267340215731757
10300.0,8.267349903580707
10400.0,8.26735943178088
10500.0,8.267368805283667
10600.0,8.267378056612777
10700.0,8.267387200068333
10800.0,8.26739621423799
10900.0,8.267405085403945
11000.0,8.267413813651462
11100.0,8.267422403928581
11200.0,8.267430861822584
11300.0,8.267439210683195
11400.0,8.267447458334205
11500.0,8.267455589768806
11600.0,8.267463595131716
11700.0,8.267471475259175
11800.0,8.267479233589803
11900.0,8.26748687319194
12000.0,8.267494396819927
12100.0,8.267501811738518
12200.0,8.267509108160244
12300.0,8.267516305854883
12400.0,8.26752340774524
12500.0,8.267530416609613
12600.0,8.267537323903467
12700.0,8.267544127577803
12800.0,8.267550819215847
12900.0,8.267557393842687
13000.0,8.267563883262275
13100.0,8.267570279126144
13200.0,8.267576591258635
13300.0,8.267582824911424
13400.0,8.267588977644523
13500.0,8.267595042039197
13600.0,8.267601006251263
13700.0,8.267606865219845
13800.0,8.267612622842064
13900.0,8.267618284627515
14000.0,8.267623878313307
14100.0,8.26762940700048
14200.0,8.267634864115982
14300.0,8.267640261186317
14400.0,8.267645588289499
14500.0,8.267650838680748
14600.0,8.267655960420155
14700.0,8.267660996902812
14800.0,8.267665963001589
14900.0,8.26767085813264
15000.0,8.267675678986114
15100.0,8.267680425723949
15200.0,8.267685113664124
15300.0,8.267689755922783
15400.0,8.267694350344762
15500.0,8.267698878704289
15600.0,8.267703342502843
15700.0,8.267707731325011
15800.0,8.26771204595481
15900.0,8.267716290396368
16000.0,8.267720468037897
16100.0,8.267724581179532
16200.0,8.267728631430908
16300.0,8.267732620044349
16400.0,8.267736548093263
16500.0,8.267740416560724
16600.0,8.26774422628466
16700.0,8.267747998979452
16800.0,8.267751730664012
16900.0,8.267755404810176
17000.0,8.267759020355806
17100.0,8.26776258632217
17200.0,8.267766093865022
17300.0,8.26776955738441
17400.0,8.267772971283303
17500.0,8.267776333869937
17600.0,8.267779645376107
17700.0,8.267782906573517
17800.0,8.267786118290623
17900.0,8.267789281316693
18000.0,8.267792396360795
18100.0,8.267795464229867
18200.0,8.26779848554145
18300.0,8.267801461040682
18400.0,8.267804388607415
18500.0,8.267807259363732
18600.0,8.267810085496546
18700.0,8.267812890264768
18800.0,8.267815668556782
18900.0,8.267818409832737
19000.0,8.267821120645714
19100.0,8.267823795433392
19200.0,8.267826431734676
19300.0,8.26782902892687
19400.0,8.267831587141135
19500.0,8.267834106778084
19600.0,8.26783658833322
19700.0,8.26783903230825
19800.0,8.267841439295404
19900.0,8.267843809768294
20000.0,8.267846144299828
20100.0,8.267848443454714
20200.0,8.267850707774873
20300.0,8.267852937786062
20400.0,8.26785513226119
20500.0,8.267857281042668
20600.0,8.267859380964616
20700.0,8.267861436992696
20800.0,8.267863455754723
20900.0,8.267865441199227
21000.0,8.267867395347622
21100.0,8.267869319325683
21200.0,8.267871213954045
21300.0,8.267873115272034
21400.0,8.267875012076258
21500.0,8.267876893025187
21600.0,8.26787875297383
21700.0,8.267880591780983
21800.0,8.267882405780137
21900.0,8.267884197916484
22000.0,8.267885965107936
22100.0,8.267887706300408
22200.0,8.26788942139647
22300.0,8.267891110629035
22400.0,8.267892774327628
22500.0,8.267894412848868
22600.0,8.267896026535363
22700.0,8.26789761578162
22800.0,8.267899180912659
22900.0,8.267900722312914
23000.0,8.267902240353827
23100.0,8.26790373539125
23200.0,8.267905207771916
23300.0,8.267906653403623
23400.0,8.267908062087496
23500.0,8.267909434054188
23600.0,8.26791077505287
23700.0,8.267912090881232
23800.0,8.267913384654086
23900.0,8.267914657876473
24000.0,8.267915911360124
24100.0,8.267917145632888
24200.0,8.267918361094852
24300.0,8.267919558084854
24400.0,8.267920736911291
24500.0,8.267921897865483
24600.0,8.267923041210642
24700.0,8.267924167240862
24800.0,8.267925276190846
24900.0,8.267926368336452
25000.0,8.267927443942371
25100.0,8.26792850326127
25200.0,8.267929546538909
25300.0,8.267930574017434
25400.0,8.267931585936015
25500.0,8.267932582530461
25600.0,8.267933564032957
25700.0,8.267934536998288
25800.0,8.267935539247189
25900.0,8.267936545124668
26000.0,8.267937546593386
26100.0,8.2679385391643
26200.0,8.267939520385765
26300.0,8.267940489157246
26400.0,8.267941446816856
26500.0,8.267942392226466
26600.0,8.267943324243149
26700.0,8.26794424249341
26800.0,8.267945146972638
26900.0,8.267946037810784
27000.0,8.267946915181438
27100.0,8.26794777927229
27200.0,8.267948630273446
27300.0,8.267949468367693
27400.0,8.267950293746955
27500.0,8.267951106612143
27600.0,8.267951907159652
27700.0,8.267952695588841
27800.0,8.267953472077503
27900.0,8.267954236797028
28000.0,8.26795498991337
28100.0,8.267955731601031
28200.0,8.267956462042081
28300.0,8.267957181413806
28400.0,8.267957879275437
28500.0,8.267958551103773
28600.0,8.26795919984794
28700.0,8.267959828543857
28800.0,8.267960443963762
28900.0,8.267961048382505
29000.0,8.267961642931457
29100.0,8.267962229404143
29200.0,8.267962807598588
29300.0,8.26796337709702
29400.0,8.267963937888501
29500.0,8.267964490112838
29600.0,8.267965033930949
29700.0,8.267965569491505
29800.0,8.267966096930488
29900.0,8.267966616374471
30000.0,8.26796712794066
30100.0,8.267967631748743
30200.0,8.267968127922765
30300.0,8.267968616581857
30400.0,8.267969097840432
30500.0,8.267969571810193
30600.0,8.267970038601279
30700.0,8.26797049832241
30800.0,8.267970951080738
