M.L_b.pH Time [a],M.L_b.pH pH [mol/kg]
269900.0,8.268006973781965
270000.0,8.268006973781965
270100.0,8.268006973781965
270200.0,8.268006973781965
270300.0,8.268006973781965
270400.0,8.268006973781965
270500.0,8.268006973781965
270600.0,8.268006973781965
270700.0,8.268006973781965
270800.0,8.268006973781965
270900.0,8.268006973781965
271000.0,8.268006973781965
271100.0,8.268006973781965
271200.0,8.268006973781965
271300.0,8.268006973781965
271400.0,8.268006973781965
271500.0,8.268006973781965
271600.0,8.268006973781965
271700.0,8.268006973781965
271800.0,8.268006973781965
271900.0,8.268006973781965
272000.0,8.268006973781965
272100.0,8.268006973781965
272200.0,8.268006973781965
272300.0,8.268006973781965
272400.0,8.268006973781965
272500.0,8.268006973781965
272600.0,8.268006973781965
272700.0,8.268006973781965
272800.0,8.268006973781965
272900.0,8.268006973781965
273000.0,8.268006973781965
273100.0,8.268006973781965
273200.0,8.268006973781965
273300.0,8.268006973781965
273400.0,8.268006973781965
273500.0,8.268006973781965
273600.0,8.268006973781965
273700.0,8.268006973781965
273800.0,8.268006973781965
273900.0,8.268006973781965
274000.0,8.268006973781965
274100.0,8.268006973781965
274200.0,8.268006973781965
274300.0,8.268006973781965
274400.0,8.268006973781965
274500.0,8.268006973781965
274600.0,8.268006973781965
274700.0,8.268006973781965
274800.0,8.268006973781965
274900.0,8.268006973781965
275000.0,8.268006973781965
275100.0,8.268006973781965
275200.0,8.268006973781965
275300.0,8.268006973781965
275400.0,8.268006973781965
275500.0,8.268006973781965
275600.0,8.268006973781965
275700.0,8.268006973781965
275800.0,8.268006973781965
275900.0,8.268006973781965
276000.0,8.268006973781965
276100.0,8.268006973781965
276200.0,8.268006973781965
276300.0,8.268006973781965
276400.0,8.268006973781965
276500.0,8.268006973781965
276600.0,8.268006973781965
276700.0,8.268006973781965
276800.0,8.268006973781965
276900.0,8.268006973781965
277000.0,8.268006973781965
277100.0,8.268006973781965
277200.0,8.268006973781965
277300.0,8.268006973781965
277400.0,8.268006973781965
277500.0,8.268006973781965
277600.0,8.268006973781965
277700.0,8.268006973781965
277800.0,8.268006973781965
277900.0,8.268006973781965
278000.0,8.268006973781965
278100.0,8.268006973781965
278200.0,8.268006973781965
278300.0,8.268006973781965
278400.0,8.268006973781965
278500.0,8.268006973781965
278600.0,8.268006973781965
278700.0,8.268006973781965
278800.0,8.268006973781965
278900.0,8.268006973781965
279000.0,8.268006973781965
279100.0,8.268006973781965
279200.0,8.268006973781965
279300.0,8.268006973781965
279400.0,8.268006973781965
279500.0,8.268006973781965
279600.0,8.268006973781965
279700.0,8.268006973781965
279800.0,8.268006973781965
279900.0,8.268006973781965
280000.0,8.268006973781965
280100.0,8.268006973781965
280200.0,8.268006973781965
280300.0,8.268006973781965
280400.0,8.268006973781965
280500.0,8.268006973781965
280600.0,8.268006973781965
280700.0,8.268006973781965
280800.0,8.268006973781965
280900.0,8.268006973781965
281000.0,8.268006973781965
281100.0,8.268006973781965
281200.0,8.268006973781965
281300.0,8.268006973781965
281400.0,8.268006973781965
281500.0,8.268006973781965
281600.0,8.268006973781965
281700.0,8.268006973781965
281800.0,8.268006973781965
281900.0,8.268006973781965
282000.0,8.268006973781965
282100.0,8.268006973781965
282200.0,8.268006973781965
282300.0,8.268006973781965
282400.0,8.268006973781965
282500.0,8.268006973781965
282600.0,8.268006973781965
282700.0,8.268006973781965
282800.0,8.268006973781965
282900.0,8.268006973781965
283000.0,8.268006973781965
283100.0,8.268006973781965
283200.0,8.268006973781965
283300.0,8.268006973781965
283400.0,8.268006973781965
283500.0,8.268006973781965
283600.0,8.268006973781965
283700.0,8.268006973781965
283800.0,8.268006973781965
283900.0,8.268006973781965
284000.0,8.268006973781965
284100.0,8.268006973781965
284200.0,8.268006973781965
284300.0,8.268006973781965
284400.0,8.268006973781965
284500.0,8.268006973781965
284600.0,8.268006973781965
284700.0,8.268006973781965
284800.0,8.268006973781965
284900.0,8.268006973781965
285000.0,8.268006973781965
285100.0,8.268006973781965
285200.0,8.268006973781965
285300.0,8.268006973781965
285400.0,8.268006973781965
285500.0,8.268006973781965
285600.0,8.268006973781965
285700.0,8.268006973781965
285800.0,8.268006973781965
285900.0,8.268006973781965
286000.0,8.268006973781965
286100.0,8.268006973781965
286200.0,8.268006973781965
286300.0,8.268006973781965
286400.0,8.268006973781965
286500.0,8.268006973781965
286600.0,8.268006973781965
286700.0,8.268006973781965
286800.0,8.268006973781965
286900.0,8.268006973781965
287000.0,8.268006973781965
287100.0,8.268006973781965
287200.0,8.268006973781965
287300.0,8.268006973781965
287400.0,8.268006973781965
287500.0,8.268006973781965
287600.0,8.268006973781965
287700.0,8.268006973781965
287800.0,8.268006973781965
287900.0,8.268006973781965
288000.0,8.268006973781965
288100.0,8.268006973781965
288200.0,8.268006973781965
288300.0,8.268006973781965
288400.0,8.268006973781965
288500.0,8.268006973781965
288600.0,8.268006973781965
288700.0,8.268006973781965
288800.0,8.268006973781965
288900.0,8.268006973781965
289000.0,8.268006973781965
289100.0,8.268006973781965
289200.0,8.268006973781965
289300.0,8.268006973781965
289400.0,8.268006973781965
289500.0,8.268006973781965
289600.0,8.268006973781965
289700.0,8.268006973781965
289800.0,8.268006973781965
289900.0,8.268006973781965
290000.0,8.268006973781965
290100.0,8.268006973781965
290200.0,8.268006973781965
290300.0,8.268006973781965
290400.0,8.268006973781965
290500.0,8.268006973781965
290600.0,8.268006973781965
290700.0,8.268006973781965
290800.0,8.268006973781965
290900.0,8.268006973781965
291000.0,8.268006973781965
291100.0,8.268006973781965
291200.0,8.268006973781965
291300.0,8.268006973781965
291400.0,8.268006973781965
291500.0,8.268006973781965
291600.0,8.268006973781965
291700.0,8.268006973781965
291800.0,8.268006973781965
291900.0,8.268006973781965
292000.0,8.268006973781965
292100.0,8.268006973781965
292200.0,8.268006973781965
292300.0,8.268006973781965
292400.0,8.268006973781965
292500.0,8.268006973781965
292600.0,8.268006973781965
292700.0,8.268006973781965
292800.0,8.268006973781965
292900.0,8.268006973781965
293000.0,8.268006973781965
293100.0,8.268006973781965
293200.0,8.268006973781965
293300.0,8.268006973781965
293400.0,8.268006973781965
293500.0,8.268006973781965
293600.0,8.268006973781965
293700.0,8.268006973781965
293800.0,8.268006973781965
293900.0,8.268006973781965
294000.0,8.268006973781965
294100.0,8.268006973781965
294200.0,8.268006973781965
294300.0,8.268006973781965
294400.0,8.268006973781965
294500.0,8.268006973781965
294600.0,8.268006973781965
294700.0,8.268006973781965
294800.0,8.268006973781965
294900.0,8.268006973781965
295000.0,8.268006973781965
295100.0,8.268006973781965
295200.0,8.268006973781965
295300.0,8.268006973781965
295400.0,8.268006973781965
295500.0,8.268006973781965
295600.0,8.268006973781965
295700.0,8.268006973781965
295800.0,8.268006973781965
295900.0,8.268006973781965
296000.0,8.268006973781965
296100.0,8.268006973781965
296200.0,8.268006973781965
296300.0,8.268006973781965
296400.0,8.268006973781965
296500.0,8.268006973781965
296600.0,8.268006973781965
296700.0,8.268006973781965
296800.0,8.268006973781965
296900.0,8.268006973781965
297000.0,8.268006973781965
297100.0,8.268006973781965
297200.0,8.268006973781965
297300.0,8.268006973781965
297400.0,8.268006973781965
297500.0,8.268006973781965
297600.0,8.268006973781965
297700.0,8.268006973781965
297800.0,8.268006973781965
297900.0,8.268006973781965
298000.0,8.268006973781965
298100.0,8.268006973781965
298200.0,8.268006973781965
298300.0,8.268006973781965
298400.0,8.268006973781965
298500.0,8.268006973781965
298600.0,8.268006973781965
298700.0,8.268006973781965
298800.0,8.268006973781965
298900.0,8.268006973781965
299000.0,8.268006973781965
299100.0,8.268006973781965
299200.0,8.268006973781965
299300.0,8.268006973781965
299400.0,8.268006973781965
299500.0,8.268006973781965
299600.0,8.268006973781965
299700.0,8.268006973781965
299800.0,8.268006973781965
299900.0,8.268006973781965
300000.0,8.268006973781965
300100.0,8.268006973781965
300200.0,8.268006973781965
300300.0,8.268006973781965
300400.0,8.268006973781965
300500.0,8.268006973781965
300600.0,8.268006973781965
300700.0,8.268006973781965
300800.0,8.268006973781965
300900.0,8.268006973781965
301000.0,8.268006973781965
301100.0,8.268006973781965
301200.0,8.268006973781965
301300.0,8.268006973781965
301400.0,8.268006973781965
301500.0,8.268006973781965
301600.0,8.268006973781965
301700.0,8.268006973781965
301800.0,8.268006973781965
301900.0,8.268006973781965
302000.0,8.268006973781965
302100.0,8.268006973781965
302200.0,8.268006973781965
302300.0,8.268006973781965
302400.0,8.268006973781965
302500.0,8.268006973781965
302600.0,8.268006973781965
302700.0,8.268006973781965
302800.0,8.268006973781965
302900.0,8.268006973781965
303000.0,8.268006973781965
303100.0,8.268006973781965
303200.0,8.268006973781965
303300.0,8.268006973781965
303400.0,8.268006973781965
303500.0,8.268006973781965
303600.0,8.268006973781965
303700.0,8.268006973781965
303800.0,8.268006973781965
303900.0,8.268006973781965
304000.0,8.268006973781965
304100.0,8.268006973781965
304200.0,8.268006973781965
304300.0,8.268006973781965
304400.0,8.268006973781965
304500.0,8.268006973781965
304600.0,8.268006973781965
304700.0,8.268006973781965
304800.0,8.268006973781965
304900.0,8.268006973781965
305000.0,8.268006973781965
305100.0,8.268006973781965
305200.0,8.268006973781965
305300.0,8.268006973781965
305400.0,8.268006973781965
305500.0,8.268006973781965
305600.0,8.268006973781965
305700.0,8.268006973781965
305800.0,8.268006973781965
305900.0,8.268006973781965
306000.0,8.268006973781965
306100.0,8.268006973781965
306200.0,8.268006973781965
306300.0,8.268006973781965
306400.0,8.268006973781965
306500.0,8.268006973781965
306600.0,8.268006973781965
306700.0,8.268006973781965
306800.0,8.268006973781965
306900.0,8.268006973781965
307000.0,8.268006973781965
307100.0,8.268006973781965
307200.0,8.268006973781965
307300.0,8.268006973781965
307400.0,8.268006973781965
307500.0,8.268006973781965
307600.0,8.268006973781965
307700.0,8.268006973781965
307800.0,8.268006973781965
307900.0,8.268006973781965
308000.0,8.268006973781965
308100.0,8.268006973781965
308200.0,8.268006973781965
308300.0,8.268006973781965
308400.0,8.268006973781965
308500.0,8.268006973781965
308600.0,8.268006973781965
308700.0,8.268006973781965
308800.0,8.268006973781965
308900.0,8.268006973781965
309000.0,8.268006973781965
309100.0,8.268006973781965
309200.0,8.268006973781965
309300.0,8.268006973781965
309400.0,8.268006973781965
309500.0,8.268006973781965
309600.0,8.268006973781965
309700.0,8.268006973781965
309800.0,8.268006973781965
309900.0,8.268006973781965
310000.0,8.268006973781965
310100.0,8.268006973781965
310200.0,8.268006973781965
310300.0,8.268006973781965
310400.0,8.268006973781965
310500.0,8.268006973781965
310600.0,8.268006973781965
310700.0,8.268006973781965
310800.0,8.268006973781965
310900.0,8.268006973781965
311000.0,8.268006973781965
311100.0,8.268006973781965
311200.0,8.268006973781965
311300.0,8.268006973781965
311400.0,8.268006973781965
311500.0,8.268006973781965
311600.0,8.268006973781965
311700.0,8.268006973781965
311800.0,8.268006973781965
311900.0,8.268006973781965
312000.0,8.268006973781965
312100.0,8.268006973781965
312200.0,8.268006973781965
312300.0,8.268006973781965
312400.0,8.268006973781965
312500.0,8.268006973781965
312600.0,8.268006973781965
312700.0,8.268006973781965
312800.0,8.268006973781965
312900.0,8.268006973781965
313000.0,8.268006973781965
313100.0,8.268006973781965
313200.0,8.268006973781965
313300.0,8.268006973781965
313400.0,8.268006973781965
313500.0,8.268006973781965
313600.0,8.268006973781965
313700.0,8.268006973781965
313800.0,8.268006973781965
313900.0,8.268006973781965
314000.0,8.268006973781965
314100.0,8.268006973781965
314200.0,8.268006973781965
314300.0,8.268006973781965
314400.0,8.268006973781965
314500.0,8.268006973781965
314600.0,8.268006973781965
314700.0,8.268006973781965
314800.0,8.268006973781965
314900.0,8.268006973781965
315000.0,8.268006973781965
315100.0,8.268006973781965
315200.0,8.268006973781963
315300.0,8.268006973781965
315400.0,8.268006973781965
315500.0,8.268006973781965
315600.0,8.268006973781965
315700.0,8.268006973781965
315800.0,8.268006973781965
315900.0,8.268006973781965
316000.0,8.268006973781965
316100.0,8.268006973781965
316200.0,8.268006973781965
316300.0,8.268006973781965
316400.0,8.268006973781965
316500.0,8.268006973781965
316600.0,8.268006973781965
316700.0,8.268006973781965
316800.0,8.268006973781965
316900.0,8.268006973781965
317000.0,8.268006973781965
317100.0,8.268006973781965
317200.0,8.268006973781965
317300.0,8.268006973781965
317400.0,8.268006973781965
317500.0,8.268006973781965
317600.0,8.268006973781965
317700.0,8.268006973781965
317800.0,8.268006973781965
317900.0,8.268006973781965
318000.0,8.268006973781965
318100.0,8.268006973781965
318200.0,8.268006973781965
318300.0,8.268006973781965
318400.0,8.268006973781965
318500.0,8.268006973781965
318600.0,8.268006973781965
318700.0,8.268006973781965
318800.0,8.268006973781965
318900.0,8.268006973781965
319000.0,8.268006973781965
319100.0,8.268006973781965
319200.0,8.268006973781965
319300.0,8.268006973781965
319400.0,8.268006973781965
319500.0,8.268006973781965
319600.0,8.268006973781965
319700.0,8.268006973781965
319800.0,8.268006973781965
319900.0,8.268006973781965
320000.0,8.268006973781965
320100.0,8.268006973781965
320200.0,8.268006973781965
320300.0,8.268006973781965
320400.0,8.268006973781965
320500.0,8.268006973781965
320600.0,8.268006973781965
320700.0,8.268006973781965
320800.0,8.268006973781965
320900.0,8.268006973781965
321000.0,8.268006973781965
321100.0,8.268006973781965
321200.0,8.268006973781965
321300.0,8.268006973781965
321400.0,8.268006973781965
321500.0,8.268006973781965
321600.0,8.268006973781965
321700.0,8.268006973781965
321800.0,8.268006973781965
321900.0,8.268006973781965
322000.0,8.268006973781965
322100.0,8.268006973781965
322200.0,8.268006973781965
322300.0,8.268006973781965
322400.0,8.268006973781965
322500.0,8.268006973781965
322600.0,8.268006973781965
322700.0,8.268006973781965
322800.0,8.268006973781965
322900.0,8.268006973781965
323000.0,8.268006973781965
323100.0,8.268006973781965
323200.0,8.268006973781965
323300.0,8.268006973781965
323400.0,8.268006973781965
323500.0,8.268006973781965
323600.0,8.268006973781965
323700.0,8.268006973781965
323800.0,8.268006973781965
323900.0,8.268006973781965
324000.0,8.268006973781965
324100.0,8.268006973781965
324200.0,8.268006973781965
324300.0,8.268006973781965
324400.0,8.268006973781965
324500.0,8.268006973781965
324600.0,8.268006973781965
324700.0,8.268006973781965
324800.0,8.268006973781965
324900.0,8.268006973781965
325000.0,8.268006973781965
325100.0,8.268006973781965
325200.0,8.268006973781965
325300.0,8.268006973781965
325400.0,8.268006973781965
325500.0,8.268006973781965
325600.0,8.268006973781965
325700.0,8.268006973781965
325800.0,8.268006973781965
325900.0,8.268006973781965
326000.0,8.268006973781965
326100.0,8.268006973781965
326200.0,8.268006973781965
326300.0,8.268006973781965
326400.0,8.268006973781965
326500.0,8.268006973781965
326600.0,8.268006973781965
326700.0,8.268006973781965
326800.0,8.268006973781965
326900.0,8.268006973781965
327000.0,8.268006973781965
327100.0,8.268006973781965
327200.0,8.268006973781965
327300.0,8.268006973781965
327400.0,8.268006973781965
327500.0,8.268006973781965
327600.0,8.268006973781965
327700.0,8.268006973781965
327800.0,8.268006973781965
327900.0,8.268006973781965
328000.0,8.268006973781965
328100.0,8.268006973781965
328200.0,8.268006973781965
328300.0,8.268006973781965
328400.0,8.268006973781965
328500.0,8.268006973781965
328600.0,8.268006973781965
328700.0,8.268006973781965
328800.0,8.268006973781965
328900.0,8.268006973781965
329000.0,8.268006973781965
329100.0,8.268006973781965
329200.0,8.268006973781965
329300.0,8.268006973781965
329400.0,8.268006973781965
329500.0,8.268006973781965
329600.0,8.268006973781965
329700.0,8.268006973781965
329800.0,8.268006973781965
329900.0,8.268006973781965
330000.0,8.268006973781965
330100.0,8.268006973781965
330200.0,8.268006973781965
330300.0,8.268006973781965
330400.0,8.268006973781965
330500.0,8.268006973781965
330600.0,8.268006973781965
330700.0,8.268006973781965
330800.0,8.268006973781965
330900.0,8.268006973781965
331000.0,8.268006973781965
331100.0,8.268006973781965
331200.0,8.268006973781965
331300.0,8.268006973781965
331400.0,8.268006973781965
331500.0,8.268006973781965
331600.0,8.268006973781965
331700.0,8.268006973781965
331800.0,8.268006973781965
331900.0,8.268006973781965
332000.0,8.268006973781965
332100.0,8.268006973781965
332200.0,8.268006973781965
332300.0,8.268006973781965
332400.0,8.268006973781965
332500.0,8.268006973781965
332600.0,8.268006973781965
332700.0,8.268006973781965
332800.0,8.268006973781965
332900.0,8.268006973781965
333000.0,8.268006973781965
333100.0,8.268006973781965
333200.0,8.268006973781965
333300.0,8.268006973781965
333400.0,8.268006973781965
333500.0,8.268006973781965
333600.0,8.268006973781965
333700.0,8.268006973781965
333800.0,8.268006973781965
333900.0,8.268006973781965
334000.0,8.268006973781965
334100.0,8.268006973781965
334200.0,8.268006973781965
334300.0,8.268006973781965
334400.0,8.268006973781965
334500.0,8.268006973781965
334600.0,8.268006973781965
334700.0,8.268006973781965
334800.0,8.268006973781965
334900.0,8.268006973781965
335000.0,8.268006973781965
335100.0,8.268006973781965
335200.0,8.268006973781965
335300.0,8.268006973781965
335400.0,8.268006973781965
335500.0,8.268006973781965
335600.0,8.268006973781965
335700.0,8.268006973781965
335800.0,8.268006973781965
335900.0,8.268006973781965
336000.0,8.268006973781965
336100.0,8.268006973781965
336200.0,8.268006973781965
336300.0,8.268006973781965
336400.0,8.268006973781965
336500.0,8.268006973781965
336600.0,8.268006973781965
336700.0,8.268006973781965
336800.0,8.268006973781965
336900.0,8.268006973781965
337000.0,8.268006973781965
337100.0,8.268006973781965
337200.0,8.268006973781965
337300.0,8.268006973781965
337400.0,8.268006973781965
337500.0,8.268006973781965
337600.0,8.268006973781965
337700.0,8.268006973781965
337800.0,8.268006973781965
337900.0,8.268006973781965
338000.0,8.268006973781965
338100.0,8.268006973781965
338200.0,8.268006973781965
338300.0,8.268006973781965
338400.0,8.268006973781965
338500.0,8.268006973781965
338600.0,8.268006973781965
338700.0,8.268006973781965
338800.0,8.268006973781965
338900.0,8.268006973781965
339000.0,8.268006973781965
339100.0,8.268006973781965
339200.0,8.268006973781965
339300.0,8.268006973781965
339400.0,8.268006973781965
339500.0,8.268006973781965
339600.0,8.268006973781965
339700.0,8.268006973781965
339800.0,8.268006973781965
339900.0,8.268006973781965
340000.0,8.268006973781965
340100.0,8.268006973781965
340200.0,8.268006973781965
340300.0,8.268006973781965
340400.0,8.268006973781965
340500.0,8.268006973781965
340600.0,8.268006973781965
340700.0,8.268006973781965
340800.0,8.268006973781965
340900.0,8.268006973781965
341000.0,8.268006973781965
341100.0,8.268006973781965
341200.0,8.268006973781965
341300.0,8.268006973781965
341400.0,8.268006973781965
341500.0,8.268006973781965
341600.0,8.268006973781965
341700.0,8.268006973781965
341800.0,8.268006973781965
341900.0,8.268006973781965
342000.0,8.268006973781965
342100.0,8.268006973781965
342200.0,8.268006973781965
342300.0,8.268006973781965
342400.0,8.268006973781965
342500.0,8.268006973781965
342600.0,8.268006973781965
342700.0,8.268006973781965
342800.0,8.268006973781965
342900.0,8.268006973781965
343000.0,8.268006973781965
343100.0,8.268006973781965
343200.0,8.268006973781965
343300.0,8.268006973781965
343400.0,8.268006973781965
343500.0,8.268006973781965
343600.0,8.268006973781965
343700.0,8.268006973781965
343800.0,8.268006973781965
343900.0,8.268006973781965
344000.0,8.268006973781965
344100.0,8.268006973781965
344200.0,8.268006973781965
344300.0,8.268006973781965
344400.0,8.268006973781965
344500.0,8.268006973781965
344600.0,8.268006973781965
344700.0,8.268006973781965
344800.0,8.268006973781965
344900.0,8.268006973781965
345000.0,8.268006973781965
345100.0,8.268006973781965
345200.0,8.268006973781965
345300.0,8.268006973781965
345400.0,8.268006973781965
345500.0,8.268006973781965
345600.0,8.268006973781965
345700.0,8.268006973781965
345800.0,8.268006973781965
345900.0,8.268006973781965
346000.0,8.268006973781965
346100.0,8.268006973781965
346200.0,8.268006973781965
346300.0,8.268006973781965
346400.0,8.268006973781965
346500.0,8.268006973781965
346600.0,8.268006973781965
346700.0,8.268006973781965
346800.0,8.268006973781965
346900.0,8.268006973781965
347000.0,8.268006973781965
347100.0,8.268006973781965
347200.0,8.268006973781965
347300.0,8.268006973781965
347400.0,8.268006973781965
347500.0,8.268006973781965
347600.0,8.268006973781965
347700.0,8.268006973781965
347800.0,8.268006973781965
347900.0,8.268006973781965
348000.0,8.268006973781965
348100.0,8.268006973781965
348200.0,8.268006973781965
348300.0,8.268006973781965
348400.0,8.268006973781965
348500.0,8.268006973781965
348600.0,8.268006973781965
348700.0,8.268006973781965
348800.0,8.268006973781965
348900.0,8.268006973781965
349000.0,8.268006973781965
349100.0,8.268006973781965
349200.0,8.268006973781965
349300.0,8.268006973781965
349400.0,8.268006973781965
349500.0,8.268006973781965
349600.0,8.268006973781965
349700.0,8.268006973781965
349800.0,8.268006973781965
349900.0,8.268006973781965
350000.0,8.268006973781965
350100.0,8.268006973781965
350200.0,8.268006973781965
350300.0,8.268006973781965
350400.0,8.268006973781965
350500.0,8.268006973781965
350600.0,8.268006973781965
350700.0,8.268006973781965
350800.0,8.268006973781965
350900.0,8.268006973781965
351000.0,8.268006973781965
351100.0,8.268006973781965
351200.0,8.268006973781965
351300.0,8.268006973781965
351400.0,8.268006973781965
351500.0,8.268006973781965
351600.0,8.268006973781965
351700.0,8.268006973781965
351800.0,8.268006973781965
351900.0,8.268006973781965
352000.0,8.268006973781965
352100.0,8.268006973781965
352200.0,8.268006973781965
352300.0,8.268006973781965
352400.0,8.268006973781965
352500.0,8.268006973781965
352600.0,8.268006973781965
352700.0,8.268006973781965
352800.0,8.268006973781965
352900.0,8.268006973781965
353000.0,8.268006973781965
353100.0,8.268006973781965
353200.0,8.268006973781965
353300.0,8.268006973781965
353400.0,8.268006973781965
353500.0,8.268006973781965
353600.0,8.268006973781965
353700.0,8.268006973781965
353800.0,8.268006973781965
353900.0,8.268006973781965
354000.0,8.268006973781965
354100.0,8.268006973781965
354200.0,8.268006973781965
354300.0,8.268006973781965
354400.0,8.268006973781965
354500.0,8.268006973781965
354600.0,8.268006973781965
354700.0,8.268006973781965
354800.0,8.268006973781965
354900.0,8.268006973781965
355000.0,8.268006973781965
355100.0,8.268006973781965
355200.0,8.268006973781965
355300.0,8.268006973781965
355400.0,8.268006973781965
355500.0,8.268006973781965
355600.0,8.268006973781965
355700.0,8.268006973781965
355800.0,8.268006973781965
355900.0,8.268006973781965
356000.0,8.268006973781965
356100.0,8.268006973781965
356200.0,8.268006973781965
356300.0,8.268006973781965
356400.0,8.268006973781965
356500.0,8.268006973781965
356600.0,8.268006973781965
356700.0,8.268006973781965
356800.0,8.268006973781965
356900.0,8.268006973781965
357000.0,8.268006973781965
357100.0,8.268006973781965
357200.0,8.268006973781965
357300.0,8.268006973781965
357400.0,8.268006973781965
357500.0,8.268006973781965
357600.0,8.268006973781965
357700.0,8.268006973781965
357800.0,8.268006973781965
357900.0,8.268006973781965
358000.0,8.268006973781965
358100.0,8.268006973781965
358200.0,8.268006973781965
358300.0,8.268006973781965
358400.0,8.268006973781965
358500.0,8.268006973781965
358600.0,8.268006973781965
358700.0,8.268006973781965
358800.0,8.268006973781965
358900.0,8.268006973781965
359000.0,8.268006973781965
359100.0,8.268006973781965
359200.0,8.268006973781965
359300.0,8.268006973781965
359400.0,8.268006973781965
359500.0,8.268006973781965
359600.0,8.268006973781965
359700.0,8.268006973781965
359800.0,8.268006973781965
359900.0,8.268006973781965
360000.0,8.268006973781965
360100.0,8.268006973781965
360200.0,8.268006973781965
360300.0,8.268006973781965
360400.0,8.268006973781965
360500.0,8.268006973781965
360600.0,8.268006973781965
360700.0,8.268006973781965
360800.0,8.268006973781965
360900.0,8.268006973781965
361000.0,8.268006973781965
361100.0,8.268006973781965
361200.0,8.268006973781965
361300.0,8.268006973781965
361400.0,8.268006973781965
361500.0,8.268006973781965
361600.0,8.268006973781965
361700.0,8.268006973781965
361800.0,8.268006973781965
361900.0,8.268006973781965
362000.0,8.268006973781965
362100.0,8.268006973781965
362200.0,8.268006973781965
362300.0,8.268006973781965
362400.0,8.268006973781965
362500.0,8.268006973781965
362600.0,8.268006973781965
362700.0,8.268006973781965
362800.0,8.268006973781965
362900.0,8.268006973781965
363000.0,8.268006973781965
363100.0,8.268006973781965
363200.0,8.268006973781965
363300.0,8.268006973781965
363400.0,8.268006973781965
363500.0,8.268006973781965
363600.0,8.268006973781965
363700.0,8.268006973781965
363800.0,8.268006973781965
363900.0,8.268006973781965
364000.0,8.268006973781965
364100.0,8.268006973781965
364200.0,8.268006973781965
364300.0,8.268006973781965
364400.0,8.268006973781965
364500.0,8.268006973781965
364600.0,8.268006973781965
364700.0,8.268006973781965
364800.0,8.268006973781965
364900.0,8.268006973781965
365000.0,8.268006973781965
365100.0,8.268006973781965
365200.0,8.268006973781965
365300.0,8.268006973781965
365400.0,8.268006973781965
365500.0,8.268006973781965
365600.0,8.268006973781965
365700.0,8.268006973781965
365800.0,8.268006973781965
365900.0,8.268006973781965
366000.0,8.268006973781965
366100.0,8.268006973781965
366200.0,8.268006973781965
366300.0,8.268006973781965
366400.0,8.268006973781965
366500.0,8.268006973781965
366600.0,8.268006973781965
366700.0,8.268006973781965
366800.0,8.268006973781965
366900.0,8.268006973781965
367000.0,8.268006973781965
367100.0,8.268006973781965
367200.0,8.268006973781965
367300.0,8.268006973781965
367400.0,8.268006973781965
367500.0,8.268006973781965
367600.0,8.268006973781965
367700.0,8.268006973781965
367800.0,8.268006973781963
367900.0,8.268006973781965
368000.0,8.268006973781965
368100.0,8.268006973781965
368200.0,8.268006973781965
368300.0,8.268006973781965
368400.0,8.268006973781965
368500.0,8.268006973781965
368600.0,8.268006973781965
368700.0,8.268006973781965
368800.0,8.268006973781965
368900.0,8.268006973781965
369000.0,8.268006973781965
369100.0,8.268006973781965
369200.0,8.268006973781965
369300.0,8.268006973781965
369400.0,8.268006973781965
369500.0,8.268006973781965
369600.0,8.268006973781965
369700.0,8.268006973781965
369800.0,8.268006973781965
369900.0,8.268006973781965
370000.0,8.268006973781965
370100.0,8.268006973781965
370200.0,8.268006973781965
370300.0,8.268006973781965
370400.0,8.268006973781965
370500.0,8.268006973781965
370600.0,8.268006973781965
370700.0,8.268006973781965
370800.0,8.268006973781965
370900.0,8.268006973781965
371000.0,8.268006973781965
371100.0,8.268006973781965
371200.0,8.268006973781965
371300.0,8.268006973781965
371400.0,8.268006973781965
371500.0,8.268006973781965
371600.0,8.268006973781965
371700.0,8.268006973781965
371800.0,8.268006973781965
371900.0,8.268006973781965
372000.0,8.268006973781965
372100.0,8.268006973781965
372200.0,8.268006973781965
372300.0,8.268006973781965
372400.0,8.268006973781965
372500.0,8.268006973781965
372600.0,8.268006973781965
372700.0,8.268006973781965
372800.0,8.268006973781965
372900.0,8.268006973781965
373000.0,8.268006973781965
373100.0,8.268006973781965
373200.0,8.268006973781965
373300.0,8.268006973781965
373400.0,8.268006973781965
373500.0,8.268006973781965
373600.0,8.268006973781965
373700.0,8.268006973781965
373800.0,8.268006973781965
373900.0,8.268006973781965
374000.0,8.268006973781965
374100.0,8.268006973781965
374200.0,8.268006973781965
374300.0,8.268006973781965
374400.0,8.268006973781965
374500.0,8.268006973781965
374600.0,8.268006973781965
374700.0,8.268006973781965
374800.0,8.268006973781965
374900.0,8.268006973781965
375000.0,8.268006973781965
375100.0,8.268006973781965
375200.0,8.268006973781965
375300.0,8.268006973781965
375400.0,8.268006973781965
375500.0,8.268006973781965
375600.0,8.268006973781965
375700.0,8.268006973781965
375800.0,8.268006973781965
375900.0,8.268006973781965
376000.0,8.268006973781965
376100.0,8.268006973781965
376200.0,8.268006973781965
376300.0,8.268006973781965
376400.0,8.268006973781965
376500.0,8.268006973781965
376600.0,8.268006973781965
376700.0,8.268006973781965
376800.0,8.268006973781965
376900.0,8.268006973781965
377000.0,8.268006973781965
377100.0,8.268006973781965
377200.0,8.268006973781965
