M.L_b.TA Time [a],M.L_b.TA TA [mol/kg]
17100.0,0.0022820285998574187
17200.0,0.0022820300430407047
17300.0,0.002282031464370538
17400.0,0.0022820328641777235
17500.0,0.002282034242788103
17600.0,0.0022820356005226025
17700.0,0.0022820369376972956
17800.0,0.002282038276095564
17900.0,0.002282039656551001
18000.0,0.002282041557886147
18100.0,0.0022820454155106145
18200.0,0.002282052052726112
18300.0,0.0022820617246496347
18400.0,0.002282074942109514
18500.0,0.0022820926376241426
18600.0,0.002282114161281194
18700.0,0.002282139442712806
18800.0,0.002282169650847119
18900.0,0.002282205009197321
19000.0,0.002282244359604598
19100.0,0.0022822803633944133
19200.0,0.0022823141130416317
19300.0,0.002282346848659891
19400.0,0.0022823750471166362
19500.0,0.0022824009774722737
19600.0,0.0022824260197860696
19700.0,0.002282446659371778
19800.0,0.002282465199062783
19900.0,0.002282482942092944
20000.0,0.0022825002721446556
20100.0,0.0022825153092551156
20200.0,0.0022825292115056417
20300.0,0.0022825407233814142
20400.0,0.0022825511246141843
20500.0,0.0022825591334347
20600.0,0.0022825660615901195
20700.0,0.002282572633569188
20800.0,0.0022825790409251785
20900.0,0.0022825853347790367
21000.0,0.002282591529357358
21100.0,0.0022825976292458828
21200.0,0.002282601649539222
21300.0,0.0022826047148602154
21400.0,0.0022826074992254647
21500.0,0.0022826101804213025
21600.0,0.00228261280548702
21700.0,0.002282615387062073
21800.0,0.002282617883026693
21900.0,0.0022826203205576732
22000.0,0.0022826227158641954
22100.0,0.002282623088906019
22200.0,0.002282622562779632
22300.0,0.002282621810136415
22400.0,0.0022826210078441705
22500.0,0.0022826202021208534
22600.0,0.002282619450575183
22700.0,0.0022826187302083124
22800.0,0.0022826180260654473
22900.0,0.0022826173340380796
23000.0,0.00228261665289806
23100.0,0.002282615982190068
23200.0,0.002282615321669797
23300.0,0.0022826146711544927
23400.0,0.0022826140304817587
23500.0,0.002282611416299728
23600.0,0.0022826079491183697
23700.0,0.0022826043000339627
23800.0,0.0022826006450070205
23900.0,0.0022825970295425268
24000.0,0.002282593464830314
24100.0,0.0022825899530866407
24200.0,0.0022825864942180776
24300.0,0.002282583087562441
24400.0,0.002282579732336326
24500.0,0.0022825764277455357
24600.0,0.0022825731730093573
24700.0,0.0022825699673638847
24800.0,0.002282566810060934
24900.0,0.0022825636772789903
25000.0,0.0022825605914213428
25100.0,0.0022825575524185082
25200.0,0.0022825545595755374
25300.0,0.0022825516371546184
25400.0,0.002282548788443613
25500.0,0.0022825479184224646
25600.0,0.0022825460202588084
25700.0,0.002282545417955523
25800.0,0.0022825436161013858
25900.0,0.0022825430650278587
26000.0,0.002282541215867787
26100.0,0.002282538679956103
26200.0,0.0022825359944726805
26300.0,0.0022825333004002717
26400.0,0.0022825306343087783
26500.0,0.0022825280052771223
26600.0,0.002282525415177582
26700.0,0.002282522864016169
26800.0,0.0022825203513318617
26900.0,0.002282517876558854
27000.0,0.0022825154391175754
27100.0,0.0022825130384357822
27200.0,0.0022825106739522657
27300.0,0.0022825083451166357
27400.0,0.002282506051388491
27500.0,0.002282503775468821
27600.0,0.0022825015336288457
27700.0,0.002282499325819311
27800.0,0.002282497151536354
27900.0,0.002282495010274851
28000.0,0.002282492901534482
28100.0,0.0022824908248216154
28200.0,0.0022824887796498348
28300.0,0.002282486765540034
28400.0,0.0022824847820203617
28500.0,0.002282481772213003
28600.0,0.0022824786491800657
28700.0,0.0022824745224467964
28800.0,0.0022824698416071413
28900.0,0.0022824650684457465
29000.0,0.002282462221244757
29100.0,0.0022824602594035976
29200.0,0.002282458548404771
29300.0,0.002282456920938802
29400.0,0.002282455332816043
29500.0,0.0022824537722672214
29600.0,0.0022824522360275806
29700.0,0.0022824507230425387
29800.0,0.0022824492328198834
29900.0,0.0022824477650039703
30000.0,0.0022824463192691814
30100.0,0.0022824448952954604
30200.0,0.002282443492764112
30300.0,0.0022824421113580825
30400.0,0.002282440750762865
30500.0,0.0022824394106672427
30600.0,0.0022824380907637697
30700.0,0.0022824367907488107
30800.0,0.0022824355103233432
30900.0,0.0022824342491925735
31000.0,0.0022824330070659532
31100.0,0.0022824317836572104
31200.0,0.0022824305786843333
31300.0,0.0022824293918695267
31400.0,0.0022824282229391628
31500.0,0.002282427071623726
31600.0,0.0022824239560597045
31700.0,0.002282421977418079
31800.0,0.0022824187045440763
31900.0,0.0022824148079040466
32000.0,0.0022824108018163016
32100.0,0.002282406812257137
32200.0,0.0022824028715736407
32300.0,0.002282398987488255
32400.0,0.0022823951612878346
32500.0,0.002282391392606505
32600.0,0.002282387680674999
32700.0,0.0022823840246425425
32800.0,0.0022823804236537367
32900.0,0.0022823787732790396
33000.0,0.0022823761046356413
33100.0,0.0022823747432208284
33200.0,0.0022823740899555857
33300.0,0.002282373626993258
33400.0,0.0022823732180193568
33500.0,0.00228237282721941
33600.0,0.002282372445226839
33700.0,0.0022823720696029167
33800.0,0.0022823716997023716
33900.0,0.0022823713353310624
34000.0,0.002282370976400254
34100.0,0.002282370622840848
34200.0,0.002282370274584178
34300.0,0.0022823699315590814
34400.0,0.0022823695936924453
34500.0,0.0022823692609101626
34600.0,0.002282368933137892
34700.0,0.002282368610301492
34800.0,0.0022823682923275037
34900.0,0.0022823679791432305
35000.0,0.002282367670676848
35100.0,0.002282367366857484
35200.0,0.0022823670676152537
35300.0,0.002282366772881275
35400.0,0.002282366482587675
35500.0,0.0022823642157045626
35600.0,0.0022823630725986224
35700.0,0.0022823606231259313
35800.0,0.002282357492020478
35900.0,0.002282354219408283
36000.0,0.002282350946861248
36100.0,0.002282347710952009
36200.0,0.0022823445663339935
36300.0,0.0022823414889297073
36400.0,0.002282338463143567
36500.0,0.0022823354843226912
36600.0,0.0022823325507201632
36700.0,0.0022823296613713327
36800.0,0.0022823268155284433
36900.0,0.002282324012511271
37000.0,0.002282321251666297
37100.0,0.002282318512212611
37200.0,0.002282315813695525
37300.0,0.002282313156056824
37400.0,0.0022823105386924796
37500.0,0.002282307960996937
37600.0,0.0022823054223703567
37700.0,0.0022823029222209007
37800.0,0.0022823004599653706
37900.0,0.002282298035029318
38000.0,0.002282295646846983
38100.0,0.0022822943293211223
38200.0,0.002282293211859681
38300.0,0.0022822931640693266
38400.0,0.002282291812104713
38500.0,0.0022822916794452593
38600.0,0.0022822903224009963
38700.0,0.00228229020477256
38800.0,0.0022822907641734903
38900.0,0.002282291492527382
39000.0,0.0022822903599389825
39100.0,0.0022822902993530113
39200.0,0.0022822908719630133
39300.0,0.0022822916021949928
39400.0,0.0022822904686550702
39500.0,0.0022822904064765054
39600.0,0.0022822909773978265
39700.0,0.0022822917059679344
39800.0,0.0022822905708134024
39900.0,0.0022822905070620345
40000.0,0.00228229107644648
40100.0,0.0022822918035109723
40200.0,0.002282290666879924
40300.0,0.0022822906016769316
40400.0,0.0022822911696331527
40500.0,0.002282289999004186
40600.0,0.0022822899325922776
40700.0,0.002282290507797446
40800.0,0.0022822912427698737
40900.0,0.0022822901144604036
41000.0,0.002282290057578909
41100.0,0.0022822906337524405
41200.0,0.0022822913675022045
41300.0,0.0022822902374449415
41400.0,0.0022822901787156115
41500.0,0.0022822907530469696
41600.0,0.0022822914849835924
41700.0,0.002282290353102095
41800.0,0.0022822883118338313
41900.0,0.002282286042198882
42000.0,0.0022822837390750316
42100.0,0.0022822814532188354
42200.0,0.0022822791974523933
42300.0,0.0022822770203283346
42400.0,0.0022822748963651964
42500.0,0.0022822728097791414
42600.0,0.0022822707560360305
42700.0,0.0022822687335823555
42800.0,0.0022822667416611997
42900.0,0.002282264779733753
43000.0,0.0022822628473254274
43100.0,0.0022822609439845207
43200.0,0.0022822590692708577
43300.0,0.0022822572090785962
43400.0,0.0022822553766764487
43500.0,0.0022822535720255777
43600.0,0.002282251807843148
43700.0,0.002282250070530183
43800.0,0.0022822483466731934
43900.0,0.002282246648567804
44000.0,0.0022822449761786567
44100.0,0.0022822433291265665
44200.0,0.002282241707031065
44300.0,0.0022822401095150993
44400.0,0.0022822385363088895
44500.0,0.0022822369869844893
44600.0,0.0022822354611310024
44700.0,0.0022822339583863376
44800.0,0.0022822324783516694
44900.0,0.0022822310207011856
45000.0,0.002282229585124124
45100.0,0.0022822281712955817
45200.0,0.0022822267788891845
45300.0,0.0022822254075813586
45400.0,0.0022822240571405525
45500.0,0.002282222727199461
45600.0,0.0022822214174054003
45700.0,0.00228222012744757
45800.0,0.0022822188569836368
45900.0,0.0022822176057339387
46000.0,0.0022822163734317327
46100.0,0.002282215159798139
46200.0,0.0022822139645530108
46300.0,0.00228221278741861
46400.0,0.0022822116281961823
46500.0,0.00228221048657045
46600.0,0.0022822093622386847
46700.0,0.0022822090761482647
46800.0,0.002282208958762933
46900.0,0.0022822093795237305
47000.0,0.002282209658336646
47100.0,0.0022822089417409894
47200.0,0.002282209895262265
47300.0,0.0022822096887620096
47400.0,0.0022822088662979244
47500.0,0.0022822097982383724
47600.0,0.0022822095872722385
47700.0,0.0022822106610378835
47800.0,0.0022822104770275848
47900.0,0.0022822096058582823
48000.0,0.002282210508325927
48100.0,0.002282210281790681
48200.0,0.00228220940193546
48300.0,0.0022822103045406286
48400.0,0.002282210080382175
48500.0,0.002282209203426995
48600.0,0.0022822101090201937
48700.0,0.002282209887823827
48800.0,0.0022822090137826984
48900.0,0.0022822099222442422
49000.0,0.0022822097038664975
49100.0,0.0022822088782345593
49200.0,0.0022822098092744937
49300.0,0.002282209597986724
49400.0,0.002282210671571552
49500.0,0.002282210487411009
49600.0,0.002282209616096026
49700.0,0.0022822105184174325
49800.0,0.0022822102917356146
49900.0,0.002282209411734191
50000.0,0.0022822103141939246
50100.0,0.0022822100898915276
50200.0,0.0022822092127941424
50300.0,0.0022822101182467967
50400.0,0.0022822098969119044
50500.0,0.0022822090227342835
50600.0,0.0022822099310611543
50700.0,0.002282209712550809
50800.0,0.0022822088867882387
50900.0,0.002282209817699367
51000.0,0.002282209606284837
51100.0,0.002282210679744701
51200.0,0.002282210495387157
51300.0,0.00228220962392101
51400.0,0.0022822105261894256
51500.0,0.0022822102993470335
51600.0,0.00228220941920772
51700.0,0.0022822103216216722
51800.0,0.0022822100971643007
51900.0,0.002282209219934176
52000.0,0.0022822101253460515
52100.0,0.002282209903861101
52200.0,0.002282209029555586
52300.0,0.002282209937846464
52400.0,0.002282209719190745
52500.0,0.002282208893306543
52600.0,0.002282207843549276
52700.0,0.0022822067318926872
52800.0,0.002282205616747206
52900.0,0.0022822045132266573
53000.0,0.002282203425061268
53100.0,0.002282202353005789
53200.0,0.002282201297049734
53300.0,0.0022822002569944555
53400.0,0.0022821992326012993
53500.0,0.0022821982236280337
53600.0,0.0022821972298367773
53700.0,0.002282196250995027
53800.0,0.002282195286875249
53900.0,0.0022821943372543386
54000.0,0.0022821934019131977
54100.0,0.002282192480636432
54200.0,0.002282191573212141
54300.0,0.002282190679431771
54400.0,0.0022821897990900225
54500.0,0.002282188931984712
54600.0,0.0022821880779167417
54700.0,0.002282187236690034
54800.0,0.0022821864081114768
54900.0,0.0022821855919908708
55000.0,0.002282184788140884
55100.0,0.0022821839963770053
55200.0,0.0022821832165174985
55300.0,0.002282182448383364
55400.0,0.002282181691798294
55500.0,0.0022821809465886312
55600.0,0.0022821802125833333
55700.0,0.002282179489613927
55800.0,0.002282178777514476
55900.0,0.0022821780761215367
56000.0,0.0022821773852741254
56100.0,0.0022821767048136774
56200.0,0.0022821760345840135
56300.0,0.0022821753744313037
56400.0,0.0022821747242040328
56500.0,0.002282174083752961
56600.0,0.002282173452931092
56700.0,0.0022821728315936436
56800.0,0.002282172219598008
56900.0,0.0022821716168037226
57000.0,0.0022821710230724376
57100.0,0.0022821704382678825
57200.0,0.002282169862255838
57300.0,0.002282169294904101
57400.0,0.0022821687360824574
57500.0,0.0022821681856626517
57600.0,0.0022821676435183557
57700.0,0.0022821671095251423
57800.0,0.002282166583560454
57900.0,0.0022821660655035765
58000.0,0.0022821655552356123
58100.0,0.0022821650526394493
58200.0,0.002282164557599739
58300.0,0.0022821640700028648
58400.0,0.002282163589736922
58500.0,0.002282163116691684
58600.0,0.002282162650758585
58700.0,0.0022821621918306914
58800.0,0.002282161739802675
58900.0,0.0022821612945707944
59000.0,0.0022821608560328666
59100.0,0.002282160424088246
59200.0,0.0022821599986377994
59300.0,0.002282159579583885
59400.0,0.002282159166830328
59500.0,0.0022821587602824015
59600.0,0.002282158359846802
59700.0,0.0022821579654316287
59800.0,0.002282157576946363
59900.0,0.0022821571943018476
60000.0,0.0022821568174102654
60100.0,0.0022821564461851193
60200.0,0.0022821560805412144
60300.0,0.002282155720394635
60400.0,0.0022821553656627294
60500.0,0.0022821550162640857
60600.0,0.002282154672118518
60700.0,0.0022821543331470458
60800.0,0.002282153999271876
60900.0,0.002282153670416386
61000.0,0.0022821533465051027
61100.0,0.002282153027463692
61200.0,0.0022821527132189335
61300.0,0.0022821524036987103
61400.0,0.0022821520988319886
61500.0,0.002282151798548803
61600.0,0.0022821515027802407
61700.0,0.0022821512114584237
61800.0,0.002282150924516495
61900.0,0.002282150641888604
62000.0,0.0022821503635098894
62100.0,0.0022821500893164654
62200.0,0.002282149819245406
62300.0,0.002282149553234732
62400.0,0.0022821492912233963
62500.0,0.0022821490331512697
62600.0,0.0022821487789591254
62700.0,0.0022821485285886294
62800.0,0.0022821482819823232
62900.0,0.002282148039083614
63000.0,0.002282147799836758
63100.0,0.0022821475641868504
63200.0,0.002282147332079811
63300.0,0.002282147103462375
63400.0,0.0022821468782820756
63500.0,0.0022821466564872366
63600.0,0.00228214643802696
63700.0,0.0022821462228511087
63800.0,0.0022821460109103044
63900.0,0.002282145802155908
64000.0,0.0022821455965400124
64100.0,0.0022821453940154324
64200.0,0.0022821451945356903
64300.0,0.0022821449980550087
64400.0,0.0022821448045282967
64500.0,0.002282144613911142
64600.0,0.0022821444261598013
64700.0,0.0022821442412311876
64800.0,0.002282144059082862
64900.0,0.002282143879673024
65000.0,0.002282143702960502
65100.0,0.002282143528904742
65200.0,0.0022821433574658017
65300.0,0.002282143188604337
65400.0,0.002282143022281597
65500.0,0.002282142858459413
65600.0,0.0022821426971001905
65700.0,0.002282142538166899
65800.0,0.002282142381623067
65900.0,0.0022821422274327684
66000.0,0.00228214207556062
66100.0,0.0022821419259717686
66200.0,0.002282141778631887
66300.0,0.002282141633507162
66400.0,0.0022821414905642907
66500.0,0.0022821413497704688
66600.0,0.0022821412110933872
66700.0,0.0022821410745012213
66800.0,0.0022821409399626253
66900.0,0.002282140807446725
67000.0,0.0022821406769231102
67100.0,0.002282140548361828
67200.0,0.002282140421733376
67300.0,0.0022821402970086943
67400.0,0.0022821401741591604
67500.0,0.002282140053156584
67600.0,0.002282139933973196
67700.0,0.0022821398165816455
67800.0,0.0022821397465731816
67900.0,0.0022821396981429214
68000.0,0.0022821396558268705
68100.0,0.0022821396155494815
68200.0,0.0022821395762356225
68300.0,0.002282139537599723
68400.0,0.002282139499562998
68500.0,0.0022821394621002074
68600.0,0.002282139425199603
68700.0,0.0022821393888526323
68800.0,0.0022821393530513922
68900.0,0.0022821393177880644
69000.0,0.0022821392830548325
69100.0,0.0022821392488439015
69200.0,0.0022821392151475264
69300.0,0.0022821391819580375
69400.0,0.0022821391492678514
69500.0,0.0022821391170694833
69600.0,0.002282139085355551
69700.0,0.0022821390541187753
69800.0,0.0022821390233519843
69900.0,0.0022821389930481094
70000.0,0.002282138963200189
70100.0,0.0022821389338013635
70200.0,0.002282138904844877
70300.0,0.0022821388763240745
70400.0,0.0022821388482324014
70500.0,0.0022821388205634
70600.0,0.0022821387933107122
70700.0,0.0022821387664680726
70800.0,0.0022821387400293134
70900.0,0.0022821387139883567
71000.0,0.002282138688339217
71100.0,0.0022821386630759995
71200.0,0.0022821386381928965
71300.0,0.00228213861368419
71400.0,0.0022821385895442454
71500.0,0.0022821385657675153
71600.0,0.0022821385423485345
71700.0,0.0022821385192819204
71800.0,0.0022821384965623706
71900.0,0.0022821384741846633
72000.0,0.002282138452143656
72100.0,0.002282138430434281
72200.0,0.00228213840905155
72300.0,0.002282138387990547
72400.0,0.002282138367246432
72500.0,0.002282138346814437
72600.0,0.0022821383266898652
72700.0,0.0022821383068680912
72800.0,0.0022821382873445596
72900.0,0.002282138268114783
73000.0,0.0022821382491743404
73100.0,0.0022821382305188796
73200.0,0.002282138212144112
73300.0,0.002282138194045815
73400.0,0.0022821381762198278
73500.0,0.002282138158662054
73600.0,0.0022821381413684573
73700.0,0.0022821381243350635
73800.0,0.0022821381075579573
73900.0,0.002282138091033282
74000.0,0.0022821380747572403
74100.0,0.002282138058726091
74200.0,0.0022821380429361485
74300.0,0.0022821380273837844
74400.0,0.002282138012065424
74500.0,0.002282137996977547
74600.0,0.0022821379821166845
74700.0,0.0022821379674794213
74800.0,0.002282137953062393
74900.0,0.0022821379388622857
75000.0,0.0022821379248758357
75100.0,0.0022821379110998284
75200.0,0.0022821378975310972
75300.0,0.0022821378841665235
75400.0,0.0022821378710030354
75500.0,0.0022821378580376076
75600.0,0.00228213784526726
75700.0,0.0022821378326890567
75800.0,0.002282137820300108
75900.0,0.002282137808097565
76000.0,0.0022821377960786236
76100.0,0.0022821377842405215
76200.0,0.0022821377725805374
76300.0,0.002282137761095992
76400.0,0.0022821377497842447
76500.0,0.0022821377386426957
76600.0,0.0022821377276687842
76700.0,0.002282137716859988
76800.0,0.002282137706213823
76900.0,0.0022821376957278426
77000.0,0.0022821376853996355
77100.0,0.0022821376752268276
77200.0,0.0022821376652070826
77300.0,0.002282137655338096
77400.0,0.0022821376456176002
77500.0,0.00228213763604336
77600.0,0.002282137626613176
77700.0,0.0022821376173248796
77800.0,0.002282137608176337
77900.0,0.0022821375991654443
78000.0,0.0022821375902901315
78100.0,0.0022821375815483577
78200.0,0.0022821375729381145
78300.0,0.0022821375644574223
78400.0,0.0022821375561043323
78500.0,0.002282137547876924
78600.0,0.002282137539773307
78700.0,0.002282137531791618
78800.0,0.0022821375239300227
78900.0,0.0022821375161867145
79000.0,0.0022821375085599143
79100.0,0.0022821375010478673
79200.0,0.0022821374936488475
79300.0,0.0022821374863611554
79400.0,0.0022821374791831147
79500.0,0.002282137472113076
79600.0,0.0022821374651494147
79700.0,0.0022821374582905293
79800.0,0.002282137451534844
79900.0,0.0022821374448808054
80000.0,0.0022821374383268853
80100.0,0.0022821374318715763
80200.0,0.002282137425513395
80300.0,0.0022821374192508797
80400.0,0.0022821374130825916
80500.0,0.002282137407007112
80600.0,0.0022821374010230456
80700.0,0.002282137395129016
80800.0,0.002282137389323669
80900.0,0.0022821373836056703
81000.0,0.0022821373779737053
81100.0,0.0022821373724264803
81200.0,0.00228213736696272
81300.0,0.002282137361581168
81400.0,0.0022821373562805876
81500.0,0.0022821373510597607
81600.0,0.002282137345917487
81700.0,0.0022821373408525845
81800.0,0.00228213733586389
81900.0,0.002282137330950256
82000.0,0.0022821373261105535
82100.0,0.0022821373213436696
82200.0,0.0022821373166485096
82300.0,0.0022821373120239935
82400.0,0.002282137307469058
82500.0,0.0022821373029826572
82600.0,0.0022821372985637593
82700.0,0.0022821372942113493
82800.0,0.0022821372899244265
82900.0,0.002282137285702005
83000.0,0.002282137281543115
83100.0,0.0022821372774468
83200.0,0.002282137273412119
83300.0,0.002282137269438144
83400.0,0.0022821372655239627
83500.0,0.002282137261668675
83600.0,0.002282137257871394
83700.0,0.0022821372541312482
83800.0,0.0022821372504473764
83900.0,0.0022821372468189334
84000.0,0.0022821372432450847
84100.0,0.0022821372397250073
84200.0,0.0022821372362578944
84300.0,0.0022821372328429485
84400.0,0.002282137229479384
84500.0,0.0022821372261664285
84600.0,0.00228213722290332
84700.0,0.0022821372196893093
84800.0,0.0022821372165236567
84900.0,0.002282137213405635
85000.0,0.002282137210334527
85100.0,0.002282137207309628
85200.0,0.002282137204330242
85300.0,0.0022821372013956845
85400.0,0.002282137198505281
85500.0,0.0022821371956583667
85600.0,0.0022821371928542877
85700.0,0.002282137190092399
85800.0,0.0022821371873720663
85900.0,0.0022821371846926644
86000.0,0.002282137182053577
86100.0,0.002282137179454198
86200.0,0.0022821371768939297
86300.0,0.002282137174372183
86400.0,0.002282137171888379
86500.0,0.002282137169441947
86600.0,0.0022821371670323242
86700.0,0.0022821371646589567
86800.0,0.0022821371623212997
86900.0,0.0022821371600188155
87000.0,0.0022821371577509747
87100.0,0.002282137155517256
87200.0,0.0022821371533171464
87300.0,0.0022821371511501398
87400.0,0.0022821371490157386
87500.0,0.002282137146913452
87600.0,0.0022821371448427967
87700.0,0.0022821371428032966
87800.0,0.0022821371407944833
87900.0,0.0022821371388158955
88000.0,0.002282137136867077
88100.0,0.0022821371349475805
88200.0,0.0022821371330569657
88300.0,0.0022821371311947973
88400.0,0.0022821371293606472
88500.0,0.0022821371275540945
88600.0,0.0022821371257747227
88700.0,0.0022821371240221242
88800.0,0.0022821371222958953
88900.0,0.0022821371205956394
89000.0,0.0022821371189209656
89100.0,0.0022821371172714894
89200.0,0.0022821371156468316
89300.0,0.002282137114046619
89400.0,0.0022821371124704835
89500.0,0.002282137110918062
89600.0,0.002282137109388999
89700.0,0.0022821371078829427
89800.0,0.0022821371063995468
89900.0,0.00228213710493847
90000.0,0.002282137103499377
90100.0,0.0022821371020819367
90200.0,0.0022821371006858234
90300.0,0.002282137099310716
90400.0,0.0022821370979562985
90500.0,0.00228213709662226
90600.0,0.002282137095308294
90700.0,0.0022821370940140978
90800.0,0.002282137092739374
90900.0,0.00228213709148383
91000.0,0.002282137090247178
91100.0,0.002282137089029132
91200.0,0.0022821370878294135
91300.0,0.002282137086647746
91400.0,0.0022821370854838575
91500.0,0.0022821370843374815
91600.0,0.002282137083208354
91700.0,0.002282137082096215
91800.0,0.0022821370810008103
91900.0,0.0022821370799218864
92000.0,0.002282137078859197
92100.0,0.002282137077812497
92200.0,0.0022821370767815456
92300.0,0.002282137075766106
92400.0,0.0022821370747659444
92500.0,0.0022821370737808318
92600.0,0.002282137072810541
92700.0,0.00228213707185485
92800.0,0.002282137070913538
92900.0,0.0022821370699863896
93000.0,0.002282137069073191
93100.0,0.002282137068173732
93200.0,0.0022821370672878065
93300.0,0.002282137066415211
93400.0,0.002282137065555745
93500.0,0.0022821370647092103
93600.0,0.002282137063875413
93700.0,0.002282137063054161
93800.0,0.0022821370622452654
93900.0,0.002282137061448541
94000.0,0.002282137060663804
94100.0,0.002282137059890874
94200.0,0.002282137059129574
94300.0,0.002282137058379728
94400.0,0.0022821370576411653
94500.0,0.002282137056913715
94600.0,0.0022821370561972097
94700.0,0.0022821370554914856
94800.0,0.0022821370547963793
94900.0,0.002282137054111732
95000.0,0.002282137053437386
95100.0,0.0022821370527731865
95200.0,0.00228213705211898
95300.0,0.002282137051474617
95400.0,0.0022821370508399495
