M.H_b.Hplus Time [a],M.H_b.Hplus Hplus [mol/kg]
63000.0,5.871546831994471e-09
64000.0,5.871577189001988e-09
65000.0,5.871603278919912e-09
66000.0,5.871625701530751e-09
67000.0,5.871644972317061e-09
68000.0,5.871661534305574e-09
69000.0,5.871675202780953e-09
70000.0,5.871680466936696e-09
71000.0,5.871684197457442e-09
72000.0,5.871687397121392e-09
73000.0,5.871690146631785e-09
74000.0,5.871692509362671e-09
75000.0,5.871694539723351e-09
76000.0,5.871696284468954e-09
77000.0,5.871697783777565e-09
78000.0,5.8716990721751915e-09
79000.0,5.871700179331091e-09
80000.0,5.871701130740999e-09
81000.0,5.8717019483139525e-09
82000.0,5.871702650877108e-09
83000.0,5.871703254609098e-09
84000.0,5.87170377341273e-09
85000.0,5.871704219235086e-09
86000.0,5.871704602342617e-09
87000.0,5.871704931557544e-09
88000.0,5.871705214461021e-09
89000.0,5.871705457567802e-09
90000.0,5.8717056664762235e-09
91000.0,5.871705845997028e-09
92000.0,5.871706000264213e-09
93000.0,5.8717061328302544e-09
94000.0,5.871706246747925e-09
95000.0,5.871706344640545e-09
96000.0,5.871706428762382e-09
97000.0,5.871706501050614e-09
98000.0,5.871706563169897e-09
99000.0,5.871706616550702e-09
100000.0,5.8717066624223176e-09
101000.0,5.871706701841047e-09
102000.0,5.871706735714692e-09
103000.0,5.871706764823242e-09
104000.0,5.8717067898370435e-09
105000.0,5.871706811332061e-09
106000.0,5.87170682980332e-09
107000.0,5.871706845676222e-09
108000.0,5.871706859316244e-09
109000.0,5.871706871037439e-09
110000.0,5.87170688110981e-09
111000.0,5.8717068897652674e-09
112000.0,5.871706897203133e-09
113000.0,5.871706903594711e-09
114000.0,5.871706909087188e-09
115000.0,5.871706913807044e-09
116000.0,5.871706917862913e-09
117000.0,5.8717069213482284e-09
118000.0,5.871706924343274e-09
119000.0,5.871706926916986e-09
120000.0,5.8717069291286545e-09
121000.0,5.871706931029197e-09
122000.0,5.8717069326623924e-09
123000.0,5.871706934065868e-09
124000.0,5.871706935271889e-09
125000.0,5.871706936308222e-09
126000.0,5.871706937198823e-09
127000.0,5.87170693796412e-09
128000.0,5.8717069386217515e-09
129000.0,5.871706939186884e-09
130000.0,5.871706939672512e-09
131000.0,5.871706940089826e-09
132000.0,5.871706940448446e-09
133000.0,5.871706940756622e-09
134000.0,5.871706941021427e-09
135000.0,5.871706941249001e-09
136000.0,5.87170694144455e-09
137000.0,5.871706941612587e-09
138000.0,5.871706941757006e-09
139000.0,5.8717069418811045e-09
140000.0,5.871706941987759e-09
141000.0,5.871706942079358e-09
142000.0,5.871706942158118e-09
143000.0,5.8717069422257766e-09
144000.0,5.871706942283917e-09
145000.0,5.871706942333881e-09
146000.0,5.8717069423768206e-09
147000.0,5.871706942413712e-09
148000.0,5.87170694244542e-09
149000.0,5.871706942472671e-09
150000.0,5.871706942496065e-09
151000.0,5.8717069425162e-09
152000.0,5.871706942533501e-09
153000.0,5.871706942548354e-09
154000.0,5.871706942561095e-09
