M.D_b.CO2aq Time [a],M.D_b.CO2aq CO2aq [mol/kg]
463500.0,2.766657677692562e-05
463600.0,2.7666576776925627e-05
463700.0,2.766657677692563e-05
463800.0,2.7666576776925638e-05
463900.0,2.7666576776925638e-05
464000.0,2.7666576776925638e-05
464100.0,2.7666576776925644e-05
464200.0,2.7666576776925648e-05
464300.0,2.7666576776925655e-05
464400.0,2.7666576776925658e-05
464500.0,2.7666576776925658e-05
464600.0,2.7666576776925665e-05
464700.0,2.7666576776925668e-05
464800.0,2.7666576776925675e-05
464900.0,2.7666576776925678e-05
465000.0,2.7666576776925685e-05
465100.0,2.766657677692569e-05
465200.0,2.7666576776925695e-05
465300.0,2.76665767769257e-05
465400.0,2.7666576776925705e-05
465500.0,2.7666576776925712e-05
465600.0,2.7666576776925716e-05
465700.0,2.7666576776925722e-05
465800.0,2.7666576776925722e-05
465900.0,2.7666576776925726e-05
466000.0,2.7666576776925732e-05
466100.0,2.7666576776925736e-05
466200.0,2.7666576776925743e-05
466300.0,2.7666576776925743e-05
466400.0,2.7666576776925746e-05
466500.0,2.7666576776925753e-05
466600.0,2.7666576776925756e-05
466700.0,2.7666576776925763e-05
466800.0,2.766657677692577e-05
466900.0,2.7666576776925773e-05
467000.0,2.766657677692578e-05
467100.0,2.7666576776925783e-05
467200.0,2.766657677692579e-05
467300.0,2.7666576776925793e-05
467400.0,2.76665767769258e-05
467500.0,2.76665767769258e-05
467600.0,2.7666576776925804e-05
467700.0,2.766657677692581e-05
467800.0,2.766657677692581e-05
467900.0,2.7666576776925814e-05
468000.0,2.766657677692582e-05
468100.0,2.7666576776925827e-05
468200.0,2.766657677692583e-05
468300.0,2.7666576776925837e-05
468400.0,2.766657677692584e-05
468500.0,2.7666576776925848e-05
468600.0,2.7666576776925848e-05
468700.0,2.766657677692585e-05
468800.0,2.7666576776925858e-05
468900.0,2.766657677692586e-05
469000.0,2.7666576776925868e-05
469100.0,2.766657677692587e-05
469200.0,2.7666576776925878e-05
469300.0,2.766657677692588e-05
469400.0,2.7666576776925888e-05
469500.0,2.7666576776925895e-05
469600.0,2.76665767769259e-05
469700.0,2.7666576776925905e-05
469800.0,2.766657677692591e-05
469900.0,2.7666576776925915e-05
470000.0,2.766657677692592e-05
470100.0,2.7666576776925926e-05
470200.0,2.766657677692593e-05
470300.0,2.766657677692593e-05
470400.0,2.7666576776925936e-05
470500.0,2.766657677692594e-05
470600.0,2.7666576776925946e-05
470700.0,2.7666576776925953e-05
470800.0,2.7666576776925956e-05
470900.0,2.7666576776925963e-05
471000.0,2.7666576776925966e-05
471100.0,2.7666576776925973e-05
471200.0,2.7666576776925976e-05
471300.0,2.7666576776925983e-05
471400.0,2.7666576776925987e-05
471500.0,2.7666576776925993e-05
471600.0,2.7666576776925997e-05
471700.0,2.7666576776926004e-05
471800.0,2.766657677692601e-05
471900.0,2.7666576776926014e-05
472000.0,2.766657677692602e-05
472100.0,2.766657677692602e-05
472200.0,2.7666576776926024e-05
472300.0,2.766657677692603e-05
472400.0,2.7666576776926034e-05
472500.0,2.766657677692604e-05
472600.0,2.7666576776926044e-05
472700.0,2.766657677692605e-05
472800.0,2.7666576776926054e-05
472900.0,2.766657677692606e-05
473000.0,2.7666576776926068e-05
473100.0,2.766657677692607e-05
473200.0,2.7666576776926078e-05
473300.0,2.7666576776926078e-05
473400.0,2.7666576776926078e-05
473500.0,2.766657677692608e-05
473600.0,2.7666576776926088e-05
473700.0,2.766657677692609e-05
473800.0,2.766657677692609e-05
473900.0,2.76665767769261e-05
474000.0,2.7666576776926102e-05
474100.0,2.766657677692611e-05
474200.0,2.7666576776926112e-05
474300.0,2.766657677692612e-05
474400.0,2.7666576776926122e-05
474500.0,2.766657677692613e-05
474600.0,2.7666576776926136e-05
474700.0,2.7666576776926136e-05
474800.0,2.766657677692614e-05
474900.0,2.7666576776926146e-05
475000.0,2.766657677692615e-05
475100.0,2.7666576776926156e-05
475200.0,2.766657677692616e-05
475300.0,2.7666576776926166e-05
475400.0,2.7666576776926166e-05
475500.0,2.766657677692617e-05
475600.0,2.7666576776926176e-05
475700.0,2.766657677692618e-05
475800.0,2.7666576776926186e-05
475900.0,2.7666576776926193e-05
476000.0,2.7666576776926197e-05
476100.0,2.7666576776926203e-05
476200.0,2.7666576776926207e-05
476300.0,2.7666576776926214e-05
476400.0,2.7666576776926217e-05
476500.0,2.7666576776926224e-05
476600.0,2.7666576776926227e-05
476700.0,2.7666576776926234e-05
476800.0,2.7666576776926237e-05
476900.0,2.7666576776926244e-05
477000.0,2.766657677692625e-05
477100.0,2.7666576776926254e-05
477200.0,2.766657677692626e-05
477300.0,2.7666576776926264e-05
477400.0,2.766657677692627e-05
477500.0,2.766657677692627e-05
477600.0,2.7666576776926275e-05
477700.0,2.766657677692628e-05
477800.0,2.7666576776926285e-05
477900.0,2.766657677692629e-05
478000.0,2.766657677692629e-05
478100.0,2.766657677692629e-05
478200.0,2.7666576776926295e-05
478300.0,2.76665767769263e-05
478400.0,2.7666576776926305e-05
478500.0,2.7666576776926312e-05
478600.0,2.766657677692632e-05
478700.0,2.7666576776926322e-05
478800.0,2.766657677692633e-05
478900.0,2.7666576776926332e-05
479000.0,2.766657677692634e-05
479100.0,2.7666576776926342e-05
479200.0,2.766657677692635e-05
479300.0,2.7666576776926352e-05
479400.0,2.766657677692636e-05
479500.0,2.766657677692636e-05
479600.0,2.7666576776926363e-05
479700.0,2.766657677692637e-05
479800.0,2.7666576776926376e-05
479900.0,2.766657677692638e-05
480000.0,2.7666576776926386e-05
480100.0,2.766657677692639e-05
480200.0,2.7666576776926397e-05
480300.0,2.76665767769264e-05
480400.0,2.7666576776926407e-05
480500.0,2.766657677692641e-05
480600.0,2.7666576776926417e-05
480700.0,2.766657677692642e-05
480800.0,2.7666576776926427e-05
480900.0,2.7666576776926434e-05
481000.0,2.7666576776926437e-05
481100.0,2.7666576776926437e-05
481200.0,2.7666576776926444e-05
481300.0,2.7666576776926444e-05
481400.0,2.7666576776926447e-05
481500.0,2.7666576776926454e-05
481600.0,2.7666576776926458e-05
481700.0,2.7666576776926458e-05
481800.0,2.7666576776926464e-05
481900.0,2.7666576776926468e-05
482000.0,2.7666576776926474e-05
482100.0,2.7666576776926478e-05
482200.0,2.7666576776926478e-05
482300.0,2.7666576776926485e-05
482400.0,2.7666576776926488e-05
482500.0,2.7666576776926495e-05
482600.0,2.76665767769265e-05
482700.0,2.7666576776926505e-05
482800.0,2.7666576776926512e-05
482900.0,2.7666576776926515e-05
483000.0,2.7666576776926522e-05
483100.0,2.7666576776926525e-05
483200.0,2.7666576776926532e-05
483300.0,2.7666576776926535e-05
483400.0,2.7666576776926542e-05
483500.0,2.7666576776926546e-05
483600.0,2.7666576776926552e-05
483700.0,2.766657677692656e-05
483800.0,2.7666576776926563e-05
483900.0,2.766657677692657e-05
484000.0,2.7666576776926573e-05
484100.0,2.766657677692658e-05
484200.0,2.7666576776926583e-05
484300.0,2.7666576776926583e-05
484400.0,2.766657677692659e-05
484500.0,2.7666576776926593e-05
484600.0,2.76665767769266e-05
484700.0,2.7666576776926603e-05
484800.0,2.766657677692661e-05
484900.0,2.7666576776926617e-05
485000.0,2.766657677692662e-05
485100.0,2.7666576776926627e-05
485200.0,2.766657677692663e-05
485300.0,2.766657677692663e-05
485400.0,2.7666576776926637e-05
485500.0,2.766657677692664e-05
485600.0,2.7666576776926647e-05
485700.0,2.766657677692665e-05
485800.0,2.7666576776926657e-05
485900.0,2.7666576776926657e-05
486000.0,2.766657677692666e-05
486100.0,2.7666576776926668e-05
486200.0,2.766657677692667e-05
486300.0,2.7666576776926678e-05
486400.0,2.7666576776926685e-05
486500.0,2.7666576776926688e-05
486600.0,2.7666576776926695e-05
486700.0,2.7666576776926698e-05
486800.0,2.7666576776926705e-05
486900.0,2.7666576776926708e-05
487000.0,2.7666576776926715e-05
487100.0,2.766657677692672e-05
487200.0,2.7666576776926725e-05
487300.0,2.766657677692673e-05
487400.0,2.7666576776926735e-05
487500.0,2.7666576776926742e-05
487600.0,2.7666576776926746e-05
487700.0,2.7666576776926752e-05
487800.0,2.7666576776926756e-05
487900.0,2.7666576776926762e-05
488000.0,2.7666576776926766e-05
488100.0,2.7666576776926773e-05
488200.0,2.7666576776926776e-05
488300.0,2.7666576776926783e-05
488400.0,2.7666576776926786e-05
488500.0,2.7666576776926793e-05
488600.0,2.76665767769268e-05
488700.0,2.7666576776926803e-05
488800.0,2.766657677692681e-05
488900.0,2.766657677692681e-05
489000.0,2.7666576776926813e-05
489100.0,2.766657677692682e-05
489200.0,2.7666576776926823e-05
489300.0,2.766657677692683e-05
489400.0,2.7666576776926834e-05
489500.0,2.766657677692684e-05
489600.0,2.7666576776926844e-05
489700.0,2.766657677692685e-05
489800.0,2.7666576776926854e-05
489900.0,2.766657677692686e-05
490000.0,2.7666576776926867e-05
490100.0,2.766657677692687e-05
490200.0,2.7666576776926878e-05
490300.0,2.766657677692688e-05
490400.0,2.7666576776926888e-05
490500.0,2.766657677692689e-05
490600.0,2.7666576776926898e-05
490700.0,2.76665767769269e-05
490800.0,2.7666576776926908e-05
490900.0,2.766657677692691e-05
491000.0,2.766657677692691e-05
491100.0,2.7666576776926918e-05
491200.0,2.7666576776926925e-05
491300.0,2.766657677692693e-05
491400.0,2.7666576776926935e-05
491500.0,2.766657677692694e-05
491600.0,2.7666576776926945e-05
491700.0,2.766657677692695e-05
491800.0,2.7666576776926956e-05
491900.0,2.766657677692696e-05
492000.0,2.7666576776926966e-05
492100.0,2.766657677692697e-05
492200.0,2.7666576776926976e-05
492300.0,2.7666576776926983e-05
492400.0,2.7666576776926986e-05
492500.0,2.7666576776926993e-05
492600.0,2.7666576776926996e-05
492700.0,2.7666576776927003e-05
492800.0,2.7666576776927006e-05
492900.0,2.7666576776927013e-05
493000.0,2.7666576776927017e-05
493100.0,2.7666576776927017e-05
493200.0,2.7666576776927023e-05
493300.0,2.7666576776927023e-05
493400.0,2.7666576776927027e-05
493500.0,2.7666576776927033e-05
493600.0,2.766657677692704e-05
493700.0,2.7666576776927044e-05
493800.0,2.766657677692705e-05
493900.0,2.766657677692705e-05
494000.0,2.7666576776927054e-05
494100.0,2.766657677692706e-05
494200.0,2.7666576776927064e-05
494300.0,2.766657677692707e-05
494400.0,2.766657677692707e-05
494500.0,2.7666576776927074e-05
494600.0,2.766657677692708e-05
494700.0,2.7666576776927084e-05
494800.0,2.766657677692709e-05
494900.0,2.7666576776927094e-05
495000.0,2.76665767769271e-05
495100.0,2.7666576776927108e-05
495200.0,2.766657677692711e-05
495300.0,2.7666576776927118e-05
495400.0,2.766657677692712e-05
495500.0,2.766657677692713e-05
495600.0,2.7666576776927132e-05
495700.0,2.766657677692714e-05
495800.0,2.7666576776927142e-05
495900.0,2.766657677692715e-05
496000.0,2.7666576776927152e-05
496100.0,2.766657677692716e-05
496200.0,2.7666576776927166e-05
496300.0,2.766657677692717e-05
496400.0,2.7666576776927176e-05
496500.0,2.7666576776927176e-05
496600.0,2.766657677692718e-05
496700.0,2.7666576776927186e-05
496800.0,2.766657677692719e-05
496900.0,2.7666576776927196e-05
497000.0,2.76665767769272e-05
497100.0,2.7666576776927206e-05
497200.0,2.766657677692721e-05
497300.0,2.7666576776927216e-05
497400.0,2.7666576776927223e-05
497500.0,2.7666576776927227e-05
497600.0,2.7666576776927233e-05
497700.0,2.7666576776927237e-05
497800.0,2.7666576776927244e-05
497900.0,2.7666576776927244e-05
498000.0,2.7666576776927247e-05
498100.0,2.7666576776927254e-05
498200.0,2.7666576776927257e-05
498300.0,2.7666576776927264e-05
498400.0,2.7666576776927267e-05
498500.0,2.7666576776927274e-05
498600.0,2.7666576776927277e-05
498700.0,2.7666576776927284e-05
498800.0,2.766657677692729e-05
498900.0,2.7666576776927294e-05
499000.0,2.76665767769273e-05
499100.0,2.7666576776927305e-05
499200.0,2.766657677692731e-05
499300.0,2.7666576776927315e-05
499400.0,2.7666576776927315e-05
499500.0,2.766657677692732e-05
499600.0,2.7666576776927325e-05
499700.0,2.766657677692733e-05
499800.0,2.7666576776927335e-05
499900.0,2.7666576776927342e-05
500000.0,2.766657677692735e-05
500100.0,2.7666576776927352e-05
500200.0,2.766657677692736e-05
500300.0,2.7666576776927362e-05
500400.0,2.766657677692737e-05
500500.0,2.7666576776927372e-05
500600.0,2.766657677692738e-05
500700.0,2.7666576776927382e-05
500800.0,2.766657677692739e-05
500900.0,2.7666576776927393e-05
501000.0,2.76665767769274e-05
501100.0,2.7666576776927406e-05
501200.0,2.766657677692741e-05
501300.0,2.7666576776927416e-05
501400.0,2.766657677692742e-05
501500.0,2.7666576776927427e-05
501600.0,2.766657677692743e-05
501700.0,2.7666576776927437e-05
501800.0,2.766657677692744e-05
501900.0,2.7666576776927447e-05
502000.0,2.766657677692745e-05
502100.0,2.7666576776927457e-05
502200.0,2.766657677692746e-05
502300.0,2.7666576776927467e-05
502400.0,2.7666576776927474e-05
502500.0,2.7666576776927477e-05
502600.0,2.7666576776927484e-05
502700.0,2.7666576776927488e-05
502800.0,2.7666576776927494e-05
502900.0,2.7666576776927494e-05
503000.0,2.7666576776927494e-05
503100.0,2.7666576776927498e-05
503200.0,2.7666576776927504e-05
503300.0,2.7666576776927508e-05
503400.0,2.7666576776927515e-05
503500.0,2.7666576776927518e-05
503600.0,2.7666576776927525e-05
503700.0,2.766657677692753e-05
503800.0,2.766657677692753e-05
503900.0,2.7666576776927535e-05
504000.0,2.7666576776927542e-05
504100.0,2.7666576776927545e-05
504200.0,2.7666576776927552e-05
504300.0,2.7666576776927555e-05
504400.0,2.7666576776927555e-05
504500.0,2.7666576776927562e-05
504600.0,2.7666576776927565e-05
504700.0,2.7666576776927572e-05
504800.0,2.7666576776927576e-05
504900.0,2.7666576776927582e-05
505000.0,2.766657677692759e-05
505100.0,2.766657677692759e-05
505200.0,2.7666576776927593e-05
505300.0,2.76665767769276e-05
505400.0,2.7666576776927603e-05
505500.0,2.766657677692761e-05
505600.0,2.7666576776927613e-05
505700.0,2.766657677692762e-05
505800.0,2.7666576776927623e-05
505900.0,2.766657677692763e-05
506000.0,2.7666576776927633e-05
506100.0,2.766657677692764e-05
506200.0,2.7666576776927643e-05
506300.0,2.766657677692765e-05
506400.0,2.7666576776927657e-05
506500.0,2.766657677692766e-05
506600.0,2.7666576776927667e-05
506700.0,2.7666576776927667e-05
506800.0,2.766657677692767e-05
506900.0,2.7666576776927677e-05
507000.0,2.766657677692768e-05
507100.0,2.766657677692768e-05
507200.0,2.7666576776927687e-05
507300.0,2.766657677692769e-05
507400.0,2.7666576776927698e-05
507500.0,2.76665767769277e-05
507600.0,2.7666576776927708e-05
507700.0,2.7666576776927715e-05
507800.0,2.7666576776927718e-05
507900.0,2.7666576776927725e-05
508000.0,2.7666576776927728e-05
508100.0,2.7666576776927735e-05
508200.0,2.7666576776927735e-05
508300.0,2.7666576776927738e-05
508400.0,2.7666576776927745e-05
508500.0,2.766657677692775e-05
508600.0,2.766657677692775e-05
508700.0,2.766657677692775e-05
508800.0,2.7666576776927755e-05
508900.0,2.766657677692776e-05
509000.0,2.7666576776927765e-05
509100.0,2.7666576776927772e-05
509200.0,2.7666576776927775e-05
509300.0,2.7666576776927782e-05
509400.0,2.7666576776927786e-05
509500.0,2.7666576776927786e-05
509600.0,2.7666576776927792e-05
509700.0,2.7666576776927796e-05
509800.0,2.7666576776927803e-05
509900.0,2.7666576776927806e-05
510000.0,2.7666576776927806e-05
510100.0,2.7666576776927813e-05
510200.0,2.7666576776927816e-05
510300.0,2.7666576776927823e-05
510400.0,2.7666576776927826e-05
510500.0,2.7666576776927833e-05
510600.0,2.766657677692784e-05
510700.0,2.7666576776927843e-05
510800.0,2.766657677692785e-05
510900.0,2.7666576776927853e-05
511000.0,2.7666576776927853e-05
511100.0,2.766657677692786e-05
511200.0,2.7666576776927864e-05
511300.0,2.766657677692787e-05
511400.0,2.7666576776927874e-05
511500.0,2.766657677692788e-05
511600.0,2.7666576776927884e-05
511700.0,2.766657677692789e-05
511800.0,2.7666576776927897e-05
511900.0,2.76665767769279e-05
512000.0,2.7666576776927908e-05
512100.0,2.766657677692791e-05
512200.0,2.7666576776927918e-05
512300.0,2.766657677692792e-05
512400.0,2.766657677692792e-05
512500.0,2.7666576776927928e-05
512600.0,2.766657677692793e-05
512700.0,2.7666576776927938e-05
512800.0,2.766657677692794e-05
512900.0,2.7666576776927948e-05
513000.0,2.7666576776927955e-05
513100.0,2.766657677692796e-05
513200.0,2.7666576776927965e-05
513300.0,2.766657677692797e-05
513400.0,2.7666576776927975e-05
513500.0,2.766657677692798e-05
513600.0,2.7666576776927986e-05
513700.0,2.766657677692799e-05
513800.0,2.766657677692799e-05
513900.0,2.7666576776927996e-05
514000.0,2.7666576776928e-05
514100.0,2.7666576776928e-05
514200.0,2.7666576776928006e-05
514300.0,2.7666576776928006e-05
514400.0,2.7666576776928013e-05
514500.0,2.7666576776928016e-05
514600.0,2.7666576776928023e-05
514700.0,2.7666576776928026e-05
514800.0,2.7666576776928026e-05
514900.0,2.7666576776928033e-05
515000.0,2.7666576776928036e-05
515100.0,2.7666576776928043e-05
515200.0,2.7666576776928047e-05
515300.0,2.7666576776928053e-05
515400.0,2.7666576776928053e-05
515500.0,2.7666576776928057e-05
515600.0,2.7666576776928063e-05
515700.0,2.7666576776928067e-05
515800.0,2.7666576776928074e-05
515900.0,2.766657677692808e-05
516000.0,2.7666576776928084e-05
516100.0,2.7666576776928084e-05
516200.0,2.766657677692809e-05
516300.0,2.7666576776928094e-05
516400.0,2.76665767769281e-05
516500.0,2.7666576776928104e-05
516600.0,2.7666576776928114e-05
516700.0,2.766657677692812e-05
516800.0,2.766657677692812e-05
516900.0,2.766657677692812e-05
517000.0,2.766657677692812e-05
517100.0,2.7666576776928124e-05
517200.0,2.766657677692813e-05
517300.0,2.7666576776928138e-05
517400.0,2.766657677692814e-05
517500.0,2.7666576776928148e-05
517600.0,2.766657677692815e-05
517700.0,2.766657677692816e-05
517800.0,2.7666576776928162e-05
517900.0,2.7666576776928162e-05
518000.0,2.766657677692817e-05
518100.0,2.766657677692817e-05
518200.0,2.766657677692817e-05
518300.0,2.7666576776928172e-05
518400.0,2.766657677692818e-05
518500.0,2.7666576776928182e-05
518600.0,2.766657677692819e-05
518700.0,2.7666576776928196e-05
518800.0,2.76665767769282e-05
518900.0,2.7666576776928206e-05
519000.0,2.766657677692821e-05
519100.0,2.766657677692821e-05
519200.0,2.7666576776928216e-05
519300.0,2.766657677692822e-05
519400.0,2.7666576776928226e-05
519500.0,2.7666576776928226e-05
519600.0,2.766657677692823e-05
519700.0,2.7666576776928236e-05
519800.0,2.766657677692824e-05
519900.0,2.7666576776928246e-05
520000.0,2.7666576776928257e-05
520100.0,2.7666576776928257e-05
520200.0,2.7666576776928263e-05
520300.0,2.7666576776928267e-05
520400.0,2.7666576776928274e-05
520500.0,2.7666576776928284e-05
520600.0,2.7666576776928287e-05
520700.0,2.7666576776928287e-05
520800.0,2.7666576776928294e-05
520900.0,2.7666576776928297e-05
521000.0,2.7666576776928304e-05
521100.0,2.7666576776928307e-05
521200.0,2.7666576776928314e-05
521300.0,2.766657677692832e-05
521400.0,2.7666576776928324e-05
521500.0,2.7666576776928335e-05
521600.0,2.766657677692834e-05
521700.0,2.766657677692834e-05
521800.0,2.7666576776928345e-05
521900.0,2.766657677692835e-05
522000.0,2.7666576776928355e-05
522100.0,2.7666576776928355e-05
522200.0,2.766657677692836e-05
522300.0,2.7666576776928365e-05
522400.0,2.7666576776928372e-05
522500.0,2.7666576776928372e-05
522600.0,2.766657677692838e-05
522700.0,2.7666576776928382e-05
522800.0,2.766657677692839e-05
522900.0,2.7666576776928392e-05
523000.0,2.76665767769284e-05
523100.0,2.7666576776928402e-05
523200.0,2.7666576776928402e-05
523300.0,2.766657677692841e-05
523400.0,2.7666576776928412e-05
523500.0,2.766657677692842e-05
523600.0,2.7666576776928423e-05
523700.0,2.766657677692843e-05
523800.0,2.7666576776928433e-05
523900.0,2.766657677692844e-05
524000.0,2.7666576776928446e-05
524100.0,2.766657677692845e-05
524200.0,2.7666576776928457e-05
524300.0,2.7666576776928457e-05
524400.0,2.766657677692846e-05
524500.0,2.766657677692846e-05
524600.0,2.7666576776928467e-05
524700.0,2.766657677692847e-05
524800.0,2.7666576776928477e-05
524900.0,2.766657677692848e-05
525000.0,2.7666576776928487e-05
525100.0,2.766657677692849e-05
525200.0,2.7666576776928497e-05
525300.0,2.7666576776928504e-05
525400.0,2.7666576776928507e-05
525500.0,2.7666576776928514e-05
525600.0,2.7666576776928514e-05
525700.0,2.7666576776928517e-05
525800.0,2.7666576776928524e-05
525900.0,2.7666576776928528e-05
526000.0,2.7666576776928534e-05
526100.0,2.7666576776928538e-05
526200.0,2.7666576776928545e-05
526300.0,2.7666576776928548e-05
526400.0,2.7666576776928555e-05
526500.0,2.766657677692856e-05
526600.0,2.766657677692856e-05
526700.0,2.766657677692856e-05
526800.0,2.7666576776928565e-05
526900.0,2.7666576776928572e-05
527000.0,2.7666576776928575e-05
527100.0,2.7666576776928582e-05
527200.0,2.7666576776928585e-05
527300.0,2.7666576776928592e-05
527400.0,2.7666576776928595e-05
527500.0,2.7666576776928602e-05
527600.0,2.7666576776928606e-05
527700.0,2.7666576776928606e-05
527800.0,2.7666576776928612e-05
527900.0,2.7666576776928616e-05
528000.0,2.7666576776928623e-05
528100.0,2.766657677692863e-05
528200.0,2.7666576776928633e-05
528300.0,2.766657677692864e-05
528400.0,2.7666576776928643e-05
528500.0,2.766657677692865e-05
528600.0,2.7666576776928653e-05
528700.0,2.766657677692866e-05
528800.0,2.7666576776928663e-05
528900.0,2.766657677692867e-05
529000.0,2.7666576776928673e-05
529100.0,2.766657677692868e-05
529200.0,2.7666576776928687e-05
529300.0,2.766657677692869e-05
529400.0,2.7666576776928697e-05
529500.0,2.76665767769287e-05
529600.0,2.76665767769287e-05
529700.0,2.7666576776928707e-05
529800.0,2.766657677692871e-05
529900.0,2.7666576776928717e-05
530000.0,2.766657677692872e-05
530100.0,2.7666576776928728e-05
530200.0,2.766657677692873e-05
530300.0,2.7666576776928738e-05
530400.0,2.7666576776928744e-05
530500.0,2.7666576776928748e-05
530600.0,2.7666576776928755e-05
530700.0,2.7666576776928758e-05
530800.0,2.7666576776928765e-05
530900.0,2.7666576776928768e-05
531000.0,2.7666576776928775e-05
531100.0,2.766657677692878e-05
531200.0,2.7666576776928785e-05
531300.0,2.766657677692879e-05
531400.0,2.7666576776928795e-05
531500.0,2.76665767769288e-05
531600.0,2.7666576776928805e-05
531700.0,2.7666576776928812e-05
531800.0,2.7666576776928816e-05
531900.0,2.7666576776928822e-05
532000.0,2.7666576776928826e-05
532100.0,2.7666576776928833e-05
532200.0,2.7666576776928836e-05
532300.0,2.7666576776928843e-05
532400.0,2.7666576776928846e-05
532500.0,2.7666576776928853e-05
532600.0,2.7666576776928856e-05
532700.0,2.7666576776928863e-05
532800.0,2.766657677692887e-05
532900.0,2.7666576776928873e-05
533000.0,2.766657677692888e-05
533100.0,2.7666576776928883e-05
533200.0,2.766657677692889e-05
533300.0,2.7666576776928894e-05
533400.0,2.76665767769289e-05
533500.0,2.7666576776928904e-05
533600.0,2.766657677692891e-05
533700.0,2.7666576776928914e-05
533800.0,2.766657677692892e-05
533900.0,2.7666576776928927e-05
534000.0,2.7666576776928927e-05
534100.0,2.7666576776928927e-05
534200.0,2.766657677692893e-05
534300.0,2.7666576776928938e-05
534400.0,2.7666576776928948e-05
534500.0,2.766657677692895e-05
534600.0,2.7666576776928958e-05
534700.0,2.7666576776928958e-05
534800.0,2.7666576776928958e-05
534900.0,2.766657677692896e-05
535000.0,2.766657677692896e-05
535100.0,2.7666576776928968e-05
535200.0,2.7666576776928978e-05
535300.0,2.7666576776928978e-05
535400.0,2.766657677692899e-05
535500.0,2.7666576776928995e-05
535600.0,2.7666576776929e-05
535700.0,2.7666576776929005e-05
535800.0,2.766657677692901e-05
535900.0,2.7666576776929016e-05
536000.0,2.766657677692902e-05
536100.0,2.7666576776929026e-05
536200.0,2.7666576776929026e-05
536300.0,2.7666576776929026e-05
536400.0,2.766657677692903e-05
536500.0,2.766657677692904e-05
536600.0,2.7666576776929046e-05
536700.0,2.7666576776929046e-05
536800.0,2.7666576776929046e-05
536900.0,2.7666576776929053e-05
537000.0,2.7666576776929056e-05
537100.0,2.7666576776929066e-05
537200.0,2.7666576776929073e-05
537300.0,2.7666576776929077e-05
537400.0,2.7666576776929083e-05
537500.0,2.7666576776929083e-05
537600.0,2.7666576776929083e-05
537700.0,2.7666576776929087e-05
537800.0,2.7666576776929093e-05
537900.0,2.7666576776929097e-05
538000.0,2.7666576776929097e-05
538100.0,2.7666576776929104e-05
538200.0,2.7666576776929114e-05
538300.0,2.766657677692912e-05
538400.0,2.7666576776929124e-05
538500.0,2.7666576776929124e-05
538600.0,2.766657677692913e-05
538700.0,2.7666576776929134e-05
538800.0,2.766657677692914e-05
538900.0,2.7666576776929144e-05
539000.0,2.766657677692915e-05
539100.0,2.7666576776929154e-05
539200.0,2.766657677692916e-05
539300.0,2.7666576776929168e-05
539400.0,2.766657677692917e-05
539500.0,2.7666576776929178e-05
539600.0,2.7666576776929178e-05
539700.0,2.766657677692918e-05
539800.0,2.766657677692919e-05
539900.0,2.7666576776929192e-05
540000.0,2.76665767769292e-05
540100.0,2.7666576776929202e-05
540200.0,2.7666576776929202e-05
540300.0,2.766657677692921e-05
540400.0,2.7666576776929212e-05
540500.0,2.7666576776929212e-05
540600.0,2.766657677692922e-05
540700.0,2.7666576776929222e-05
540800.0,2.766657677692923e-05
540900.0,2.7666576776929236e-05
541000.0,2.766657677692924e-05
541100.0,2.7666576776929246e-05
541200.0,2.766657677692925e-05
541300.0,2.7666576776929256e-05
541400.0,2.7666576776929256e-05
541500.0,2.7666576776929256e-05
541600.0,2.7666576776929256e-05
541700.0,2.766657677692926e-05
541800.0,2.7666576776929266e-05
541900.0,2.766657677692927e-05
542000.0,2.7666576776929276e-05
542100.0,2.766657677692928e-05
542200.0,2.7666576776929287e-05
542300.0,2.7666576776929293e-05
542400.0,2.7666576776929297e-05
542500.0,2.7666576776929304e-05
542600.0,2.7666576776929307e-05
542700.0,2.7666576776929314e-05
542800.0,2.7666576776929317e-05
542900.0,2.7666576776929324e-05
543000.0,2.7666576776929327e-05
543100.0,2.7666576776929334e-05
543200.0,2.7666576776929337e-05
543300.0,2.7666576776929344e-05
543400.0,2.766657677692935e-05
543500.0,2.7666576776929354e-05
543600.0,2.766657677692936e-05
543700.0,2.7666576776929365e-05
543800.0,2.766657677692937e-05
543900.0,2.7666576776929375e-05
544000.0,2.766657677692938e-05
544100.0,2.7666576776929385e-05
544200.0,2.766657677692939e-05
544300.0,2.7666576776929395e-05
544400.0,2.7666576776929402e-05
544500.0,2.7666576776929405e-05
544600.0,2.7666576776929412e-05
544700.0,2.766657677692942e-05
544800.0,2.7666576776929422e-05
544900.0,2.766657677692943e-05
545000.0,2.7666576776929432e-05
545100.0,2.766657677692944e-05
545200.0,2.7666576776929442e-05
545300.0,2.766657677692945e-05
545400.0,2.7666576776929453e-05
545500.0,2.766657677692946e-05
545600.0,2.766657677692946e-05
545700.0,2.7666576776929463e-05
545800.0,2.766657677692947e-05
545900.0,2.7666576776929476e-05
546000.0,2.766657677692948e-05
546100.0,2.7666576776929487e-05
546200.0,2.766657677692949e-05
546300.0,2.7666576776929497e-05
546400.0,2.76665767769295e-05
546500.0,2.7666576776929507e-05
546600.0,2.766657677692951e-05
546700.0,2.7666576776929517e-05
546800.0,2.766657677692952e-05
546900.0,2.7666576776929527e-05
547000.0,2.7666576776929534e-05
547100.0,2.7666576776929537e-05
