M.D_b.CO2aq Time [a],M.D_b.CO2aq CO2aq [mol/kg]
279600.0,2.7666576776917062e-05
279700.0,2.766657677691707e-05
279800.0,2.7666576776917076e-05
279900.0,2.766657677691708e-05
280000.0,2.7666576776917086e-05
280100.0,2.766657677691709e-05
280200.0,2.766657677691709e-05
280300.0,2.7666576776917096e-05
280400.0,2.76665767769171e-05
280500.0,2.7666576776917106e-05
280600.0,2.766657677691711e-05
280700.0,2.766657677691711e-05
280800.0,2.7666576776917116e-05
280900.0,2.766657677691712e-05
281000.0,2.766657677691712e-05
281100.0,2.7666576776917127e-05
281200.0,2.766657677691713e-05
281300.0,2.7666576776917137e-05
281400.0,2.7666576776917144e-05
281500.0,2.7666576776917147e-05
281600.0,2.7666576776917154e-05
281700.0,2.7666576776917157e-05
281800.0,2.7666576776917157e-05
281900.0,2.7666576776917164e-05
282000.0,2.7666576776917167e-05
282100.0,2.7666576776917174e-05
282200.0,2.7666576776917177e-05
282300.0,2.7666576776917177e-05
282400.0,2.7666576776917184e-05
282500.0,2.7666576776917188e-05
282600.0,2.7666576776917194e-05
282700.0,2.76665767769172e-05
282800.0,2.76665767769172e-05
282900.0,2.7666576776917205e-05
283000.0,2.766657677691721e-05
283100.0,2.7666576776917215e-05
283200.0,2.766657677691722e-05
283300.0,2.7666576776917225e-05
283400.0,2.766657677691723e-05
283500.0,2.7666576776917235e-05
283600.0,2.7666576776917242e-05
283700.0,2.7666576776917245e-05
283800.0,2.7666576776917252e-05
283900.0,2.766657677691726e-05
284000.0,2.7666576776917262e-05
284100.0,2.766657677691727e-05
284200.0,2.7666576776917272e-05
284300.0,2.766657677691728e-05
284400.0,2.7666576776917282e-05
284500.0,2.766657677691729e-05
284600.0,2.7666576776917293e-05
284700.0,2.76665767769173e-05
284800.0,2.7666576776917303e-05
284900.0,2.766657677691731e-05
285000.0,2.7666576776917313e-05
285100.0,2.766657677691732e-05
285200.0,2.7666576776917326e-05
285300.0,2.766657677691733e-05
285400.0,2.7666576776917337e-05
285500.0,2.766657677691734e-05
285600.0,2.7666576776917347e-05
285700.0,2.7666576776917347e-05
285800.0,2.766657677691735e-05
285900.0,2.7666576776917357e-05
286000.0,2.766657677691736e-05
286100.0,2.7666576776917367e-05
286200.0,2.766657677691737e-05
286300.0,2.7666576776917377e-05
286400.0,2.7666576776917384e-05
286500.0,2.7666576776917387e-05
286600.0,2.7666576776917394e-05
286700.0,2.7666576776917398e-05
286800.0,2.7666576776917404e-05
286900.0,2.7666576776917408e-05
287000.0,2.7666576776917408e-05
287100.0,2.7666576776917415e-05
287200.0,2.7666576776917418e-05
287300.0,2.7666576776917425e-05
287400.0,2.7666576776917428e-05
287500.0,2.7666576776917435e-05
287600.0,2.766657677691744e-05
287700.0,2.766657677691744e-05
287800.0,2.7666576776917445e-05
287900.0,2.7666576776917452e-05
288000.0,2.7666576776917455e-05
288100.0,2.7666576776917462e-05
288200.0,2.7666576776917462e-05
288300.0,2.7666576776917465e-05
288400.0,2.7666576776917472e-05
288500.0,2.7666576776917476e-05
288600.0,2.7666576776917482e-05
288700.0,2.7666576776917486e-05
288800.0,2.7666576776917493e-05
288900.0,2.7666576776917496e-05
289000.0,2.7666576776917503e-05
289100.0,2.766657677691751e-05
289200.0,2.7666576776917513e-05
289300.0,2.766657677691752e-05
289400.0,2.7666576776917523e-05
289500.0,2.766657677691753e-05
289600.0,2.7666576776917533e-05
289700.0,2.766657677691754e-05
289800.0,2.766657677691754e-05
289900.0,2.766657677691755e-05
290000.0,2.766657677691755e-05
290100.0,2.7666576776917554e-05
290200.0,2.766657677691756e-05
290300.0,2.766657677691756e-05
290400.0,2.7666576776917567e-05
290500.0,2.7666576776917567e-05
290600.0,2.766657677691757e-05
290700.0,2.766657677691757e-05
290800.0,2.7666576776917577e-05
290900.0,2.766657677691758e-05
291000.0,2.7666576776917587e-05
291100.0,2.766657677691759e-05
291200.0,2.7666576776917598e-05
291300.0,2.76665767769176e-05
291400.0,2.76665767769176e-05
291500.0,2.766657677691761e-05
291600.0,2.766657677691761e-05
291700.0,2.7666576776917618e-05
291800.0,2.7666576776917625e-05
291900.0,2.7666576776917628e-05
292000.0,2.7666576776917635e-05
292100.0,2.7666576776917638e-05
292200.0,2.7666576776917645e-05
292300.0,2.766657677691765e-05
292400.0,2.7666576776917655e-05
292500.0,2.7666576776917655e-05
292600.0,2.766657677691766e-05
292700.0,2.7666576776917665e-05
292800.0,2.766657677691767e-05
292900.0,2.7666576776917675e-05
293000.0,2.766657677691768e-05
293100.0,2.7666576776917686e-05
293200.0,2.7666576776917692e-05
293300.0,2.7666576776917696e-05
293400.0,2.7666576776917703e-05
293500.0,2.7666576776917706e-05
293600.0,2.7666576776917713e-05
293700.0,2.7666576776917716e-05
293800.0,2.7666576776917723e-05
293900.0,2.7666576776917726e-05
294000.0,2.7666576776917733e-05
294100.0,2.7666576776917736e-05
294200.0,2.7666576776917743e-05
294300.0,2.766657677691775e-05
294400.0,2.7666576776917753e-05
294500.0,2.766657677691776e-05
294600.0,2.7666576776917764e-05
294700.0,2.766657677691777e-05
294800.0,2.7666576776917774e-05
294900.0,2.766657677691778e-05
295000.0,2.7666576776917784e-05
295100.0,2.7666576776917784e-05
295200.0,2.766657677691779e-05
295300.0,2.7666576776917794e-05
295400.0,2.76665767769178e-05
295500.0,2.7666576776917808e-05
295600.0,2.766657677691781e-05
295700.0,2.7666576776917818e-05
295800.0,2.766657677691782e-05
295900.0,2.7666576776917828e-05
296000.0,2.766657677691783e-05
296100.0,2.7666576776917838e-05
296200.0,2.766657677691784e-05
296300.0,2.7666576776917848e-05
296400.0,2.766657677691785e-05
296500.0,2.766657677691786e-05
296600.0,2.7666576776917865e-05
296700.0,2.766657677691787e-05
296800.0,2.7666576776917875e-05
296900.0,2.766657677691788e-05
297000.0,2.7666576776917886e-05
297100.0,2.766657677691789e-05
297200.0,2.7666576776917896e-05
297300.0,2.76665767769179e-05
297400.0,2.7666576776917906e-05
297500.0,2.766657677691791e-05
297600.0,2.7666576776917916e-05
297700.0,2.766657677691792e-05
297800.0,2.7666576776917926e-05
297900.0,2.7666576776917933e-05
298000.0,2.7666576776917933e-05
298100.0,2.7666576776917936e-05
298200.0,2.7666576776917936e-05
298300.0,2.7666576776917943e-05
298400.0,2.7666576776917943e-05
298500.0,2.7666576776917947e-05
298600.0,2.7666576776917953e-05
298700.0,2.7666576776917957e-05
298800.0,2.7666576776917963e-05
298900.0,2.7666576776917967e-05
299000.0,2.7666576776917974e-05
299100.0,2.7666576776917977e-05
299200.0,2.7666576776917977e-05
299300.0,2.7666576776917984e-05
299400.0,2.766657677691799e-05
299500.0,2.766657677691799e-05
299600.0,2.7666576776917994e-05
299700.0,2.7666576776918e-05
299800.0,2.7666576776918004e-05
299900.0,2.766657677691801e-05
300000.0,2.7666576776918014e-05
300100.0,2.7666576776918014e-05
300200.0,2.766657677691802e-05
300300.0,2.7666576776918024e-05
300400.0,2.766657677691803e-05
300500.0,2.7666576776918035e-05
300600.0,2.766657677691804e-05
300700.0,2.7666576776918048e-05
300800.0,2.766657677691805e-05
300900.0,2.766657677691806e-05
301000.0,2.7666576776918062e-05
301100.0,2.766657677691807e-05
301200.0,2.766657677691807e-05
301300.0,2.7666576776918072e-05
301400.0,2.766657677691808e-05
301500.0,2.7666576776918082e-05
301600.0,2.766657677691809e-05
301700.0,2.7666576776918092e-05
301800.0,2.76665767769181e-05
301900.0,2.7666576776918102e-05
302000.0,2.766657677691811e-05
302100.0,2.7666576776918116e-05
302200.0,2.766657677691812e-05
302300.0,2.7666576776918126e-05
302400.0,2.766657677691813e-05
302500.0,2.7666576776918136e-05
302600.0,2.766657677691814e-05
302700.0,2.766657677691814e-05
302800.0,2.7666576776918146e-05
302900.0,2.766657677691815e-05
303000.0,2.7666576776918157e-05
303100.0,2.766657677691816e-05
303200.0,2.7666576776918167e-05
303300.0,2.7666576776918174e-05
303400.0,2.7666576776918177e-05
303500.0,2.7666576776918184e-05
303600.0,2.7666576776918187e-05
303700.0,2.7666576776918194e-05
303800.0,2.7666576776918197e-05
303900.0,2.7666576776918204e-05
304000.0,2.7666576776918207e-05
304100.0,2.7666576776918214e-05
304200.0,2.7666576776918218e-05
304300.0,2.7666576776918224e-05
304400.0,2.7666576776918224e-05
304500.0,2.766657677691823e-05
304600.0,2.7666576776918235e-05
304700.0,2.766657677691824e-05
304800.0,2.7666576776918245e-05
304900.0,2.766657677691825e-05
305000.0,2.766657677691825e-05
305100.0,2.7666576776918255e-05
305200.0,2.7666576776918255e-05
305300.0,2.766657677691826e-05
305400.0,2.7666576776918265e-05
305500.0,2.7666576776918265e-05
305600.0,2.7666576776918272e-05
305700.0,2.7666576776918272e-05
305800.0,2.7666576776918272e-05
305900.0,2.7666576776918282e-05
306000.0,2.7666576776918285e-05
306100.0,2.7666576776918292e-05
306200.0,2.76665767769183e-05
306300.0,2.7666576776918302e-05
306400.0,2.766657677691831e-05
306500.0,2.7666576776918312e-05
306600.0,2.7666576776918312e-05
306700.0,2.766657677691832e-05
306800.0,2.7666576776918323e-05
306900.0,2.766657677691833e-05
307000.0,2.7666576776918333e-05
307100.0,2.766657677691834e-05
307200.0,2.7666576776918343e-05
307300.0,2.766657677691835e-05
307400.0,2.7666576776918356e-05
307500.0,2.766657677691836e-05
307600.0,2.766657677691836e-05
307700.0,2.7666576776918367e-05
307800.0,2.7666576776918377e-05
307900.0,2.7666576776918377e-05
308000.0,2.766657677691838e-05
308100.0,2.766657677691839e-05
308200.0,2.766657677691839e-05
308300.0,2.7666576776918397e-05
308400.0,2.76665767769184e-05
308500.0,2.7666576776918407e-05
308600.0,2.7666576776918414e-05
308700.0,2.7666576776918417e-05
308800.0,2.7666576776918424e-05
308900.0,2.7666576776918428e-05
309000.0,2.7666576776918428e-05
309100.0,2.7666576776918434e-05
309200.0,2.7666576776918438e-05
309300.0,2.7666576776918445e-05
309400.0,2.7666576776918445e-05
309500.0,2.7666576776918448e-05
309600.0,2.7666576776918455e-05
309700.0,2.7666576776918458e-05
309800.0,2.7666576776918458e-05
309900.0,2.7666576776918465e-05
310000.0,2.7666576776918468e-05
310100.0,2.7666576776918475e-05
310200.0,2.7666576776918482e-05
310300.0,2.7666576776918485e-05
310400.0,2.7666576776918492e-05
310500.0,2.7666576776918495e-05
310600.0,2.7666576776918502e-05
310700.0,2.7666576776918506e-05
310800.0,2.7666576776918506e-05
310900.0,2.7666576776918512e-05
311000.0,2.7666576776918516e-05
311100.0,2.7666576776918523e-05
311200.0,2.7666576776918523e-05
311300.0,2.7666576776918526e-05
311400.0,2.7666576776918533e-05
311500.0,2.766657677691854e-05
311600.0,2.7666576776918543e-05
311700.0,2.766657677691855e-05
311800.0,2.7666576776918553e-05
311900.0,2.766657677691856e-05
312000.0,2.7666576776918563e-05
312100.0,2.7666576776918573e-05
312200.0,2.7666576776918573e-05
312300.0,2.766657677691858e-05
312400.0,2.7666576776918583e-05
312500.0,2.7666576776918583e-05
312600.0,2.766657677691859e-05
312700.0,2.7666576776918597e-05
312800.0,2.76665767769186e-05
312900.0,2.7666576776918607e-05
313000.0,2.766657677691861e-05
313100.0,2.7666576776918617e-05
313200.0,2.7666576776918628e-05
313300.0,2.7666576776918628e-05
313400.0,2.7666576776918638e-05
313500.0,2.7666576776918638e-05
313600.0,2.766657677691864e-05
313700.0,2.7666576776918648e-05
313800.0,2.7666576776918648e-05
313900.0,2.7666576776918655e-05
314000.0,2.7666576776918658e-05
314100.0,2.7666576776918665e-05
314200.0,2.7666576776918668e-05
314300.0,2.7666576776918675e-05
314400.0,2.766657677691868e-05
314500.0,2.7666576776918685e-05
314600.0,2.766657677691869e-05
314700.0,2.766657677691869e-05
314800.0,2.7666576776918695e-05
314900.0,2.7666576776918695e-05
315000.0,2.76665767769187e-05
315100.0,2.7666576776918705e-05
315200.0,2.766657677691871e-05
315300.0,2.7666576776918716e-05
315400.0,2.7666576776918722e-05
315500.0,2.7666576776918722e-05
315600.0,2.7666576776918726e-05
315700.0,2.7666576776918733e-05
315800.0,2.7666576776918736e-05
315900.0,2.7666576776918743e-05
316000.0,2.7666576776918746e-05
316100.0,2.7666576776918753e-05
316200.0,2.7666576776918756e-05
316300.0,2.7666576776918763e-05
316400.0,2.7666576776918766e-05
316500.0,2.7666576776918773e-05
316600.0,2.766657677691878e-05
316700.0,2.7666576776918783e-05
316800.0,2.766657677691879e-05
316900.0,2.7666576776918794e-05
317000.0,2.76665767769188e-05
317100.0,2.7666576776918804e-05
317200.0,2.766657677691881e-05
317300.0,2.7666576776918814e-05
317400.0,2.766657677691882e-05
317500.0,2.7666576776918824e-05
317600.0,2.766657677691883e-05
317700.0,2.7666576776918838e-05
317800.0,2.766657677691884e-05
317900.0,2.7666576776918848e-05
318000.0,2.766657677691885e-05
318100.0,2.7666576776918858e-05
318200.0,2.766657677691886e-05
318300.0,2.7666576776918868e-05
318400.0,2.766657677691887e-05
318500.0,2.7666576776918878e-05
318600.0,2.766657677691888e-05
318700.0,2.766657677691889e-05
318800.0,2.7666576776918892e-05
318900.0,2.76665767769189e-05
319000.0,2.7666576776918905e-05
319100.0,2.766657677691891e-05
319200.0,2.7666576776918916e-05
319300.0,2.766657677691892e-05
319400.0,2.7666576776918926e-05
319500.0,2.766657677691893e-05
319600.0,2.7666576776918936e-05
319700.0,2.766657677691894e-05
319800.0,2.7666576776918946e-05
319900.0,2.7666576776918946e-05
320000.0,2.766657677691895e-05
320100.0,2.7666576776918956e-05
320200.0,2.7666576776918963e-05
320300.0,2.7666576776918966e-05
320400.0,2.7666576776918973e-05
320500.0,2.7666576776918977e-05
320600.0,2.7666576776918983e-05
320700.0,2.7666576776918987e-05
320800.0,2.7666576776918993e-05
320900.0,2.7666576776918997e-05
321000.0,2.7666576776918997e-05
321100.0,2.7666576776919004e-05
321200.0,2.7666576776919004e-05
321300.0,2.7666576776919007e-05
321400.0,2.7666576776919014e-05
321500.0,2.766657677691902e-05
321600.0,2.7666576776919024e-05
321700.0,2.766657677691903e-05
321800.0,2.7666576776919034e-05
321900.0,2.766657677691904e-05
322000.0,2.7666576776919044e-05
322100.0,2.766657677691905e-05
322200.0,2.766657677691905e-05
322300.0,2.7666576776919054e-05
322400.0,2.7666576776919054e-05
322500.0,2.766657677691906e-05
322600.0,2.7666576776919065e-05
322700.0,2.766657677691907e-05
322800.0,2.7666576776919075e-05
322900.0,2.766657677691908e-05
323000.0,2.766657677691909e-05
323100.0,2.7666576776919092e-05
323200.0,2.7666576776919092e-05
323300.0,2.76665767769191e-05
323400.0,2.7666576776919102e-05
323500.0,2.766657677691911e-05
323600.0,2.7666576776919112e-05
323700.0,2.766657677691912e-05
323800.0,2.7666576776919122e-05
323900.0,2.766657677691913e-05
324000.0,2.7666576776919132e-05
324100.0,2.766657677691914e-05
324200.0,2.7666576776919146e-05
324300.0,2.766657677691915e-05
324400.0,2.7666576776919156e-05
324500.0,2.766657677691916e-05
324600.0,2.766657677691916e-05
324700.0,2.7666576776919166e-05
324800.0,2.766657677691917e-05
324900.0,2.7666576776919176e-05
325000.0,2.766657677691918e-05
325100.0,2.7666576776919187e-05
325200.0,2.766657677691919e-05
325300.0,2.7666576776919197e-05
325400.0,2.7666576776919204e-05
325500.0,2.7666576776919207e-05
325600.0,2.7666576776919214e-05
325700.0,2.7666576776919217e-05
325800.0,2.7666576776919224e-05
325900.0,2.7666576776919224e-05
326000.0,2.7666576776919227e-05
326100.0,2.7666576776919234e-05
326200.0,2.7666576776919237e-05
326300.0,2.7666576776919244e-05
326400.0,2.7666576776919248e-05
326500.0,2.7666576776919254e-05
326600.0,2.7666576776919258e-05
326700.0,2.7666576776919265e-05
326800.0,2.766657677691927e-05
326900.0,2.7666576776919275e-05
327000.0,2.766657677691928e-05
327100.0,2.7666576776919285e-05
327200.0,2.766657677691929e-05
327300.0,2.7666576776919295e-05
327400.0,2.7666576776919302e-05
327500.0,2.7666576776919305e-05
327600.0,2.7666576776919312e-05
327700.0,2.7666576776919315e-05
327800.0,2.7666576776919322e-05
327900.0,2.766657677691933e-05
328000.0,2.7666576776919332e-05
328100.0,2.766657677691934e-05
328200.0,2.7666576776919342e-05
328300.0,2.766657677691935e-05
328400.0,2.7666576776919353e-05
328500.0,2.766657677691936e-05
328600.0,2.7666576776919363e-05
328700.0,2.766657677691937e-05
328800.0,2.7666576776919373e-05
328900.0,2.7666576776919373e-05
329000.0,2.766657677691938e-05
329100.0,2.7666576776919386e-05
329200.0,2.766657677691939e-05
329300.0,2.7666576776919397e-05
329400.0,2.76665767769194e-05
329500.0,2.7666576776919407e-05
329600.0,2.766657677691941e-05
329700.0,2.7666576776919417e-05
329800.0,2.766657677691942e-05
329900.0,2.7666576776919427e-05
330000.0,2.766657677691943e-05
330100.0,2.7666576776919437e-05
330200.0,2.7666576776919437e-05
330300.0,2.766657677691944e-05
330400.0,2.7666576776919447e-05
330500.0,2.7666576776919454e-05
330600.0,2.7666576776919458e-05
330700.0,2.7666576776919464e-05
330800.0,2.7666576776919468e-05
330900.0,2.7666576776919475e-05
331000.0,2.7666576776919478e-05
331100.0,2.7666576776919485e-05
331200.0,2.7666576776919488e-05
331300.0,2.7666576776919495e-05
331400.0,2.7666576776919498e-05
331500.0,2.7666576776919505e-05
331600.0,2.7666576776919512e-05
331700.0,2.7666576776919515e-05
331800.0,2.7666576776919522e-05
331900.0,2.7666576776919525e-05
332000.0,2.7666576776919532e-05
332100.0,2.7666576776919536e-05
332200.0,2.7666576776919542e-05
332300.0,2.7666576776919546e-05
332400.0,2.7666576776919552e-05
332500.0,2.7666576776919563e-05
332600.0,2.7666576776919563e-05
332700.0,2.766657677691957e-05
332800.0,2.7666576776919573e-05
332900.0,2.766657677691958e-05
333000.0,2.7666576776919583e-05
333100.0,2.766657677691959e-05
333200.0,2.7666576776919593e-05
333300.0,2.76665767769196e-05
333400.0,2.7666576776919603e-05
333500.0,2.766657677691961e-05
333600.0,2.7666576776919613e-05
333700.0,2.766657677691962e-05
333800.0,2.7666576776919627e-05
333900.0,2.7666576776919627e-05
334000.0,2.766657677691963e-05
334100.0,2.7666576776919637e-05
334200.0,2.766657677691964e-05
334300.0,2.7666576776919647e-05
334400.0,2.766657677691965e-05
334500.0,2.7666576776919658e-05
334600.0,2.7666576776919658e-05
334700.0,2.766657677691966e-05
334800.0,2.7666576776919668e-05
334900.0,2.766657677691967e-05
335000.0,2.7666576776919678e-05
335100.0,2.766657677691968e-05
335200.0,2.7666576776919688e-05
335300.0,2.7666576776919695e-05
335400.0,2.7666576776919698e-05
335500.0,2.7666576776919705e-05
335600.0,2.766657677691971e-05
335700.0,2.7666576776919715e-05
335800.0,2.766657677691972e-05
335900.0,2.766657677691972e-05
336000.0,2.766657677691972e-05
336100.0,2.766657677691972e-05
336200.0,2.766657677691973e-05
336300.0,2.7666576776919735e-05
336400.0,2.766657677691974e-05
336500.0,2.766657677691974e-05
336600.0,2.7666576776919746e-05
336700.0,2.7666576776919752e-05
336800.0,2.7666576776919752e-05
336900.0,2.7666576776919752e-05
337000.0,2.7666576776919752e-05
337100.0,2.7666576776919763e-05
337200.0,2.7666576776919766e-05
337300.0,2.7666576776919773e-05
337400.0,2.7666576776919776e-05
337500.0,2.7666576776919776e-05
337600.0,2.7666576776919783e-05
337700.0,2.7666576776919786e-05
337800.0,2.7666576776919793e-05
337900.0,2.7666576776919796e-05
338000.0,2.7666576776919803e-05
338100.0,2.766657677691981e-05
338200.0,2.7666576776919813e-05
338300.0,2.766657677691982e-05
338400.0,2.7666576776919824e-05
338500.0,2.766657677691983e-05
338600.0,2.7666576776919834e-05
338700.0,2.766657677691984e-05
338800.0,2.7666576776919844e-05
338900.0,2.766657677691985e-05
339000.0,2.766657677691985e-05
339100.0,2.7666576776919854e-05
339200.0,2.766657677691986e-05
339300.0,2.7666576776919864e-05
339400.0,2.766657677691987e-05
339500.0,2.7666576776919878e-05
339600.0,2.766657677691988e-05
339700.0,2.7666576776919888e-05
339800.0,2.766657677691989e-05
339900.0,2.7666576776919898e-05
340000.0,2.76665767769199e-05
340100.0,2.76665767769199e-05
340200.0,2.7666576776919908e-05
340300.0,2.766657677691991e-05
340400.0,2.766657677691991e-05
340500.0,2.766657677691991e-05
340600.0,2.766657677691991e-05
340700.0,2.7666576776919922e-05
340800.0,2.766657677691993e-05
340900.0,2.7666576776919935e-05
341000.0,2.7666576776919935e-05
341100.0,2.766657677691994e-05
341200.0,2.7666576776919946e-05
341300.0,2.766657677691995e-05
341400.0,2.766657677691995e-05
341500.0,2.7666576776919956e-05
341600.0,2.766657677691996e-05
341700.0,2.7666576776919966e-05
341800.0,2.766657677691997e-05
341900.0,2.7666576776919976e-05
342000.0,2.766657677691998e-05
342100.0,2.7666576776919986e-05
342200.0,2.7666576776919986e-05
342300.0,2.7666576776919993e-05
342400.0,2.7666576776919996e-05
342500.0,2.7666576776920003e-05
342600.0,2.7666576776920007e-05
342700.0,2.7666576776920007e-05
342800.0,2.7666576776920013e-05
342900.0,2.7666576776920017e-05
343000.0,2.7666576776920023e-05
343100.0,2.7666576776920027e-05
343200.0,2.7666576776920034e-05
343300.0,2.7666576776920037e-05
343400.0,2.7666576776920044e-05
343500.0,2.7666576776920047e-05
343600.0,2.7666576776920054e-05
343700.0,2.766657677692006e-05
343800.0,2.7666576776920064e-05
343900.0,2.766657677692007e-05
344000.0,2.7666576776920074e-05
344100.0,2.766657677692008e-05
344200.0,2.7666576776920084e-05
344300.0,2.766657677692009e-05
344400.0,2.7666576776920095e-05
344500.0,2.76665767769201e-05
344600.0,2.7666576776920105e-05
344700.0,2.766657677692011e-05
344800.0,2.766657677692012e-05
344900.0,2.7666576776920122e-05
345000.0,2.766657677692013e-05
345100.0,2.7666576776920132e-05
345200.0,2.766657677692014e-05
345300.0,2.7666576776920142e-05
345400.0,2.766657677692015e-05
345500.0,2.7666576776920152e-05
345600.0,2.766657677692016e-05
345700.0,2.7666576776920162e-05
345800.0,2.7666576776920162e-05
345900.0,2.766657677692017e-05
346000.0,2.7666576776920176e-05
346100.0,2.7666576776920176e-05
346200.0,2.766657677692018e-05
346300.0,2.7666576776920186e-05
346400.0,2.766657677692019e-05
346500.0,2.7666576776920196e-05
346600.0,2.76665767769202e-05
346700.0,2.76665767769202e-05
346800.0,2.7666576776920206e-05
346900.0,2.766657677692021e-05
347000.0,2.7666576776920217e-05
347100.0,2.766657677692022e-05
347200.0,2.7666576776920227e-05
347300.0,2.766657677692023e-05
347400.0,2.7666576776920237e-05
347500.0,2.7666576776920244e-05
347600.0,2.7666576776920244e-05
347700.0,2.7666576776920247e-05
347800.0,2.7666576776920247e-05
347900.0,2.7666576776920254e-05
348000.0,2.7666576776920257e-05
348100.0,2.7666576776920264e-05
348200.0,2.7666576776920267e-05
348300.0,2.7666576776920274e-05
348400.0,2.7666576776920278e-05
348500.0,2.7666576776920284e-05
348600.0,2.7666576776920288e-05
348700.0,2.7666576776920288e-05
348800.0,2.7666576776920294e-05
348900.0,2.76665767769203e-05
349000.0,2.7666576776920305e-05
349100.0,2.7666576776920305e-05
349200.0,2.766657677692031e-05
349300.0,2.7666576776920315e-05
349400.0,2.766657677692032e-05
349500.0,2.7666576776920325e-05
349600.0,2.7666576776920332e-05
349700.0,2.7666576776920335e-05
349800.0,2.7666576776920342e-05
349900.0,2.7666576776920345e-05
350000.0,2.7666576776920352e-05
350100.0,2.766657677692036e-05
350200.0,2.7666576776920362e-05
350300.0,2.766657677692037e-05
350400.0,2.7666576776920372e-05
350500.0,2.766657677692038e-05
350600.0,2.7666576776920383e-05
350700.0,2.766657677692039e-05
350800.0,2.7666576776920393e-05
350900.0,2.76665767769204e-05
351000.0,2.7666576776920403e-05
351100.0,2.766657677692041e-05
351200.0,2.766657677692041e-05
351300.0,2.7666576776920413e-05
351400.0,2.766657677692042e-05
351500.0,2.7666576776920427e-05
351600.0,2.766657677692043e-05
351700.0,2.7666576776920437e-05
351800.0,2.766657677692044e-05
351900.0,2.7666576776920447e-05
352000.0,2.766657677692045e-05
352100.0,2.7666576776920457e-05
352200.0,2.766657677692046e-05
352300.0,2.7666576776920467e-05
352400.0,2.766657677692047e-05
352500.0,2.7666576776920477e-05
352600.0,2.7666576776920484e-05
352700.0,2.7666576776920488e-05
352800.0,2.7666576776920494e-05
352900.0,2.7666576776920498e-05
353000.0,2.7666576776920505e-05
353100.0,2.7666576776920508e-05
353200.0,2.7666576776920515e-05
353300.0,2.7666576776920518e-05
353400.0,2.7666576776920525e-05
353500.0,2.7666576776920528e-05
353600.0,2.7666576776920535e-05
353700.0,2.7666576776920542e-05
353800.0,2.7666576776920545e-05
353900.0,2.7666576776920552e-05
354000.0,2.7666576776920555e-05
354100.0,2.7666576776920562e-05
354200.0,2.7666576776920566e-05
354300.0,2.7666576776920572e-05
354400.0,2.7666576776920572e-05
354500.0,2.7666576776920576e-05
354600.0,2.7666576776920582e-05
354700.0,2.7666576776920586e-05
354800.0,2.7666576776920586e-05
354900.0,2.7666576776920593e-05
355000.0,2.76665767769206e-05
355100.0,2.7666576776920603e-05
355200.0,2.766657677692061e-05
355300.0,2.7666576776920613e-05
355400.0,2.766657677692062e-05
355500.0,2.7666576776920623e-05
355600.0,2.766657677692063e-05
355700.0,2.7666576776920633e-05
355800.0,2.766657677692064e-05
355900.0,2.766657677692064e-05
356000.0,2.7666576776920643e-05
356100.0,2.7666576776920643e-05
356200.0,2.766657677692065e-05
356300.0,2.7666576776920654e-05
356400.0,2.766657677692066e-05
356500.0,2.7666576776920667e-05
356600.0,2.766657677692067e-05
356700.0,2.7666576776920677e-05
356800.0,2.7666576776920677e-05
356900.0,2.7666576776920677e-05
357000.0,2.766657677692068e-05
357100.0,2.7666576776920688e-05
357200.0,2.766657677692069e-05
357300.0,2.7666576776920698e-05
357400.0,2.76665767769207e-05
357500.0,2.7666576776920708e-05
357600.0,2.766657677692071e-05
357700.0,2.766657677692071e-05
357800.0,2.7666576776920718e-05
357900.0,2.7666576776920725e-05
358000.0,2.7666576776920728e-05
358100.0,2.7666576776920735e-05
358200.0,2.766657677692074e-05
358300.0,2.7666576776920745e-05
358400.0,2.766657677692075e-05
358500.0,2.766657677692075e-05
358600.0,2.7666576776920755e-05
358700.0,2.7666576776920755e-05
358800.0,2.766657677692076e-05
358900.0,2.7666576776920765e-05
359000.0,2.766657677692077e-05
359100.0,2.7666576776920776e-05
359200.0,2.7666576776920782e-05
359300.0,2.7666576776920786e-05
359400.0,2.7666576776920786e-05
359500.0,2.7666576776920793e-05
359600.0,2.7666576776920796e-05
359700.0,2.7666576776920803e-05
359800.0,2.7666576776920806e-05
359900.0,2.7666576776920813e-05
360000.0,2.7666576776920816e-05
360100.0,2.7666576776920823e-05
360200.0,2.7666576776920826e-05
360300.0,2.7666576776920833e-05
360400.0,2.7666576776920837e-05
360500.0,2.7666576776920843e-05
360600.0,2.766657677692085e-05
360700.0,2.7666576776920854e-05
360800.0,2.7666576776920854e-05
360900.0,2.766657677692086e-05
361000.0,2.7666576776920864e-05
361100.0,2.766657677692087e-05
361200.0,2.766657677692087e-05
361300.0,2.7666576776920874e-05
361400.0,2.766657677692088e-05
361500.0,2.7666576776920884e-05
361600.0,2.766657677692089e-05
361700.0,2.7666576776920894e-05
361800.0,2.76665767769209e-05
361900.0,2.7666576776920908e-05
362000.0,2.766657677692091e-05
362100.0,2.766657677692091e-05
362200.0,2.7666576776920918e-05
362300.0,2.766657677692092e-05
362400.0,2.7666576776920928e-05
362500.0,2.766657677692093e-05
362600.0,2.7666576776920938e-05
362700.0,2.7666576776920938e-05
362800.0,2.766657677692094e-05
362900.0,2.766657677692095e-05
363000.0,2.7666576776920952e-05
363100.0,2.766657677692096e-05
363200.0,2.7666576776920965e-05
