M.CO2_At Time [a],M.CO2_At CO2 [mol/kg]
0.0,0.00028
10.0,0.0002792168506384617
20.0,0.0002787774086395962
30.0,0.00027836751467598934
40.0,0.0002779844960525518
50.0,0.0002776260289940825
60.0,0.0002772901484526929
70.0,0.00027697510729833303
80.0,0.00027667936090892297
90.0,0.00027640152482803976
100.0,0.00027614035821768535
110.0,0.0002758947599810171
120.0,0.0002756637067157441
130.0,0.0002754462667983984
140.0,0.00027524157918175476
150.0,0.0002750488478872761
160.0,0.00027486732711212345
170.0,0.00027469633032064296
180.0,0.0002745352126221712
190.0,0.000274383372604582
200.0,0.0002742402482301141
210.0,0.0002741053131459871
220.0,0.0002739780735885681
230.0,0.00027385806701219053
240.0,0.0002737448601682115
250.0,0.00027363804650889514
260.0,0.0002735372459238228
270.0,0.0002734421030421552
280.0,0.00027335228256852883
290.0,0.000273267465907922
300.0,0.00027318735234767527
310.0,0.00027311166085047903
320.0,0.0002730401289709489
330.0,0.000272972510391426
340.0,0.0002729085731887753
350.0,0.0002728480984422741
360.0,0.00027279088141790424
370.0,0.00027273672788713884
380.0,0.00027268545656953234
390.0,0.0002726368974917221
400.0,0.0002725908932196443
410.0,0.00027254729550213436
420.0,0.00027250596436410526
430.0,0.00027246676497616294
440.0,0.00027242957014266716
450.0,0.00027239426074617684
460.0,0.00027236072512259383
470.0,0.0002723288583266946
480.0,0.00027229856162956715
490.0,0.00027226974212066115
500.0,0.0002722423123532186
510.0,0.00027221619004506593
520.0,0.00027219129761739836
530.0,0.00027216756257041514
540.0,0.0002721449161168824
550.0,0.00027212329478076743
560.0,0.000272102641069874
570.0,0.0002720829021506465
580.0,0.00027206402577072966
590.0,0.0002720459610111432
600.0,0.00027202865922436016
610.0,0.00027201207358280096
620.0,0.0002719961676134194
630.0,0.00027198090132898764
640.0,0.00027196624064766646
650.0,0.000271952151140446
660.0,0.0002719385995266364
670.0,0.00027192555607404825
680.0,0.00027191298880583904
690.0,0.000271900872711709
700.0,0.00027188917966488
710.0,0.0002718778834794742
720.0,0.00027186696680798204
730.0,0.0002718564119031989
740.0,0.0002718462037784222
750.0,0.0002718363233523739
760.0,0.0002718267535813982
770.0,0.0002718174753265583
780.0,0.0002718084711112187
790.0,0.000271799725073499
800.0,0.0002717912233213417
810.0,0.00027178295469546156
820.0,0.00027177490852965495
830.0,0.00027176707399114406
840.0,0.00027175943834525826
850.0,0.0002717519906642047
860.0,0.0002717447203995751
870.0,0.0002717376175097509
880.0,0.0002717306730219941
890.0,0.00027172387727120243
900.0,0.00027171722356796003
910.0,0.00027171070620631867
920.0,0.00027170432025554875
930.0,0.0002716980614548636
940.0,0.00027169192566524
950.0,0.000271685908836988
960.0,0.00027168000558633267
970.0,0.00027167420992850407
980.0,0.0002716685159429524
990.0,0.0002716629194609969
1000.0,0.0002716574181711155
1010.0,0.00027165200953973217
1020.0,0.0002716466895534308
1030.0,0.0002716414539177593
1040.0,0.00027163629773570286
1050.0,0.0002716312162655276
1060.0,0.00027162620574138553
1070.0,0.00027162126208189096
1080.0,0.00027161638212737154
1090.0,0.0002716115632209636
1100.0,0.00027160680536181703
1110.0,0.00027160210852603264
1120.0,0.0002715974709544513
1130.0,0.0002715928894743677
1140.0,0.00027158836076029286
1150.0,0.00027158388211811043
1160.0,0.0002715794509779666
1170.0,0.0002715750648976052
1180.0,0.0002715707216965741
1190.0,0.00027156641902522754
1200.0,0.0002715621559380467
1210.0,0.0002715579332313994
1220.0,0.0002715537522628149
1230.0,0.0002715496127294383
1240.0,0.0002715455223685816
1250.0,0.00027154148186939284
1260.0,0.00027153748338157676
1270.0,0.0002715335213359136
1280.0,0.00027152959983934053
1290.0,0.00027152570786555865
1300.0,0.0002715218517048606
1310.0,0.00027151803073007473
1320.0,0.0002715142552114725
1330.0,0.00027151051760700113
1340.0,0.00027150681229832883
1350.0,0.00027150314281964736
1360.0,0.0002714994994328174
1370.0,0.0002714958847309251
1380.0,0.00027149229928750957
1390.0,0.0002714887422954966
1400.0,0.00027148521249003253
1410.0,0.00027148170855916036
1420.0,0.00027147822957414346
1430.0,0.0002714747793712273
1440.0,0.00027147135648873286
1450.0,0.00027146796760723404
1460.0,0.0002714646064671794
1470.0,0.0002714612688724105
1480.0,0.00027145795742447066
1490.0,0.0002714546650541051
1500.0,0.0002714513937164882
1510.0,0.00027144814389913575
1520.0,0.0002714449150719219
1530.0,0.0002714417063604413
1540.0,0.00027143851685025946
1550.0,0.0002714353456797976
1560.0,0.00027143219210054153
1570.0,0.0002714290554213092
1580.0,0.00027142593495746263
1590.0,0.00027142283003435554
1600.0,0.0002714197400042708
1610.0,0.00027141666425406903
1620.0,0.00027141360390149763
1630.0,0.00027141055960571797
1640.0,0.0002714075377103083
1650.0,0.00027140453538023254
1660.0,0.0002714015499700271
1670.0,0.00027139858348564793
1680.0,0.0002713956308679328
1690.0,0.00027139269355666367
1700.0,0.000271389771978169
1710.0,0.0002713868658517725
1720.0,0.0002713839746262299
1730.0,0.0002713810976931857
1740.0,0.0002713782344613963
1750.0,0.000271375384372588
1760.0,0.00027137254721877575
1770.0,0.00027136972503991015
1780.0,0.0002713669218088624
1790.0,0.00027136413629148587
1800.0,0.0002713613723520819
1810.0,0.0002713586258834938
1820.0,0.0002713558942656077
1830.0,0.00027135317920273235
1840.0,0.0002713504763254257
1850.0,0.00027134778695373846
1860.0,0.00027134511143766935
1870.0,0.0002713424494741488
1880.0,0.0002713398005468818
1890.0,0.0002713371641161822
1900.0,0.00027133453966913303
1910.0,0.00027133192823160826
1920.0,0.0002713293308223318
1930.0,0.0002713267533895304
1940.0,0.0002713241935582159
1950.0,0.00027132164897209973
1960.0,0.00027131912143760456
1970.0,0.0002713166063910419
1980.0,0.00027131410511413743
1990.0,0.0002713116179296165
2000.0,0.000271309144906502
2010.0,0.00027130668986646736
2020.0,0.0002713042532742666
2030.0,0.00027130184028375756
2040.0,0.00027129944674736015
2050.0,0.0002712970697765794
2060.0,0.000271294711230993
2070.0,0.0002712923661366344
2080.0,0.00027129003582799995
2090.0,0.00027128772112716053
2100.0,0.0002712854245035179
2110.0,0.00027128314172150566
2120.0,0.000271280871923659
2130.0,0.00027127861330559903
2140.0,0.00027127636645729125
2150.0,0.00027127412941143795
2160.0,0.00027127190298612913
2170.0,0.000271269687168249
2180.0,0.00027126748161140094
2190.0,0.00027126528590048224
2200.0,0.0002712630996337015
2210.0,0.00027126092243625265
2220.0,0.00027125875397762043
2230.0,0.0002712565939033958
2240.0,0.0002712544419369245
2250.0,0.00027125229776687435
2260.0,0.00027125016109243443
2270.0,0.000271248031709363
2280.0,0.000271245909214521
2290.0,0.000271243793342683
2300.0,0.0002712416853822709
2310.0,0.00027123958391124146
2320.0,0.0002712374884379981
2330.0,0.0002712353980580283
2340.0,0.00027123331371058313
2350.0,0.0002712312338650947
2360.0,0.00027122915907839255
2370.0,0.00027122708950417384
2380.0,0.0002712250250892282
2390.0,0.00027122296572134084
2400.0,0.0002712209112835736
2410.0,0.00027121886166637664
2420.0,0.00027121681676795135
2430.0,0.00027121477649298735
2440.0,0.00027121274075178923
2450.0,0.0002712107094699238
2460.0,0.00027120868254043595
2470.0,0.00027120665976279026
2480.0,0.0002712046416861344
2490.0,0.00027120262820537786
2500.0,0.0002712006186413296
2510.0,0.00027119861260776665
2520.0,0.00027119661063926373
2530.0,0.00027119461173206636
2540.0,0.0002711926162909561
2550.0,0.000271190624505456
2560.0,0.0002711886364699245
2570.0,0.00027118665256858654
2580.0,0.00027118467235468115
2590.0,0.00027118269670076584
2600.0,0.00027118072487689775
2610.0,0.0002711787564161405
2620.0,0.00027117679181669986
2630.0,0.0002711748301279905
2640.0,0.0002711728717292764
2650.0,0.0002711709167967039
2660.0,0.0002711689655480922
2670.0,0.00027116701807835793
2680.0,0.00027116507360233497
2690.0,0.00027116313220855876
2700.0,0.00027116119352440496
2710.0,0.0002711592580494572
2720.0,0.0002711573251298052
2730.0,0.0002711553951202945
2740.0,0.0002711534681763585
2750.0,0.0002711515443984205
2760.0,0.0002711496242467921
2770.0,0.00027114770742552225
2780.0,0.00027114579428386116
2790.0,0.0002711438844246697
2800.0,0.00027114197738112316
2810.0,0.00027114007365472003
2820.0,0.00027113817256155134
2830.0,0.0002711362744618082
2840.0,0.00027113437948080786
2850.0,0.00027113248757084746
2860.0,0.00027113059897356054
2870.0,0.00027112871351372205
2880.0,0.0002711268307758222
2890.0,0.00027112495080534583
2900.0,0.0002711230734881694
2910.0,0.0002711211986331747
2920.0,0.0002711193262428775
2930.0,0.00027111745655369684
2940.0,0.00027111558965021743
2950.0,0.0002711137256043646
2960.0,0.0002711118646326219
2970.0,0.00027111000724071917
2980.0,0.0002711081530450412
2990.0,0.0002711063018799789
3000.0,0.00027110445357791886
3010.0,0.00027110260792070635
3020.0,0.00027110076489853256
3030.0,0.00027109892475339696
3040.0,0.0002710970875636562
3050.0,0.00027109525330837043
3060.0,0.00027109342212814714
3070.0,0.0002710915940437753
3080.0,0.00027108976847129064
3090.0,0.0002710879455008455
3100.0,0.0002710861248271951
3110.0,0.0002710843069434081
3120.0,0.0002710824912279933
3130.0,0.0002710806780051469
3140.0,0.00027107886740938494
3150.0,0.0002710770595007414
3160.0,0.00027107525471356395
3170.0,0.0002710734527861874
3180.0,0.0002710716541934117
3190.0,0.0002710698585505669
3200.0,0.00027106806543582496
3210.0,0.0002710662753659023
3220.0,0.00027106448764792546
3230.0,0.00027106270262168
3240.0,0.0002710609204195391
3250.0,0.0002710591410711708
3260.0,0.00027105736455403795
3270.0,0.00027105559119148647
3280.0,0.0002710538209350748
3290.0,0.0002710520533259088
3300.0,0.00027105028831201294
3310.0,0.0002710485260504445
3320.0,0.0002710467659627579
3330.0,0.00027104500832563486
3340.0,0.00027104325331150046
3350.0,0.0002710415009796229
3360.0,0.000271039751342971
3370.0,0.0002710380044025139
3380.0,0.00027103626015770603
3390.0,0.00027103451860829934
3400.0,0.00027103277975420157
3410.0,0.000271031043595229
3420.0,0.0002710293101310024
3430.0,0.00027102757936092525
3440.0,0.000271025851284189
3450.0,0.00027102412589978504
3460.0,0.0002710224032086412
3470.0,0.000271020683271007
3480.0,0.0002710189662526709
3490.0,0.00027101725206508394
3500.0,0.0002710155414696696
3510.0,0.00027101383384529285
3520.0,0.0002710121289960159
3530.0,0.0002710104270552261
3540.0,0.00027100872740083286
3550.0,0.00027100703031302144
3560.0,0.00027100533596169444
3570.0,0.00027100364439736
3580.0,0.00027100195562234394
3590.0,0.00027100026965022275
3600.0,0.0002709985863047978
3610.0,0.0002709969057709363
3620.0,0.00027099522762885885
3630.0,0.0002709935519091814
3640.0,0.0002709918785974833
3650.0,0.0002709902073057397
3660.0,0.0002709885382176104
3670.0,0.0002709868715104058
3680.0,0.0002709852072510211
3690.0,0.00027098354545900026
3700.0,0.0002709818862248891
3710.0,0.00027098023027566994
3720.0,0.0002709785771186192
3730.0,0.000270976926655415
3740.0,0.0002709752788377265
3750.0,0.000270973633228569
3760.0,0.00027097199001660543
3770.0,0.0002709703493828426
3780.0,0.00027096871138689304
3790.0,0.00027096707603659347
3800.0,0.0002709654433260201
3810.0,0.0002709638132476036
3820.0,0.00027096218598229486
3830.0,0.0002709605615972875
3840.0,0.00027095893976187527
3850.0,0.0002709573203711869
3860.0,0.00027095570320451157
3870.0,0.00027095408866522437
3880.0,0.00027095247612107034
3890.0,0.00027095086586216815
3900.0,0.00027094925802832195
3910.0,0.0002709476526608888
3920.0,0.0002709460497668949
3930.0,0.00027094444934590566
3940.0,0.00027094285139706763
3950.0,0.00027094125591993983
3960.0,0.0002709396629142064
3970.0,0.0002709380723794543
3980.0,0.00027093648431509464
3990.0,0.0002709348987203509
4000.0,0.00027093331559426595
4010.0,0.0002709317349357121
4020.0,0.0002709301567434004
4030.0,0.00027092858101588957
4040.0,0.0002709270077517344
4050.0,0.0002709254369643474
4060.0,0.0002709238692367773
4070.0,0.00027092230377292635
4080.0,0.0002709207405995735
4090.0,0.0002709191794578726
4100.0,0.00027091762071400853
4110.0,0.0002709160639040491
4120.0,0.000270914509300528
4130.0,0.00027091295700713396
4140.0,0.00027091140705073533
4150.0,0.00027090985943643706
4160.0,0.00027090831416591983
4170.0,0.00027090677124111905
4180.0,0.0002709052306642324
4190.0,0.0002709036924373616
4200.0,0.00027090215656233965
4210.0,0.0002709006230406893
4220.0,0.0002708990918736284
4230.0,0.0002708975630620847
4240.0,0.00027089603660671204
4250.0,0.0002708945125079056
4260.0,0.0002708929907658165
4270.0,0.000270891471380365
4280.0,0.0002708899543512543
4290.0,0.0002708884396756536
4300.0,0.000270886927531071
4310.0,0.0002708854179086303
4320.0,0.00027088391059527765
4330.0,0.0002708824054771622
4340.0,0.0002708809023810143
4350.0,0.00027087940164265465
4360.0,0.000270877902703216
4370.0,0.00027087640582331346
4380.0,0.0002708749111358926
4390.0,0.00027087341868392193
4400.0,0.00027087192847790887
4410.0,0.0002708704405290322
4420.0,0.0002708689549067305
4430.0,0.00027086747190072276
4440.0,0.0002708659912727478
4450.0,0.00027086451361869104
4460.0,0.0002708630384847326
4470.0,0.00027086156558219957
4480.0,0.00027086009525253724
4490.0,0.0002708586268740754
4500.0,0.00027085716071857733
4510.0,0.00027085569691825983
4520.0,0.00027085423550731656
4530.0,0.00027085277648494993
4540.0,0.00027085131984347404
4550.0,0.00027084986544743397
4560.0,0.0002708484134852619
4570.0,0.00027084696375514523
4580.0,0.0002708455160264422
4590.0,0.00027084407010332637
4600.0,0.0002708426263588827
4610.0,0.0002708411842745134
4620.0,0.00027083974410216784
4630.0,0.0002708383059608627
4640.0,0.00027083686989018565
4650.0,0.00027083543590298285
4660.0,0.00027083400400633163
4670.0,0.0002708325742193505
4680.0,0.00027083114686308004
4690.0,0.0002708297217300659
4700.0,0.00027082829934425075
4710.0,0.00027082687933469983
