M.H_b.TA Time [a],M.H_b.TA TA [mol/kg]
21800.0,0.0023484483895819886
21900.0,0.0023484506442862534
22000.0,0.0023484528636601265
22100.0,0.0023484550482589677
22200.0,0.0023484571986160992
22300.0,0.00234845931529198
22400.0,0.002348461398756246
22500.0,0.002348463449545663
22600.0,0.0023484654560823113
22700.0,0.0023484673636140854
22800.0,0.002348469240817485
22900.0,0.00234847108886925
23000.0,0.00234847290958638
23100.0,0.0023484747030419226
23200.0,0.002348476468834427
23300.0,0.0023484782070619307
23400.0,0.002348479918075404
23500.0,0.00234848160229364
23600.0,0.00234848326014035
23700.0,0.002348484892031075
23800.0,0.002348486498347492
23900.0,0.00234848807953032
24000.0,0.002348489635919524
24100.0,0.002348491167925349
24200.0,0.0023484926759454166
24300.0,0.002348494160359353
24400.0,0.0023484956215354294
24500.0,0.0023484970598359424
24600.0,0.0023484984756185984
24700.0,0.002348499869236062
24800.0,0.002348501241035479
24900.0,0.002348502621314457
25000.0,0.0023485040798102773
25100.0,0.002348505526811375
25200.0,0.0023485069517139696
25300.0,0.002348508353828513
25400.0,0.0023485097339395107
25500.0,0.0023485110926897133
25600.0,0.00234851243045811
25700.0,0.00234851374728487
25800.0,0.0023485150434118347
25900.0,0.0023485163192569006
26000.0,0.0023485175751346184
26100.0,0.0023485188113290677
26200.0,0.0023485200281492965
26300.0,0.0023485212258986337
26400.0,0.0023485224048577506
26500.0,0.002348523565350683
26600.0,0.0023485247076287558
26700.0,0.0023485258319942233
26800.0,0.002348526938739183
26900.0,0.002348528028142484
27000.0,0.002348529100474849
27100.0,0.002348530156002725
27200.0,0.0023485311949891867
27300.0,0.002348532217693572
27400.0,0.0023485332243711435
27500.0,0.002348534213084884
27600.0,0.002348535118504435
27700.0,0.0023485360005203928
27800.0,0.002348536867161684
27900.0,0.002348537722688351
28000.0,0.0023485385646610296
28100.0,0.0023485393938176046
28200.0,0.0023485402111937744
28300.0,0.002348541015986151
28400.0,0.00234854180819067
28500.0,0.002348542587988745
28600.0,0.002348543355573918
28700.0,0.0023485441111385174
28800.0,0.0023485448548713267
28900.0,0.002348545586957754
29000.0,0.002348546307580161
29100.0,0.0023485470169124735
29200.0,0.0023485477151308667
29300.0,0.0023485484024017476
29400.0,0.0023485490789060186
29500.0,0.002348549744817391
29600.0,0.002348550400302446
29700.0,0.002348551045523709
29800.0,0.0023485516806414004
29900.0,0.002348552305813671
30000.0,0.0023485529211963387
30100.0,0.0023485535269427505
30200.0,0.0023485541232038014
30300.0,0.002348554710128004
30400.0,0.002348555287861549
30500.0,0.0023485558565483435
30600.0,0.002348556416330045
30700.0,0.0023485569673461428
30800.0,0.0023485575097338673
30900.0,0.0023485580436284153
31000.0,0.0023485585691626946
31100.0,0.0023485590864675584
31200.0,0.0023485595956718192
31300.0,0.0023485600969023455
31400.0,0.00234856059028394
31500.0,0.002348561075939567
31600.0,0.002348561553990279
31700.0,0.0023485620245551416
31800.0,0.0023485624877514454
31900.0,0.002348562943694496
32000.0,0.0023485633924978243
32100.0,0.0023485638342731876
32200.0,0.0023485642691306557
32300.0,0.0023485646971785077
32400.0,0.0023485651185234267
32500.0,0.002348565533270438
32600.0,0.002348565941522842
32700.0,0.002348566343382398
32800.0,0.002348566738949146
32900.0,0.002348567128321583
33000.0,0.0023485675115966715
33100.0,0.0023485678888699067
33200.0,0.00234856826023523
33300.0,0.0023485686257851985
33400.0,0.002348568985610898
33500.0,0.0023485693398019696
33600.0,0.0023485696884466382
33700.0,0.0023485700316317523
33800.0,0.002348570369442803
33900.0,0.0023485707019639426
34000.0,0.0023485710292780043
34100.0,0.0023485713514665263
34200.0,0.0023485716686097702
34300.0,0.0023485719807867377
34400.0,0.0023485722880751962
34500.0,0.0023485725905516954
34600.0,0.002348572888291585
34700.0,0.0023485731813690353
34800.0,0.002348573469857056
34900.0,0.002348573753827513
35000.0,0.0023485740333511716
35100.0,0.002348574308497653
35200.0,0.0023485745793355474
35300.0,0.00234857484593228
35400.0,0.0023485751083542374
35500.0,0.0023485753666667693
35600.0,0.0023485756209342375
35700.0,0.0023485758712199576
35800.0,0.002348576117586313
35900.0,0.002348576360094693
36000.0,0.0023485765988055123
36100.0,0.002348576833778236
36200.0,0.0023485770650713976
36300.0,0.002348577292742616
36400.0,0.0023485775168486074
36500.0,0.0023485777374452014
36600.0,0.0023485779545873524
36700.0,0.0023485781683291744
36800.0,0.0023485783787239043
36900.0,0.00234857858582399
37000.0,0.0023485787896809916
37100.0,0.0023485789903456727
37200.0,0.0023485791878680063
37300.0,0.002348579382297207
37400.0,0.00234857957368169
37500.0,0.0023485797620691616
37600.0,0.0023485799475065614
37700.0,0.0023485801300400884
37800.0,0.0023485803097152143
37900.0,0.002348580486576697
38000.0,0.0023485806606685987
38100.0,0.0023485808320342877
38200.0,0.002348581000716455
38300.0,0.0023485811667571226
38400.0,0.002348581330197656
38500.0,0.0023485814910787703
38600.0,0.002348581649440546
38700.0,0.002348581805322433
38800.0,0.0023485819587632656
38900.0,0.0023485821098012693
39000.0,0.002348582258474071
39100.0,0.002348582404818708
39200.0,0.002348582548871639
39300.0,0.0023485826906687497
39400.0,0.002348582830245365
39500.0,0.002348582967636258
39600.0,0.002348583102875655
39700.0,0.0023485832359972465
39800.0,0.0023485833670341986
39900.0,0.002348583496019154
40000.0,0.002348583622984245
40100.0,0.002348583747961104
40200.0,0.002348583870980865
40300.0,0.002348583992074174
40400.0,0.0023485841112711988
40500.0,0.0023485842286016354
40600.0,0.002348584344094712
40700.0,0.0023485844577792016
40800.0,0.002348584569683437
40900.0,0.00234858467983529
41000.0,0.0023485847882622206
41100.0,0.0023485848949912247
41200.0,0.0023485850000488796
41300.0,0.002348585103461348
41400.0,0.0023485852052543984
41500.0,0.00234858530545338
41600.0,0.002348585404083268
41700.0,0.0023485855011686385
41800.0,0.0023485855967336805
41900.0,0.0023485856908022013
42000.0,0.002348585783397634
42100.0,0.0023485858745430454
42200.0,0.0023485859642611443
42300.0,0.002348586052574282
42400.0,0.002348586139504459
42500.0,0.002348586225073331
42600.0,0.002348586309302217
42700.0,0.0023485863922121
42800.0,0.0023485864738236354
42900.0,0.002348586554157154
43000.0,0.002348586633232669
43100.0,0.002348586711069883
43200.0,0.0023485867876881844
43300.0,0.0023485868631066614
43400.0,0.0023485869373441035
43500.0,0.0023485870104190047
43600.0,0.0023485870823495704
43700.0,0.002348587153153722
43800.0,0.002348587222849096
43900.0,0.0023485872914530566
44000.0,0.0023485873622251952
44100.0,0.002348587549037833
44200.0,0.002348587749932549
44300.0,0.002348587950739854
44400.0,0.0023485881494966893
44500.0,0.002348588345307289
44600.0,0.0023485885381723404
44700.0,0.0023485887279918517
44800.0,0.0023485889147066156
44900.0,0.0023485890982693483
45000.0,0.002348589278875308
45100.0,0.0023485894567538555
45200.0,0.0023485896320916246
45300.0,0.0023485898047600475
45400.0,0.002348589974736553
45500.0,0.002348590141734769
45600.0,0.002348590305991991
45700.0,0.0023485904677076255
45800.0,0.002348590626941398
45900.0,0.0023485907838827792
46000.0,0.0023485909384747595
46100.0,0.0023485910906744546
46200.0,0.0023485912404927938
46300.0,0.0023485913879617982
46400.0,0.0023485915331183074
46500.0,0.002348591675999113
46600.0,0.0023485918166397065
46700.0,0.0023485919550761047
46800.0,0.002348592091339509
46900.0,0.002348592225464813
47000.0,0.002348592357487547
47100.0,0.0023485924874407007
47200.0,0.002348592615360256
47300.0,0.0023485927412758433
47400.0,0.0023485928652184343
47500.0,0.0023485929872155715
47600.0,0.0023485931072984327
47700.0,0.002348593225498855
47800.0,0.0023485933418463827
47900.0,0.0023485934563732282
48000.0,0.002348593569105913
48100.0,0.002348593680072165
48200.0,0.0023485937892966436
48300.0,0.002348593896807262
48400.0,0.002348594002632524
48500.0,0.0023485941067988804
48600.0,0.0023485942093351706
48700.0,0.0023485943102651424
48800.0,0.00234859440961362
48900.0,0.0023485945074026783
49000.0,0.00234859460365731
49100.0,0.0023485946984030345
49200.0,0.0023485947916635336
49300.0,0.002348594883464629
49400.0,0.0023485949738275788
49500.0,0.0023485950627746086
49600.0,0.0023485951503254866
49700.0,0.0023485952365025846
49800.0,0.0023485953213287507
49900.0,0.00234859540482519
50000.0,0.0023485954870150184
50100.0,0.0023485955679172694
50200.0,0.0023485956475518418
50300.0,0.002348595725936432
50400.0,0.002348595803091072
50500.0,0.002348595879036219
50600.0,0.002348595953790855
50700.0,0.002348596027375677
50800.0,0.002348596099807725
50900.0,0.0023485961711048175
51000.0,0.002348596241282794
51100.0,0.002348596310359592
51200.0,0.002348596378353526
51300.0,0.0023485964452815903
51400.0,0.0023485965111623166
51500.0,0.00234859657601116
51600.0,0.0023485966398437115
51700.0,0.0023485967026757072
51800.0,0.0023485967645225938
51900.0,0.0023485968254001724
52000.0,0.002348596885322159
52100.0,0.002348596944303905
52200.0,0.0023485970023610398
52300.0,0.0023485970595080686
52400.0,0.0023485971157608146
52500.0,0.0023485971711324776
52600.0,0.0023485972256363724
52700.0,0.002348597279285934
52800.0,0.002348597332094352
52900.0,0.0023485973840751185
53000.0,0.0023485974352399465
53100.0,0.002348597485601941
53200.0,0.0023485975351744495
53300.0,0.0023485975839698556
53400.0,0.0023485976320016724
53500.0,0.00234859767928117
53600.0,0.0023485977258197164
53700.0,0.002348597771628784
53800.0,0.0023485978167196338
53900.0,0.002348597861103787
54000.0,0.0023485979047912437
54100.0,0.0023485979477931964
54200.0,0.0023485979901210394
54300.0,0.0023485980317853486
54400.0,0.00234859807279766
54500.0,0.002348598113167598
54600.0,0.002348598152904869
54700.0,0.0023485981920192693
54800.0,0.002348598230520414
54900.0,0.00234859826841814
55000.0,0.0023485983057209866
55100.0,0.00234859834243851
55200.0,0.00234859837858044
55300.0,0.002348598414155807
55400.0,0.0023485984491744597
55500.0,0.0023485984836446178
55600.0,0.002348598517574569
55700.0,0.0023485985509726763
55800.0,0.0023485985838471507
55900.0,0.0023485986162063923
56000.0,0.002348598648057691
56100.0,0.0023485986794092076
56200.0,0.0023485987102692487
56300.0,0.0023485987406455253
56400.0,0.0023485987705464495
56500.0,0.002348598799979036
56600.0,0.0023485988289503623
56700.0,0.002348598857467571
56800.0,0.00234859888553767
56900.0,0.0023485989131678355
57000.0,0.00234859894036429
57100.0,0.0023485989671340017
57200.0,0.002348598993484063
57300.0,0.002348599019421059
57400.0,0.0023485990449521703
57500.0,0.0023485990700833894
57600.0,0.0023485990948207587
57700.0,0.0023485991191703748
57800.0,0.002348599143138225
57900.0,0.0023485991667304327
58000.0,0.002348599189952315
58100.0,0.0023485992128098186
58200.0,0.0023485992353090013
58300.0,0.002348599257455485
58400.0,0.002348599279255401
58500.0,0.0023485993007138655
58600.0,0.002348599321836039
58700.0,0.002348599342627127
58800.0,0.002348599363092242
58900.0,0.0023485993832366124
59000.0,0.002348599403064776
59100.0,0.0023485994225818127
59200.0,0.002348599441792894
59300.0,0.002348599460702822
59400.0,0.002348599479316831
59500.0,0.002348599497639288
59600.0,0.002348599515674601
59700.0,0.002348599533427214
59800.0,0.002348599550901493
59900.0,0.002348599568101901
60000.0,0.002348599585032314
60100.0,0.0023485996016970705
60200.0,0.002348599618100584
60300.0,0.002348599634246955
60400.0,0.002348599650140653
60500.0,0.0023485996657854097
60600.0,0.0023485996811849837
60700.0,0.0023485996963431744
60800.0,0.002348599711263707
60900.0,0.002348599725950392
61000.0,0.002348599740406542
61100.0,0.002348599754635857
61200.0,0.002348599768642109
61300.0,0.002348599782428798
61400.0,0.0023485997959997403
61500.0,0.0023485998093581216
61600.0,0.0023485998225071534
61700.0,0.0023485998354500757
61800.0,0.002348599848190074
61900.0,0.0023485998607304013
62000.0,0.0023485998730738817
62100.0,0.0023485998852236793
62200.0,0.002348599897183013
62300.0,0.00234859990895487
62400.0,0.0023485999205425114
62500.0,0.002348599931948656
62600.0,0.0023485999431760458
62700.0,0.002348599954227449
62800.0,0.0023485999650995344
62900.0,0.0023485999758039054
63000.0,0.0023485999862997
63100.0,0.0023485999966252687
63200.0,0.002348600006788758
63300.0,0.002348600016793556
63400.0,0.0023486000266422723
63500.0,0.0023486000363373634
63600.0,0.002348600045881228
63700.0,0.0023486000552762247
63800.0,0.002348600064524678
63900.0,0.0023486000736288727
64000.0,0.002348600082591058
64100.0,0.0023486000914134503
64200.0,0.0023486001000982307
64300.0,0.002348600108647544
64400.0,0.002348600117063503
64500.0,0.002348600125348189
64600.0,0.002348600133503649
64700.0,0.002348600141531899
64800.0,0.002348600149434924
64900.0,0.002348600157214676
65000.0,0.0023486001648730785
65100.0,0.0023486001724120236
65200.0,0.002348600179833376
65300.0,0.0023486001871389686
65400.0,0.0023486001943306065
65500.0,0.0023486002014100685
65600.0,0.0023486002083791045
65700.0,0.0023486002152394363
65800.0,0.00234860022199276
65900.0,0.0023486002286407437
66000.0,0.0023486002351850318
66100.0,0.0023486002416272405
66200.0,0.0023486002479689632
66300.0,0.0023486002542117673
66400.0,0.002348600260357194
66500.0,0.0023486002664067636
66600.0,0.0023486002723619713
66700.0,0.0023486002782242884
66800.0,0.002348600283995165
66900.0,0.002348600289676026
67000.0,0.0023486002952682757
67100.0,0.0023486003007732984
67200.0,0.0023486003061924513
67300.0,0.0023486003115270756
67400.0,0.00234860031677849
67500.0,0.002348600321947992
67600.0,0.002348600327036859
67700.0,0.0023486003320463494
67800.0,0.0023486003369777007
67900.0,0.002348600341832132
68000.0,0.0023486003466108435
68100.0,0.002348600351315015
68200.0,0.0023486003559458108
68300.0,0.0023486003605043748
68400.0,0.0023486003649918342
68500.0,0.0023486003694092963
68600.0,0.0023486003737578547
68700.0,0.0023486003780385837
68800.0,0.0023486003822525414
68900.0,0.0023486003864007683
69000.0,0.0023486003904842913
69100.0,0.0023486003945041188
69200.0,0.002348600398461244
69300.0,0.0023486004023566464
69400.0,0.002348600406191287
69500.0,0.0023486004099661146
69600.0,0.0023486004136820606
69700.0,0.0023486004173400464
69800.0,0.0023486004209409737
69900.0,0.002348600424485733
70000.0,0.002348600427975201
70100.0,0.002348600431410239
70200.0,0.0023486004347916976
70300.0,0.0023486004381204108
70400.0,0.0023486004413972032
70500.0,0.002348600444622883
70600.0,0.002348600447798248
70700.0,0.002348600450924084
70800.0,0.002348600454001162
70900.0,0.002348600457030244
71000.0,0.0023486004600120768
71100.0,0.0023486004629473985
71200.0,0.0023486004658369356
71300.0,0.002348600468681401
71400.0,0.002348600471481498
71500.0,0.002348600474237918
71600.0,0.002348600476951344
71700.0,0.0023486004796224452
71800.0,0.0023486004822518814
71900.0,0.002348600484840304
72000.0,0.002348600487388352
72100.0,0.002348600489896655
72200.0,0.0023486004923658327
72300.0,0.0023486004947964956
72400.0,0.002348600497189245
72500.0,0.0023486004995446723
72600.0,0.002348600501863359
72700.0,0.002348600504145879
72800.0,0.002348600506392795
72900.0,0.0023486005086046638
73000.0,0.0023486005107820314
73100.0,0.002348600512925436
73200.0,0.0023486005150354073
73300.0,0.0023486005171124667
73400.0,0.0023486005191571285
73500.0,0.002348600521169897
73600.0,0.00234860052315127
73700.0,0.0023486005251017374
73800.0,0.002348600527021781
73900.0,0.002348600528911876
74000.0,0.002348600530772488
74100.0,0.0023486005326040778
74200.0,0.0023486005344070986
74300.0,0.0023486005361819957
74400.0,0.0023486005379292083
74500.0,0.0023486005396491662
74600.0,0.0023486005413422967
74700.0,0.0023486005430090173
74800.0,0.0023486005446497404
74900.0,0.0023486005462648707
75000.0,0.002348600547854809
75100.0,0.0023486005494199468
75200.0,0.0023486005509606714
75300.0,0.0023486005524773635
75400.0,0.0023486005539703975
75500.0,0.0023486005554401433
75600.0,0.002348600556886964
75700.0,0.002348600558311216
75800.0,0.0023486005597132525
75900.0,0.00234860056109342
76000.0,0.0023486005624520604
76100.0,0.002348600563789508
76200.0,0.002348600565106093
76300.0,0.002348600566402143
76400.0,0.0023486005676779764
76500.0,0.0023486005689339093
76600.0,0.002348600570170251
76700.0,0.002348600571387309
76800.0,0.0023486005725853825
76900.0,0.0023486005737647685
77000.0,0.002348600574925759
77100.0,0.0023486005760686396
77200.0,0.002348600577193693
77300.0,0.0023486005783011983
77400.0,0.0023486005793914282
77500.0,0.0023486005804646518
77600.0,0.002348600581521136
77700.0,0.002348600582561141
77800.0,0.002348600583584923
77900.0,0.0023486005845927377
78000.0,0.0023486005855848312
78100.0,0.0023486005865614493
78200.0,0.0023486005875228344
78300.0,0.002348600588469223
78400.0,0.002348600589400851
78500.0,0.0023486005903179475
78600.0,0.002348600591220738
78700.0,0.0023486005921094463
78800.0,0.0023486005929842933
78900.0,0.0023486005938454938
79000.0,0.0023486005946932614
79100.0,0.0023486005955278056
79200.0,0.0023486005963493325
79300.0,0.0023486005971580445
79400.0,0.002348600597954142
79500.0,0.0023486005987378225
79600.0,0.0023486005995092796
79700.0,0.0023486006002687017
79800.0,0.0023486006010162794
79900.0,0.0023486006017521955
80000.0,0.0023486006024766334
80100.0,0.0023486006031897704
80200.0,0.002348600603891784
80300.0,0.0023486006045828484
80400.0,0.0023486006052631336
80500.0,0.002348600605932807
80600.0,0.0023486006065920346
80700.0,0.0023486006072409795
80800.0,0.0023486006078798022
80900.0,0.0023486006085086603
81000.0,0.00234860060912771
81100.0,0.002348600609737103
81200.0,0.0023486006103369903
81300.0,0.002348600610927521
81400.0,0.002348600611508841
81500.0,0.002348600612081093
81600.0,0.002348600612644418
81700.0,0.0023486006131989575
81800.0,0.0023486006137448463
81900.0,0.0023486006142822207
82000.0,0.002348600614811213
82100.0,0.0023486006153319544
82200.0,0.002348600615844572
82300.0,0.0023486006163491945
82400.0,0.002348600616845946
82500.0,0.002348600617334949
82600.0,0.0023486006178163247
82700.0,0.0023486006182901913
82800.0,0.0023486006187566663
82900.0,0.002348600619215866
83000.0,0.0023486006196679014
83100.0,0.002348600620112887
83200.0,0.002348600620550932
83300.0,0.002348600620982144
83400.0,0.00234860062140663
83500.0,0.002348600621824495
83600.0,0.0023486006222358416
83700.0,0.002348600622640771
83800.0,0.002348600623039385
83900.0,0.0023486006234317825
84000.0,0.002348600623818058
84100.0,0.002348600624198309
84200.0,0.002348600624572629
84300.0,0.002348600624941109
84400.0,0.0023486006253038427
84500.0,0.002348600625660918
84600.0,0.002348600626012423
84700.0,0.002348600626358446
84800.0,0.0023486006266990717
84900.0,0.0023486006270343842
85000.0,0.0023486006273644657
85100.0,0.002348600627689399
85200.0,0.0023486006280092632
85300.0,0.0023486006283241394
85400.0,0.0023486006286341037
85500.0,0.002348600628939233
85600.0,0.0023486006292396024
85700.0,0.002348600629535287
85800.0,0.002348600629826359
85900.0,0.0023486006301128913
86000.0,0.0023486006303949547
86100.0,0.002348600630672618
86200.0,0.0023486006309459506
86300.0,0.0023486006312150192
86400.0,0.0023486006314798902
86500.0,0.0023486006317406318
86600.0,0.0023486006319973045
86700.0,0.002348600632249974
86800.0,0.002348600632498703
86900.0,0.0023486006327435513
87000.0,0.0023486006329845803
87100.0,0.0023486006332218506
87200.0,0.002348600633455419
87300.0,0.002348600633685345
87400.0,0.0023486006339116837
87500.0,0.002348600634134492
87600.0,0.002348600634353826
87700.0,0.002348600634569738
87800.0,0.0023486006347822825
87900.0,0.002348600634991511
88000.0,0.002348600635197476
88100.0,0.0023486006354002296
88200.0,0.00234860063559982
88300.0,0.002348600635796297
88400.0,0.0023486006359897085
88500.0,0.0023486006361801044
88600.0,0.00234860063636753
88700.0,0.002348600636552032
88800.0,0.002348600636733656
88900.0,0.0023486006369124474
89000.0,0.0023486006370884503
89100.0,0.002348600637261707
89200.0,0.0023486006374322612
89300.0,0.002348600637600156
89400.0,0.0023486006377654318
89500.0,0.002348600637928129
89600.0,0.002348600638088289
89700.0,0.00234860063824595
89800.0,0.0023486006384011524
89900.0,0.002348600638553934
90000.0,0.002348600638704332
90100.0,0.002348600638852385
90200.0,0.002348600638998127
90300.0,0.002348600639141597
90400.0,0.002348600639282829
90500.0,0.002348600639421858
90600.0,0.002348600639558718
90700.0,0.0023486006396934438
90800.0,0.0023486006398260677
90900.0,0.002348600639956623
91000.0,0.0023486006400851417
91100.0,0.0023486006402116556
91200.0,0.0023486006403361966
91300.0,0.0023486006404587947
91400.0,0.0023486006405794807
91500.0,0.0023486006406982837
91600.0,0.002348600640815234
91700.0,0.00234860064093036
91800.0,0.002348600641043691
91900.0,0.002348600641155253
92000.0,0.0023486006412650755
92100.0,0.002348600641373185
92200.0,0.0023486006414796083
92300.0,0.0023486006415843713
92400.0,0.0023486006416875006
92500.0,0.0023486006417890205
92600.0,0.002348600641888958
92700.0,0.0023486006419873354
92800.0,0.002348600642084179
92900.0,0.002348600642179512
93000.0,0.0023486006422733575
93100.0,0.0023486006423657398
93200.0,0.0023486006424566813
93300.0,0.002348600642546204
93400.0,0.00234860064263433
93500.0,0.0023486006427210823
93600.0,0.00234860064280648
93700.0,0.0023486006428905465
93800.0,0.002348600642973301
93900.0,0.0023486006430547654
94000.0,0.0023486006431349587
94100.0,0.0023486006432139016
94200.0,0.0023486006432916124
94300.0,0.002348600643368112
94400.0,0.002348600643443418
94500.0,0.0023486006435175497
94600.0,0.0023486006435905244
94700.0,0.0023486006436623606
94800.0,0.0023486006437330766
94900.0,0.0023486006438026893
95000.0,0.002348600643871217
95100.0,0.002348600643938675
95200.0,0.002348600644005081
95300.0,0.002348600644070452
95400.0,0.0023486006441348025
95500.0,0.002348600644198149
