M.CP Time [a],M.CP CO2 [mol/kg]
17.833333333333332,2674850000000.0
17.916666666666664,2674850000000.0
18.0,2674850000000.0
18.083333333333332,2674850000000.0
18.166666666666664,2674850000000.0
18.25,2674850000000.0
18.333333333333332,2674850000000.0
18.416666666666664,2674850000000.0
18.5,2674850000000.0
18.583333333333332,2674850000000.0
18.666666666666664,2674850000000.0
18.75,2674850000000.0
18.833333333333332,2674850000000.0
18.916666666666664,2674850000000.0
19.0,2674850000000.0
19.083333333333332,2674850000000.0
19.166666666666664,2674850000000.0
19.25,2674850000000.0
19.333333333333332,2674850000000.0
19.416666666666664,2674850000000.0
19.5,2674850000000.0
19.583333333333332,2674850000000.0
19.666666666666664,2674850000000.0
19.75,2674850000000.0
19.833333333333332,2674850000000.0
19.916666666666664,2674850000000.0
20.0,2674850000000.0
20.083333333333332,2674850000000.0
20.166666666666664,2674850000000.0
20.25,2674850000000.0
20.333333333333332,2674850000000.0
20.416666666666664,2674850000000.0
20.5,2674850000000.0
20.583333333333332,2674850000000.0
20.666666666666664,2674850000000.0
20.75,2674850000000.0
20.833333333333332,2674850000000.0
20.916666666666664,2674850000000.0
21.0,2674850000000.0
21.083333333333332,2674850000000.0
21.166666666666664,2674850000000.0
21.25,2674850000000.0
21.333333333333332,2674850000000.0
21.416666666666664,2674850000000.0
21.5,2674850000000.0
21.583333333333332,2674850000000.0
21.666666666666664,2674850000000.0
21.75,2674850000000.0
21.833333333333332,2674850000000.0
21.916666666666664,2674850000000.0
22.0,2674850000000.0
22.083333333333332,2674850000000.0
22.166666666666664,2674850000000.0
22.25,2674850000000.0
22.333333333333332,2674850000000.0
22.416666666666664,2674850000000.0
22.5,2674850000000.0
22.583333333333332,2674850000000.0
22.666666666666664,2674850000000.0
22.75,2674850000000.0
22.833333333333332,2674850000000.0
22.916666666666664,2674850000000.0
23.0,2674850000000.0
23.083333333333332,2674850000000.0
23.166666666666664,2674850000000.0
23.25,2674850000000.0
23.333333333333332,2674850000000.0
23.416666666666664,2674850000000.0
23.5,2674850000000.0
23.583333333333332,2674850000000.0
23.666666666666664,2674850000000.0
23.75,2674850000000.0
23.833333333333332,2674850000000.0
23.916666666666664,2674850000000.0
24.0,2674850000000.0
24.083333333333332,2674850000000.0
24.166666666666664,2674850000000.0
24.25,2674850000000.0
24.333333333333332,2674850000000.0
24.416666666666664,2674850000000.0
24.5,2674850000000.0
24.583333333333332,2674850000000.0
24.666666666666664,2674850000000.0
24.75,2674850000000.0
24.833333333333332,2674850000000.0
24.916666666666664,2674850000000.0
25.0,2674850000000.0
25.083333333333332,2674850000000.0
25.166666666666664,2674850000000.0
25.25,2674850000000.0
25.333333333333332,2674850000000.0
25.416666666666664,2674850000000.0
25.5,2674850000000.0
25.583333333333332,2674850000000.0
25.666666666666664,2674850000000.0
25.75,2674850000000.0
25.833333333333332,2674850000000.0
25.916666666666664,2674850000000.0
26.0,2674850000000.0
26.083333333333332,2674850000000.0
26.166666666666664,2674850000000.0
26.25,2674850000000.0
26.333333333333332,2674850000000.0
26.416666666666664,2674850000000.0
26.5,2674850000000.0
26.583333333333332,2674850000000.0
26.666666666666664,2674850000000.0
26.75,2674850000000.0
26.833333333333332,2674850000000.0
26.916666666666664,2674850000000.0
27.0,2674850000000.0
27.083333333333332,2674850000000.0
27.166666666666664,2674850000000.0
27.25,2674850000000.0
27.333333333333332,2674850000000.0
27.416666666666664,2674850000000.0
27.5,2674850000000.0
27.583333333333332,2674850000000.0
27.666666666666664,2674850000000.0
27.75,2674850000000.0
27.833333333333332,2674850000000.0
27.916666666666664,2674850000000.0
28.0,2674850000000.0
28.083333333333332,2674850000000.0
28.166666666666664,2674850000000.0
28.25,2674850000000.0
28.333333333333332,2674850000000.0
28.416666666666664,2674850000000.0
28.5,2674850000000.0
28.583333333333332,2674850000000.0
28.666666666666664,2674850000000.0
28.75,2674850000000.0
28.833333333333332,2674850000000.0
28.916666666666664,2674850000000.0
29.0,2674850000000.0
29.083333333333332,2674850000000.0
29.166666666666664,2674850000000.0
29.25,2674850000000.0
29.333333333333332,2674850000000.0
29.416666666666664,2674850000000.0
29.5,2674850000000.0
29.583333333333332,2674850000000.0
29.666666666666664,2674850000000.0
29.75,2674850000000.0
29.833333333333332,2674850000000.0
29.916666666666664,2674850000000.0
30.0,2674850000000.0
30.083333333333332,2674850000000.0
30.166666666666664,2674850000000.0
30.25,2674850000000.0
30.333333333333332,2674850000000.0
30.416666666666664,2674850000000.0
30.5,2674850000000.0
30.583333333333332,2674850000000.0
30.666666666666664,2674850000000.0
30.75,2674850000000.0
30.833333333333332,2674850000000.0
30.916666666666664,2674850000000.0
31.0,2674850000000.0
31.083333333333332,2674850000000.0
31.166666666666664,2674850000000.0
31.25,2674850000000.0
31.333333333333332,2674850000000.0
31.416666666666664,2674850000000.0
31.5,2674850000000.0
31.583333333333332,2674850000000.0
31.666666666666664,2674850000000.0
31.75,2674850000000.0
31.833333333333332,2674850000000.0
31.916666666666664,2674850000000.0
32.0,2674850000000.0
32.08333333333333,2674850000000.0
32.166666666666664,2674850000000.0
32.25,2674850000000.0
32.33333333333333,2674850000000.0
32.416666666666664,2674850000000.0
32.5,2674850000000.0
32.58333333333333,2674850000000.0
32.666666666666664,2674850000000.0
32.75,2674850000000.0
32.83333333333333,2674850000000.0
32.916666666666664,2674850000000.0
33.0,2674850000000.0
33.08333333333333,2674850000000.0
33.166666666666664,2674850000000.0
33.25,2674850000000.0
33.33333333333333,2674850000000.0
33.416666666666664,2674850000000.0
33.5,2674850000000.0
33.58333333333333,2674850000000.0
33.666666666666664,2674850000000.0
33.75,2674850000000.0
33.83333333333333,2674850000000.0
33.916666666666664,2674850000000.0
34.0,2674850000000.0
34.08333333333333,2674850000000.0
34.166666666666664,2674850000000.0
34.25,2674850000000.0
34.33333333333333,2674850000000.0
34.416666666666664,2674850000000.0
34.5,2674850000000.0
34.58333333333333,2674850000000.0
34.666666666666664,2674850000000.0
34.75,2674850000000.0
34.83333333333333,2674850000000.0
34.916666666666664,2674850000000.0
35.0,2674850000000.0
35.08333333333333,2674850000000.0
35.166666666666664,2674850000000.0
35.25,2674850000000.0
35.33333333333333,2674850000000.0
35.416666666666664,2674850000000.0
35.5,2674850000000.0
35.58333333333333,2674850000000.0
35.666666666666664,2674850000000.0
35.75,2674850000000.0
35.83333333333333,2674850000000.0
35.916666666666664,2674850000000.0
36.0,2674850000000.0
36.08333333333333,2674850000000.0
36.166666666666664,2674850000000.0
36.25,2674850000000.0
36.33333333333333,2674850000000.0
36.416666666666664,2674850000000.0
36.5,2674850000000.0
36.58333333333333,2674850000000.0
36.666666666666664,2674850000000.0
36.75,2674850000000.0
36.83333333333333,2674850000000.0
36.916666666666664,2674850000000.0
37.0,2674850000000.0
37.08333333333333,2674850000000.0
37.166666666666664,2674850000000.0
37.25,2674850000000.0
37.33333333333333,2674850000000.0
37.416666666666664,2674850000000.0
37.5,2674850000000.0
37.58333333333333,2674850000000.0
37.666666666666664,2674850000000.0
37.75,2674850000000.0
37.83333333333333,2674850000000.0
37.916666666666664,2674850000000.0
38.0,2674850000000.0
38.08333333333333,2674850000000.0
38.166666666666664,2674850000000.0
38.25,2674850000000.0
38.33333333333333,2674850000000.0
38.416666666666664,2674850000000.0
38.5,2674850000000.0
38.58333333333333,2674850000000.0
38.666666666666664,2674850000000.0
38.75,2674850000000.0
38.83333333333333,2674850000000.0
38.916666666666664,2674850000000.0
39.0,2674850000000.0
39.08333333333333,2674850000000.0
39.166666666666664,2674850000000.0
39.25,2674850000000.0
39.33333333333333,2674850000000.0
39.416666666666664,2674850000000.0
39.5,2674850000000.0
39.58333333333333,2674850000000.0
39.666666666666664,2674850000000.0
39.75,2674850000000.0
39.83333333333333,2674850000000.0
39.916666666666664,2674850000000.0
40.0,2674850000000.0
40.08333333333333,2674850000000.0
40.166666666666664,2674850000000.0
40.25,2674850000000.0
40.33333333333333,2674850000000.0
40.416666666666664,2674850000000.0
40.5,2674850000000.0
40.58333333333333,2674850000000.0
40.666666666666664,2674850000000.0
40.75,2674850000000.0
40.83333333333333,2674850000000.0
40.916666666666664,2674850000000.0
41.0,2674850000000.0
41.08333333333333,2674850000000.0
41.166666666666664,2674850000000.0
41.25,2674850000000.0
41.33333333333333,2674850000000.0
41.416666666666664,2674850000000.0
41.5,2674850000000.0
41.58333333333333,2674850000000.0
41.666666666666664,2674850000000.0
41.75,2674850000000.0
41.83333333333333,2674850000000.0
41.916666666666664,2674850000000.0
42.0,2674850000000.0
42.08333333333333,2674850000000.0
42.166666666666664,2674850000000.0
42.25,2674850000000.0
42.33333333333333,2674850000000.0
42.416666666666664,2674850000000.0
42.5,2674850000000.0
42.58333333333333,2674850000000.0
42.666666666666664,2674850000000.0
42.75,2674850000000.0
42.83333333333333,2674850000000.0
42.916666666666664,2674850000000.0
43.0,2674850000000.0
43.08333333333333,2674850000000.0
43.166666666666664,2674850000000.0
43.25,2674850000000.0
43.33333333333333,2674850000000.0
43.416666666666664,2674850000000.0
43.5,2674850000000.0
43.58333333333333,2674850000000.0
43.666666666666664,2674850000000.0
43.75,2674850000000.0
43.83333333333333,2674850000000.0
43.916666666666664,2674850000000.0
44.0,2674850000000.0
44.08333333333333,2674850000000.0
44.166666666666664,2674850000000.0
44.25,2674850000000.0
44.33333333333333,2674850000000.0
44.416666666666664,2674850000000.0
44.5,2674850000000.0
44.58333333333333,2674850000000.0
44.666666666666664,2674850000000.0
44.75,2674850000000.0
44.83333333333333,2674850000000.0
44.916666666666664,2674850000000.0
45.0,2674850000000.0
45.08333333333333,2674850000000.0
45.166666666666664,2674850000000.0
45.25,2674850000000.0
45.33333333333333,2674850000000.0
45.416666666666664,2674850000000.0
45.5,2674850000000.0
45.58333333333333,2674850000000.0
45.666666666666664,2674850000000.0
45.75,2674850000000.0
45.83333333333333,2674850000000.0
45.916666666666664,2674850000000.0
46.0,2674850000000.0
46.08333333333333,2674850000000.0
46.166666666666664,2674850000000.0
46.25,2674850000000.0
46.33333333333333,2674850000000.0
46.416666666666664,2674850000000.0
46.5,2674850000000.0
46.58333333333333,2674850000000.0
46.666666666666664,2674850000000.0
46.75,2674850000000.0
46.83333333333333,2674850000000.0
46.916666666666664,2674850000000.0
47.0,2674850000000.0
47.08333333333333,2674850000000.0
47.166666666666664,2674850000000.0
47.25,2674850000000.0
47.33333333333333,2674850000000.0
47.416666666666664,2674850000000.0
47.5,2674850000000.0
47.58333333333333,2674850000000.0
47.666666666666664,2674850000000.0
47.75,2674850000000.0
47.83333333333333,2674850000000.0
47.916666666666664,2674850000000.0
48.0,2674850000000.0
48.08333333333333,2674850000000.0
48.166666666666664,2674850000000.0
48.25,2674850000000.0
48.33333333333333,2674850000000.0
48.416666666666664,2674850000000.0
48.5,2674850000000.0
48.58333333333333,2674850000000.0
48.666666666666664,2674850000000.0
48.75,2674850000000.0
48.83333333333333,2674850000000.0
48.916666666666664,2674850000000.0
49.0,2674850000000.0
49.08333333333333,2674850000000.0
49.166666666666664,2674850000000.0
49.25,2674850000000.0
49.33333333333333,2674850000000.0
49.416666666666664,2674850000000.0
49.5,2674850000000.0
49.58333333333333,2674850000000.0
49.666666666666664,2674850000000.0
49.75,2674850000000.0
49.83333333333333,2674850000000.0
49.916666666666664,2674850000000.0
50.0,2674850000000.0
50.08333333333333,2674850000000.0
50.166666666666664,2674850000000.0
50.25,2674850000000.0
50.33333333333333,2674850000000.0
50.416666666666664,2674850000000.0
50.5,2674850000000.0
50.58333333333333,2674850000000.0
50.666666666666664,2674850000000.0
50.75,2674850000000.0
50.83333333333333,2674850000000.0
50.916666666666664,2674850000000.0
51.0,2674850000000.0
51.08333333333333,2674850000000.0
51.166666666666664,2674850000000.0
51.25,2674850000000.0
51.33333333333333,2674850000000.0
51.416666666666664,2674850000000.0
51.5,2674850000000.0
51.58333333333333,2674850000000.0
51.666666666666664,2674850000000.0
51.75,2674850000000.0
51.83333333333333,2674850000000.0
51.916666666666664,2674850000000.0
52.0,2674850000000.0
52.08333333333333,2674850000000.0
52.166666666666664,2674850000000.0
52.25,2674850000000.0
52.33333333333333,2674850000000.0
52.416666666666664,2674850000000.0
52.5,2674850000000.0
52.58333333333333,2674850000000.0
52.666666666666664,2674850000000.0
52.75,2674850000000.0
52.83333333333333,2674850000000.0
52.916666666666664,2674850000000.0
53.0,2674850000000.0
53.08333333333333,2674850000000.0
53.166666666666664,2674850000000.0
53.25,2674850000000.0
53.33333333333333,2674850000000.0
53.416666666666664,2674850000000.0
53.5,2674850000000.0
53.58333333333333,2674850000000.0
53.666666666666664,2674850000000.0
53.75,2674850000000.0
53.83333333333333,2674850000000.0
53.916666666666664,2674850000000.0
54.0,2674850000000.0
54.08333333333333,2674850000000.0
54.166666666666664,2674850000000.0
54.25,2674850000000.0
54.33333333333333,2674850000000.0
54.416666666666664,2674850000000.0
54.5,2674850000000.0
54.58333333333333,2674850000000.0
54.666666666666664,2674850000000.0
54.75,2674850000000.0
54.83333333333333,2674850000000.0
54.916666666666664,2674850000000.0
55.0,2674850000000.0
55.08333333333333,2674850000000.0
55.166666666666664,2674850000000.0
55.25,2674850000000.0
55.33333333333333,2674850000000.0
55.416666666666664,2674850000000.0
55.5,2674850000000.0
55.58333333333333,2674850000000.0
55.666666666666664,2674850000000.0
55.75,2674850000000.0
55.83333333333333,2674850000000.0
55.916666666666664,2674850000000.0
56.0,2674850000000.0
56.08333333333333,2674850000000.0
56.166666666666664,2674850000000.0
56.25,2674850000000.0
56.33333333333333,2674850000000.0
56.416666666666664,2674850000000.0
56.5,2674850000000.0
56.58333333333333,2674850000000.0
56.666666666666664,2674850000000.0
56.75,2674850000000.0
56.83333333333333,2674850000000.0
56.916666666666664,2674850000000.0
57.0,2674850000000.0
57.08333333333333,2674850000000.0
57.166666666666664,2674850000000.0
57.25,2674850000000.0
57.33333333333333,2674850000000.0
57.416666666666664,2674850000000.0
57.5,2674850000000.0
57.58333333333333,2674850000000.0
57.666666666666664,2674850000000.0
57.75,2674850000000.0
57.83333333333333,2674850000000.0
57.916666666666664,2674850000000.0
58.0,2674850000000.0
58.08333333333333,2674850000000.0
58.166666666666664,2674850000000.0
58.25,2674850000000.0
58.33333333333333,2674850000000.0
58.416666666666664,2674850000000.0
58.5,2674850000000.0
58.58333333333333,2674850000000.0
58.666666666666664,2674850000000.0
58.75,2674850000000.0
58.83333333333333,2674850000000.0
58.916666666666664,2674850000000.0
59.0,2674850000000.0
59.08333333333333,2674850000000.0
59.166666666666664,2674850000000.0
59.25,2674850000000.0
59.33333333333333,2674850000000.0
59.416666666666664,2674850000000.0
59.5,2674850000000.0
59.58333333333333,2674850000000.0
59.666666666666664,2674850000000.0
59.75,2674850000000.0
59.83333333333333,2674850000000.0
59.916666666666664,2674850000000.0
60.0,2674850000000.0
60.08333333333333,2674850000000.0
60.166666666666664,2674850000000.0
60.25,2674850000000.0
60.33333333333333,2674850000000.0
60.416666666666664,2674850000000.0
60.5,2674850000000.0
60.58333333333333,2674850000000.0
60.666666666666664,2674850000000.0
60.75,2674850000000.0
60.83333333333333,2674850000000.0
60.916666666666664,2674850000000.0
61.0,2674850000000.0
61.08333333333333,2674850000000.0
61.166666666666664,2674850000000.0
61.25,2674850000000.0
61.33333333333333,2674850000000.0
61.416666666666664,2674850000000.0
61.5,2674850000000.0
61.58333333333333,2674850000000.0
61.666666666666664,2674850000000.0
61.75,2674850000000.0
61.83333333333333,2674850000000.0
61.916666666666664,2674850000000.0
62.0,2674850000000.0
62.08333333333333,2674850000000.0
62.166666666666664,2674850000000.0
62.25,2674850000000.0
62.33333333333333,2674850000000.0
62.416666666666664,2674850000000.0
62.5,2674850000000.0
62.58333333333333,2674850000000.0
62.666666666666664,2674850000000.0
62.75,2674850000000.0
62.83333333333333,2674850000000.0
62.916666666666664,2674850000000.0
63.0,2674850000000.0
63.08333333333333,2674850000000.0
63.166666666666664,2674850000000.0
63.25,2674850000000.0
63.33333333333333,2674850000000.0
63.416666666666664,2674850000000.0
63.5,2674850000000.0
63.58333333333333,2674850000000.0
63.666666666666664,2674850000000.0
63.75,2674850000000.0
63.83333333333333,2674850000000.0
63.916666666666664,2674850000000.0
64.0,2674850000000.0
64.08333333333333,2674850000000.0
64.16666666666666,2674850000000.0
64.25,2674850000000.0
64.33333333333333,2674850000000.0
64.41666666666666,2674850000000.0
64.5,2674850000000.0
64.58333333333333,2674850000000.0
64.66666666666666,2674850000000.0
64.75,2674850000000.0
64.83333333333333,2674850000000.0
64.91666666666666,2674850000000.0
65.0,2674850000000.0
65.08333333333333,2674850000000.0
65.16666666666666,2674850000000.0
65.25,2674850000000.0
65.33333333333333,2674850000000.0
65.41666666666666,2674850000000.0
65.5,2674850000000.0
65.58333333333333,2674850000000.0
65.66666666666666,2674850000000.0
65.75,2674850000000.0
65.83333333333333,2674850000000.0
65.91666666666666,2674850000000.0
66.0,2674850000000.0
66.08333333333333,2674850000000.0
66.16666666666666,2674850000000.0
66.25,2674850000000.0
66.33333333333333,2674850000000.0
66.41666666666666,2674850000000.0
66.5,2674850000000.0
66.58333333333333,2674850000000.0
66.66666666666666,2674850000000.0
66.75,2674850000000.0
66.83333333333333,2674850000000.0
66.91666666666666,2674850000000.0
67.0,2674850000000.0
67.08333333333333,2674850000000.0
67.16666666666666,2674850000000.0
67.25,2674850000000.0
67.33333333333333,2674850000000.0
67.41666666666666,2674850000000.0
67.5,2674850000000.0
67.58333333333333,2674850000000.0
67.66666666666666,2674850000000.0
67.75,2674850000000.0
67.83333333333333,2674850000000.0
67.91666666666666,2674850000000.0
68.0,2674850000000.0
68.08333333333333,2674850000000.0
68.16666666666666,2674850000000.0
68.25,2674850000000.0
68.33333333333333,2674850000000.0
68.41666666666666,2674850000000.0
68.5,2674850000000.0
68.58333333333333,2674850000000.0
68.66666666666666,2674850000000.0
68.75,2674850000000.0
68.83333333333333,2674850000000.0
68.91666666666666,2674850000000.0
69.0,2674850000000.0
69.08333333333333,2674850000000.0
69.16666666666666,2674850000000.0
69.25,2674850000000.0
69.33333333333333,2674850000000.0
69.41666666666666,2674850000000.0
69.5,2674850000000.0
69.58333333333333,2674850000000.0
69.66666666666666,2674850000000.0
69.75,2674850000000.0
69.83333333333333,2674850000000.0
69.91666666666666,2674850000000.0
70.0,2674850000000.0
70.08333333333333,2674850000000.0
70.16666666666666,2674850000000.0
70.25,2674850000000.0
70.33333333333333,2674850000000.0
70.41666666666666,2674850000000.0
70.5,2674850000000.0
70.58333333333333,2674850000000.0
70.66666666666666,2674850000000.0
70.75,2674850000000.0
70.83333333333333,2674850000000.0
70.91666666666666,2674850000000.0
71.0,2674850000000.0
71.08333333333333,2674850000000.0
71.16666666666666,2674850000000.0
71.25,2674850000000.0
71.33333333333333,2674850000000.0
71.41666666666666,2674850000000.0
71.5,2674850000000.0
71.58333333333333,2674850000000.0
71.66666666666666,2674850000000.0
71.75,2674850000000.0
71.83333333333333,2674850000000.0
71.91666666666666,2674850000000.0
72.0,2674850000000.0
72.08333333333333,2674850000000.0
72.16666666666666,2674850000000.0
72.25,2674850000000.0
72.33333333333333,2674850000000.0
72.41666666666666,2674850000000.0
72.5,2674850000000.0
72.58333333333333,2674850000000.0
72.66666666666666,2674850000000.0
72.75,2674850000000.0
72.83333333333333,2674850000000.0
72.91666666666666,2674850000000.0
73.0,2674850000000.0
73.08333333333333,2674850000000.0
73.16666666666666,2674850000000.0
73.25,2674850000000.0
73.33333333333333,2674850000000.0
73.41666666666666,2674850000000.0
73.5,2674850000000.0
73.58333333333333,2674850000000.0
73.66666666666666,2674850000000.0
73.75,2674850000000.0
73.83333333333333,2674850000000.0
73.91666666666666,2674850000000.0
74.0,2674850000000.0
74.08333333333333,2674850000000.0
74.16666666666666,2674850000000.0
74.25,2674850000000.0
74.33333333333333,2674850000000.0
74.41666666666666,2674850000000.0
74.5,2674850000000.0
74.58333333333333,2674850000000.0
74.66666666666666,2674850000000.0
74.75,2674850000000.0
74.83333333333333,2674850000000.0
74.91666666666666,2674850000000.0
75.0,2674850000000.0
75.08333333333333,2674850000000.0
75.16666666666666,2674850000000.0
75.25,2674850000000.0
75.33333333333333,2674850000000.0
75.41666666666666,2674850000000.0
75.5,2674850000000.0
75.58333333333333,2674850000000.0
75.66666666666666,2674850000000.0
75.75,2674850000000.0
75.83333333333333,2674850000000.0
75.91666666666666,2674850000000.0
76.0,2674850000000.0
76.08333333333333,2674850000000.0
76.16666666666666,2674850000000.0
76.25,2674850000000.0
76.33333333333333,2674850000000.0
76.41666666666666,2674850000000.0
76.5,2674850000000.0
76.58333333333333,2674850000000.0
76.66666666666666,2674850000000.0
76.75,2674850000000.0
76.83333333333333,2674850000000.0
76.91666666666666,2674850000000.0
77.0,2674850000000.0
77.08333333333333,2674850000000.0
77.16666666666666,2674850000000.0
77.25,2674850000000.0
77.33333333333333,2674850000000.0
77.41666666666666,2674850000000.0
77.5,2674850000000.0
77.58333333333333,2674850000000.0
77.66666666666666,2674850000000.0
77.75,2674850000000.0
77.83333333333333,2674850000000.0
77.91666666666666,2674850000000.0
78.0,2674850000000.0
78.08333333333333,2674850000000.0
78.16666666666666,2674850000000.0
78.25,2674850000000.0
78.33333333333333,2674850000000.0
78.41666666666666,2674850000000.0
78.5,2674850000000.0
78.58333333333333,2674850000000.0
78.66666666666666,2674850000000.0
78.75,2674850000000.0
78.83333333333333,2674850000000.0
