M.D_b.Fdiss Time [a],M.D_b.Fdiss Fdiss [mol/kg]
196800.0,47999999999996.16
196900.0,47999999999996.12
197000.0,47999999999996.17
197100.0,47999999999996.15
197200.0,47999999999996.2
197300.0,47999999999996.15
197400.0,47999999999996.2
197500.0,47999999999996.16
197600.0,47999999999996.17
197700.0,47999999999996.15
197800.0,47999999999996.18
197900.0,47999999999996.164
198000.0,47999999999996.2
198100.0,47999999999996.19
198200.0,47999999999996.21
198300.0,47999999999996.19
198400.0,47999999999996.22
198500.0,47999999999996.17
198600.0,47999999999996.2
198700.0,47999999999996.266
198800.0,47999999999996.19
198900.0,47999999999996.23
199000.0,47999999999996.19
199100.0,47999999999996.234
199200.0,47999999999996.21
199300.0,47999999999996.25
199400.0,47999999999996.23
199500.0,47999999999996.28
199600.0,47999999999996.234
199700.0,47999999999996.3
199800.0,47999999999996.234
199900.0,47999999999996.234
200000.0,47999999999996.266
200100.0,47999999999996.3
200200.0,47999999999996.3
200300.0,47999999999996.31
200400.0,47999999999996.3
200500.0,47999999999996.31
200600.0,47999999999996.31
200700.0,47999999999996.33
200800.0,47999999999996.336
200900.0,47999999999996.34
201000.0,47999999999996.36
201100.0,47999999999996.445
201200.0,47999999999996.42
201300.0,47999999999996.48
201400.0,47999999999996.44
201500.0,47999999999996.44
201600.0,47999999999996.45
201700.0,47999999999996.44
201800.0,47999999999996.45
201900.0,47999999999996.445
202000.0,47999999999996.484
202100.0,47999999999996.49
202200.0,47999999999996.5
202300.0,47999999999996.516
202400.0,47999999999996.52
202500.0,47999999999996.54
202600.0,47999999999996.54
202700.0,47999999999996.55
202800.0,47999999999996.55
202900.0,47999999999996.55
203000.0,47999999999996.62
203100.0,47999999999996.63
203200.0,47999999999996.67
203300.0,47999999999996.67
203400.0,47999999999996.66
203500.0,47999999999996.75
203600.0,47999999999996.85
203700.0,47999999999996.78
203800.0,47999999999996.8
203900.0,47999999999996.9
204000.0,47999999999996.91
204100.0,47999999999996.95
204200.0,47999999999996.96
204300.0,47999999999997.07
204400.0,47999999999997.055
204500.0,47999999999997.0
204600.0,47999999999997.08
204700.0,47999999999997.15
204800.0,47999999999997.22
204900.0,47999999999997.25
205000.0,47999999999997.266
205100.0,47999999999997.26
205200.0,47999999999997.36
205300.0,47999999999997.44
205400.0,47999999999997.55
205500.0,47999999999997.58
205600.0,47999999999997.55
205700.0,47999999999997.64
205800.0,47999999999997.7
205900.0,47999999999997.73
206000.0,47999999999997.875
206100.0,47999999999997.98
206200.0,47999999999998.09
206300.0,47999999999998.16
206400.0,47999999999998.2
206500.0,47999999999998.33
206600.0,47999999999998.31
206700.0,47999999999998.44
206800.0,47999999999998.47
206900.0,47999999999998.56
207000.0,47999999999998.61
207100.0,47999999999998.64
207200.0,47999999999998.66
207300.0,47999999999998.664
207400.0,47999999999998.74
207500.0,47999999999998.72
207600.0,47999999999998.76
207700.0,47999999999998.81
207800.0,47999999999998.72
207900.0,47999999999998.74
208000.0,47999999999998.8
208100.0,47999999999998.73
208200.0,47999999999998.74
208300.0,47999999999998.8
208400.0,47999999999998.734
208500.0,47999999999998.74
208600.0,47999999999998.8
208700.0,47999999999998.734
208800.0,47999999999998.75
208900.0,47999999999998.8
209000.0,47999999999998.734
209100.0,47999999999998.74
209200.0,47999999999998.8
209300.0,47999999999998.72
209400.0,47999999999998.74
209500.0,47999999999998.78
209600.0,47999999999998.734
209700.0,47999999999998.74
209800.0,47999999999998.8
209900.0,47999999999998.72
210000.0,47999999999998.74
210100.0,47999999999998.8
210200.0,47999999999998.734
210300.0,47999999999998.74
210400.0,47999999999998.8
210500.0,47999999999998.72
210600.0,47999999999998.75
210700.0,47999999999998.8
210800.0,47999999999998.72
210900.0,47999999999998.74
211000.0,47999999999998.81
211100.0,47999999999998.72
211200.0,47999999999998.74
211300.0,47999999999998.8
211400.0,47999999999998.72
211500.0,47999999999998.74
211600.0,47999999999998.8
211700.0,47999999999998.72
211800.0,47999999999998.74
211900.0,47999999999998.8
212000.0,47999999999998.72
212100.0,47999999999998.74
212200.0,47999999999998.8
212300.0,47999999999998.72
212400.0,47999999999998.74
212500.0,47999999999998.8
212600.0,47999999999998.72
212700.0,47999999999998.74
212800.0,47999999999998.8
212900.0,47999999999998.73
213000.0,47999999999998.75
213100.0,47999999999998.8
213200.0,47999999999998.73
213300.0,47999999999998.75
213400.0,47999999999998.8
213500.0,47999999999998.72
213600.0,47999999999998.75
213700.0,47999999999998.8
213800.0,47999999999998.73
213900.0,47999999999998.75
214000.0,47999999999998.8
214100.0,47999999999998.72
214200.0,47999999999998.75
214300.0,47999999999998.8
214400.0,47999999999998.73
214500.0,47999999999998.75
214600.0,47999999999998.8
214700.0,47999999999998.73
214800.0,47999999999998.75
214900.0,47999999999998.8
215000.0,47999999999998.72
215100.0,47999999999998.76
215200.0,47999999999998.8
215300.0,47999999999998.72
215400.0,47999999999998.74
215500.0,47999999999998.78
215600.0,47999999999998.72
215700.0,47999999999998.75
215800.0,47999999999998.8
215900.0,47999999999998.72
216000.0,47999999999998.74
216100.0,47999999999998.8
216200.0,47999999999998.734
216300.0,47999999999998.74
216400.0,47999999999998.8
216500.0,47999999999998.73
216600.0,47999999999998.74
216700.0,47999999999998.8
216800.0,47999999999998.73
216900.0,47999999999998.74
217000.0,47999999999998.78
217100.0,47999999999998.734
217200.0,47999999999998.74
217300.0,47999999999998.8
217400.0,47999999999998.73
217500.0,47999999999998.74
217600.0,47999999999998.8
217700.0,47999999999998.73
217800.0,47999999999998.74
217900.0,47999999999998.78
218000.0,47999999999998.734
218100.0,47999999999998.74
218200.0,47999999999998.8
218300.0,47999999999998.73
218400.0,47999999999998.74
218500.0,47999999999998.78
218600.0,47999999999998.734
218700.0,47999999999998.74
218800.0,47999999999998.8
218900.0,47999999999998.73
219000.0,47999999999998.74
219100.0,47999999999998.81
219200.0,47999999999998.72
219300.0,47999999999998.74
219400.0,47999999999998.8
219500.0,47999999999998.72
219600.0,47999999999998.75
219700.0,47999999999998.8
219800.0,47999999999998.72
219900.0,47999999999998.74
220000.0,47999999999998.8
220100.0,47999999999998.72
220200.0,47999999999998.74
220300.0,47999999999998.81
220400.0,47999999999998.72
220500.0,47999999999998.74
220600.0,47999999999998.8
220700.0,47999999999998.72
220800.0,47999999999998.75
220900.0,47999999999998.8
221000.0,47999999999998.72
221100.0,47999999999998.75
221200.0,47999999999998.8
221300.0,47999999999998.72
221400.0,47999999999998.75
221500.0,47999999999998.8
221600.0,47999999999998.73
221700.0,47999999999998.75
221800.0,47999999999998.8
221900.0,47999999999998.72
222000.0,47999999999998.75
222100.0,47999999999998.8
222200.0,47999999999998.73
222300.0,47999999999998.75
222400.0,47999999999998.8
222500.0,47999999999998.72
222600.0,47999999999998.75
222700.0,47999999999998.8
222800.0,47999999999998.73
222900.0,47999999999998.75
223000.0,47999999999998.8
223100.0,47999999999998.72
223200.0,47999999999998.75
223300.0,47999999999998.8
223400.0,47999999999998.73
223500.0,47999999999998.75
223600.0,47999999999998.8
223700.0,47999999999998.71
223800.0,47999999999998.75
223900.0,47999999999998.8
224000.0,47999999999998.73
224100.0,47999999999998.74
224200.0,47999999999998.8
224300.0,47999999999998.72
224400.0,47999999999998.75
224500.0,47999999999998.8
224600.0,47999999999998.72
224700.0,47999999999998.75
224800.0,47999999999998.8
224900.0,47999999999998.734
225000.0,47999999999998.74
225100.0,47999999999998.8
225200.0,47999999999998.73
225300.0,47999999999998.74
225400.0,47999999999998.8
225500.0,47999999999998.72
225600.0,47999999999998.74
225700.0,47999999999998.8
225800.0,47999999999998.734
225900.0,47999999999998.74
226000.0,47999999999998.8
226100.0,47999999999998.72
226200.0,47999999999998.74
226300.0,47999999999998.8
226400.0,47999999999998.73
226500.0,47999999999998.74
226600.0,47999999999998.8
226700.0,47999999999998.73
226800.0,47999999999998.74
226900.0,47999999999998.8
227000.0,47999999999998.73
227100.0,47999999999998.74
227200.0,47999999999998.8
227300.0,47999999999998.73
227400.0,47999999999998.74
227500.0,47999999999998.8
227600.0,47999999999998.72
227700.0,47999999999998.74
227800.0,47999999999998.8
227900.0,47999999999998.73
228000.0,47999999999998.74
228100.0,47999999999998.8
228200.0,47999999999998.72
228300.0,47999999999998.74
228400.0,47999999999998.8
228500.0,47999999999998.72
228600.0,47999999999998.74
228700.0,47999999999998.81
228800.0,47999999999998.73
228900.0,47999999999998.75
229000.0,47999999999998.8
229100.0,47999999999998.72
229200.0,47999999999998.75
229300.0,47999999999998.78
229400.0,47999999999998.73
229500.0,47999999999998.74
229600.0,47999999999998.81
229700.0,47999999999998.72
229800.0,47999999999998.74
229900.0,47999999999998.8
230000.0,47999999999998.72
230100.0,47999999999998.74
230200.0,47999999999998.8
230300.0,47999999999998.72
230400.0,47999999999998.75
230500.0,47999999999998.8
230600.0,47999999999998.73
230700.0,47999999999998.75
230800.0,47999999999998.8
230900.0,47999999999998.72
231000.0,47999999999998.75
231100.0,47999999999998.8
231200.0,47999999999998.73
231300.0,47999999999998.75
231400.0,47999999999998.8
231500.0,47999999999998.73
231600.0,47999999999998.75
231700.0,47999999999998.8
231800.0,47999999999998.73
231900.0,47999999999998.75
232000.0,47999999999998.8
232100.0,47999999999998.72
232200.0,47999999999998.76
232300.0,47999999999998.8
232400.0,47999999999998.72
232500.0,47999999999998.74
232600.0,47999999999998.78
232700.0,47999999999998.73
232800.0,47999999999998.75
232900.0,47999999999998.8
233000.0,47999999999998.73
233100.0,47999999999998.75
233200.0,47999999999998.8
233300.0,47999999999998.72
233400.0,47999999999998.75
233500.0,47999999999998.8
233600.0,47999999999998.734
233700.0,47999999999998.74
233800.0,47999999999998.8
233900.0,47999999999998.72
234000.0,47999999999998.74
234100.0,47999999999998.78
234200.0,47999999999998.734
234300.0,47999999999998.74
234400.0,47999999999998.8
234500.0,47999999999998.72
234600.0,47999999999998.74
234700.0,47999999999998.8
234800.0,47999999999998.73
234900.0,47999999999998.74
235000.0,47999999999998.78
235100.0,47999999999998.734
235200.0,47999999999998.74
235300.0,47999999999998.8
235400.0,47999999999998.72
235500.0,47999999999998.74
235600.0,47999999999998.8
235700.0,47999999999998.734
235800.0,47999999999998.74
235900.0,47999999999998.8
236000.0,47999999999998.72
236100.0,47999999999998.74
236200.0,47999999999998.78
236300.0,47999999999998.73
236400.0,47999999999998.74
236500.0,47999999999998.81
236600.0,47999999999998.72
236700.0,47999999999998.74
236800.0,47999999999998.8
236900.0,47999999999998.72
237000.0,47999999999998.74
237100.0,47999999999998.81
237200.0,47999999999998.73
237300.0,47999999999998.74
237400.0,47999999999998.8
237500.0,47999999999998.72
237600.0,47999999999998.74
237700.0,47999999999998.81
237800.0,47999999999998.72
237900.0,47999999999998.74
238000.0,47999999999998.8
238100.0,47999999999998.72
238200.0,47999999999998.74
238300.0,47999999999998.8
238400.0,47999999999998.72
238500.0,47999999999998.75
238600.0,47999999999998.8
238700.0,47999999999998.72
238800.0,47999999999998.75
238900.0,47999999999998.8
239000.0,47999999999998.73
239100.0,47999999999998.75
239200.0,47999999999998.8
239300.0,47999999999998.72
239400.0,47999999999998.76
239500.0,47999999999998.8
239600.0,47999999999998.72
239700.0,47999999999998.74
239800.0,47999999999998.8
239900.0,47999999999998.73
240000.0,47999999999998.75
240100.0,47999999999998.8
240200.0,47999999999998.72
240300.0,47999999999998.74
240400.0,47999999999998.8
240500.0,47999999999998.72
240600.0,47999999999998.75
240700.0,47999999999998.8
240800.0,47999999999998.72
240900.0,47999999999998.75
241000.0,47999999999998.8
241100.0,47999999999998.72
241200.0,47999999999998.75
241300.0,47999999999998.8
241400.0,47999999999998.72
241500.0,47999999999998.74
241600.0,47999999999998.8
241700.0,47999999999998.72
241800.0,47999999999998.75
241900.0,47999999999998.8
242000.0,47999999999998.734
242100.0,47999999999998.74
242200.0,47999999999998.8
242300.0,47999999999998.72
242400.0,47999999999998.74
242500.0,47999999999998.78
242600.0,47999999999998.734
242700.0,47999999999998.74
242800.0,47999999999998.8
242900.0,47999999999998.72
243000.0,47999999999998.74
243100.0,47999999999998.8
243200.0,47999999999998.72
243300.0,47999999999998.74
243400.0,47999999999998.8
243500.0,47999999999998.72
243600.0,47999999999998.74
243700.0,47999999999998.8
243800.0,47999999999998.734
243900.0,47999999999998.74
244000.0,47999999999998.78
244100.0,47999999999998.73
244200.0,47999999999998.74
244300.0,47999999999998.8
244400.0,47999999999998.73
244500.0,47999999999998.74
244600.0,47999999999998.78
244700.0,47999999999998.734
244800.0,47999999999998.74
244900.0,47999999999998.81
245000.0,47999999999998.72
245100.0,47999999999998.74
245200.0,47999999999998.8
245300.0,47999999999998.72
245400.0,47999999999998.75
245500.0,47999999999998.8
245600.0,47999999999998.72
245700.0,47999999999998.74
245800.0,47999999999998.81
245900.0,47999999999998.73
246000.0,47999999999998.74
246100.0,47999999999998.8
246200.0,47999999999998.72
246300.0,47999999999998.74
246400.0,47999999999998.81
246500.0,47999999999998.72
246600.0,47999999999998.74
246700.0,47999999999998.8
246800.0,47999999999998.72
246900.0,47999999999998.74
247000.0,47999999999998.8
247100.0,47999999999998.72
247200.0,47999999999998.74
247300.0,47999999999998.8
247400.0,47999999999998.72
247500.0,47999999999998.75
247600.0,47999999999998.8
247700.0,47999999999998.72
247800.0,47999999999998.75
247900.0,47999999999998.8
248000.0,47999999999998.72
248100.0,47999999999998.75
248200.0,47999999999998.8
248300.0,47999999999998.73
248400.0,47999999999998.75
248500.0,47999999999998.8
248600.0,47999999999998.73
248700.0,47999999999998.75
248800.0,47999999999998.8
248900.0,47999999999998.72
249000.0,47999999999998.75
249100.0,47999999999998.8
249200.0,47999999999998.73
249300.0,47999999999998.75
249400.0,47999999999998.8
249500.0,47999999999998.72
249600.0,47999999999998.75
249700.0,47999999999998.8
249800.0,47999999999998.73
249900.0,47999999999998.74
250000.0,47999999999998.8
250100.0,47999999999998.72
250200.0,47999999999998.75
250300.0,47999999999998.8
250400.0,47999999999998.72
250500.0,47999999999998.74
250600.0,47999999999998.8
250700.0,47999999999998.734
250800.0,47999999999998.74
250900.0,47999999999998.8
251000.0,47999999999998.72
251100.0,47999999999998.74
251200.0,47999999999998.78
251300.0,47999999999998.734
251400.0,47999999999998.74
251500.0,47999999999998.8
251600.0,47999999999998.72
251700.0,47999999999998.74
251800.0,47999999999998.78
251900.0,47999999999998.734
252000.0,47999999999998.74
252100.0,47999999999998.8
252200.0,47999999999998.73
252300.0,47999999999998.74
252400.0,47999999999998.8
252500.0,47999999999998.73
252600.0,47999999999998.74
252700.0,47999999999998.8
252800.0,47999999999998.734
252900.0,47999999999998.74
253000.0,47999999999998.78
253100.0,47999999999998.72
253200.0,47999999999998.75
253300.0,47999999999998.8
253400.0,47999999999998.73
253500.0,47999999999998.74
253600.0,47999999999998.8
253700.0,47999999999998.72
253800.0,47999999999998.74
253900.0,47999999999998.8
254000.0,47999999999998.72
254100.0,47999999999998.74
254200.0,47999999999998.81
254300.0,47999999999998.73
254400.0,47999999999998.74
254500.0,47999999999998.78
254600.0,47999999999998.73
254700.0,47999999999998.74
254800.0,47999999999998.81
254900.0,47999999999998.73
255000.0,47999999999998.74
255100.0,47999999999998.8
255200.0,47999999999998.72
255300.0,47999999999998.74
255400.0,47999999999998.8
255500.0,47999999999998.72
255600.0,47999999999998.74
255700.0,47999999999998.81
255800.0,47999999999998.72
255900.0,47999999999998.75
256000.0,47999999999998.8
256100.0,47999999999998.72
256200.0,47999999999998.74
256300.0,47999999999998.8
256400.0,47999999999998.72
256500.0,47999999999998.75
256600.0,47999999999998.8
256700.0,47999999999998.73
256800.0,47999999999998.75
256900.0,47999999999998.8
257000.0,47999999999998.73
257100.0,47999999999998.75
257200.0,47999999999998.8
257300.0,47999999999998.72
257400.0,47999999999998.75
257500.0,47999999999998.8
257600.0,47999999999998.73
257700.0,47999999999998.75
257800.0,47999999999998.8
257900.0,47999999999998.72
258000.0,47999999999998.75
258100.0,47999999999998.8
258200.0,47999999999998.73
258300.0,47999999999998.74
258400.0,47999999999998.8
258500.0,47999999999998.72
258600.0,47999999999998.75
258700.0,47999999999998.8
258800.0,47999999999998.73
258900.0,47999999999998.75
259000.0,47999999999998.8
259100.0,47999999999998.73
259200.0,47999999999998.75
259300.0,47999999999998.8
259400.0,47999999999998.72
259500.0,47999999999998.75
259600.0,47999999999998.8
259700.0,47999999999998.734
259800.0,47999999999998.74
259900.0,47999999999998.8
260000.0,47999999999998.72
260100.0,47999999999998.74
260200.0,47999999999998.78
260300.0,47999999999998.734
260400.0,47999999999998.74
260500.0,47999999999998.8
260600.0,47999999999998.72
260700.0,47999999999998.74
260800.0,47999999999998.78
260900.0,47999999999998.734
261000.0,47999999999998.74
261100.0,47999999999998.8
261200.0,47999999999998.73
261300.0,47999999999998.74
261400.0,47999999999998.8
261500.0,47999999999998.73
261600.0,47999999999998.74
261700.0,47999999999998.8
261800.0,47999999999998.73
261900.0,47999999999998.74
262000.0,47999999999998.8
262100.0,47999999999998.72
262200.0,47999999999998.74
262300.0,47999999999998.8
262400.0,47999999999998.71
262500.0,47999999999998.74
262600.0,47999999999998.8
262700.0,47999999999998.72
262800.0,47999999999998.74
262900.0,47999999999998.8
263000.0,47999999999998.72
263100.0,47999999999998.74
263200.0,47999999999998.81
263300.0,47999999999998.72
263400.0,47999999999998.74
263500.0,47999999999998.8
263600.0,47999999999998.72
263700.0,47999999999998.74
263800.0,47999999999998.8
263900.0,47999999999998.72
264000.0,47999999999998.75
264100.0,47999999999998.8
264200.0,47999999999998.72
264300.0,47999999999998.75
264400.0,47999999999998.8
264500.0,47999999999998.73
264600.0,47999999999998.75
264700.0,47999999999998.8
264800.0,47999999999998.73
264900.0,47999999999998.75
265000.0,47999999999998.8
265100.0,47999999999998.72
265200.0,47999999999998.75
265300.0,47999999999998.8
265400.0,47999999999998.73
265500.0,47999999999998.74
265600.0,47999999999998.8
265700.0,47999999999998.72
265800.0,47999999999998.74
265900.0,47999999999998.8
266000.0,47999999999998.73
266100.0,47999999999998.75
266200.0,47999999999998.8
266300.0,47999999999998.72
266400.0,47999999999998.76
266500.0,47999999999998.8
266600.0,47999999999998.72
266700.0,47999999999998.74
266800.0,47999999999998.8
266900.0,47999999999998.73
267000.0,47999999999998.74
267100.0,47999999999998.8
267200.0,47999999999998.72
267300.0,47999999999998.76
267400.0,47999999999998.8
267500.0,47999999999998.73
267600.0,47999999999998.74
267700.0,47999999999998.78
267800.0,47999999999998.72
267900.0,47999999999998.74
268000.0,47999999999998.8
268100.0,47999999999998.73
268200.0,47999999999998.74
268300.0,47999999999998.8
268400.0,47999999999998.73
268500.0,47999999999998.74
268600.0,47999999999998.8
268700.0,47999999999998.73
268800.0,47999999999998.74
268900.0,47999999999998.78
269000.0,47999999999998.734
269100.0,47999999999998.74
269200.0,47999999999998.8
269300.0,47999999999998.72
269400.0,47999999999998.74
269500.0,47999999999998.8
269600.0,47999999999998.734
269700.0,47999999999998.74
269800.0,47999999999998.8
269900.0,47999999999998.73
270000.0,47999999999998.74
270100.0,47999999999998.8
270200.0,47999999999998.73
270300.0,47999999999998.74
270400.0,47999999999998.81
270500.0,47999999999998.73
270600.0,47999999999998.74
270700.0,47999999999998.8
270800.0,47999999999998.72
270900.0,47999999999998.74
271000.0,47999999999998.81
271100.0,47999999999998.72
271200.0,47999999999998.74
271300.0,47999999999998.8
271400.0,47999999999998.72
271500.0,47999999999998.75
271600.0,47999999999998.8
271700.0,47999999999998.72
271800.0,47999999999998.75
271900.0,47999999999998.8
272000.0,47999999999998.72
272100.0,47999999999998.75
272200.0,47999999999998.8
272300.0,47999999999998.72
272400.0,47999999999998.74
272500.0,47999999999998.81
272600.0,47999999999998.73
272700.0,47999999999998.75
272800.0,47999999999998.8
272900.0,47999999999998.72
273000.0,47999999999998.74
273100.0,47999999999998.78
273200.0,47999999999998.72
273300.0,47999999999998.75
273400.0,47999999999998.8
273500.0,47999999999998.73
273600.0,47999999999998.74
273700.0,47999999999998.8
273800.0,47999999999998.72
273900.0,47999999999998.75
274000.0,47999999999998.8
274100.0,47999999999998.72
274200.0,47999999999998.74
274300.0,47999999999998.8
274400.0,47999999999998.73
274500.0,47999999999998.75
274600.0,47999999999998.8
274700.0,47999999999998.73
274800.0,47999999999998.75
274900.0,47999999999998.8
275000.0,47999999999998.72
275100.0,47999999999998.75
275200.0,47999999999998.8
275300.0,47999999999998.73
275400.0,47999999999998.74
275500.0,47999999999998.8
275600.0,47999999999998.72
275700.0,47999999999998.75
275800.0,47999999999998.8
275900.0,47999999999998.72
276000.0,47999999999998.74
276100.0,47999999999998.8
276200.0,47999999999998.72
276300.0,47999999999998.75
276400.0,47999999999998.8
276500.0,47999999999998.734
276600.0,47999999999998.74
276700.0,47999999999998.8
276800.0,47999999999998.72
276900.0,47999999999998.74
277000.0,47999999999998.78
277100.0,47999999999998.734
277200.0,47999999999998.74
277300.0,47999999999998.8
277400.0,47999999999998.72
277500.0,47999999999998.74
277600.0,47999999999998.8
277700.0,47999999999998.734
277800.0,47999999999998.74
277900.0,47999999999998.78
278000.0,47999999999998.734
278100.0,47999999999998.74
278200.0,47999999999998.8
278300.0,47999999999998.73
278400.0,47999999999998.74
278500.0,47999999999998.8
278600.0,47999999999998.72
278700.0,47999999999998.75
278800.0,47999999999998.8
278900.0,47999999999998.73
279000.0,47999999999998.74
279100.0,47999999999998.8
279200.0,47999999999998.72
279300.0,47999999999998.734
279400.0,47999999999998.8
279500.0,47999999999998.72
279600.0,47999999999998.74
279700.0,47999999999998.8
279800.0,47999999999998.72
279900.0,47999999999998.74
280000.0,47999999999998.8
280100.0,47999999999998.72
280200.0,47999999999998.74
280300.0,47999999999998.8
280400.0,47999999999998.72
280500.0,47999999999998.74
280600.0,47999999999998.81
280700.0,47999999999998.73
280800.0,47999999999998.74
280900.0,47999999999998.8
281000.0,47999999999998.73
281100.0,47999999999998.74
281200.0,47999999999998.8
281300.0,47999999999998.72
281400.0,47999999999998.75
281500.0,47999999999998.8
281600.0,47999999999998.72
281700.0,47999999999998.75
281800.0,47999999999998.8
281900.0,47999999999998.734
282000.0,47999999999998.75
282100.0,47999999999998.78
282200.0,47999999999998.73
282300.0,47999999999998.75
282400.0,47999999999998.8
282500.0,47999999999998.72
282600.0,47999999999998.76
282700.0,47999999999998.8
282800.0,47999999999998.72
282900.0,47999999999998.74
283000.0,47999999999998.8
283100.0,47999999999998.72
283200.0,47999999999998.75
283300.0,47999999999998.8
283400.0,47999999999998.72
283500.0,47999999999998.74
283600.0,47999999999998.8
283700.0,47999999999998.72
283800.0,47999999999998.75
283900.0,47999999999998.8
284000.0,47999999999998.72
284100.0,47999999999998.74
284200.0,47999999999998.8
284300.0,47999999999998.72
284400.0,47999999999998.75
284500.0,47999999999998.8
284600.0,47999999999998.72
284700.0,47999999999998.74
284800.0,47999999999998.8
284900.0,47999999999998.72
285000.0,47999999999998.75
285100.0,47999999999998.8
285200.0,47999999999998.73
285300.0,47999999999998.74
285400.0,47999999999998.78
285500.0,47999999999998.73
285600.0,47999999999998.74
285700.0,47999999999998.8
285800.0,47999999999998.73
285900.0,47999999999998.74
286000.0,47999999999998.78
286100.0,47999999999998.734
286200.0,47999999999998.74
286300.0,47999999999998.8
286400.0,47999999999998.72
286500.0,47999999999998.74
286600.0,47999999999998.8
286700.0,47999999999998.72
286800.0,47999999999998.74
286900.0,47999999999998.78
287000.0,47999999999998.734
287100.0,47999999999998.74
287200.0,47999999999998.8
287300.0,47999999999998.72
287400.0,47999999999998.74
287500.0,47999999999998.81
287600.0,47999999999998.73
287700.0,47999999999998.74
287800.0,47999999999998.8
287900.0,47999999999998.71
288000.0,47999999999998.74
288100.0,47999999999998.81
288200.0,47999999999998.73
288300.0,47999999999998.74
288400.0,47999999999998.8
288500.0,47999999999998.72
288600.0,47999999999998.74
288700.0,47999999999998.78
288800.0,47999999999998.73
288900.0,47999999999998.74
289000.0,47999999999998.81
289100.0,47999999999998.72
289200.0,47999999999998.74
289300.0,47999999999998.8
289400.0,47999999999998.71
289500.0,47999999999998.74
289600.0,47999999999998.8
289700.0,47999999999998.72
289800.0,47999999999998.75
289900.0,47999999999998.8
290000.0,47999999999998.73
290100.0,47999999999998.74
290200.0,47999999999998.78
290300.0,47999999999998.73
290400.0,47999999999998.75
290500.0,47999999999998.8
290600.0,47999999999998.73
290700.0,47999999999998.75
290800.0,47999999999998.8
290900.0,47999999999998.72
291000.0,47999999999998.75
291100.0,47999999999998.8
291200.0,47999999999998.73
291300.0,47999999999998.74
291400.0,47999999999998.8
291500.0,47999999999998.72
291600.0,47999999999998.75
291700.0,47999999999998.8
291800.0,47999999999998.73
291900.0,47999999999998.75
292000.0,47999999999998.8
292100.0,47999999999998.73
292200.0,47999999999998.75
292300.0,47999999999998.8
292400.0,47999999999998.72
292500.0,47999999999998.75
292600.0,47999999999998.8
292700.0,47999999999998.73
292800.0,47999999999998.75
292900.0,47999999999998.8
293000.0,47999999999998.72
293100.0,47999999999998.75
293200.0,47999999999998.8
293300.0,47999999999998.73
293400.0,47999999999998.74
293500.0,47999999999998.8
293600.0,47999999999998.73
293700.0,47999999999998.74
293800.0,47999999999998.78
293900.0,47999999999998.734
294000.0,47999999999998.74
294100.0,47999999999998.8
294200.0,47999999999998.72
294300.0,47999999999998.74
294400.0,47999999999998.8
294500.0,47999999999998.73
294600.0,47999999999998.74
294700.0,47999999999998.78
294800.0,47999999999998.734
294900.0,47999999999998.74
295000.0,47999999999998.8
295100.0,47999999999998.73
295200.0,47999999999998.74
295300.0,47999999999998.8
295400.0,47999999999998.72
295500.0,47999999999998.74
295600.0,47999999999998.8
295700.0,47999999999998.734
295800.0,47999999999998.74
295900.0,47999999999998.8
296000.0,47999999999998.72
296100.0,47999999999998.74
296200.0,47999999999998.8
296300.0,47999999999998.72
296400.0,47999999999998.75
296500.0,47999999999998.8
296600.0,47999999999998.72
296700.0,47999999999998.74
296800.0,47999999999998.8
296900.0,47999999999998.72
297000.0,47999999999998.74
297100.0,47999999999998.81
297200.0,47999999999998.73
297300.0,47999999999998.75
297400.0,47999999999998.8
297500.0,47999999999998.72
297600.0,47999999999998.74
297700.0,47999999999998.81
297800.0,47999999999998.73
297900.0,47999999999998.74
298000.0,47999999999998.8
298100.0,47999999999998.71
298200.0,47999999999998.75
298300.0,47999999999998.8
298400.0,47999999999998.73
298500.0,47999999999998.75
298600.0,47999999999998.8
298700.0,47999999999998.73
298800.0,47999999999998.75
298900.0,47999999999998.8
299000.0,47999999999998.73
299100.0,47999999999998.75
299200.0,47999999999998.8
299300.0,47999999999998.73
299400.0,47999999999998.74
299500.0,47999999999998.8
299600.0,47999999999998.73
299700.0,47999999999998.75
299800.0,47999999999998.8
299900.0,47999999999998.72
300000.0,47999999999998.75
300100.0,47999999999998.8
300200.0,47999999999998.73
300300.0,47999999999998.74
300400.0,47999999999998.8
300500.0,47999999999998.72
300600.0,47999999999998.75
300700.0,47999999999998.8
300800.0,47999999999998.73
300900.0,47999999999998.75
301000.0,47999999999998.8
301100.0,47999999999998.72
301200.0,47999999999998.76
301300.0,47999999999998.8
301400.0,47999999999998.72
301500.0,47999999999998.74
301600.0,47999999999998.8
301700.0,47999999999998.734
301800.0,47999999999998.74
301900.0,47999999999998.8
302000.0,47999999999998.73
302100.0,47999999999998.74
302200.0,47999999999998.8
302300.0,47999999999998.73
302400.0,47999999999998.74
302500.0,47999999999998.8
302600.0,47999999999998.73
302700.0,47999999999998.74
302800.0,47999999999998.8
302900.0,47999999999998.73
303000.0,47999999999998.74
303100.0,47999999999998.78
303200.0,47999999999998.734
303300.0,47999999999998.74
303400.0,47999999999998.8
303500.0,47999999999998.73
303600.0,47999999999998.74
303700.0,47999999999998.8
303800.0,47999999999998.73
303900.0,47999999999998.74
304000.0,47999999999998.78
