M.D_b.Fdiss Time [a],M.D_b.Fdiss Fdiss [mol/kg]
477800.0,47999999999998.74
477900.0,47999999999998.81
478000.0,47999999999998.72
478100.0,47999999999998.74
478200.0,47999999999998.8
478300.0,47999999999998.72
478400.0,47999999999998.74
478500.0,47999999999998.81
478600.0,47999999999998.72
478700.0,47999999999998.74
478800.0,47999999999998.8
478900.0,47999999999998.71
479000.0,47999999999998.74
479100.0,47999999999998.81
479200.0,47999999999998.734
479300.0,47999999999998.74
479400.0,47999999999998.8
479500.0,47999999999998.72
479600.0,47999999999998.74
479700.0,47999999999998.8
479800.0,47999999999998.72
479900.0,47999999999998.75
480000.0,47999999999998.8
480100.0,47999999999998.72
480200.0,47999999999998.74
480300.0,47999999999998.78
480400.0,47999999999998.73
480500.0,47999999999998.75
480600.0,47999999999998.8
480700.0,47999999999998.73
480800.0,47999999999998.75
480900.0,47999999999998.8
481000.0,47999999999998.72
481100.0,47999999999998.75
481200.0,47999999999998.8
481300.0,47999999999998.73
481400.0,47999999999998.75
481500.0,47999999999998.8
481600.0,47999999999998.72
481700.0,47999999999998.75
481800.0,47999999999998.8
481900.0,47999999999998.73
482000.0,47999999999998.74
482100.0,47999999999998.8
482200.0,47999999999998.72
482300.0,47999999999998.75
482400.0,47999999999998.8
482500.0,47999999999998.73
482600.0,47999999999998.75
482700.0,47999999999998.78
482800.0,47999999999998.73
482900.0,47999999999998.75
483000.0,47999999999998.78
483100.0,47999999999998.73
483200.0,47999999999998.75
483300.0,47999999999998.8
483400.0,47999999999998.73
483500.0,47999999999998.75
483600.0,47999999999998.8
483700.0,47999999999998.734
483800.0,47999999999998.74
483900.0,47999999999998.8
484000.0,47999999999998.72
484100.0,47999999999998.74
484200.0,47999999999998.8
484300.0,47999999999998.734
484400.0,47999999999998.74
484500.0,47999999999998.8
484600.0,47999999999998.73
484700.0,47999999999998.74
484800.0,47999999999998.8
484900.0,47999999999998.734
485000.0,47999999999998.74
485100.0,47999999999998.78
485200.0,47999999999998.72
485300.0,47999999999998.74
485400.0,47999999999998.8
485500.0,47999999999998.72
485600.0,47999999999998.74
485700.0,47999999999998.8
485800.0,47999999999998.73
485900.0,47999999999998.75
486000.0,47999999999998.8
486100.0,47999999999998.734
486200.0,47999999999998.74
486300.0,47999999999998.8
486400.0,47999999999998.72
486500.0,47999999999998.74
486600.0,47999999999998.8
486700.0,47999999999998.72
486800.0,47999999999998.75
486900.0,47999999999998.81
487000.0,47999999999998.72
487100.0,47999999999998.74
487200.0,47999999999998.81
487300.0,47999999999998.72
487400.0,47999999999998.74
487500.0,47999999999998.8
487600.0,47999999999998.71
487700.0,47999999999998.75
487800.0,47999999999998.8
487900.0,47999999999998.72
488000.0,47999999999998.74
488100.0,47999999999998.8
488200.0,47999999999998.72
488300.0,47999999999998.74
488400.0,47999999999998.81
488500.0,47999999999998.72
488600.0,47999999999998.75
488700.0,47999999999998.8
488800.0,47999999999998.72
488900.0,47999999999998.74
489000.0,47999999999998.8
489100.0,47999999999998.72
489200.0,47999999999998.75
489300.0,47999999999998.8
489400.0,47999999999998.73
489500.0,47999999999998.75
489600.0,47999999999998.78
489700.0,47999999999998.73
489800.0,47999999999998.75
489900.0,47999999999998.8
490000.0,47999999999998.73
490100.0,47999999999998.75
490200.0,47999999999998.8
490300.0,47999999999998.72
490400.0,47999999999998.75
490500.0,47999999999998.8
490600.0,47999999999998.73
490700.0,47999999999998.74
490800.0,47999999999998.8
490900.0,47999999999998.72
491000.0,47999999999998.75
491100.0,47999999999998.8
491200.0,47999999999998.73
491300.0,47999999999998.75
491400.0,47999999999998.8
491500.0,47999999999998.72
491600.0,47999999999998.75
491700.0,47999999999998.8
491800.0,47999999999998.73
491900.0,47999999999998.74
492000.0,47999999999998.8
492100.0,47999999999998.72
492200.0,47999999999998.75
492300.0,47999999999998.8
492400.0,47999999999998.73
492500.0,47999999999998.74
492600.0,47999999999998.8
492700.0,47999999999998.72
492800.0,47999999999998.74
492900.0,47999999999998.8
493000.0,47999999999998.734
493100.0,47999999999998.74
493200.0,47999999999998.8
493300.0,47999999999998.72
493400.0,47999999999998.74
493500.0,47999999999998.8
493600.0,47999999999998.73
493700.0,47999999999998.74
493800.0,47999999999998.8
493900.0,47999999999998.734
494000.0,47999999999998.74
494100.0,47999999999998.8
494200.0,47999999999998.73
494300.0,47999999999998.74
494400.0,47999999999998.78
494500.0,47999999999998.734
494600.0,47999999999998.74
494700.0,47999999999998.8
494800.0,47999999999998.72
494900.0,47999999999998.74
495000.0,47999999999998.81
495100.0,47999999999998.72
495200.0,47999999999998.74
495300.0,47999999999998.8
495400.0,47999999999998.71
495500.0,47999999999998.74
495600.0,47999999999998.8
495700.0,47999999999998.72
495800.0,47999999999998.74
495900.0,47999999999998.81
496000.0,47999999999998.72
496100.0,47999999999998.74
496200.0,47999999999998.8
496300.0,47999999999998.72
496400.0,47999999999998.74
496500.0,47999999999998.81
496600.0,47999999999998.73
496700.0,47999999999998.74
496800.0,47999999999998.8
496900.0,47999999999998.72
497000.0,47999999999998.75
497100.0,47999999999998.8
497200.0,47999999999998.72
497300.0,47999999999998.75
497400.0,47999999999998.8
497500.0,47999999999998.73
497600.0,47999999999998.75
497700.0,47999999999998.78
497800.0,47999999999998.72
497900.0,47999999999998.75
498000.0,47999999999998.8
498100.0,47999999999998.72
498200.0,47999999999998.74
498300.0,47999999999998.8
498400.0,47999999999998.72
498500.0,47999999999998.75
498600.0,47999999999998.8
498700.0,47999999999998.73
498800.0,47999999999998.75
498900.0,47999999999998.78
499000.0,47999999999998.72
499100.0,47999999999998.75
499200.0,47999999999998.8
499300.0,47999999999998.73
499400.0,47999999999998.75
499500.0,47999999999998.8
499600.0,47999999999998.72
499700.0,47999999999998.74
499800.0,47999999999998.8
499900.0,47999999999998.72
500000.0,47999999999998.75
500100.0,47999999999998.8
500200.0,47999999999998.72
500300.0,47999999999998.74
500400.0,47999999999998.8
500500.0,47999999999998.72
500600.0,47999999999998.75
500700.0,47999999999998.8
500800.0,47999999999998.734
500900.0,47999999999998.74
501000.0,47999999999998.8
501100.0,47999999999998.72
501200.0,47999999999998.74
501300.0,47999999999998.78
501400.0,47999999999998.734
501500.0,47999999999998.74
501600.0,47999999999998.8
501700.0,47999999999998.72
501800.0,47999999999998.74
501900.0,47999999999998.8
502000.0,47999999999998.734
502100.0,47999999999998.74
502200.0,47999999999998.78
502300.0,47999999999998.73
502400.0,47999999999998.74
502500.0,47999999999998.8
502600.0,47999999999998.73
502700.0,47999999999998.74
502800.0,47999999999998.8
502900.0,47999999999998.73
503000.0,47999999999998.74
503100.0,47999999999998.8
503200.0,47999999999998.73
503300.0,47999999999998.74
503400.0,47999999999998.81
503500.0,47999999999998.72
503600.0,47999999999998.74
503700.0,47999999999998.8
503800.0,47999999999998.72
503900.0,47999999999998.74
504000.0,47999999999998.81
504100.0,47999999999998.72
504200.0,47999999999998.74
504300.0,47999999999998.8
504400.0,47999999999998.73
504500.0,47999999999998.74
504600.0,47999999999998.8
504700.0,47999999999998.72
504800.0,47999999999998.74
504900.0,47999999999998.8
505000.0,47999999999998.71
505100.0,47999999999998.75
505200.0,47999999999998.8
505300.0,47999999999998.72
505400.0,47999999999998.74
505500.0,47999999999998.8
505600.0,47999999999998.72
505700.0,47999999999998.75
505800.0,47999999999998.8
505900.0,47999999999998.73
506000.0,47999999999998.75
506100.0,47999999999998.8
506200.0,47999999999998.73
506300.0,47999999999998.75
506400.0,47999999999998.8
506500.0,47999999999998.72
506600.0,47999999999998.75
506700.0,47999999999998.8
506800.0,47999999999998.73
506900.0,47999999999998.75
507000.0,47999999999998.8
507100.0,47999999999998.72
507200.0,47999999999998.75
507300.0,47999999999998.8
507400.0,47999999999998.72
507500.0,47999999999998.74
507600.0,47999999999998.8
507700.0,47999999999998.73
507800.0,47999999999998.75
507900.0,47999999999998.8
508000.0,47999999999998.72
508100.0,47999999999998.76
508200.0,47999999999998.8
508300.0,47999999999998.72
508400.0,47999999999998.74
508500.0,47999999999998.78
508600.0,47999999999998.73
508700.0,47999999999998.75
508800.0,47999999999998.8
508900.0,47999999999998.72
509000.0,47999999999998.76
509100.0,47999999999998.8
509200.0,47999999999998.73
509300.0,47999999999998.74
509400.0,47999999999998.8
509500.0,47999999999998.72
509600.0,47999999999998.74
509700.0,47999999999998.8
509800.0,47999999999998.73
509900.0,47999999999998.74
510000.0,47999999999998.8
510100.0,47999999999998.73
510200.0,47999999999998.74
510300.0,47999999999998.8
510400.0,47999999999998.73
510500.0,47999999999998.74
510600.0,47999999999998.8
510700.0,47999999999998.73
510800.0,47999999999998.74
510900.0,47999999999998.8
511000.0,47999999999998.73
511100.0,47999999999998.74
511200.0,47999999999998.8
511300.0,47999999999998.734
511400.0,47999999999998.74
511500.0,47999999999998.8
511600.0,47999999999998.72
511700.0,47999999999998.74
511800.0,47999999999998.8
511900.0,47999999999998.73
512000.0,47999999999998.74
512100.0,47999999999998.8
512200.0,47999999999998.72
512300.0,47999999999998.74
512400.0,47999999999998.8
512500.0,47999999999998.73
512600.0,47999999999998.74
512700.0,47999999999998.8
512800.0,47999999999998.72
512900.0,47999999999998.74
513000.0,47999999999998.8
513100.0,47999999999998.72
513200.0,47999999999998.75
513300.0,47999999999998.8
513400.0,47999999999998.72
513500.0,47999999999998.75
513600.0,47999999999998.8
513700.0,47999999999998.72
513800.0,47999999999998.75
513900.0,47999999999998.8
514000.0,47999999999998.72
514100.0,47999999999998.74
514200.0,47999999999998.8
514300.0,47999999999998.72
514400.0,47999999999998.75
514500.0,47999999999998.8
514600.0,47999999999998.73
514700.0,47999999999998.75
514800.0,47999999999998.8
514900.0,47999999999998.73
515000.0,47999999999998.75
515100.0,47999999999998.8
515200.0,47999999999998.73
515300.0,47999999999998.75
515400.0,47999999999998.8
515500.0,47999999999998.73
515600.0,47999999999998.75
515700.0,47999999999998.8
515800.0,47999999999998.734
515900.0,47999999999998.75
516000.0,47999999999998.78
516100.0,47999999999998.83
516200.0,47999999999998.73
516300.0,47999999999998.734
516400.0,47999999999998.8
516500.0,47999999999998.73
516600.0,47999999999998.74
516700.0,47999999999998.8
516800.0,47999999999998.734
516900.0,47999999999998.74
517000.0,47999999999998.8
517100.0,47999999999998.72
517200.0,47999999999998.74
517300.0,47999999999998.8
517400.0,47999999999998.72
517500.0,47999999999998.75
517600.0,47999999999998.8
517700.0,47999999999998.72
517800.0,47999999999998.74
517900.0,47999999999998.81
518000.0,47999999999998.73
518100.0,47999999999998.74
518200.0,47999999999998.8
518300.0,47999999999998.71
518400.0,47999999999998.74
518500.0,47999999999998.8
518600.0,47999999999998.72
518700.0,47999999999998.74
518800.0,47999999999998.81
518900.0,47999999999998.72
519000.0,47999999999998.74
519100.0,47999999999998.8
519200.0,47999999999998.73
519300.0,47999999999998.74
519400.0,47999999999998.8
519500.0,47999999999998.72
519600.0,47999999999998.75
519700.0,47999999999998.8
519800.0,47999999999998.73
519900.0,47999999999998.75
520000.0,47999999999998.78
520100.0,47999999999998.72
520200.0,47999999999998.75
520300.0,47999999999998.8
520400.0,47999999999998.73
520500.0,47999999999998.74
520600.0,47999999999998.8
520700.0,47999999999998.72
520800.0,47999999999998.75
520900.0,47999999999998.8
521000.0,47999999999998.72
521100.0,47999999999998.75
521200.0,47999999999998.8
521300.0,47999999999998.72
521400.0,47999999999998.75
521500.0,47999999999998.8
521600.0,47999999999998.73
521700.0,47999999999998.74
521800.0,47999999999998.8
521900.0,47999999999998.72
522000.0,47999999999998.75
522100.0,47999999999998.8
522200.0,47999999999998.73
522300.0,47999999999998.75
522400.0,47999999999998.78
522500.0,47999999999998.73
522600.0,47999999999998.75
522700.0,47999999999998.8
522800.0,47999999999998.72
522900.0,47999999999998.75
523000.0,47999999999998.8
523100.0,47999999999998.734
523200.0,47999999999998.74
523300.0,47999999999998.8
523400.0,47999999999998.72
523500.0,47999999999998.74
523600.0,47999999999998.8
523700.0,47999999999998.734
523800.0,47999999999998.74
523900.0,47999999999998.78
524000.0,47999999999998.73
524100.0,47999999999998.74
524200.0,47999999999998.8
524300.0,47999999999998.73
524400.0,47999999999998.74
524500.0,47999999999998.8
524600.0,47999999999998.73
524700.0,47999999999998.74
524800.0,47999999999998.8
524900.0,47999999999998.73
525000.0,47999999999998.74
525100.0,47999999999998.8
525200.0,47999999999998.73
525300.0,47999999999998.74
525400.0,47999999999998.8
525500.0,47999999999998.72
525600.0,47999999999998.75
525700.0,47999999999998.8
525800.0,47999999999998.734
525900.0,47999999999998.74
526000.0,47999999999998.8
526100.0,47999999999998.73
526200.0,47999999999998.74
526300.0,47999999999998.81
526400.0,47999999999998.72
526500.0,47999999999998.74
526600.0,47999999999998.8
526700.0,47999999999998.72
526800.0,47999999999998.75
526900.0,47999999999998.8
527000.0,47999999999998.72
527100.0,47999999999998.75
527200.0,47999999999998.8
527300.0,47999999999998.72
527400.0,47999999999998.75
527500.0,47999999999998.8
527600.0,47999999999998.72
527700.0,47999999999998.75
527800.0,47999999999998.8
527900.0,47999999999998.72
528000.0,47999999999998.74
528100.0,47999999999998.81
528200.0,47999999999998.73
528300.0,47999999999998.74
528400.0,47999999999998.8
528500.0,47999999999998.73
528600.0,47999999999998.75
528700.0,47999999999998.8
528800.0,47999999999998.73
528900.0,47999999999998.75
529000.0,47999999999998.8
529100.0,47999999999998.73
529200.0,47999999999998.75
529300.0,47999999999998.8
529400.0,47999999999998.734
529500.0,47999999999998.75
529600.0,47999999999998.8
529700.0,47999999999998.73
529800.0,47999999999998.74
529900.0,47999999999998.8
530000.0,47999999999998.72
530100.0,47999999999998.74
530200.0,47999999999998.8
530300.0,47999999999998.72
530400.0,47999999999998.74
530500.0,47999999999998.8
530600.0,47999999999998.72
530700.0,47999999999998.75
530800.0,47999999999998.8
530900.0,47999999999998.73
531000.0,47999999999998.75
531100.0,47999999999998.8
531200.0,47999999999998.72
531300.0,47999999999998.75
531400.0,47999999999998.8
531500.0,47999999999998.73
531600.0,47999999999998.74
531700.0,47999999999998.8
531800.0,47999999999998.72
531900.0,47999999999998.75
532000.0,47999999999998.8
532100.0,47999999999998.73
532200.0,47999999999998.74
532300.0,47999999999998.8
532400.0,47999999999998.72
532500.0,47999999999998.74
532600.0,47999999999998.78
532700.0,47999999999998.734
532800.0,47999999999998.74
532900.0,47999999999998.8
533000.0,47999999999998.72
533100.0,47999999999998.74
533200.0,47999999999998.8
533300.0,47999999999998.734
533400.0,47999999999998.74
533500.0,47999999999998.8
533600.0,47999999999998.73
533700.0,47999999999998.74
533800.0,47999999999998.8
533900.0,47999999999998.734
534000.0,47999999999998.74
534100.0,47999999999998.8
534200.0,47999999999998.72
534300.0,47999999999998.74
534400.0,47999999999998.78
534500.0,47999999999998.734
534600.0,47999999999998.74
534700.0,47999999999998.8
534800.0,47999999999998.72
534900.0,47999999999998.74
535000.0,47999999999998.81
535100.0,47999999999998.73
535200.0,47999999999998.74
535300.0,47999999999998.8
535400.0,47999999999998.72
535500.0,47999999999998.74
535600.0,47999999999998.8
535700.0,47999999999998.73
535800.0,47999999999998.74
535900.0,47999999999998.81
536000.0,47999999999998.72
536100.0,47999999999998.74
536200.0,47999999999998.8
536300.0,47999999999998.72
536400.0,47999999999998.74
536500.0,47999999999998.81
536600.0,47999999999998.72
536700.0,47999999999998.74
536800.0,47999999999998.8
536900.0,47999999999998.72
537000.0,47999999999998.74
537100.0,47999999999998.81
537200.0,47999999999998.72
537300.0,47999999999998.75
537400.0,47999999999998.8
537500.0,47999999999998.72
537600.0,47999999999998.74
537700.0,47999999999998.8
537800.0,47999999999998.72
537900.0,47999999999998.74
538000.0,47999999999998.8
538100.0,47999999999998.72
538200.0,47999999999998.75
538300.0,47999999999998.8
538400.0,47999999999998.72
538500.0,47999999999998.74
538600.0,47999999999998.8
538700.0,47999999999998.72
538800.0,47999999999998.75
538900.0,47999999999998.8
539000.0,47999999999998.72
539100.0,47999999999998.75
539200.0,47999999999998.8
539300.0,47999999999998.72
539400.0,47999999999998.76
539500.0,47999999999998.8
539600.0,47999999999998.72
539700.0,47999999999998.74
539800.0,47999999999998.8
539900.0,47999999999998.73
540000.0,47999999999998.74
540100.0,47999999999998.8
540200.0,47999999999998.72
540300.0,47999999999998.76
540400.0,47999999999998.8
540500.0,47999999999998.72
540600.0,47999999999998.75
540700.0,47999999999998.8
540800.0,47999999999998.72
540900.0,47999999999998.74
541000.0,47999999999998.8
541100.0,47999999999998.734
541200.0,47999999999998.74
541300.0,47999999999998.8
541400.0,47999999999998.72
541500.0,47999999999998.74
541600.0,47999999999998.78
541700.0,47999999999998.734
541800.0,47999999999998.74
541900.0,47999999999998.8
542000.0,47999999999998.73
542100.0,47999999999998.74
542200.0,47999999999998.8
542300.0,47999999999998.73
542400.0,47999999999998.74
542500.0,47999999999998.8
542600.0,47999999999998.73
542700.0,47999999999998.74
542800.0,47999999999998.8
542900.0,47999999999998.73
543000.0,47999999999998.74
543100.0,47999999999998.8
543200.0,47999999999998.73
543300.0,47999999999998.74
543400.0,47999999999998.8
543500.0,47999999999998.72
543600.0,47999999999998.74
543700.0,47999999999998.8
543800.0,47999999999998.72
543900.0,47999999999998.75
544000.0,47999999999998.8
544100.0,47999999999998.72
544200.0,47999999999998.74
544300.0,47999999999998.81
544400.0,47999999999998.72
544500.0,47999999999998.74
544600.0,47999999999998.8
544700.0,47999999999998.72
544800.0,47999999999998.75
544900.0,47999999999998.8
545000.0,47999999999998.72
545100.0,47999999999998.75
545200.0,47999999999998.8
545300.0,47999999999998.72
545400.0,47999999999998.75
545500.0,47999999999998.8
545600.0,47999999999998.72
545700.0,47999999999998.74
545800.0,47999999999998.8
545900.0,47999999999998.73
546000.0,47999999999998.75
546100.0,47999999999998.8
546200.0,47999999999998.73
546300.0,47999999999998.75
546400.0,47999999999998.8
546500.0,47999999999998.73
546600.0,47999999999998.75
546700.0,47999999999998.8
546800.0,47999999999998.73
546900.0,47999999999998.75
547000.0,47999999999998.8
547100.0,47999999999998.73
547200.0,47999999999998.75
547300.0,47999999999998.8
547400.0,47999999999998.73
547500.0,47999999999998.75
547600.0,47999999999998.8
547700.0,47999999999998.73
547800.0,47999999999998.75
547900.0,47999999999998.78
548000.0,47999999999998.72
548100.0,47999999999998.76
548200.0,47999999999998.8
548300.0,47999999999998.72
548400.0,47999999999998.74
548500.0,47999999999998.8
548600.0,47999999999998.72
548700.0,47999999999998.75
548800.0,47999999999998.8
548900.0,47999999999998.73
549000.0,47999999999998.74
549100.0,47999999999998.8
549200.0,47999999999998.72
549300.0,47999999999998.75
549400.0,47999999999998.8
549500.0,47999999999998.73
549600.0,47999999999998.74
549700.0,47999999999998.8
549800.0,47999999999998.73
549900.0,47999999999998.74
550000.0,47999999999998.8
550100.0,47999999999998.73
550200.0,47999999999998.74
550300.0,47999999999998.8
550400.0,47999999999998.73
550500.0,47999999999998.74
550600.0,47999999999998.8
550700.0,47999999999998.73
550800.0,47999999999998.74
550900.0,47999999999998.78
551000.0,47999999999998.734
551100.0,47999999999998.74
551200.0,47999999999998.8
551300.0,47999999999998.72
551400.0,47999999999998.74
551500.0,47999999999998.8
551600.0,47999999999998.734
551700.0,47999999999998.74
551800.0,47999999999998.8
551900.0,47999999999998.72
552000.0,47999999999998.74
552100.0,47999999999998.81
552200.0,47999999999998.72
552300.0,47999999999998.74
552400.0,47999999999998.8
552500.0,47999999999998.72
552600.0,47999999999998.75
552700.0,47999999999998.8
552800.0,47999999999998.72
552900.0,47999999999998.74
553000.0,47999999999998.8
553100.0,47999999999998.72
553200.0,47999999999998.75
553300.0,47999999999998.8
553400.0,47999999999998.72
553500.0,47999999999998.74
553600.0,47999999999998.81
553700.0,47999999999998.72
553800.0,47999999999998.74
553900.0,47999999999998.8
554000.0,47999999999998.72
554100.0,47999999999998.74
554200.0,47999999999998.81
554300.0,47999999999998.72
554400.0,47999999999998.74
554500.0,47999999999998.8
554600.0,47999999999998.72
554700.0,47999999999998.75
554800.0,47999999999998.8
554900.0,47999999999998.72
555000.0,47999999999998.75
555100.0,47999999999998.8
555200.0,47999999999998.72
555300.0,47999999999998.75
555400.0,47999999999998.8
555500.0,47999999999998.73
555600.0,47999999999998.75
555700.0,47999999999998.8
555800.0,47999999999998.72
555900.0,47999999999998.76
556000.0,47999999999998.8
556100.0,47999999999998.72
556200.0,47999999999998.74
556300.0,47999999999998.8
556400.0,47999999999998.72
556500.0,47999999999998.75
556600.0,47999999999998.8
556700.0,47999999999998.72
556800.0,47999999999998.75
556900.0,47999999999998.8
557000.0,47999999999998.72
557100.0,47999999999998.74
557200.0,47999999999998.8
557300.0,47999999999998.72
557400.0,47999999999998.75
557500.0,47999999999998.8
557600.0,47999999999998.72
557700.0,47999999999998.75
557800.0,47999999999998.8
557900.0,47999999999998.73
558000.0,47999999999998.75
558100.0,47999999999998.8
558200.0,47999999999998.72
558300.0,47999999999998.75
558400.0,47999999999998.8
558500.0,47999999999998.734
558600.0,47999999999998.74
558700.0,47999999999998.78
558800.0,47999999999998.734
558900.0,47999999999998.74
559000.0,47999999999998.8
559100.0,47999999999998.73
559200.0,47999999999998.74
559300.0,47999999999998.8
559400.0,47999999999998.72
559500.0,47999999999998.75
559600.0,47999999999998.8
559700.0,47999999999998.734
559800.0,47999999999998.74
559900.0,47999999999998.8
560000.0,47999999999998.72
560100.0,47999999999998.75
560200.0,47999999999998.8
560300.0,47999999999998.73
560400.0,47999999999998.74
560500.0,47999999999998.8
560600.0,47999999999998.72
560700.0,47999999999998.74
560800.0,47999999999998.81
560900.0,47999999999998.72
561000.0,47999999999998.74
561100.0,47999999999998.8
561200.0,47999999999998.72
561300.0,47999999999998.74
561400.0,47999999999998.81
561500.0,47999999999998.73
561600.0,47999999999998.74
561700.0,47999999999998.8
561800.0,47999999999998.72
561900.0,47999999999998.74
562000.0,47999999999998.8
562100.0,47999999999998.72
562200.0,47999999999998.74
562300.0,47999999999998.8
562400.0,47999999999998.72
562500.0,47999999999998.74
562600.0,47999999999998.8
562700.0,47999999999998.72
562800.0,47999999999998.74
562900.0,47999999999998.81
563000.0,47999999999998.72
563100.0,47999999999998.75
563200.0,47999999999998.8
563300.0,47999999999998.72
563400.0,47999999999998.74
563500.0,47999999999998.8
563600.0,47999999999998.72
563700.0,47999999999998.75
563800.0,47999999999998.8
563900.0,47999999999998.72
564000.0,47999999999998.75
564100.0,47999999999998.8
564200.0,47999999999998.73
564300.0,47999999999998.75
564400.0,47999999999998.8
564500.0,47999999999998.72
564600.0,47999999999998.75
564700.0,47999999999998.8
564800.0,47999999999998.73
564900.0,47999999999998.74
565000.0,47999999999998.8
565100.0,47999999999998.72
565200.0,47999999999998.75
565300.0,47999999999998.8
565400.0,47999999999998.73
565500.0,47999999999998.75
565600.0,47999999999998.8
565700.0,47999999999998.73
565800.0,47999999999998.75
565900.0,47999999999998.8
566000.0,47999999999998.73
566100.0,47999999999998.75
566200.0,47999999999998.8
566300.0,47999999999998.72
566400.0,47999999999998.75
566500.0,47999999999998.8
566600.0,47999999999998.734
566700.0,47999999999998.74
566800.0,47999999999998.8
566900.0,47999999999998.72
567000.0,47999999999998.74
567100.0,47999999999998.8
567200.0,47999999999998.73
567300.0,47999999999998.74
567400.0,47999999999998.8
567500.0,47999999999998.73
567600.0,47999999999998.74
567700.0,47999999999998.78
567800.0,47999999999998.734
567900.0,47999999999998.74
568000.0,47999999999998.8
568100.0,47999999999998.73
568200.0,47999999999998.74
568300.0,47999999999998.8
568400.0,47999999999998.734
568500.0,47999999999998.74
568600.0,47999999999998.8
568700.0,47999999999998.73
568800.0,47999999999998.74
568900.0,47999999999998.78
569000.0,47999999999998.734
569100.0,47999999999998.74
569200.0,47999999999998.78
569300.0,47999999999998.73
569400.0,47999999999998.74
569500.0,47999999999998.81
569600.0,47999999999998.73
569700.0,47999999999998.74
569800.0,47999999999998.8
569900.0,47999999999998.71
570000.0,47999999999998.74
570100.0,47999999999998.8
570200.0,47999999999998.72
570300.0,47999999999998.75
570400.0,47999999999998.8
570500.0,47999999999998.72
570600.0,47999999999998.74
570700.0,47999999999998.81
570800.0,47999999999998.73
570900.0,47999999999998.74
571000.0,47999999999998.8
571100.0,47999999999998.73
571200.0,47999999999998.74
571300.0,47999999999998.81
571400.0,47999999999998.72
571500.0,47999999999998.74
571600.0,47999999999998.8
571700.0,47999999999998.71
571800.0,47999999999998.75
571900.0,47999999999998.8
572000.0,47999999999998.73
572100.0,47999999999998.75
572200.0,47999999999998.8
572300.0,47999999999998.73
572400.0,47999999999998.75
572500.0,47999999999998.8
572600.0,47999999999998.72
572700.0,47999999999998.75
572800.0,47999999999998.8
572900.0,47999999999998.73
573000.0,47999999999998.74
573100.0,47999999999998.8
573200.0,47999999999998.72
573300.0,47999999999998.75
573400.0,47999999999998.8
573500.0,47999999999998.73
573600.0,47999999999998.75
573700.0,47999999999998.8
573800.0,47999999999998.72
573900.0,47999999999998.76
574000.0,47999999999998.8
574100.0,47999999999998.72
574200.0,47999999999998.74
574300.0,47999999999998.8
574400.0,47999999999998.73
574500.0,47999999999998.75
574600.0,47999999999998.8
574700.0,47999999999998.72
574800.0,47999999999998.75
574900.0,47999999999998.8
575000.0,47999999999998.72
575100.0,47999999999998.74
575200.0,47999999999998.8
575300.0,47999999999998.73
575400.0,47999999999998.75
575500.0,47999999999998.8
575600.0,47999999999998.73
575700.0,47999999999998.74
575800.0,47999999999998.8
575900.0,47999999999998.72
576000.0,47999999999998.74
576100.0,47999999999998.8
576200.0,47999999999998.734
576300.0,47999999999998.74
576400.0,47999999999998.8
576500.0,47999999999998.73
576600.0,47999999999998.74
576700.0,47999999999998.8
576800.0,47999999999998.73
576900.0,47999999999998.74
577000.0,47999999999998.78
577100.0,47999999999998.734
577200.0,47999999999998.74
577300.0,47999999999998.78
577400.0,47999999999998.73
577500.0,47999999999998.75
577600.0,47999999999998.8
577700.0,47999999999998.72
577800.0,47999999999998.74
577900.0,47999999999998.8
578000.0,47999999999998.734
578100.0,47999999999998.74
578200.0,47999999999998.8
578300.0,47999999999998.72
578400.0,47999999999998.74
578500.0,47999999999998.8
578600.0,47999999999998.72
578700.0,47999999999998.74
578800.0,47999999999998.78
578900.0,47999999999998.73
579000.0,47999999999998.74
579100.0,47999999999998.81
579200.0,47999999999998.73
579300.0,47999999999998.74
579400.0,47999999999998.8
579500.0,47999999999998.71
579600.0,47999999999998.74
579700.0,47999999999998.81
579800.0,47999999999998.72
579900.0,47999999999998.74
580000.0,47999999999998.8
580100.0,47999999999998.72
580200.0,47999999999998.75
580300.0,47999999999998.78
580400.0,47999999999998.73
580500.0,47999999999998.74
580600.0,47999999999998.8
580700.0,47999999999998.72
580800.0,47999999999998.75
580900.0,47999999999998.8
581000.0,47999999999998.73
581100.0,47999999999998.75
581200.0,47999999999998.8
581300.0,47999999999998.72
581400.0,47999999999998.76
581500.0,47999999999998.8
581600.0,47999999999998.72
581700.0,47999999999998.74
581800.0,47999999999998.8
581900.0,47999999999998.72
582000.0,47999999999998.75
582100.0,47999999999998.8
582200.0,47999999999998.72
582300.0,47999999999998.74
582400.0,47999999999998.8
582500.0,47999999999998.73
582600.0,47999999999998.75
582700.0,47999999999998.8
582800.0,47999999999998.73
582900.0,47999999999998.74
583000.0,47999999999998.8
583100.0,47999999999998.72
583200.0,47999999999998.75
583300.0,47999999999998.8
583400.0,47999999999998.73
583500.0,47999999999998.75
583600.0,47999999999998.8
583700.0,47999999999998.72
583800.0,47999999999998.76
583900.0,47999999999998.8
584000.0,47999999999998.734
584100.0,47999999999998.74
584200.0,47999999999998.8
584300.0,47999999999998.72
584400.0,47999999999998.74
584500.0,47999999999998.78
584600.0,47999999999998.734
584700.0,47999999999998.74
584800.0,47999999999998.8
584900.0,47999999999998.72
585000.0,47999999999998.74
