M.CO2_At Time [a],M.CO2_At CO2 [mol/kg]
0.0,0.0002832179827673
10000.0,0.0002832179827673235
20000.0,0.00028321798276731934
30000.0,0.0002832179827673183
40000.0,0.0002832179827673188
50000.0,0.0002832179827673188
60000.0,0.0002832179827673188
70000.0,0.00028321798276731885
80000.0,0.00028321798276731885
90000.0,0.00028321798276731885
100000.0,0.0002832179827673189
110000.0,0.00028321798276731885
120000.0,0.00028321798276731885
130000.0,0.0002832179827673189
140000.0,0.0002832179827673188
150000.0,0.0002832179827673188
160000.0,0.00028321798276731875
170000.0,0.0002832179827673189
180000.0,0.0002832179827673188
190000.0,0.0002832179827673187
200000.0,0.00028321798276731885
210000.0,0.00028321798276731885
220000.0,0.0002832179827673188
230000.0,0.00028321798276731885
240000.0,0.0002832179827673189
250000.0,0.0002832179827673188
260000.0,0.0002832179827673188
270000.0,0.0002832179827673188
280000.0,0.00028321798276731885
290000.0,0.00028321798276731875
300000.0,0.0002832179827673189
310000.0,0.00028321798276731885
320000.0,0.0002832179827673188
330000.0,0.00028321798276731885
340000.0,0.00028321798276731885
350000.0,0.00028321798276731875
360000.0,0.00028321798276731885
370000.0,0.0002832179827673188
380000.0,0.00028321798276731885
390000.0,0.00028321798276731885
400000.0,0.0002832179827673188
410000.0,0.0002832179827673189
420000.0,0.00028321798276731885
430000.0,0.0002832179827673189
440000.0,0.00028321798276731885
450000.0,0.00028321798276731885
460000.0,0.00028321798276731885
470000.0,0.00028321798276731885
480000.0,0.0002832179827673188
490000.0,0.00028321798276731885
500000.0,0.0002832179827673187
510000.0,0.00028321798276731875
520000.0,0.00028321798276731885
530000.0,0.0002832179827673188
540000.0,0.0002832179827673189
550000.0,0.0002832179827673188
560000.0,0.0002832179827673187
570000.0,0.0002832179827673188
580000.0,0.00028321798276731885
590000.0,0.0002832179827673189
600000.0,0.00028321798276731885
610000.0,0.0002832179827673188
620000.0,0.00028321798276731885
630000.0,0.00028321798276731875
640000.0,0.0002832179827673188
650000.0,0.00028321798276731885
660000.0,0.00028321798276731885
670000.0,0.0002832179827673189
680000.0,0.0002832179827673188
690000.0,0.0002832179827673189
700000.0,0.0002832179827673188
710000.0,0.00028321798276731875
720000.0,0.0002832179827673188
730000.0,0.00028321798276731885
740000.0,0.00028321798276731885
750000.0,0.00028321798276731885
760000.0,0.00028321798276731885
770000.0,0.0002832179827673189
780000.0,0.00028321798276731875
790000.0,0.00028321798276731875
800000.0,0.00028321798276731875
810000.0,0.0002832179827673188
820000.0,0.00028321798276731885
830000.0,0.00028321798276731885
840000.0,0.0002832179827673188
850000.0,0.0002832179827673189
860000.0,0.0002832179827673189
870000.0,0.0002832179827673189
880000.0,0.0002832179827673188
890000.0,0.00028321798276731885
900000.0,0.0002832179827673188
910000.0,0.00028321798276731885
920000.0,0.0002832179827673188
930000.0,0.0002832179827673187
940000.0,0.00028321798276731875
950000.0,0.00028321798276731885
960000.0,0.00028321798276731885
970000.0,0.00028321798276731885
980000.0,0.00028321798276731885
990000.0,0.00028321798276731885
