M.D_b.zsnow Time [a],M.D_b.zsnow zsnow [mol/kg]
0.0,4812.955277134746
100000.0,4812.955277134746
200000.0,4812.955277134746
300000.0,4812.955277134746
400000.0,4812.955277134746
500000.0,4812.955277134746
600000.0,4812.955277134746
700000.0,4812.955277134746
800000.0,4812.955277134746
900000.0,4812.955277134746
