M.L_b.DIC Time [a],M.L_b.DIC DIC [mol/kg]
0.0,0.0019728038446966
10000.0,0.0019728038446966143
20000.0,0.0019728038446966186
30000.0,0.0019728038446966203
40000.0,0.001972803844696621
50000.0,0.0019728038446966216
60000.0,0.001972803844696621
70000.0,0.0019728038446966216
80000.0,0.001972803844696621
90000.0,0.001972803844696621
100000.0,0.001972803844696621
110000.0,0.001972803844696621
120000.0,0.0019728038446966208
130000.0,0.001972803844696621
140000.0,0.0019728038446966216
150000.0,0.001972803844696621
160000.0,0.001972803844696621
170000.0,0.001972803844696621
180000.0,0.001972803844696621
190000.0,0.001972803844696621
200000.0,0.001972803844696621
210000.0,0.001972803844696621
220000.0,0.001972803844696621
230000.0,0.001972803844696621
240000.0,0.001972803844696621
250000.0,0.0019728038446966216
260000.0,0.001972803844696621
270000.0,0.001972803844696621
280000.0,0.001972803844696621
290000.0,0.001972803844696621
300000.0,0.001972803844696621
310000.0,0.001972803844696621
320000.0,0.001972803844696621
330000.0,0.001972803844696621
340000.0,0.0019728038446966216
350000.0,0.001972803844696621
360000.0,0.001972803844696621
370000.0,0.0019728038446966216
380000.0,0.0019728038446966216
390000.0,0.0019728038446966216
400000.0,0.0019728038446966208
410000.0,0.0019728038446966216
420000.0,0.0019728038446966208
430000.0,0.001972803844696621
440000.0,0.001972803844696621
450000.0,0.001972803844696621
460000.0,0.001972803844696621
470000.0,0.0019728038446966216
480000.0,0.001972803844696621
490000.0,0.001972803844696621
500000.0,0.0019728038446966208
510000.0,0.001972803844696621
520000.0,0.001972803844696621
530000.0,0.0019728038446966208
540000.0,0.001972803844696621
550000.0,0.0019728038446966216
560000.0,0.001972803844696621
570000.0,0.0019728038446966208
580000.0,0.001972803844696621
590000.0,0.001972803844696621
600000.0,0.001972803844696621
610000.0,0.001972803844696621
620000.0,0.0019728038446966216
630000.0,0.001972803844696621
640000.0,0.001972803844696621
650000.0,0.0019728038446966216
660000.0,0.001972803844696621
670000.0,0.001972803844696621
680000.0,0.001972803844696621
690000.0,0.001972803844696621
700000.0,0.001972803844696621
710000.0,0.001972803844696621
720000.0,0.001972803844696621
730000.0,0.0019728038446966208
740000.0,0.0019728038446966216
750000.0,0.001972803844696621
760000.0,0.001972803844696621
770000.0,0.0019728038446966216
780000.0,0.0019728038446966208
790000.0,0.0019728038446966216
800000.0,0.0019728038446966208
810000.0,0.001972803844696621
820000.0,0.001972803844696621
830000.0,0.0019728038446966216
840000.0,0.0019728038446966216
850000.0,0.001972803844696621
860000.0,0.001972803844696621
870000.0,0.001972803844696621
880000.0,0.001972803844696621
890000.0,0.001972803844696621
900000.0,0.001972803844696621
910000.0,0.0019728038446966216
920000.0,0.0019728038446966216
930000.0,0.001972803844696621
940000.0,0.001972803844696621
950000.0,0.001972803844696621
960000.0,0.001972803844696621
970000.0,0.001972803844696621
980000.0,0.001972803844696621
990000.0,0.001972803844696621
